Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1996,731.578979,13.314,13.314,0.0,237.229004,,,234.389999,,,,,21.646,,,,506.57901,139.507996,296.859009,-157.350998,0.0,85.491997,,,,85.491997,224.999992,,73.300003,73.300003,,,15.768,,,,,90.573996,,,90.573996,179.641998,132.701004,,,,16.232,,,,16.232,148.933004,328.575003,0.0,324.123993,,,-13.914,,5.08,315.289993,87.713997,403.00399,731.578993,
06/30/1996,933.281006,20.299999,20.299999,0.0,281.833008,,,267.075989,,,,,34.146,,,,603.35498,163.636993,325.343994,-161.707001,0.0,166.289001,,,,166.289001,329.925995,,88.426003,88.426003,,,32.465,,,,,114.045994,,,114.045994,234.936996,216.348007,,,,15.672,,,,15.672,232.020007,466.957004,0.0,324.433014,,,-13.914,,18.869999,329.389014,136.934998,466.324011,933.281015,
09/30/1996,973.625,12.79,12.79,0.0,302.084991,,,278.338989,,,,,25.215,,,,618.429016,180.442993,336.721985,-156.279007,0.0,174.753006,,,,174.753006,355.195999,,83.396004,83.396004,,,15.715,,,,,115.959995,,,115.959995,215.070999,243.768005,,,,15.652,,,,15.652,259.420006,474.491005,0.0,324.966003,,,-13.914,,35.573999,346.626003,152.507996,499.133999,973.625004,
12/31/1996,1074.582031,25.540001,25.540001,0.0,309.062012,,,295.040985,,,,,35.633999,,,,665.276978,205.251007,363.540985,-158.289993,0.0,204.054001,,,,204.054001,409.305008,,106.961998,106.961998,,,74.983002,,,,,118.556007,,,118.556007,300.501007,228.442993,,,,22.361,,,,22.361,250.803993,551.305,0.0,319.112,,,-7.702,,57.126,368.535999,154.740997,523.276997,1074.581997,
03/31/1997,1126.244019,23.917999,23.917999,0.0,349.686005,,,304.950012,,,,,32.251999,,,,710.80603,208.279007,369.39801,-161.119003,0.0,207.158997,,,,207.158997,415.438004,,109.809998,109.809998,,,71.728996,,,,,120.553017,,,120.553017,302.09201,242.768997,,,,27.356001,,,,27.356001,270.124998,572.217009,0.0,304.755005,,,-7.702,,91.297001,388.350006,165.677002,554.027008,1126.244017,
06/30/1997,1225.215942,24.264999,24.264999,0.0,384.88501,,,319.600006,,,,,29.193001,,,,757.942993,234.600006,403.415985,-168.815994,0.0,232.673004,,,,232.673004,467.27301,,104.329002,104.329002,,,80.851997,,,,,133.756989,,,133.756989,318.937988,291.895996,,,,27.025,,,,27.025,318.920996,637.858984,0.0,321.958008,,,-7.702,,99.099003,413.355011,174.001999,587.35701,1225.215994,
09/30/1997,1254.052979,19.955999,19.955999,0.0,389.619995,,,325.03299,,,,,31.534,,,,766.143005,253.205002,428.886993,-175.682007,0.0,234.705002,,,,234.705002,487.910004,,103.625,103.625,,,77.248001,,,,,134.960007,,,134.960007,315.833008,277.516998,,,,23.296,,,,23.296,300.812998,616.646006,0.0,322.753998,,,-7.702,,123.281003,438.333,199.074005,637.407005,1254.053011,
12/31/1997,1672.499023,37.109001,37.109001,0.0,510.984009,,,467.963013,,,,,57.297001,,,,1073.353027,312.662994,560.20697,-247.544006,0.0,286.483002,,,,286.483002,599.145996,,204.770996,204.770996,,,91.523003,,,,,177.078011,,,177.078011,473.372009,371.57901,,,,48.798,,,,48.798,420.37701,893.74902,0.0,344.437988,,,-7.702,,235.308995,572.044983,206.705002,778.749985,1672.499004,
03/31/1998,1487.925,26.98,26.98,0.0,439.27,439.27,,391.656,38.939,81.445,289.161,-17.889,63.31,,,,921.216,282.936,475.617,-192.681,0.0,283.773,210.129,210.129,0.0,73.644,566.709,,120.365,120.365,,,81.542,,,,,154.12,,,154.12,356.027,373.265,,,,39.139,,,,39.139,412.404,768.431,0.0,323.697,,,-7.702,193.594,-12.413,497.176,222.318,719.494,1487.925,
06/30/1998,1845.348022,34.403,34.403,0.0,500.354004,,,519.047974,,,,,83.097,,,,1136.901978,354.246002,621.294983,-267.049011,0.0,354.200012,,,,354.200012,708.446014,,190.914993,190.914993,,,87.313004,,,,,218.662018,,,218.662018,496.890015,435.326996,,,,45.776001,,,,45.776001,481.102997,977.993011,0.0,371.70401,,,-7.702,,260.369999,624.372009,242.983002,867.355011,1845.348022,
09/30/1998,1833.332031,27.537001,27.537001,0.0,464.759003,,,503.080994,47.553001,74.107002,404.864014,,78.848999,,,,1074.225952,363.076996,645.190002,-282.113007,0.0,396.028992,293.580994,,,102.447998,759.105988,,152.242996,152.242996,,,347.151001,,,,,216.194992,,,216.194992,715.588989,415.471008,,,,42.300999,,,,42.300999,457.772007,1173.360996,0.0,371.705994,,,-7.702,,286.241002,650.244995,9.726,659.970995,1833.331991,
12/31/1998,1758.988037,22.716999,22.716999,0.0,424.053986,,,465.704987,43.612,57.912998,386.040985,-21.861,84.679001,,,,997.155029,375.235992,659.580994,-284.345001,0.0,386.596985,289.242004,,,97.35498,761.832977,,145.337997,145.337997,,,345.252991,,,,,202.709,,,202.709,693.299988,368.822998,,,,53.324001,,,,53.324001,422.146999,1115.446987,0.0,371.848999,,,-7.702,,269.886998,634.033997,9.507,643.540997,1758.987984,
03/31/1999,1682.065,55.024,55.024,,367.636,367.636,,428.636,41.818,48.225,294.622,43.971,83.031,,,,934.327,361.55,649.526,-287.976,,386.188,286.446,286.446,0.0,99.742,747.738,,124.315,124.315,,,331.397,,,,,179.222,,,179.222,634.934,343.51,,,,53.832,,,,53.832,397.342,1032.276,,372.967,,,-7.702,287.391,-11.144,641.512,8.277,649.789,1682.065,
06/30/1999,1747.265,24.804,24.804,,389.419,389.419,,456.771,42.736,46.473,282.006,85.556,85.669,,,,956.663,377.656,,,,412.946,304.934,304.934,0.0,108.012,790.602,,162.723,162.723,,,253.922,,,,,160.357,,,160.357,577.002,429.532,,,,55.484,,,,55.484,485.016,1062.018,,397.606,,,-7.702,284.37,-12.629,661.645,23.602,685.247,1747.265,
09/30/1999,1848.24,28.289,28.289,,433.564,433.564,,479.287,41.081,44.649,316.822,76.735,67.892,,,,1009.032,385.164,,,,454.044,345.806,345.806,0.0,108.238,839.208,,182.344,182.344,,,52.665,,,,,191.55,,,191.55,426.559,331.212,,,,62.116,,,,62.116,393.328,819.887,,400.513,,,-7.702,331.23,-10.249,713.792,314.561,1028.353,1848.24,
12/31/1999,1894.574951,24.127001,24.127001,0.0,474.114014,,,497.414001,41.507999,43.498001,435.839996,-23.431999,59.125,,,,1054.780029,381.082001,696.620972,-315.539001,0.0,458.713013,349.77301,,,108.940002,839.795013,,218.550995,218.550995,,,50.784,,,,,187.982998,,,187.982998,457.317993,346.647003,,,,52.134998,,,,52.134998,398.782001,856.099995,0.0,400.983002,,,-7.702,,326.939,720.220001,318.255005,1038.475006,1894.575001,
03/31/2000,2002.704956,31.986,31.986,0.0,521.137024,521.137024,,515.547974,43.408001,42.964001,453.406006,0.0,81.075996,,,,1149.746948,378.023987,704.64801,-326.623993,0.0,474.93399,365.016998,365.016998,0.0,109.916992,852.957977,,223.576996,223.576996,,,88.919998,88.919998,0.0,0.0,,175.068008,,,175.068008,487.565002,382.516998,382.516998,0.0,0.0,53.544998,,,,53.544998,436.061996,923.626999,0.0,426.065002,,,-7.702,348.832001,-11.817989,755.377014,323.700989,1079.078003,2002.705002,
06/30/2000,2063.291016,32.630001,32.630001,0.0,543.039978,543.039978,,538.403992,41.157001,45.622002,481.175995,0.0,78.928001,,,,1193.001953,389.169006,723.234009,-334.065002,0.0,481.119995,371.127991,371.127991,0.0,109.992004,870.289001,,228.563995,228.563995,,,117.886002,117.886002,0.0,0.0,,200.881973,,,200.881973,547.33197,354.640015,354.640015,0.0,0.0,57.834999,,,,57.834999,412.475014,959.806984,0.0,431.450989,,,-7.702,363.806,-14.999996,772.554993,330.928986,1103.483978,2063.290962,
09/30/2000,2117.768066,33.668999,33.668999,0.0,599.611023,599.611023,,541.348999,43.102001,55.179001,474.235992,0.0,77.127998,,,,1251.756958,395.10199,738.961975,-343.859985,0.0,470.908997,369.240997,369.240997,0.0,101.667999,866.010986,,263.595001,263.595001,,,114.964996,114.964996,0.0,0.0,,207.422974,,,207.422974,585.982971,345.895996,345.895996,0.0,0.0,56.429001,,,,56.429001,402.324997,988.307968,0.0,432.037994,,,-7.702,384.279999,-18.778011,789.837982,339.622009,1129.459991,2117.76796,
12/31/2000,2295.287109,36.543999,36.543999,0.0,654.419983,,,560.026978,46.923,57.167,480.708008,-24.771,59.012001,,,,1310.003052,409.048004,743.700989,-334.653015,0.0,576.236023,453.946991,453.946991,0.0,122.289032,985.284027,,280.820007,280.820007,,,165.951004,165.951004,0.0,0.0,,196.033005,,,196.033005,642.804016,374.716003,374.716003,0.0,0.0,82.603996,,,,82.603996,457.32,1100.124016,0.0,432.666992,,,-7.702,,392.515996,817.480988,377.682007,1195.162994,2295.28701,
03/31/2001,2439.423096,31.33,31.33,0.0,735.838013,735.838013,,610.546021,50.223,59.083,526.067017,0.0,64.556,,,,1442.27002,416.437988,753.130981,-336.692993,0.0,580.715027,452.571014,452.571014,0.0,128.144012,997.153015,,296.622009,296.622009,,,98.527,98.527,0.0,0.0,,200.926003,,,200.926003,596.075012,499.213989,499.213989,0.0,0.0,88.608002,,,,88.608002,587.821991,1183.897003,0.0,439.399994,,,-7.702,444.527008,-24.620021,851.60498,403.92099,1255.52597,2439.422974,
06/30/2001,2495.793945,39.938,39.938,0.0,726.096008,,,646.192017,50.313,68.063004,552.61499,-24.799,66.119003,,,,1478.344971,426.950989,771.539978,-344.588989,0.0,590.497986,454.463989,454.463989,0.0,136.033997,1017.448975,,298.488007,298.488007,,,86.265999,86.265999,0.0,0.0,,220.545006,,,220.545006,605.299011,494.101013,494.101013,0.0,0.0,86.587997,,,,86.587997,580.689011,1185.988022,0.0,440.813995,,,-7.702,,456.536992,889.648987,420.157013,1309.806,2495.794022,
09/30/2001,2607.525879,45.263,45.263,0.0,774.325989,774.325989,,655.47998,47.807999,65.332001,566.380981,0.0,66.458,,,,1541.526978,448.776001,807.460999,-358.684998,0.0,617.223022,479.934998,479.934998,0.0,137.288025,1065.999023,,308.623993,308.623993,,,83.634003,83.634003,0.0,0.0,,239.859009,,,239.859009,632.117004,532.531982,532.531982,0.0,0.0,90.228996,,,,90.228996,622.760979,1254.877983,0.0,440.820007,,,-29.129999,524.275024,-21.021032,914.944,437.70401,1352.64801,2607.525993,
12/31/2001,2735.827881,44.682999,44.682999,0.0,752.164978,,,653.151001,50.820999,65.008003,560.929993,-23.608,73.031998,,,,1523.031006,488.497009,855.236023,-366.739014,0.0,724.299988,574.549988,574.549988,0.0,149.75,1212.796997,,284.502014,284.502014,,,148.692993,148.692993,0.0,0.0,,232.809021,,,232.809021,666.004028,538.84198,538.84198,0.0,0.0,91.530998,,,,91.530998,630.372978,1296.377007,0.0,440.583008,,,-29.129999,,537.705988,949.158997,490.291992,1439.450989,2735.827995,
03/31/2002,2715.251953,43.935001,43.935001,0.0,723.617004,723.617004,,644.567017,48.096001,60.345001,561.271973,0.0,72.248001,,,,1484.366943,490.196991,864.580017,-374.382996,0.0,740.687988,577.124023,577.124023,0.0,163.563965,1230.884979,,262.509003,262.509003,,,133.352005,133.352005,0.0,0.0,,194.513992,,,194.513992,590.375,534.419983,534.419983,0.0,0.0,104.621002,,,,104.621002,639.040985,1229.415985,0.0,442.721985,,,-29.129999,591.184021,-25.179998,979.596008,506.23999,1485.835999,2715.251984,
06/30/2002,2708.916992,45.98,45.98,0.0,712.567017,712.567017,,633.090027,42.266998,59.344002,556.026001,0.0,68.452003,,,,1460.088989,497.697998,885.763,-388.065002,0.0,751.130005,580.971985,580.971985,0.0,170.15802,1248.828003,,239.281006,239.281006,,,66.014,66.014,0.0,0.0,,196.427986,,,196.427986,501.722992,568.801025,568.801025,0.0,0.0,107.898003,,,,107.898003,676.699028,1178.42202,0.0,443.803009,,,-29.129999,618.106018,-12.781012,1019.998016,510.497009,1530.495026,2708.917046,
09/30/2002,2691.02002,62.860001,62.860001,,651.942017,651.942017,,634.223999,47.861,53.498001,558.844971,0.0,74.051003,,,,1423.077026,498.412994,899.835022,-401.421997,0.0,769.530029,594.362,594.362,0.0,175.16803,1267.943024,,235.475006,235.475006,,,58.508999,58.508999,0.0,0.0,,190.504002,,,190.504002,484.488007,553.919006,553.919006,0.0,0.0,108.406998,,,,108.406998,662.326004,1146.814011,0.0,,,,-29.129999,637.895996,433.213007,1041.979004,502.22699,1544.205994,2691.020004,
12/31/2002,2749.544922,86.75,86.75,0.0,633.91803,,,634.487976,49.880001,54.201,554.453979,-24.047001,71.758003,,,,1426.91394,519.219971,933.380005,-414.160004,0.0,803.411011,620.075012,620.075012,0.0,183.335999,1322.630981,,256.069,256.069,,,159.692001,159.692001,0.0,0.0,,179.335007,,,179.335007,595.096008,441.96701,441.96701,0.0,0.0,131.690002,,,,131.690002,573.657013,1168.753021,0.0,447.457001,,,-29.129999,,645.208002,1063.535004,517.257019,1580.792023,2749.545044,
03/31/2003,2892.236084,43.914001,43.914001,0.0,707.88501,,,658.76001,57.011002,54.976002,571.776978,-25.004,80.210999,,,,1490.77002,523.685974,951.356018,-427.670013,0.0,877.780029,679.288025,679.288025,0.0,198.492004,1401.466003,,257.735992,257.735992,,,191.820999,,,,,189.479019,,,189.479019,639.036011,487.768005,,,,137.738998,,,,137.738998,625.507004,1264.543015,0.0,453.459015,,,-29.129999,,670.137995,1094.46701,533.226013,1627.693024,2892.236038,
06/30/2003,2982.339111,43.841,43.841,0.0,755.008972,755.008972,,700.804016,62.035999,61.679001,601.671997,0.0,79.181,,,,1578.834961,528.442017,977.210022,-448.768005,0.0,875.062012,679.372009,679.372009,0.0,195.690002,1403.504028,,309.640015,309.640015,,,166.923004,166.923004,0.0,0.0,,190.585968,,,190.585968,667.148987,472.148987,472.148987,0.0,0.0,144.391998,,,,144.391998,616.540985,1283.689972,0.0,468.52301,,,-29.129999,706.104004,1.708979,1147.205994,551.442993,1698.648987,2982.338959,
09/30/2003,3023.944092,44.388,44.388,0.0,761.94397,761.94397,,732.219971,63.740002,66.726997,626.767029,0.0,84.022003,,,,1622.573975,523.226013,976.254028,-453.028015,0.0,878.143982,680.572998,680.572998,0.0,197.570984,1401.369995,,302.302002,302.302002,,,91.269997,,,,,213.698997,,,213.698997,607.270996,518.335999,,,,141.003006,,,,141.003006,659.339005,1266.610001,0.0,469.273987,,,-29.129999,741.107971,3.010004,1184.261963,573.072021,1757.333984,3023.943985,
12/31/2003,3097.047119,51.285999,51.285999,0.0,801.81897,,,739.627014,62.631001,66.151001,635.124023,-24.278999,87.064003,,,,1679.796021,534.870972,1008.554016,-473.683014,0.0,882.380005,690.593018,690.593018,0.0,191.786987,1417.250977,,310.753998,310.753998,,,89.747002,89.747002,0.0,0.0,,230.423012,,,230.423012,630.924011,488.548004,488.548004,0.0,0.0,154.130997,,,,154.130997,642.679001,1273.603012,0.0,474.15799,,,-29.129999,779.122986,11.624994,1235.77597,587.66803,1823.444,3097.047012,
03/31/2004,3164.800049,45.063,45.063,0.0,832.968018,832.968018,,777.026978,62.111,73.693001,671.041992,0.0,86.315002,,,,1741.369995,539.986023,1026.189941,-486.20401,0.0,883.442993,692.049011,692.049011,0.0,191.393982,1423.429016,,336.437012,336.437012,,,106.929001,,,,,206.353958,,,206.353958,649.719971,435.449005,,,,156.731003,,,,156.731003,592.180008,1241.899979,0.0,510.776001,,,-29.129999,823.973022,9.456964,1315.075989,607.825989,1922.901978,3164.801956,
06/30/2004,3253.139893,55.507999,55.507999,0.0,870.991028,,,789.427002,64.796997,75.839996,686.934021,-38.144001,100.845001,,,,1816.77002,538.950012,1037.97998,-499.028015,0.0,897.419983,702.495972,702.495972,0.0,194.924011,1436.369995,,309.393005,309.393005,,,118.209,,,,,254.934006,,,254.934006,682.536011,484.532013,,,,163.436005,,,,163.436005,647.968018,1330.504028,0.0,520.83197,,,-84.883003,851.450012,7.092964,1294.491943,628.14502,1922.636963,3253.140991,
