Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,1143.591393,1248.685881,1248.685881,,0.119867,0.074401,0.061393,0.005168,0.003073,0.003073,,0.003073,0.003073,0.003073,0.000658,0.014744,,0.096126,0.150334,,
06/30/1990,1150.691154,1252.786513,1252.786513,,0.123519,0.077213,0.062729,0.006657,0.003731,0.003731,,0.003731,0.003731,0.003731,0.000658,0.009599,,0.092788,0.145905,,
09/30/1990,1137.739219,1217.885604,1217.885604,,0.135293,0.085315,0.069897,0.010323,0.005926,0.005926,,0.005926,0.005926,0.005926,0.000658,0.021111,,0.096595,0.141408,,
12/31/1990,1113.304194,1184.625,1184.625,,0.132278,0.079228,0.064439,0.001472,0.000878,0.000878,,0.000878,0.000878,0.000878,0.000878,-0.004052,,0.081209,0.138449,,
03/31/1991,1162.055708,1181.207778,1181.207778,,0.15763,0.106744,0.077388,0.015571,0.008999,0.008999,,0.008999,0.008999,0.008999,0.000878,0.023267,,0.092274,0.13694,,
06/30/1991,1165.139829,1183.804891,1183.804891,,0.155132,0.108847,0.071014,0.01399,0.008121,0.008121,,0.008121,0.008121,0.008121,0.000878,0.029293,,0.100102,0.145555,,
09/30/1991,1166.784653,1189.42425,1189.42425,,0.170057,0.123936,0.077592,0.020568,0.011193,0.011193,,0.011193,0.011193,0.011193,0.001097,0.019947,,0.113603,0.156109,,
12/31/1991,1169.722428,1193.737477,1193.737477,,0.186871,0.140125,0.081942,0.024025,0.013498,0.013498,,0.013498,0.013498,0.013498,0.001317,0.017888,,0.128642,0.170816,,
03/31/1992,1172.543665,1197.898883,1197.898883,,0.221261,0.183571,0.092714,0.044125,0.024691,0.024691,,0.024691,0.024691,0.024691,0.001317,0.052299,,0.154378,0.193853,,
06/30/1992,1160.648884,1195.954908,1195.954908,,0.183128,0.147815,0.070508,0.027609,0.015473,0.015473,,0.015473,0.015473,0.015473,0.001975,-0.008868,,0.158859,0.203998,,
09/30/1992,1151.143603,1179.461306,1179.461306,,0.16685,0.135088,0.052451,0.012759,0.006584,0.006584,,0.006584,0.006584,0.006584,0.001975,0.030841,,0.167242,0.204839,,
12/31/1992,1147.662604,1169.4375,1169.4375,,0.195093,0.165465,0.07607,0.038739,0.021399,0.021399,0.021399,0.021399,0.021399,0.021399,0.001975,0.027633,,0.178005,0.225509,,
03/31/1993,1163.806612,1194.425985,1194.425985,,0.226023,0.197849,0.087503,0.051398,0.02963,0.02963,,0.02963,0.02963,0.02963,0.001975,0.054035,,0.217862,0.249071,,
06/30/1993,1165.242877,1200.885778,1200.885778,,0.220342,0.193546,0.079033,0.043279,0.026173,0.026173,,0.026173,0.026173,0.026173,0.002469,0.018131,,0.214114,0.276602,,
09/30/1993,1168.447881,1208.175714,1208.175714,,0.224798,0.197597,0.076038,0.039457,0.018272,0.023704,,0.018272,0.023704,0.023704,0.002469,0.033222,,0.22688,0.294761,,
12/31/1993,1171.199291,1210.94998,1210.94998,,0.240494,0.212674,0.075803,0.037357,0.023704,0.023704,0.023704,0.023704,0.023704,0.023704,0.002469,0.004376,,0.238924,0.323748,,
03/31/1994,1159.535282,1190.760778,1190.760778,,0.271369,0.241782,0.093458,0.053364,0.032099,0.032099,,0.032099,0.032099,0.032099,0.003457,0.074635,,0.286108,0.337946,,
06/30/1994,1157.328009,1182.600031,1182.600031,,0.254773,0.218327,0.093184,0.045002,0.02716,0.02716,,0.02716,0.02716,0.02716,0.003457,0.015568,,0.288219,0.363319,,
09/30/1994,1152.690757,1176.524969,1176.524969,,0.257272,0.210866,0.102226,0.043853,0.026667,0.026667,,0.026667,0.026667,0.026667,0.003457,0.0666,,0.349848,0.383487,,
12/31/1994,1153.5615,1182.60004,1182.60004,,0.28388,0.228656,0.114475,0.047341,0.028642,0.028642,0.028642,0.028642,0.028642,0.028642,0.003457,0.017167,,0.329949,0.404845,,
03/31/1995,1158.232475,1188.998966,1188.998966,,0.31628,0.249666,0.131807,0.053306,0.032593,0.032593,,0.032593,0.032593,0.032593,0.004444,0.048531,0.033387,0.360315,0.440136,,
06/30/1995,1174.55397,1202.36404,1202.36404,,0.357948,0.285037,0.145972,0.060952,0.037037,0.037037,,0.037037,0.037037,0.037037,0.004444,0.059856,0.03917,0.370099,0.48884,,
09/30/1995,1176.545208,1212.894024,1212.894024,,0.395418,0.317885,0.156543,0.064357,0.038519,0.038519,,0.038519,0.038519,0.038519,0.005926,0.080244,0.038024,0.403393,0.528139,,
12/31/1995,1174.715987,1214.324959,1214.324959,,0.404411,0.325095,0.149071,0.051368,0.035556,0.035556,0.035556,0.035556,0.035556,0.035556,0.005926,0.016755,-0.042161,0.387324,0.538763,,
03/31/1996,1180.075527,1207.35228,1173.575294,,0.465066,0.380701,0.173342,0.067887,0.04,0.04,0.04,0.04,0.04,0.04,0.005926,0.134948,0.076409,0.439225,0.579254,,
06/30/1996,1181.864273,1210.052238,1168.249535,,0.507411,0.420957,0.208048,0.101604,0.06,0.06,0.06,0.057778,0.057778,0.057778,0.005926,0.05859,0.049794,0.497719,0.640737,,
09/30/1996,1183.619236,1212.300041,1167.297741,,0.460927,0.368406,0.195947,0.082667,0.048889,0.048889,0.048889,0.046667,0.046667,0.046667,0.007407,0.059312,0.032185,0.561485,0.68786,,
12/31/1996,1181.708954,1214.10228,1167.986275,,0.51386,0.412949,0.208108,0.08493,0.051111,0.051111,0.051111,0.048889,0.048889,0.048889,0.007407,0.05276,0.010662,0.535933,0.723152,,
03/31/1997,1191.212986,1220.568729,1176.923206,,0.559751,0.455131,0.221954,0.093736,0.057778,0.057778,0.057778,0.055556,0.055556,0.055556,0.007407,0.098907,0.0711,0.598882,0.787328,,
06/30/1997,1190.173542,1222.364273,1178.900951,,0.56316,0.450236,0.227801,0.089696,0.053333,0.053333,0.053333,0.051111,0.051111,0.051111,0.007407,0.072544,0.041249,0.616258,0.834134,,
09/30/1997,1194.22348,1228.504532,1147.873466,,0.657021,0.53302,0.265034,0.110587,0.066667,0.066667,0.066667,0.063333,0.063333,0.063333,0.007333,0.183008,0.153742,0.718083,0.902653,,
12/31/1997,1196.707489,1234.799973,1182.280518,,0.649898,0.52481,0.273546,0.121159,0.053333,0.053333,0.073333,0.051111,0.051111,0.075556,0.008889,-0.121732,-0.152351,0.666368,0.95689,0.910217,
03/31/1998,1200.375,1236.599945,1191.113937,,0.638059,0.507429,0.253648,0.09431,0.057778,0.057778,0.057778,0.053333,0.053333,0.053333,0.008889,0.169841,0.138126,0.754099,0.980777,,
06/30/1998,1199.677505,1229.08049,1187.595016,,0.672454,0.537186,0.27095,0.105997,0.062667,0.062667,0.062667,0.062222,0.062222,0.062222,0.008889,0.083254,0.043152,0.763145,1.012507,0.97017,
09/30/1998,1200.761993,1230.569962,1190.529053,,0.73249,0.592401,0.306128,0.136493,0.083333,0.083333,0.083333,0.08,0.08,0.08,0.008889,0.196653,0.146725,0.85027,1.087566,1.046534,
12/31/1998,1205.648988,1241.7,1182.0,,0.667174,0.667174,0.177371,0.148731,0.09,0.09,0.09,0.086667,0.086667,0.086667,0.009333,0.15463,0.120238,0.95876,1.18494,1.146559,
03/31/1999,1222.269,2515.506,2410.137,,0.394826,0.394826,0.112426,0.097958,0.06,0.06,0.06,0.056667,0.056667,0.056667,0.009333,-0.029493,-0.052712,0.850846,1.406345,1.366377,
