Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,1009.705024,-115.099997,304.299988,0.0,739.000024,1937.905039,974.700037,75.8182,0.38134,,,,,,,21.351972,,
06/30/1990,987.74689,-64.499998,254.300003,0.0,739.600024,1917.146919,965.199954,76.626612,0.385782,,,,,,,19.166677,,
09/30/1990,1201.476013,-50.5,254.300003,0.0,752.7,2157.976016,973.399966,77.326898,0.348799,,,,,,,21.553249,,
12/31/1990,888.627116,-45.6,254.300003,0.0,766.499988,1863.827107,993.399967,77.159252,0.411251,2.719328,5.731326,13.836875,7.604653,888.609375,1863.809366,18.614631,,
03/31/1991,838.588727,-36.6,254.300003,0.0,773.100024,1829.388754,1004.099979,76.994327,0.4226,2.486258,4.944294,10.441716,7.836815,,,18.270137,,
06/30/1991,855.116978,-49.9,254.300003,0.0,834.999988,1894.516969,1042.900027,80.0652,0.440746,2.422966,4.63774,9.268674,7.290547,,,18.831803,,
09/30/1991,911.727013,-111.800001,254.300003,0.0,849.499988,1903.727002,1045.500003,81.252988,0.44623,2.390716,4.581774,9.179011,7.479904,,,18.792405,,
12/31/1991,744.255985,-24.799999,254.300003,0.0,788.900012,1762.656002,983.000003,80.254324,0.447563,2.228953,4.421008,9.034628,7.688022,739.351375,1757.751391,17.170512,,
03/31/1992,709.505997,-36.0,254.300003,0.0,808.499988,1736.305988,971.599918,83.213262,0.465644,2.317547,5.000881,11.67657,15.45459,,,16.518628,,
06/30/1992,773.17804,-128.9,254.300003,0.0,795.899988,1694.478031,1081.100015,73.619459,0.469702,2.324387,5.011766,11.357091,13.866755,,,13.149453,,
09/30/1992,923.85997,-356.599994,254.300003,0.0,1048.999969,1870.559949,1335.100021,78.57089,0.560795,2.613974,5.793001,12.698982,24.016796,,,14.173057,,
12/31/1992,883.987046,-217.499997,254.300003,0.0,829.399988,1750.18704,1250.999918,66.298964,0.473892,2.436229,5.73268,13.370413,5.246504,882.07898,1748.278974,13.116696,,
03/31/1993,1235.383682,-282.400006,254.300003,0.0,928.199976,2135.483655,1341.199991,69.206679,0.434656,2.879563,6.89088,14.943903,6.199738,,,15.989546,,
06/30/1993,1205.782333,-66.799998,254.300003,0.0,900.399988,2293.682326,1300.700052,69.22426,0.392557,2.944015,7.62781,16.395156,7.119713,,,17.120122,,
09/30/1993,1072.504028,-96.299999,254.399994,0.0,959.299976,2189.903999,1341.19997,71.525499,0.438056,2.746305,7.603833,16.923524,6.087402,,,16.334887,,
12/31/1993,738.099984,-162.299995,257.899994,0.0,1055.100025,1888.800007,1453.000019,72.61528,0.558609,2.400915,7.047761,16.51049,29.403154,737.550033,1888.250057,14.074516,,
03/31/1994,588.104982,-122.899998,195.399994,0.0,1106.800003,1767.404982,1420.40007,77.921709,0.626229,2.260687,7.044261,18.353115,-95.78009,,,13.147987,,
06/30/1994,656.179865,-199.200005,132.899994,0.0,1005.199987,1595.079842,1275.600042,78.802129,0.630188,2.140759,6.676768,18.504407,14.152793,,,11.850431,,
09/30/1994,608.552971,-247.399994,132.899994,0.0,986.399988,1480.452959,1230.700006,80.149507,0.666283,2.049921,6.104961,15.485909,24.053096,,,10.947343,,
12/31/1994,456.971632,-144.400002,132.899994,0.0,975.600024,1421.071649,1191.700091,81.866237,0.686524,2.083377,7.436272,27.918892,40.247208,,,10.495437,,
03/31/1995,745.728531,-156.699997,132.899994,0.0,975.600024,1697.528552,1114.099994,87.568444,0.574718,2.66279,9.409803,35.000587,-8.187149,,,12.519847,,
06/30/1995,,,,,,,,,,,,,,,,,,
09/30/1995,,,,,,,,,,,,,,,,,,
12/31/1995,,,,,,,,,,,,,,,,,,
03/31/1996,,-22.7,71.7,-5.9,1358.6,,1652.8,82.199903,,,,,,,,,,
06/30/1996,,-45.0,66.6,-3.9,1325.5,,1611.1,82.272981,,,,,,,,,,
09/30/1996,,-42.5,60.0,-3.9,1352.0,,1493.9,90.501372,,,,,,,,,,
