Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2000,151.800003,49.099998,60.200001,42.5,,42.5,,,,,,-29.700001,-31.9,0.0,,,-31.9,,,0.0,0.0,0.0,,,,,2.199999,-37.5,-14.1,-2.7,,,,-19.9,0.0,-19.9,-0.8,,84.599998,-1.1,39.700001,
09/30/2000,78.5,41.299999,57.599998,-20.4,,-20.4,,,,,,-37.200001,-23.200001,0.0,,,-23.200001,,,0.0,0.0,0.0,,,,,-14.0,-35.5,-13.9,-0.3,,,,-21.1,0.0,-21.1,-0.2,,5.8,3.5,24.5,
12/31/2000,50.8,15.5,54.0,124.6,,124.6,-143.3,,,-143.3,,-94.1,-43.0,6.2,,,-49.2,,,0.0,0.0,0.0,,,,,-51.1,-17.2,-13.7,-2.8,,,,-0.1,0.0,-0.1,-0.6,,-60.5,0.0,38.9,
03/31/2001,-15.4,-12.8,59.200001,-61.799999,,-61.799999,,,,,,-20.6,-21.4,0.0,,,-21.4,,,0.0,0.0,0.0,,,,,0.799999,-6.8,-7.0,-0.2,,,,0.0,0.0,0.0,0.4,,-42.799999,0.0,25.0,
06/30/2001,69.099998,2.7,59.200001,7.2,,7.2,0.0,,,0.0,,0.8,-24.6,0.0,,,-24.6,,,0.0,0.0,0.0,,,,,25.4,-8.4,-7.0,-0.1,,,,-0.9,0.1,-1.0,-0.4,,61.5,1.1,51.0,
09/30/2001,-3.4,-5.9,58.099998,-55.599998,,-55.599998,0.0,,,0.0,,-37.599998,-20.6,0.0,,,-20.6,,,0.0,0.0,0.0,,,,,-16.999998,0.2,-0.2,-0.2,,,,-0.2,0.0,-0.2,0.8,,-40.799999,0.1,24.700001,
12/31/2001,117.800003,-76.400002,68.900002,108.400002,,108.400002,16.9,,,16.9,,-18.5,-42.099998,0.0,,,-42.099998,,,0.0,0.0,0.0,,,,,23.599998,-63.000001,0.0,-62.700001,,,,0.0,0.0,0.0,-0.3,,36.299999,6.0,13.6,
03/31/2002,-49.400002,-25.6,59.900002,-14.8,,-14.8,-68.900002,,,-68.900002,,48.299999,-25.4,0.0,,,-25.4,,,0.0,0.0,0.0,,,,,73.699999,-1.3,0.0,-0.2,,,,-0.8,0.2,-1.0,-0.3,,-2.4,0.4,24.799999,
06/30/2002,173.699997,16.200001,59.5,100.900002,,100.900002,-2.9,,,-2.9,,33.400002,-27.5,0.0,,,-27.5,,,0.0,0.0,0.0,,,,,60.900002,538.199976,0.0,537.899976,,,,-0.8,0.0,-0.8,1.1,,745.299988,-45.799999,37.099998,
09/30/2002,37.700001,-3.3,59.799999,27.799999,,27.799999,-46.599998,,,-46.599998,,-46.099998,-11.8,0.0,,,-11.8,,,0.0,0.0,0.0,,,,,-34.299998,-592.200013,-0.9,-550.200012,,,,-13.1,0.0,-13.1,-28.0,,-600.599976,0.0,28.799999,
12/31/2002,141.5,-489.7,51.2,452.7,,452.7,127.3,,,127.3,,-24.3,-18.8,0.0,,,-18.8,,,0.0,0.0,0.0,,,,,-5.5,-77.8,0.0,-77.4,,,,0.0,0.2,-0.2,-0.4,,39.4,-0.4,33.9,
03/31/2003,-18.4,-40.799999,60.599998,14.1,,14.1,-52.299999,,,-52.299999,,-15.2,-15.3,0.0,,,-15.3,,,0.0,0.0,0.0,,,,,0.1,0.4,0.0,0.0,,,,-0.5,0.0,-0.5,0.9,,-33.200001,0.0,24.9,
06/30/2003,-25.5,-78.2,58.1,-32.9,-80.2,47.3,27.5,,,27.5,,-24.9,-23.1,2.9,,,-26.0,,,0.0,0.0,0.0,,,,,-1.8,-6.0,0.0,0.0,,,,-0.1,0.0,-0.1,-5.9,,-56.4,2.1,29.9,
09/30/2003,-89.7,-277.5,60.4,145.9,30.7,115.2,-18.5,,,-18.5,,-85.2,-18.6,1.7,,,-20.3,,,0.0,0.0,0.0,,,,,-66.6,41.0,0.0,50.0,,,,0.0,0.0,0.0,-9.0,,-133.9,0.3,25.3,
12/31/2003,116.0,-163.9,49.9,46.8,,46.8,183.2,,,183.2,,-8.9,-15.6,0.0,,,-15.6,,,0.0,0.0,0.0,,,,,6.7,-111.5,0.0,-112.5,,,,-0.1,0.0,-0.1,1.1,,-4.4,0.6,32.1,
03/31/2004,-106.300003,165.399994,57.799999,-167.199997,,-167.199997,-162.300003,,,-162.300003,,271.799988,-10.8,0.0,,,-10.8,,,0.0,0.0,0.0,,,,,282.599988,79.7,0.0,80.0,,,,-0.2,0.0,-0.2,-0.1,,245.199997,0.1,26.4,
06/30/2004,10.4,92.7,58.4,-85.5,-4.2,-81.3,-55.2,,,-55.2,,91.3,368.3,386.0,,,-17.7,,,0.0,0.0,0.0,,,,,-277.0,-134.8,0.0,-144.7,,,,0.0,0.0,0.0,9.9,,-33.1,3.9,27.6,
09/30/2004,69.0,83.1,53.4,-5.0,-59.8,54.8,-62.5,,,-62.5,,-21.5,-20.8,0.0,,,-20.8,,,0.0,0.0,0.0,,,,,-0.7,-0.4,0.0,-80.0,,,,0.0,0.0,0.0,79.6,,47.1,4.6,25.2,
12/31/2004,242.0,-102.8,49.5,140.6,,140.6,154.7,,,154.7,,-29.7,-40.0,0.0,,,-40.0,,,-2.5,0.0,-2.5,,,,,12.8,-149.1,0.0,-150.9,,,,0.0,0.0,0.0,1.8,,63.2,4.4,27.9,
03/31/2005,-97.1,59.2,52.5,-102.9,29.6,-132.5,-105.9,,,-105.9,,-23.9,-32.7,0.0,,,-32.7,,,0.0,0.0,0.0,,,,,8.8,2.9,0.0,0.0,,,,2.6,3.1,-0.5,0.3,,-118.1,2.0,19.3,
06/30/2005,40.4,9.0,51.6,61.5,47.0,14.5,-81.7,,,-81.7,,-33.5,-45.3,0.4,,,-45.7,,,0.0,0.0,0.0,,,,,11.8,-1.3,0.0,0.0,,,,-0.1,0.0,-0.1,-1.2,,5.6,6.6,22.4,
09/30/2005,127.8,-29.0,51.4,4.5,-13.6,18.1,100.9,,,100.9,,-43.2,-51.8,1.2,,,-53.0,,,0.0,0.0,0.0,,,,,8.6,-0.5,0.0,0.0,,,,0.0,0.0,0.0,-0.5,,84.1,0.8,17.8,
12/31/2005,206.2,-41.5,49.4,54.0,-43.4,97.4,144.3,60.2,-126.0,210.1,,-34.5,-41.1,,,,-41.1,,,0.0,0.0,0.0,,,,,6.6,-0.8,0.0,0.0,,,,-3.1,,-3.1,2.3,,170.9,1.7,22.2,
03/31/2006,-16.0,6.2,52.4,14.5,4.9,9.6,-89.1,,,-89.1,,-28.5,-19.7,0.0,,,-19.7,,,0.0,0.0,0.0,,,,,-8.8,0.1,0.0,0.0,,,,-0.4,0.2,-0.6,0.5,,-44.4,1.4,18.8,
06/30/2006,5.6,35.3,103.5,-48.0,20.9,-68.9,-85.2,,,-85.2,,-41.5,-36.2,1.4,,,-37.6,,,,,,,,,,-5.3,1.7,,,,,,-0.1,0.5,-0.6,1.8,,-34.2,3.4,41.4,
09/30/2006,-4.5,61.3,154.5,-78.3,38.1,-116.4,-142.0,,,-142.0,,-52.3,-48.3,3.9,,,-52.2,,,,,,,,,,-4.0,4.0,,,,,,1.8,2.4,-0.6,2.2,,-52.8,8.4,60.6,
03/31/2007,-4.6,62.7,56.7,-53.2,19.0,-72.2,-70.8,,,-70.8,,-1.9,-15.4,0.0,,,-15.4,,,0.0,0.0,0.0,,,,,13.5,-222.8,0.0,-225.0,,,,5.0,6.4,-1.4,-2.8,,-229.3,2.2,24.0,
06/30/2007,250.1,172.6,109.3,-120.9,48.4,-169.3,89.1,,,89.1,,-23.3,-35.1,,,,-35.1,,,,,,,,,,11.8,-290.3,,-300.0,,,,12.5,14.3,-1.8,-2.8,,-63.5,5.4,48.0,
09/30/2007,400.3,281.0,161.6,-174.2,88.1,-262.3,131.9,,,131.9,,-55.8,-63.4,0.1,,,-63.5,,,0.0,0.0,0.0,,,,,7.6,-438.3,0.0,-450.0,,,,13.4,15.2,-1.8,-1.7,,-93.8,16.0,56.1,
12/31/2007,702.9,387.7,211.1,-162.5,127.2,-289.7,266.6,21.0,204.5,41.1,,-73.0,-104.1,0.3,,,-104.4,,,0.0,0.0,0.0,,,,,31.1,-435.7,0.0,-450.0,,,,13.3,15.7,-2.4,1.0,,194.2,39.1,79.3,
03/31/2008,-400.2,101.1,54.9,-519.6,48.0,-567.6,-36.6,,,-36.6,,-36.5,-36.6,0.0,,,-36.6,-36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-4.6,-5.6,-0.1,,,-0.1,0.5,9.6,-9.1,0.6,0.0,-441.3,6.8,23.0,
06/30/2008,161.2,145.2,54.3,-59.8,57.2,-117.0,21.5,,,21.5,,-53.2,-49.2,0.4,,,-49.6,,,0.0,0.0,0.0,,,,,-4.0,0.5,-5.6,-0.2,,,,5.6,6.0,-0.4,0.7,,108.5,20.0,1.5,
09/30/2008,99.9,188.3,53.4,21.4,124.7,-103.3,-163.2,,,-163.2,,-31.0,-27.0,7.6,,,-34.6,,,0.0,0.0,0.0,,,,,-4.0,-8.3,-5.6,-0.2,,,,0.0,0.1,-0.1,-2.5,,60.6,26.0,1.3,
12/31/2008,222.2,-430.6,51.3,388.6,-257.7,646.3,212.9,,,212.9,,-97.1,-45.6,0.4,,,-46.0,,,0.0,0.0,0.0,,,,,-51.5,-3.8,-5.6,-26.4,,,,-14.5,,-14.5,42.7,,121.3,4.3,22.8,
03/31/2009,-29.0,-73.4,54.6,-136.0,-13.8,-122.2,125.8,,,125.8,0.0,-44.7,-45.1,0.0,0.0,0.0,-45.1,-45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-27.0,-5.5,-19.9,0.0,0.0,-19.9,-11.4,0.0,-11.4,9.8,0.0,-100.7,-27.0,1.4,
06/30/2009,-23.6,-47.2,54.9,-72.0,-23.6,-48.4,40.7,,,40.7,0.0,-50.6,-50.5,0.0,0.0,0.0,-50.5,-50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.0,-5.5,-3.2,0.0,0.0,-3.2,0.0,0.0,0.0,6.7,0.0,-76.2,1.3,27.0,
09/30/2009,-34.8,6.2,54.1,-103.2,-3.4,-99.8,8.1,,,8.1,0.0,-16.1,-18.1,0.0,0.0,0.0,-18.1,-18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.6,-5.5,-0.2,0.0,0.0,-0.2,0.0,0.0,0.0,10.3,0.0,-46.3,0.8,10.6,
12/31/2009,146.2,39.8,53.1,89.2,88.1,1.1,-35.9,,,-35.9,,-22.0,-19.8,0.0,,0.0,-19.8,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,-2.0,-5.5,-0.2,0.0,0.0,-0.2,0.5,0.5,0.0,3.2,0.0,122.2,0.9,10.7,
03/31/2010,-107.2,1.9,56.2,-118.2,44.8,-163.0,-47.1,,,-47.1,0.0,-16.9,-16.9,0.0,0.0,0.0,-16.9,-16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,-5.5,-0.2,0.0,0.0,-0.2,-6.2,1.3,-7.5,4.5,0.0,-131.5,4.4,1.2,
06/30/2010,-47.1,26.7,55.0,-30.3,18.8,-49.1,-98.5,,,-98.5,0.0,-66.0,-67.0,0.0,0.0,0.0,-67.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-87.6,-5.5,-105.7,0.0,400.0,-505.7,0.0,0.0,0.0,23.6,0.0,-200.7,-24.8,12.7,
09/30/2010,-22.2,-59.2,53.4,-62.2,-38.1,-24.1,45.8,,,45.8,0.0,-75.0,-74.8,0.0,0.0,0.0,-74.8,-74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,48.2,-5.5,-0.2,0.0,0.0,-0.2,-0.2,0.0,-0.2,54.1,0.0,-49.0,0.1,0.6,
12/31/2010,44.1,-98.3,49.3,32.2,-63.2,95.4,60.9,,,60.9,0.0,-108.4,-107.6,0.0,,0.0,-107.6,-107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,200.6,-5.5,148.9,0.0,149.1,-0.2,-0.2,0.0,-0.2,57.4,0.0,136.3,,11.2,
03/31/2011,-197.4,8.7,51.2,-123.6,4.4,-128.0,-133.7,,,-133.7,0.0,-106.9,-107.3,0.0,0.0,0.0,-107.3,-107.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,141.6,-5.5,74.8,0.0,75.0,-0.2,-1.3,0.1,-1.4,73.6,0.0,-162.7,0.0,0.7,
06/30/2011,-163.0,33.1,50.5,-149.0,23.6,-172.6,-97.6,,,-97.6,0.0,-89.6,-89.4,0.0,0.0,0.0,-89.4,-89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,244.1,-5.5,199.8,0.0,200.0,-0.2,0.1,0.1,0.0,49.7,0.0,-8.5,-1.5,17.7,
09/30/2011,5.0,-3.5,49.3,-58.5,0.2,-58.7,17.7,,,17.7,0.0,-54.0,-54.5,0.0,0.0,0.0,-54.5,-54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,62.1,-5.5,19.9,,,,0.0,0.0,0.0,47.7,0.0,13.1,1.0,2.6,
12/31/2011,174.9,-193.9,49.5,105.4,-120.9,226.3,213.9,,,213.9,0.0,-169.7,-44.9,0.0,,0.0,-44.9,-44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.8,-21.9,-5.5,-45.2,-45.0,0.0,-0.2,1.2,,,27.6,0.0,-16.7,0.6,23.3,
03/31/2012,-150.0,-11.8,54.6,-50.0,-9.4,-40.6,-142.8,,,-142.8,0.0,-29.9,-29.7,0.0,0.0,0.0,-29.7,-29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,180.2,-5.5,194.8,0.0,373.3,-178.5,-1.7,0.0,-1.7,-7.4,0.0,0.3,0.2,3.2,
06/30/2012,-160.1,-724.2,51.7,604.5,744.4,-139.9,-92.1,,,-92.1,0.0,-4.9,-5.8,0.0,0.0,0.0,-5.8,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,160.1,-5.5,179.8,,,,0.0,0.0,0.0,-14.2,0.0,-4.9,-0.1,24.6,
09/30/2012,-77.8,-60.9,51.4,-56.3,18.4,-74.7,-12.0,,,-12.0,0.0,-48.0,-13.8,0.0,0.0,0.0,-13.8,-13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.2,135.5,0.0,116.8,0.0,117.0,-0.2,0.0,0.0,0.0,18.7,0.0,9.7,0.7,3.4,
12/31/2012,117.1,-230.4,51.3,162.9,17.8,145.1,133.3,,,133.3,0.0,-35.8,-14.8,0.0,,0.0,-14.8,-14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,98.6,0.0,57.9,-250.0,308.0,-0.1,98.1,,,-57.4,0.0,179.9,0.5,38.3,
03/31/2013,-7.0,-9.9,54.5,-45.3,-4.4,-40.9,-6.3,,,-6.3,0.0,-15.7,-16.5,0.0,0.0,0.0,-16.5,-16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-12.5,0.0,-0.2,0.0,,-0.2,-0.6,0.0,-0.6,-11.7,0.0,-35.2,0.3,1.6,
06/30/2013,-97.5,-40.4,52.7,-54.5,9.9,-64.4,-55.3,,,-55.3,0.0,-61.9,-15.9,0.0,0.0,0.0,-15.9,-15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,26.0,0.0,45.1,40.0,31.9,-26.8,-0.1,0.0,-0.1,-19.0,0.0,-133.4,0.7,56.2,
09/30/2013,-119.2,-31.7,52.8,-109.2,5.5,-114.7,-31.1,,,-31.1,0.0,-2.6,-12.9,0.0,,0.0,-12.9,-12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,131.2,0.0,144.8,145.0,0.0,-0.2,0.0,0.0,0.0,-13.6,,9.4,0.1,2.2,
12/31/2013,113.5,35.2,49.2,-82.8,-18.3,-64.5,111.9,,,111.9,0.0,-15.5,-15.5,0.0,,0.0,-15.5,-15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.4,0.0,-95.2,-95.0,0.0,-0.2,0.0,0.0,0.0,-23.2,0.0,-20.4,0.1,56.2,
03/31/2014,-125.0,-86.1,55.0,-75.3,0.5,-75.8,-18.6,,,-18.6,0.0,-7.0,-13.8,0.0,0.0,0.0,-13.8,-13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,117.8,0.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,-32.2,0.0,-14.2,0.1,2.6,
06/30/2014,-206.1,-17.1,53.0,-93.0,2.0,-95.0,-149.0,,,-149.0,0.0,-58.7,-13.8,0.0,0.0,0.0,-13.8,-13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.9,288.5,0.0,289.8,290.0,0.0,-0.2,0.9,0.9,0.0,-2.2,0.0,23.7,0.3,56.5,
09/30/2014,-49.5,-7.2,54.2,-115.5,3.8,-119.3,19.0,,,19.0,0.0,-725.4,-11.7,0.0,0.0,0.0,-11.7,-11.7,0.0,0.0,0.0,0.0,-677.2,0.0,-677.2,0.0,-36.5,780.9,0.0,456.9,30.0,427.1,-0.2,345.3,345.3,0.0,-21.3,0.0,6.0,-0.9,3.8,
12/31/2014,57.8,13.5,60.1,0.0,1.9,-1.9,-15.8,,,-15.8,0.0,-66.7,-41.8,0.0,0.0,0.0,-41.8,-41.8,0.0,0.0,0.0,0.0,677.2,0.0,677.2,0.0,-702.1,18.3,0.0,44.8,45.0,0.0,-0.2,0.0,0.0,0.0,-26.5,0.0,9.4,0.2,59.0,
03/31/2015,-2.7,-306.3,62.9,275.0,6.8,268.2,-34.3,,,-34.3,0.0,-33.9,-28.3,0.0,0.0,0.0,-28.3,-28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6,55.8,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,-19.2,0.0,19.2,0.0,5.1,
06/30/2015,86.6,-64.0,60.7,3.0,13.9,-10.9,86.9,,,86.9,0.0,10.5,-21.4,0.0,0.0,0.0,-21.4,-21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,-111.5,0.0,-87.2,,,,0.0,0.0,0.0,-24.3,0.0,-14.4,0.1,77.3,
09/30/2015,116.2,6.7,60.0,-19.9,17.1,-37.0,69.4,,,69.4,0.0,-21.1,-21.3,0.0,0.0,0.0,-21.3,-21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-80.1,0.0,-52.9,,,,0.0,0.0,0.0,-27.2,0.0,15.0,0.1,5.0,
12/31/2015,0.2,-145.4,53.6,179.4,24.3,155.1,-87.4,,,-87.4,0.0,-3.0,-28.0,0.0,0.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,11.0,-30.6,0.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,-26.6,0.0,-33.4,0.5,73.9,
03/31/2016,136.7,-13.6,59.0,19.7,4.5,15.2,71.6,,,71.6,0.0,-28.9,-28.8,0.0,0.0,0.0,-28.8,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-51.4,0.0,-30.0,0.0,0.0,-30.0,0.0,0.0,0.0,-21.4,0.0,56.4,3.4,4.8,
06/30/2016,136.3,17.3,58.9,9.5,-11.7,21.2,50.6,,,50.6,0.0,-158.3,-25.1,0.0,0.0,0.0,-25.1,-25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.2,-34.8,0.0,-249.0,0.0,380.0,-629.0,249.4,249.4,0.0,-35.2,0.0,-56.8,-6.6,73.9,
09/30/2016,14.9,50.9,58.1,-9.4,13.3,-22.7,-84.7,,,-84.7,0.0,107.5,-28.0,0.0,0.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.5,-121.1,0.0,-93.8,,,,0.0,0.0,0.0,-27.3,0.0,1.3,0.6,4.0,
12/31/2016,16.7,-71.4,59.0,77.1,-10.2,87.3,-51.0,,,-51.0,0.0,-45.6,-45.7,0.0,0.0,0.0,-45.7,-45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,144.6,0.0,-190.0,,,,351.0,351.0,0.0,-16.4,0.0,115.7,0.0,54.4,
