Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
12/31/1982,,,,1.347222,1.083333,,,,
03/31/1983,,,,1.520833,1.229167,,,,
06/30/1983,,,,1.631944,1.465278,,,,
09/30/1983,,,,1.791667,1.625,,,,
12/31/1983,,,,1.791667,1.659722,,,,
03/31/1984,,,,1.708333,1.666667,,,,
06/30/1984,,,,1.6875,1.666667,,,,
09/30/1984,,,,1.763889,1.666667,,,,
12/31/1984,,,,1.784722,1.555556,,,,
03/31/1985,,,,1.840278,1.645833,,,,
06/30/1985,,,,1.986111,1.722222,,,,
09/30/1985,,,,2.076389,1.875,,,,
12/31/1985,2.354167,,2.354167,2.375,1.909722,,,,
03/31/1986,2.840278,20.648968,2.375,2.840278,2.354167,,,,
06/30/1986,3.53125,24.327628,2.840278,3.541667,2.770833,,,,
09/30/1986,3.052083,-13.569322,3.541667,3.916667,2.979167,,,,
12/31/1986,3.260417,6.825939,3.041667,3.4375,3.020833,,,,
03/31/1987,3.479167,6.709265,3.25,3.75,3.25,,,,
06/30/1987,3.760417,8.083832,3.458333,3.770833,3.083333,,,,
09/30/1987,3.708333,-1.385042,3.770833,4.25,3.5,,,,
12/31/1987,3.0,-19.101124,3.708333,3.875,2.479167,,,,
03/31/1988,3.5625,18.75,3.041667,3.625,3.041667,,,,
06/30/1988,3.604167,1.169591,3.583333,3.604167,3.3125,,180.228001,,
09/30/1988,3.541667,-1.734104,3.604167,3.645833,3.364583,,180.228001,,
12/31/1988,3.708333,4.705882,3.5625,4.0,3.541667,,180.228001,,
03/31/1989,4.104167,10.674157,3.708333,4.145833,3.645833,,180.228001,,
06/30/1989,4.739583,15.482234,4.104167,4.979167,4.104167,,181.188,,
09/30/1989,5.333333,12.527473,4.770833,5.9375,4.75,,181.188,,
12/31/1989,5.145833,-3.515625,5.333333,5.645833,5.041667,,181.188,,
03/31/1990,5.125,-0.404858,5.135417,5.416667,4.979167,1066.102444,181.188,,
06/30/1990,5.041667,-1.626016,5.104167,5.625,4.958333,1043.927449,208.019989,,
09/30/1990,3.5,-30.578512,4.958333,5.104167,3.25,715.049984,207.05999,,
12/31/1990,4.916667,40.47619,3.541667,5.166667,3.5,1001.112029,204.299995,,
03/31/1991,6.208333,26.271186,4.9375,6.333333,4.5,1270.629779,204.299995,,
06/30/1991,6.333333,2.013423,6.25,6.625,6.0,1322.884567,204.665405,,
09/30/1991,8.208333,29.605263,6.333333,8.208333,6.25,1691.907263,208.876808,,
12/31/1991,8.3125,1.269036,8.166667,8.666667,7.5,1720.581316,206.120407,,
03/31/1992,8.458333,1.754386,8.25,8.916667,8.166667,1759.604045,206.120407,,
06/30/1992,9.833333,16.256158,8.375,10.041667,8.375,2053.966984,208.032005,,
09/30/1992,9.708333,-1.271186,9.75,10.0,9.416667,2033.274397,208.877998,,
12/31/1992,10.5,8.154506,9.666667,10.791667,9.291667,2218.902042,209.436005,,
03/31/1993,12.40625,18.154762,10.5,12.46875,10.0,2627.246817,209.436005,,
06/30/1993,10.5,-15.365239,12.25,12.625,9.9375,2227.680038,211.768005,,
09/30/1993,10.375,-1.190476,10.625,11.125,9.875,2204.023548,212.160004,,
12/31/1993,9.90625,-4.518072,10.4375,10.9375,9.25,2111.735085,212.436005,,
03/31/1994,10.375,4.731861,9.9375,10.96875,9.875,2215.186932,212.436005,,
06/30/1994,10.3125,-0.60241,10.375,10.8125,10.0625,2230.016284,213.511993,,
09/30/1994,9.296875,-9.848485,10.3125,10.4375,8.9375,2014.149328,216.244003,,
12/31/1994,8.75,-5.882353,9.3125,9.5625,8.0625,1893.115035,216.647995,,
03/31/1995,8.78125,0.357143,8.875,9.375,7.9375,1966.297484,216.356003,,
06/30/1995,10.0625,14.590747,8.8125,10.3125,8.75,2248.807685,223.919998,,
09/30/1995,11.5,14.285714,9.9375,11.90625,9.75,2551.435982,223.483994,,
12/31/1995,14.0,21.73913,11.4375,14.0,10.9375,3117.184056,221.863998,,
03/31/1996,13.5,-3.571429,13.9375,14.0625,12.3125,3058.991936,222.656006,,
06/30/1996,14.4375,6.944444,13.5,14.5,12.6875,3249.707963,226.591995,,
09/30/1996,16.4375,13.852814,14.4375,17.0,14.1875,3675.819384,225.087997,,
12/31/1996,18.125,10.26616,16.4375,18.875,16.0,4032.740036,223.623993,,
03/31/1997,18.75,3.448276,18.1875,22.625,17.0,4181.100082,222.496002,,
