Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,505.528,-380.335999,125.192001,1.558,3.777,2.664,133.191001,-2.983,130.208001,-53.950001,76.258003,0.0,76.258003,-29.284,46.973999,0.0,0,46.973999,0,,46.973999,,,46.974003,,0.125,0.125,378.293999,0.125,0.125,0.125,378.293999,
06/30/1990,518.189011,-389.763,128.42601,1.533,3.966,2.963,136.88801,-3.22,133.66801,-53.98,79.688004,0.0,79.688004,-30.412001,49.276001,0.0,0,49.276001,0,,49.276001,,,49.276003,,0.13,0.13,378.528008,0.13,0.13,0.13,378.528008,
09/30/1990,529.548996,-406.973999,122.574997,-0.086,4.138,2.176,128.802997,-4.513,124.289997,-57.580002,66.709999,0.0,66.709999,-23.642,43.068001,0.0,0,43.068001,0,,43.068001,,,43.067999,,0.113333,0.113333,379.013992,0.113333,0.113333,0.113333,379.013992,
12/31/1990,545.055992,-424.403992,120.652,0.122,5.188,0.895,126.857,-2.891,123.966,-63.933998,60.032001,0.0,60.032001,-17.893,42.139,0.0,0,42.139,0,,42.139,,,42.139001,0.11,0.11,0.11,379.631994,0.11,0.11,0.11,379.631994,
03/31/1991,556.046997,-406.447998,149.598999,0.011,4.658,1.908,156.175999,-9.341,146.834999,-58.412998,88.421997,0.0,88.421997,-35.799999,52.622002,0.0,0,52.622002,0,,52.622002,,,52.621998,,0.138333,0.138333,380.177994,0.138333,0.138333,0.138333,380.177994,
06/30/1991,551.164986,-394.084991,157.079994,-1.03,5.105,1.012,162.166994,-5.861,156.305994,-58.457001,97.848999,0.0,97.848999,-36.16,61.688999,0.0,0,61.688999,0,,61.688999,,,61.688999,,0.161667,0.161667,380.555992,0.161667,0.161667,0.161667,380.555992,
09/30/1991,559.362991,-399.998993,159.363998,0.143,5.236,1.666,166.408998,-7.5,158.908998,-60.82,98.088997,0.0,98.088997,-37.354,60.735001,0.0,0,60.735001,0,,60.735001,,,60.734997,,0.16,0.16,380.891991,0.16,0.16,0.16,380.891991,
12/31/1991,548.015007,-382.282013,165.732994,-0.145,5.89,2.422,173.899994,-7.5,166.399994,-64.044998,102.355003,0.0,102.355003,-38.801998,63.553001,0.0,0,63.553001,0,,63.553001,,,63.553005,0.166667,0.166667,0.166667,380.982012,0.166667,0.166667,0.166667,380.982012,
03/31/1992,520.540997,-344.721008,175.819988,1.001,5.733,3.351,185.904988,-9.75,176.154988,-62.403,113.751999,0.0,113.751999,-43.758999,69.992996,0.0,0,69.992996,0,,69.992996,,,69.993,,0.183333,0.183333,381.257996,0.183333,0.183333,0.183333,381.257996,
06/30/1992,504.213989,-320.484985,183.729004,1.0,5.298,3.641,193.668004,-11.04,182.628004,-62.123001,120.504997,0.0,120.504997,-46.581001,73.924004,0.0,0,73.924004,0,,73.924004,,,73.923996,,0.193333,0.193333,381.408005,0.193333,0.193333,0.193333,381.408005,
09/30/1992,487.541012,-311.518005,176.023006,1.08,5.877,3.248,186.228006,-10.944,175.284006,-61.278,114.005997,0.0,114.005997,-44.298,69.708,0.0,0,69.708,0,,69.708,,,69.707996,,0.183333,0.183333,381.534004,0.183333,0.183333,0.183333,381.534004,
12/31/1992,472.214009,-290.455994,181.758015,0.977,7.55,2.361,192.646015,-11.484,181.162015,-65.732002,115.43,0.0,115.43,-45.516998,69.913002,0.0,0,69.913002,0,,69.913002,,,69.913002,0.183333,0.183333,0.183333,382.553994,0.183333,0.183333,0.183333,382.553994,
03/31/1993,463.026993,-280.911011,182.115982,1.524,7.027,3.356,194.022982,-11.459,182.563982,-64.361,118.203003,0.0,118.203003,-46.618999,71.584,0.0,0,71.584,0,,71.584,,,71.584003,,0.186667,0.186667,383.484009,0.186667,0.186667,0.186667,383.484009,
06/30/1993,472.072987,-291.830994,180.241993,2.724,7.096,3.608,193.669993,-13.182,180.487993,-63.869999,116.617996,0.0,116.617996,-46.035,70.583,0.0,0,70.583,0,,70.583,,,70.582996,,0.183333,0.183333,384.996002,0.183333,0.183333,0.183333,384.996002,
09/30/1993,473.813004,-288.549988,185.263016,2.767,7.636,4.041,199.707016,-16.195999,183.511017,-70.077003,113.433998,0.0,113.433998,-49.666,63.768002,0.0,0,63.768002,0,,63.768002,,,63.767998,,0.166667,0.166667,384.029984,0.166667,0.166667,0.166667,384.029984,
12/31/1993,461.258995,-276.122009,185.136986,15.526,9.302,-2.565,207.399986,-25.0,182.399986,-73.273003,109.126999,0.0,109.126999,-41.208,67.918999,0.0,0,67.918999,0,,67.918999,,,67.918999,0.176667,0.176667,0.176667,383.675994,0.176667,0.176667,0.176667,383.675994,
03/31/1994,451.695004,-262.800995,188.894009,0.001,7.941,3.482,200.318009,-16.492001,183.826008,-73.415001,110.411003,0.0,110.411003,-45.115002,65.295998,0.0,0,65.295998,0,,65.295998,,,65.296001,,0.17,0.17,383.607788,0.17,0.17,0.17,383.607788,
06/30/1994,457.460995,-271.632996,185.827999,-0.034,7.739,3.73,197.262999,-17.945999,179.317,-74.347,104.970001,0.0,104.970001,-43.027,61.943001,0.0,0,61.943001,0,,61.943001,,,61.943001,,0.163333,0.163333,379.805992,0.163333,0.163333,0.163333,379.805992,
09/30/1994,468.160999,-290.975006,177.185993,-0.073,6.598,3.261,186.971993,-15.996,170.975993,-75.817001,95.158997,0.0,95.158997,-39.034,56.125,0.0,0,56.125,0,,56.125,,,56.124996,,0.151667,0.151667,369.935989,0.151667,0.151667,0.151667,369.935989,
12/31/1994,499.159999,-329.697998,169.462001,-0.014,6.538,-1.683,174.303001,-12.532,161.771001,-81.929001,79.842003,0.0,79.842003,-32.757,47.084999,0.0,0,47.084999,0,,47.084999,,,47.085003,0.131667,0.131667,0.131667,358.049994,0.131667,0.131667,0.131667,358.049994,
03/31/1995,551.894997,-385.463989,166.431007,0.018,6.292,4.702,177.443007,-14.779,162.664007,-79.32,83.344002,0.0,83.344002,-32.410999,50.932999,0.0,0,50.932999,0,,50.932999,,,50.933002,,0.145,0.145,351.515991,0.145,0.145,0.145,351.515991,
06/30/1995,604.145012,-431.843994,172.301018,0.004,6.417,2.806,181.528018,-14.651,166.877018,-79.073997,87.803001,0.0,87.803001,-34.242001,53.561001,0.0,0,53.561001,0,,53.561001,,,53.561001,,0.151667,0.151667,351.864006,0.151667,0.151667,0.151667,351.864006,
09/30/1995,631.771988,-444.338989,187.432999,-0.366,7.69,3.152,197.908999,-14.622,183.286999,-79.014,104.273003,0.0,104.273003,-40.891998,63.381001,0.0,0,63.381001,0,,63.381001,,,63.381004,,0.18,0.18,352.085999,0.18,0.18,0.18,352.085999,
12/31/1995,639.628975,-442.958008,196.670967,-0.149,8.801,3.173,208.495967,-17.138,191.357967,-81.545998,109.811996,0.0,109.811996,-43.147999,66.664001,0.0,0,66.664001,0,,66.664001,,,66.663997,0.19,0.19,0.19,352.296,0.19,0.19,0.19,352.296,
