Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1355.395996,4.253,4.253,0.0,87.206001,,,,21.538,,,,,48.25,,,,,,161.246994,1172.546021,1656.517944,-483.971985,0.0,,21.603001,,,,,21.603001,1194.149021,,80.522003,80.522003,,,,107.345001,,,,,,38.832993,,,38.832993,226.699997,362.734009,,,,,191.794998,,,,,,191.794998,554.529007,781.229004,0.0,109.259003,,-14.574,,479.48199,574.166992,0.0,574.166992,1355.395996,
12/31/1992,1468.42395,11.59,11.59,0.0,121.568001,,,,23.294001,,,,,44.465,,,,,,200.917007,1175.213989,1667.416016,-492.201996,0.0,,92.292999,,,,,92.292999,1267.506988,,92.126999,92.126999,,,,130.445007,,,,,,48.056992,,,48.056992,270.628998,346.692993,,,,,273.545013,,,,,,273.545013,620.238006,890.867004,0.0,95.300003,,-14.595,,496.851989,577.556992,0.0,577.556992,1468.423996,
03/31/1993,1462.608032,3.038,3.038,0.0,136.746002,,,,15.621,,,,,28.253,,,,,,183.658005,1183.140015,1690.775024,-507.63501,0.0,,95.809998,,,,,95.809998,1278.950012,,88.936996,88.936996,,,,70.5,,,,,,75.397003,,,75.397003,234.834,378.519989,,,,,256.777008,,,,,,256.777008,635.296997,870.130997,0.0,110.431,,-14.6143,,496.66029,592.47699,0.0,592.47699,1462.607986,
06/30/1993,1819.348022,26.802999,26.802999,0.0,154.365997,,,,38.851002,,,,,20.242001,,,,,,240.261993,1479.814941,2039.135986,-559.320984,0.0,,99.271004,,,,,99.271004,1579.085945,,137.242996,137.242996,,,,286.471008,,,,,,65.521988,,,65.521988,489.235992,378.670013,,,,,350.135986,,,,,,350.135986,728.806,1218.041992,0.0,110.429001,,-14.613,,505.490014,601.306015,0.0,601.306015,1819.348007,
09/30/1993,1896.208008,8.304,8.304,0.0,148.557999,,,,39.459,,,,,61.988998,,,,,,258.309998,1530.853027,2070.013916,-539.161011,0.0,,107.044998,,,,,107.044998,1637.898026,,133.391998,133.391998,,,,234.470993,,,,,,55.882004,,,55.882004,423.744995,378.71701,,,,,380.065002,,,,,,380.065002,758.782013,1182.527008,0.0,222.682999,,-14.613,,505.610986,713.680984,0.0,713.680984,1896.207993,
12/31/1993,1946.906982,15.037,15.037,0.0,171.626007,,,,30.32,,,,,68.977997,,,,,,285.960999,1548.42395,2106.836914,-558.413025,0.0,,112.522003,,,,,112.522003,1660.945953,,143.807999,143.807999,,,,255.871002,,,,,,64.274002,,,64.274002,463.953003,378.845001,,,,,376.07901,,,,,,376.07901,754.924011,1218.877014,0.0,208.177994,,-14.623,,534.47499,728.029984,0.0,728.029984,1946.906998,
03/31/1994,1981.009033,8.392,8.392,0.0,259.403015,,,,13.91,,,,,37.417,,,,,,319.122009,1546.668945,2127.302979,-580.633972,0.0,,115.218002,,,,,115.218002,1661.886948,,32.561001,32.561001,,,,350.22699,,,,,,52.876011,,,52.876011,435.664001,422.401001,,,,,378.191986,,,,,,378.191986,800.592987,1236.256989,0.0,223.442993,,-14.538,,535.847021,744.752014,0.0,744.752014,1981.009003,
06/30/1994,1942.448975,12.485,12.485,0.0,189.802002,,,,22.374001,,,,,42.866001,,,,,,267.527008,1558.646973,2159.800049,-601.153015,0.0,,116.275002,,,,,116.275002,1674.921974,,137.011993,137.011993,,,,187.899994,,,,,,61.667999,,,61.667999,386.579987,422.424988,,,,,382.069,,,,,,382.069,804.493988,1191.073975,0.0,224.003998,,-14.538,,541.908972,751.374969,0.0,751.374969,1942.448944,
09/30/1994,1962.667969,15.844,15.844,0.0,159.110001,,,,35.462002,,,,,62.277,,,,,,272.692993,1572.469971,2193.781982,-621.312012,0.0,,117.504997,,,,,117.504997,1689.974968,,113.014999,113.014999,,,,252.5,,,,,,67.232986,,,67.232986,432.747986,408.117004,,,,,376.981995,,,,,,376.981995,785.098999,1217.846985,0.0,224.436996,,-14.538,,534.921972,744.820969,0.0,744.820969,1962.667953,
12/31/1994,2019.121948,23.415001,23.415001,0.0,172.177994,,,,27.976999,,,,,84.252998,,,,,,307.822998,1595.666016,2233.616943,-637.950989,0.0,,115.633003,,,,,115.633003,1711.299019,,123.393997,123.393997,,,,293.799988,,,,,,81.701004,,,81.701004,498.894989,398.282013,,,,,371.942993,,,,,,371.942993,770.225006,1269.119995,0.0,210.029999,,-14.933,,554.904984,750.001984,0.0,750.001984,2019.121979,
03/31/1995,1992.765015,16.707001,16.707001,0.0,215.798996,,,,13.791,,,,,35.421001,,,,,,281.717987,1595.958984,2262.176025,-666.21698,0.0,,115.087997,,,,,115.087997,1711.046982,,112.997002,112.997002,,,,315.359009,,,,,,14.028999,,,14.028999,442.38501,0.0,,,,,394.009003,,,,,,394.009003,394.009003,836.394012,397.026001,227.085999,,-15.002,,547.260972,1156.370972,0.0,1156.370972,1992.764984,
06/30/1995,1982.050049,8.139,8.139,0.0,194.169006,,,,21.396,,,,,47.203999,,,,,,270.90799,1590.483032,2284.961914,-694.479004,0.0,,120.658997,,,,,120.658997,1711.142029,,115.426003,115.426003,,,,248.574005,,,,,,54.859978,,,54.859978,418.859985,415.195007,,,,,388.925995,,,,,,388.925995,804.121002,1222.980988,0.0,227.669998,,-15.007,,546.405987,759.068985,0.0,759.068985,1982.049973,
09/30/1995,2010.057983,29.729,29.729,0.0,169.192001,,,,27.288,,,,,64.752998,,,,,,290.962006,1582.532959,2301.7229,-719.190002,0.0,,136.563004,,,,,136.563004,1719.095963,,108.730003,108.730003,,,,285.951996,,,,,,62.876015,,,62.876015,457.558014,415.312988,,,,,385.572998,,,,,,385.572998,800.885986,1258.444,0.0,222.981995,,-9.514,,538.146019,751.614014,0.0,751.614014,2010.058014,
12/31/1995,1961.807983,30.169001,30.169001,0.0,240.845993,,,,22.499001,,,,,84.235001,,,,,,377.748993,1457.583008,2121.647949,-664.065002,0.0,,126.475998,,,,,126.475998,1584.059006,,18.107,18.107,,,,317.184998,,,,,,53.986994,,,53.986994,389.278992,415.527008,,,,,441.923004,,,,,,441.923004,857.450012,1246.729004,0.0,214.181,,0.0,,500.89801,715.07901,0.0,715.07901,1961.808014,
03/31/1996,2073.60498,55.745998,55.745998,0.0,336.770996,,,,10.672,,,,,84.019997,,,,,,487.209015,1451.953003,2134.459961,-682.507019,0.0,,134.442993,,,,,134.442993,1586.395996,,26.454,26.454,,,,131.345993,,,,,,318.266993,,,318.266993,476.066986,415.691986,,,,,446.145996,,,,,,446.145996,861.837982,1337.904968,0.0,224.5,,0.0,,511.200012,735.700012,0.0,735.700012,2073.60498,
06/30/1996,1949.832031,26.052999,26.052999,0.0,247.712006,,,,20.333,,,,,73.825996,,,,,,367.924011,1454.467041,2156.87207,-702.405029,0.0,,127.441002,,,,,127.441002,1581.908043,,152.817993,152.817993,,,,143.651993,,,,,,77.687027,,,77.687027,374.157013,415.869995,,,,,422.48999,,,,,,422.48999,838.359985,1212.516998,0.0,225.199997,,-7.73,,519.84499,737.314987,0.0,737.314987,1949.831985,
09/30/1996,1979.712036,39.386002,39.386002,0.0,186.205994,,,,27.181,,,,,132.095001,,,,,,384.868011,1466.050049,2179.562012,-713.512024,0.0,,128.794006,,,,,128.794006,1594.844055,,152.358994,152.358994,,,,189.649002,,,,,,80.016998,,,80.016998,422.024994,421.920013,,,,,406.923004,,,,,,406.923004,828.843018,1250.868011,0.0,227.037994,,0.0,,501.806,728.843994,0.0,728.843994,1979.712006,
12/31/1996,2096.299072,14.737,14.737,0.0,296.174988,,,,38.008999,,,,,136.839996,,,,,,485.760986,1479.685059,2210.990967,-731.30603,0.0,,130.852997,,,,,130.852997,1610.538056,,231.968994,231.968994,,,,204.899994,,,,,,83.545013,,,83.545013,520.414001,422.112,,,,,411.48999,,,,,,411.48999,833.60199,1354.015991,0.0,222.416,,0.0,,519.867004,742.283004,0.0,742.283004,2096.298995,
03/31/1997,2051.451904,48.088001,48.088001,0.0,269.07901,,,,19.191999,,,,,102.300003,,,,,,438.658997,1479.94104,2230.180908,-750.23999,0.0,,132.852005,,,,,132.852005,1612.793045,,174.578995,174.578995,,,,220.332001,,,,,,76.520004,,,76.520004,471.431,421.829987,,,,,404.881989,,,,,,404.881989,826.711975,1298.142975,0.0,231.820007,,-4.023,,525.512013,753.309021,0.0,753.309021,2051.451996,
06/30/1997,2055.139893,41.367001,41.367001,0.0,275.446991,,,,26.542,,,,,79.542,,,,,,422.89801,1491.995972,2259.792969,-767.796997,0.0,,140.246002,,,,,140.246002,1632.241974,,163.850998,163.850998,,,,261.101013,,,,,,87.258987,,,87.258987,512.210999,417.075012,,,,,405.244995,,,,,,405.244995,822.320007,1334.531006,0.0,202.865005,,,,517.744019,720.609024,0.0,720.609024,2055.14003,
09/30/1997,2207.383057,134.923004,134.923004,0.0,274.872986,,,,32.297001,,,,,109.690002,,,,,,551.78302,1437.08606,2139.101074,-702.015015,0.0,,218.514008,,,,,218.514008,1655.600067,,163.354996,163.354996,,,,312.55899,,,,,,120.577042,,,120.577042,596.491028,417.320007,,,,,407.330994,,,,,,407.330994,824.651001,1421.142029,0.0,263.950989,,-1.55,,523.839978,786.240967,0.0,786.240967,2207.382996,
12/31/1997,2328.051025,69.442001,69.442001,0.0,354.121002,,,,69.682999,,,,,191.488007,,,,,,684.734009,1187.001953,1862.411987,-675.409973,0.0,,456.315002,,,,,456.315002,1643.316955,,288.191986,288.191986,,,,286.444,,,,,,171.065003,,,171.065003,745.700989,417.563995,,,,,341.265991,,,,,,341.265991,758.829986,1504.530975,0.0,269.878998,,,,553.640991,823.519989,0.0,823.519989,2328.050964,
12/31/1998,1860.856,102.444,102.444,0.0,199.362,199.362,,,75.359,0.0,41.616,33.743,0.0,74.277,,,,,,451.442,1194.443,1956.763,-762.32,0.0,,214.971,68.128,68.128,0.0,17.437,129.406,1409.414,,147.979,147.979,,,,189.839,,,,,,104.142,,,104.142,441.96,281.35,,,,,304.127,,,,,,304.127,585.477,1027.437,0.0,280.4,,-39.298,467.326,-0.009,708.419,125.0,833.419,1860.856,
03/31/1999,1861.239,9.768,9.768,0.0,213.616,213.616,,,14.562,,44.893,,,205.328,,,,,,443.274,1194.008,1975.726,-781.718,0.0,,223.957,,,,,223.957,1417.965,,106.318,106.318,,,,248.174,,,,,,101.465,,,101.465,455.957,281.35,,,,,312.317,,,,,,312.317,593.667,1049.624,0.0,200.084,,-83.901,486.521,83.911,686.615,125.0,811.615,1861.239,
06/30/1999,1744.885,102.016,102.016,0.0,128.04,128.04,,,53.324,,27.298,,,58.266,,,,,,341.646,1180.66,1990.988,-810.328,0.0,,222.579,,,,,222.579,1403.239,,58.334,58.334,,,,200.295,,,,,,92.307,,,92.307,350.936,298.35,,,,,301.435,,,,,,301.435,599.785,950.721,0.0,278.995,,-93.313,483.45,0.032,669.164,125.0,794.164,1744.885,
09/30/1999,1664.987,6.831,6.831,0.0,108.791,108.791,,,69.747,0.0,26.992,42.755,0.0,70.199,,,,,,255.568,1176.918,1991.843,-814.925,0.0,,232.501,,,,,232.501,1409.419,,58.42,58.42,,,,118.791,,,,,,112.057,,,112.057,289.268,298.28,,,,,297.889,,,,,,297.889,596.169,885.437,0.0,276.213,,-100.875,479.177,0.035,654.55,125.0,779.55,1664.987,
12/31/1999,1789.574,18.031,18.031,0.0,148.103,,,,40.859,,,,,119.845,,,,,,326.838,1221.431,2052.528,-831.097,0.0,,241.305,64.382,64.382,0.0,,176.923,1462.736,,81.444,81.444,,,,207.486,,,,,,140.6,,,140.6,429.53,298.35,,,,,293.884,,,,,,293.884,592.234,1021.764,0.0,280.617,,-133.913,,496.106,642.81,125.0,767.81,1789.574,
03/31/2000,2503.8,2.703,2.703,0.0,248.668,206.069,,,23.211,,42.599,,,65.721,,,,,,340.303,1916.568,2782.689,-866.121,0.0,,246.929,,,,,246.929,2163.497,,91.765,91.765,,,,843.646,,,,,,173.067,,,173.067,1108.478,298.35,,,,,296.063,,,,,,296.063,594.413,1702.891,0.0,280.325,,-129.953,525.503,0.034,675.909,125.0,800.909,2503.8,
06/30/2000,2426.584,99.612,99.612,0.0,186.939,186.939,,,76.722,,32.926,0.0,43.796,68.286,,,,,,431.559,1621.005,2392.106,-771.101,0.0,,374.02,,,,170.324,203.696,1995.025,,123.164,123.164,,,,770.277,,,,,,165.457,,,165.457,1058.898,298.35,,,,,274.863,,,,,,274.863,573.213,1632.111,125.0,280.101,,-142.761,532.099,0.034,794.473,,794.473,2426.584,
09/30/2000,2414.335,5.119,5.119,0.0,157.855,157.855,,,133.499,,37.943,,,81.217,,,,,,377.69,1635.424,2423.717,-788.293,0.0,,401.221,,,,,401.221,2036.645,,137.138,137.138,,,,738.66,,,,,,137.583,,,137.583,1013.381,298.35,,,,,299.112,,,,,,299.112,597.462,1610.843,0.0,281.425,,-144.615,541.648,0.034,678.492,125.0,803.492,2414.335,
12/31/2000,2424.914,52.023,52.023,0.0,300.399,300.399,,,165.403,0.0,80.157,,0.0,65.911,,,,,,583.736,1419.429,2226.421,-806.992,0.0,,421.749,60.635,60.635,0.0,230.651,130.463,1841.178,,285.723,285.723,,,,312.828,312.828,0.0,0.0,,,247.03,,,247.03,845.581,287.789,287.789,0.0,0.0,,472.849,,,,,,472.849,760.638,1606.219,125.0,281.1,,-151.167,563.755,0.007,818.695,0.0,818.695,2424.914,
03/31/2001,2383.047,86.854,86.854,0.0,329.388,329.388,,,29.491,,62.137,,,105.899,,,,,,551.632,1414.526,2237.03,-822.504,0.0,,416.889,,,,,416.889,1831.415,,239.033,239.033,,,,263.362,,,,,,273.164,,,273.164,775.559,271.25,,,,,462.62,,,,,,462.62,733.87,1509.429,0.0,281.183,,-150.43,628.111,-10.246,748.618,125.0,873.618,2383.047,
06/30/2001,2312.317,3.44,3.44,0.0,191.426,191.426,,,135.941,,71.055,,64.886,140.169,,,,,,470.976,1426.288,2250.854,-824.566,0.0,,415.053,,,,246.698,168.355,1841.341,,123.685,123.685,,,,223.557,,,,,,275.468,,,275.468,622.71,271.25,,,,,492.62,,,,,,492.62,763.87,1386.58,125.0,281.364,,-191.668,646.501,64.54,925.737,,925.737,2312.317,
09/30/2001,2392.582,0.201,0.201,0.0,154.191,154.191,,,153.606,0.0,47.049,106.557,0.0,218.889,,,,,,526.887,1441.113,2291.698,-850.585,0.0,,424.582,,,,,424.582,1865.695,,109.236,109.236,,,,270.701,270.701,0.0,0.0,,,229.172,,,229.172,609.109,271.25,271.25,0.0,0.0,,548.778,,,,,,548.778,820.028,1429.137,0.0,280.927,,-197.129,661.08,93.567,838.445,125.0,963.445,2392.582,
12/31/2001,2518.747,29.622,29.622,0.0,132.75,132.75,,,173.525,0.0,77.08,96.445,0.0,277.447,,,,,,613.344,1414.277,2337.344,-923.067,49.577,,441.549,57.364,57.364,0.0,253.214,130.971,1905.403,,101.654,101.654,,,,292.143,292.143,0.0,0.0,,,267.195,,,267.195,660.992,271.25,271.25,0.0,0.0,,615.351,,,,,,615.351,886.601,1547.593,125.0,282.92,,-203.353,675.207,91.38,971.154,0.0,971.154,2518.747,
03/31/2002,2327.565,2.519,2.519,0.0,150.341,150.341,,,116.11,0.0,81.121,34.989,0.0,162.292,,,,,,431.262,1435.385,2372.256,-936.871,0.0,,460.918,57.4,57.4,0.0,,403.518,1896.303,,89.316,89.316,,,,227.28,227.28,0.0,0.0,,,202.535,,,202.535,519.131,347.547,347.547,0.0,0.0,,520.137,,,,,,520.137,867.684,1386.815,125.0,283.222,,-218.532,717.634,33.426,940.75,0.0,940.75,2327.565,
06/30/2002,2239.09,6.442,6.442,0.0,98.521,98.521,,,145.691,0.0,83.984,61.707,0.0,72.882,,,,,,323.536,1463.258,2413.598,-950.34,11.038,,441.258,,,,,441.258,1915.554,,110.981,110.981,,,,162.917,162.917,0.0,0.0,,,184.757,,,184.757,458.655,351.055,351.055,0.0,0.0,,510.669,,,,,,510.669,861.724,1320.379,125.0,282.705,,-238.99,739.272,10.724,918.711,0.0,918.711,2239.09,
09/30/2002,2344.92,6.65,6.65,0.0,88.845,88.845,,,196.303,0.0,102.194,94.109,0.0,94.856,,,,,,386.654,1513.086,2479.284,-966.198,10.455,,434.725,,,,,434.725,1958.266,,104.595,104.595,,,,272.869,272.869,0.0,0.0,,,205.309,,,205.309,582.773,247.0,247.0,0.0,0.0,,601.376,,,,,,601.376,848.376,1431.149,125.0,281.931,,-268.135,755.495,19.48,913.771,0.0,913.771,2344.92,
12/31/2002,2436.891,17.748,17.748,0.0,160.778,160.778,,,205.083,0.0,130.348,74.735,0.0,46.442,,,,,,430.051,1561.815,2545.138,-983.323,23.704,,421.321,51.656,51.656,0.0,245.792,123.873,2006.84,,136.478,136.478,,,,146.305,146.305,0.0,0.0,,,268.957,,,268.957,551.74,447.0,447.0,0.0,0.0,,534.512,,,,,,534.512,981.512,1533.252,125.0,287.597,,-271.93,787.505,-24.533,903.639,0.0,903.639,2436.891,
03/31/2003,2834.357,146.083,146.083,0.0,231.01,231.01,,,175.798,0.0,111.716,64.082,0.0,67.883,,,,,,620.774,1641.035,2621.683,-980.648,278.533,,294.015,57.4,57.4,0.0,107.557,129.058,2213.583,,198.376,198.376,,,,157.182,157.182,0.0,0.0,,,225.724,,,225.724,581.282,650.772,650.772,0.0,0.0,,597.026,,,,,,597.026,1247.798,1829.08,125.0,287.365,,-278.671,837.843,33.74,1005.277,0.0,1005.277,2834.357,
06/30/2003,2717.332,23.118,23.118,0.0,145.551,145.551,,,203.089,0.0,103.998,99.091,0.0,49.038,,,,,,420.796,1687.893,2678.885,-990.992,313.399,,295.244,51.7,51.7,0.0,105.489,138.055,2296.536,,129.85,129.85,,,,177.101,177.101,0.0,0.0,,,328.938,,,328.938,635.889,642.461,642.461,0.0,0.0,,596.581,,,,,,596.581,1239.042,1874.931,0.0,340.415,,-287.307,856.976,-67.683,842.401,0.0,842.401,2717.332,
09/30/2003,2803.214,11.456,11.456,0.0,125.184,125.184,,,281.508,0.0,105.7,175.808,0.0,57.614,,,,,,475.762,1719.731,2727.926,-1008.195,323.894,,283.827,51.7,51.7,0.0,104.674,127.453,2327.452,,140.785,140.785,,,,301.041,301.041,0.0,0.0,,,227.917,,,227.917,669.743,632.284,632.284,0.0,0.0,,591.342,,,,,,591.342,1223.626,1893.369,0.0,339.973,,-293.635,866.695,-3.188,909.845,0.0,909.845,2803.214,
12/31/2003,2939.892,37.334,37.334,0.0,176.574,,,,291.848,0.0,129.758,162.09,0.0,44.305,,,,,,550.061,1766.782,2791.799,-1025.017,371.129,,251.92,51.656,51.656,0.0,,200.264,2389.831,,146.086,146.086,,,,220.867,220.867,0.0,0.0,,,335.874,,,335.874,702.827,681.119,681.119,0.0,0.0,,590.606,,,,,,590.606,1271.725,1974.552,0.0,348.133,,-295.145,897.087,15.265,965.34,0.0,965.34,2939.892,
03/31/2004,2897.28,5.309,5.309,0.0,200.21,200.21,,,198.779,0.0,123.712,75.067,0.0,48.02,,,,,,452.318,1775.89,2815.87,-1039.99,399.726,,269.354,,,,89.625,179.729,2444.97,,139.379,139.379,,,,165.444,165.444,0.0,0.0,,,371.744,,,371.744,676.567,628.211,628.211,0.0,0.0,,610.906,,,,,,610.906,1239.117,1915.684,0.0,347.2,,-302.121,948.414,-11.893,981.6,0.0,981.6,2897.284,
06/30/2004,2934.94,4.721,4.721,0.0,202.946,202.946,,,243.461,0.0,112.411,131.05,0.0,55.242,,,,,,506.37,1798.87,2857.84,-1058.97,384.96,,244.741,,,,65.117,179.624,2428.571,,148.005,148.005,,,,170.556,,,,,,412.245,,,412.245,730.806,618.067,,,,,675.938,,,,,,675.938,1294.005,2024.811,0.0,348.537,,-338.921,1055.61,-155.094,910.132,0.0,910.132,2934.943,
09/30/2004,3072.758,0.0,0.0,0.0,169.365,169.365,,,336.108,0.0,126.658,209.45,0.0,70.932,,,,,,576.405,1831.338,2903.048,-1071.71,421.8,,243.215,,,,64.825,178.39,2496.353,,148.274,148.274,,,,251.568,251.568,0.0,0.0,,,564.935,,,564.935,964.777,617.92,617.92,0.0,0.0,,660.715,,,,,,660.715,1278.635,2243.412,0.0,348.08,,-364.919,1067.78,-221.595,829.346,0.0,829.346,3072.758,
12/31/2004,3205.346,0.0,0.0,0.0,178.513,178.513,,,250.53,0.0,45.905,204.625,0.0,309.771,,,,,,738.814,1875.131,2956.109,-1080.978,426.772,,164.629,0.0,0.0,0.0,61.625,103.004,2466.532,,171.167,171.167,,,,305.499,305.499,0.0,0.0,,,637.325,,,637.325,1113.991,616.434,616.434,0.0,0.0,,600.249,,,,,,600.249,1216.683,2330.674,0.0,356.892,,-389.45,1087.577,-180.347,874.672,0.0,874.672,3205.346,
