Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/27/1993,1350.94397,82.210999,82.210999,,75.967003,,,147.231003,,,,,78.338997,,,,,383.747986,884.10199,2002.394043,-1118.291992,,,,83.094002,,,,,83.094002,967.195992,,121.375999,121.375999,,,,50.0,,,,,,205.174995,,,,205.174995,376.550995,175.0,,,,,167.466003,,,167.466003,342.466003,719.016998,,67.188004,,,-19.745001,,584.484015,631.927017,,631.927017,1350.944016,
03/20/1994,1342.052979,73.288002,73.288002,,81.849998,,,152.574005,,,,,75.078003,,,,,382.790009,876.655029,2016.248047,-1139.593018,,,,82.608002,,,,,82.608002,959.263031,,81.598,81.598,,,,50.0,,,,,,239.386986,,,,239.386986,370.984985,175.0,,,,,161.076996,,,161.076996,336.076996,707.061981,,67.976997,,,-19.625,,586.638977,634.990974,,634.990974,1342.052956,
06/12/1994,1386.235962,44.522999,44.522999,,117.099998,,,151.953003,,,,,76.348,,,,,389.924011,900.286011,2060.85498,-1160.56897,,,,96.026001,,,,,96.026001,996.312012,,110.694,110.694,,,,50.0,,,,,,213.546997,,,,213.546997,374.240997,175.0,,,,,182.169006,,,182.169006,357.169006,731.410004,,68.342003,,,-19.570999,,606.055008,654.826012,,654.826012,1386.236015,
10/02/1994,1352.863037,25.358999,25.358999,0.0,99.781998,,,146.658005,,,,,78.186996,,,,,349.985992,899.5,2090.998047,-1191.498047,0.0,,,103.376999,,,,,103.376999,1002.876999,,108.042999,108.042999,,,,44.0,,,,,,215.420013,,,,215.420013,367.463013,131.0,,,,,185.309006,,,185.309006,316.309006,683.772018,,69.000999,,,-19.475,,619.565027,669.091026,,669.091026,1352.863045,
12/31/1994,1371.57605,27.167999,27.167999,0.0,106.327003,,,141.604004,,,,,80.067001,,,,,355.165985,922.208008,2143.043945,-1220.83606,0.0,,,94.202003,,,,,94.202003,1016.410011,,164.429993,164.429993,,,,44.0,,,,,,171.783996,,,,171.783996,380.213989,131.0,,,,,186.160995,,,186.160995,317.160995,697.374984,0.0,69.017998,,,-19.473,,624.655983,674.200981,0.0,674.200981,1371.575965,
03/26/1995,1361.251953,9.648,9.648,0.0,109.785004,,,135.102997,,,,,86.088997,,,,,340.625,924.554993,2170.528076,-1245.973022,0.0,,,96.071999,,,,,96.071999,1020.626991,,110.960999,110.960999,,,,88.5,,,,,,171.67099,,,,171.67099,371.131989,131.0,,,,,188.845993,,,188.845993,319.845993,690.977982,0.0,69.042999,,,-19.469,,620.700018,670.274017,0.0,670.274017,1361.251999,
06/11/1995,1375.276001,12.263,12.263,0.0,128.125,,,133.503998,,,,,70.599998,,,,,344.492004,928.723022,2206.522949,-1277.800049,0.0,,,102.060997,,,,,102.060997,1030.784019,,122.907997,122.907997,,,,95.599998,,,,,,154.606018,,,,154.606018,373.114014,131.0,,,,,188.436996,,,188.436996,319.436996,692.55101,0.0,69.722,,,-19.354,,632.356991,682.724991,0.0,682.724991,1375.276001,
10/01/1995,1364.300049,12.671,12.671,0.0,119.306,,,136.964005,,,,,78.494003,,,,,347.434998,890.385986,2098.820068,-1208.43396,0.0,,,126.478996,,,,,126.478996,1016.864983,,101.514,101.514,,,,36.0,,,,,,156.344002,,,,156.344002,293.858002,195.0,,,,,183.682007,,,183.682007,378.682007,672.540009,0.0,70.550003,,,-28.676001,,649.886023,691.760025,0.0,691.760025,1364.300034,
12/31/1995,1384.530029,32.386002,32.386002,0.0,116.754997,,,139.425003,,,,,71.626999,,,,,360.192993,887.408997,2106.88208,-1219.473022,0.0,,,136.927994,,,,,136.927994,1024.336991,,132.348999,132.348999,,,,36.0,,,,,,155.313995,,,,155.313995,323.662994,195.0,,,,,170.850998,,,170.850998,365.850998,689.513992,0.0,10.007,,,0.0,,685.008972,695.015972,0.0,695.015972,1384.529964,
03/31/1996,1340.998047,16.245001,16.245001,0.0,118.087997,,,123.169998,,,,,68.745003,,,,,326.247986,876.25,2121.190918,-1244.94104,0.0,,,138.5,,,,,138.5,1014.75,,125.877998,125.877998,,,,36.0,,,,,,124.598015,,,,124.598015,286.476013,195.0,,,,,172.496994,,,172.496994,367.496994,653.973007,0.0,44.014,,,,,643.010986,687.024986,0.0,687.024986,1340.997993,
06/30/1996,1370.953979,40.558998,40.558998,0.0,164.811005,,,109.259003,,,,,69.657997,,,,,384.286987,850.348999,2116.506104,-1266.156982,0.0,,,136.317993,,,,,136.317993,986.666992,,133.151993,133.151993,,,,24.0,,,,,,162.690018,,,,162.690018,319.84201,176.0,,,,,170.205002,,,170.205002,346.205002,666.047012,0.0,43.959999,,,0.0,,660.947021,704.907021,0.0,704.907021,1370.954033,
09/29/1996,1360.468018,68.856003,68.856003,0.0,124.710999,,,123.553001,,,,,72.927002,,,,,390.046997,830.869995,2116.820068,-1285.949951,0.0,,,139.550995,,,,,139.550995,970.42099,,118.221001,118.221001,,,,19.0,,,,,,162.808998,,,,162.808998,300.029999,176.0,,,,,168.169998,,,168.169998,344.169998,644.199997,0.0,41.235001,,,0.0,,675.03302,716.268021,0.0,716.268021,1360.468018,
12/31/1996,1362.536011,110.904999,110.904999,0.0,114.343002,,,121.07,,,,,70.323997,,,,,416.641998,814.10199,2127.811035,-1313.708984,0.0,,,131.792007,,,,,131.792007,945.893997,,123.120003,123.120003,,,,17.0,,,,,,152.327995,,,,152.327995,292.447998,176.0,,,,,178.600998,,,178.600998,354.600998,647.048996,0.0,41.424999,,,0.0,,674.062012,715.487011,0.0,715.487011,1362.536007,
03/30/1997,1351.744019,106.245003,106.245003,0.0,118.537003,,,112.483002,,,,,86.258003,,,,,423.52301,791.771973,2126.006104,-1334.234009,0.0,,,136.449005,,,,,136.449005,928.220978,,121.209999,121.209999,,,,17.0,,,,,,155.533012,,,,155.533012,293.743011,176.0,,,,,177.528,,,177.528,353.528,647.271011,0.0,29.885,,,0.0,,674.588013,704.473013,0.0,704.473013,1351.744024,
06/29/1997,1415.171021,178.501007,178.501007,0.0,167.048004,,,98.014999,,,,,96.817001,,,,,540.380981,758.122986,2117.23999,-1359.116943,0.0,,,116.667,,,,,116.667,874.789986,,128.272003,128.272003,,,,31.0,,,,,,195.372986,,,,195.372986,354.644989,145.0,,,,,175.779999,,,175.779999,320.779999,675.424988,0.0,19.504,,,0.0,,720.242004,739.746004,0.0,739.746004,1415.170992,
09/28/1997,1417.132,143.183,143.183,0.0,140.362,,,106.839,33.404,22.814,44.962,5.659,171.378,,,,,561.762,737.565,2132.187,-1394.622,0.0,,,117.805,,,,,117.805,855.37,,129.363,129.363,,,,27.5,,,,,,188.339,,,,188.339,345.202,145.0,,,,,179.946,,,179.946,324.946,670.148,0.0,15.116,,,0.0,733.507,-1.639,746.984,0.0,746.984,1417.132,
12/28/1997,1412.083,211.038,168.875,42.163,89.731,89.731,,138.841,35.654,20.119,44.729,38.339,77.584,,,,,517.194,733.117,2144.937,-1411.82,47.1,,,114.672,22.88,22.88,0.0,,91.792,894.889,,113.864,113.864,,,,27.5,,,,,,217.782,,,,217.782,359.146,145.0,,,,,171.369,,,171.369,316.369,675.515,,9.736,,,0.0,730.628,-3.796,736.568,,736.568,1412.083,
03/29/1998,1366.635986,198.026001,150.764999,47.261002,128.983002,,,91.995003,,,,,72.018997,,,,,491.02301,719.906006,,,0.0,,,155.707001,,,,,155.707001,875.613007,,136.582001,136.582001,,,,42.5,,,,,,168.019989,,,,168.019989,347.10199,130.0,,,,,168.406998,,,168.406998,298.406998,645.508988,0.0,9.598,,,0.0,,711.528992,721.126992,0.0,721.126992,1366.63598,
06/28/1998,1406.444,231.937,192.905,39.032,153.676,,,89.823,14.601,23.981,44.807,6.434,65.831,,,,,541.267,711.95,,,28.258,,,124.969,,,,,124.969,865.177,,140.639,140.639,,,,25.0,,,,,,198.719,,,,198.719,364.358,120.0,,,,,166.919,,,166.919,286.919,651.277,0.0,9.776,,,0.0,749.85,-4.459,755.167,0.0,755.167,1406.444,
09/27/1998,1417.447,246.738,197.195,49.543,138.165,,,97.473,31.972,23.679,36.12,5.702,63.102,,,,,545.478,707.483,,,39.356,,,125.13,,,,,125.13,871.969,,136.563,136.563,,,,40.0,,,,,,205.975,,,,205.975,382.538,105.0,,,,,164.378,,,164.378,269.378,651.916,,15.129,,,0.0,752.668,-2.266,765.531,,765.531,1417.447,
12/27/1998,1460.598022,256.227997,160.037994,96.190002,126.609001,,,102.660004,,,,,63.493999,,,,,548.991028,714.440979,2229.7229,-1515.281982,31.444,,,165.722,,,,,165.722,911.606979,,143.899002,143.899002,,,,40.0,,,,,,200.012985,,,,200.012985,383.911987,105.0,,,,,196.888,,,196.888,301.888,685.799988,0.0,20.193001,,,0.0,,754.60498,774.797981,0.0,774.797981,1460.597969,
03/28/1999,1424.309,176.144,139.058,37.086,138.586,,,91.088,21.525,29.646,31.771,8.146,59.037,,,,,464.855,712.067,,,31.444,,,215.943,,,,,215.943,959.454,,130.612,130.612,,,,25.0,,,,,,181.866,,,,181.866,337.478,105.0,,,,,194.846,,,194.846,299.846,637.324,0.0,28.333,,,0.0,763.006,-4.354,786.985,0.0,786.985,1424.309,
06/27/1999,1578.795,246.443,215.405,31.038,190.652,,,94.894,9.998,26.567,49.576,8.753,73.41,,,,,605.399,721.809,,,26.426,,,225.161,,,,,225.161,973.396,,222.907,222.907,,,,15.0,,,,,,226.202,,,,226.202,464.109,105.0,,,,,190.872,,,190.872,295.872,759.981,0.0,20.169,,,0.0,802.986,-4.341,818.814,,818.814,1578.795,
09/26/1999,1549.446045,260.728004,137.320007,123.407997,162.559998,,,106.932999,32.157001,22.506001,41.661999,10.608,85.218002,,,,,615.439026,712.627014,,,5.926,,,215.453995,,,,,215.453995,934.007009,,209.563004,209.563004,,,,0.0,,,,,,202.929001,,,,202.929001,412.492004,105.0,,,,,192.121002,,,192.121002,297.121002,709.613007,0.0,22.469999,,,0.0,818.914978,-1.552002,839.832975,0.0,839.832975,1549.445982,
12/26/1999,1546.376,276.993,163.808,113.185,159.66,123.861,,107.257,34.077,19.036,44.073,10.071,68.911,,,,,612.821,714.001,2328.568,-1614.567,2.89,,,216.664,31.292,31.292,0.0,,185.372,933.555,,179.615,179.615,,,,0.0,,,,,,213.089,,,,213.089,392.704,105.0,,,,,207.133,,,207.133,312.133,704.837,0.0,15.476,,,0.0,825.07,0.993,841.539,0.0,841.539,1546.376,
03/26/2000,1508.817993,278.549004,184.229004,94.32,145.360992,,,93.427002,21.347,25.306999,38.536999,8.236,54.806,,,,,572.143005,708.762024,,,2.89,,,225.022995,,,,,225.022995,936.675019,,155.130005,155.130005,,,,0.0,,,,,,194.781982,,,,194.781982,349.911987,105.0,,,,,204.248001,,,204.248001,309.248001,659.159988,0.0,15.924,,,0.0,833.828003,-0.093994,849.658009,0.0,849.658009,1508.817997,
06/25/2000,1610.639,341.078,316.877,24.201,187.792,,,85.368,7.819,25.549,43.088,8.912,58.699,,,,,672.937,708.539,,,2.89,,,226.273,,,,,226.273,937.702,,203.163,203.163,,,,0.0,,,,,,203.397,,,,203.397,406.56,105.0,,,,,208.333,,,208.333,313.333,719.893,0.0,16.326,,,0.0,875.361,-0.941,890.746,0.0,890.746,1610.639,
09/24/2000,1627.243,155.416,74.808,80.608,167.19,,,121.543,44.516,20.149,47.557,9.321,62.391,,,,,506.54,700.776,,,200.499,,,219.428,,,,,219.428,1120.703,,172.824,172.824,,,,0.0,,,,,,210.739,,,,210.739,383.563,105.0,,,,,222.048,,,222.048,327.048,710.611,0.0,13.775,,,0.0,903.005,-0.148,916.632,0.0,916.632,1627.243,
12/31/2000,1629.304,192.52,119.761,72.759,127.078,104.484,,109.924,37.57,23.735,40.039,8.58,68.229,,,,,497.751,735.793,2432.75,-1696.957,193.675,,,202.085,29.446,29.446,0.0,,172.639,1131.553,,197.726,197.726,,,,0.0,,,,,,181.61,,,,181.61,379.336,105.0,,,,,212.579,,,212.579,317.579,696.915,0.0,21.004,,,0.0,908.123,3.262,932.389,0.0,932.389,1629.304,
04/01/2001,1613.105,79.995,41.965,38.03,156.628,,,129.398,25.36,30.768,62.176,11.094,63.172,,,,,429.193,736.348,,,182.736,,,264.828,93.517,93.517,0.0,,171.311,1183.912,,184.226,184.226,,,,0.0,,,,,,171.111,,,,171.111,355.337,105.0,,,,,203.739,,,203.739,308.739,664.076,0.0,27.205,,,0.0,919.558,2.266,949.029,0.0,949.029,1613.105,
07/01/2001,1683.25,125.374,77.929,47.445,188.209,,,102.315,14.307,23.47,55.473,9.065,60.081,,,,,475.979,767.926,,,185.387,185.387,,253.958,,,,129.031,124.927,1207.271,,210.082,210.082,,,,0.0,,,,,,183.83,,,,183.83,393.912,105.0,,,,,195.945,,,195.945,300.945,694.857,0.0,24.79,,,0.0,961.764,1.839,988.393,0.0,988.393,1683.25,
09/30/2001,1678.725,109.263,47.541,61.722,154.507,,,122.212,43.323,22.094,37.933,18.862,62.974,,,,,448.956,813.851,,,191.314,,,224.604,0.0,0.0,0.0,,224.604,1229.769,,164.186,164.186,,,,80.0,,,,,,231.743,,,,231.743,475.929,25.0,,,,,201.938,,,201.938,226.938,702.867,0.0,9.639,,,0.0,970.86,-4.641,975.858,0.0,975.858,1678.725,
12/30/2001,1739.692,309.705,77.133,232.572,108.732,,,115.123,41.534,23.363,32.438,17.788,72.969,,,,,606.529,869.71,2532.846,-1663.136,0.0,,,263.453,86.289,6.955,79.334,,177.164,1133.163,,222.493,222.493,,,,88.038,79.647,8.391,8.391,,,207.014,,,,207.014,517.545,20.0,15.23,4.77,4.77,,250.835,,,250.835,270.835,788.38,0.0,9.519,,,0.0,954.981,-13.188,951.312,0.0,951.312,1739.692,
03/31/2002,3942.166,177.402,177.402,0.0,507.574,,,218.281,70.828,35.724,98.125,13.604,92.373,,,,,995.63,1281.507,,,0.0,,,1665.029,1076.017,572.945,503.072,192.86,396.152,2946.536,,276.622,276.622,,,,110.0,,,,,,567.167,,,,567.167,953.789,1554.656,,,,,458.18,,,458.18,2012.836,2966.625,0.0,15.187,,,0.0,974.212,-13.858,975.541,0.0,975.541,3942.166,
06/30/2002,4102.431,138.106,138.106,0.0,591.081,489.387,,204.872,48.268,34.349,109.404,12.851,96.78,,,,,1030.839,1321.14,,,0.0,,,1750.452,1155.45,621.055,534.395,201.036,393.966,3071.592,,326.693,326.693,,,,106.708,,,,,,571.707,,,,571.707,1005.108,1513.375,,,,,499.082,,,499.082,2012.457,3017.565,0.0,20.97,,,0.0,1034.407,29.489,1084.866,0.0,1084.866,4102.431,
09/29/2002,4128.975,70.744,70.744,0.0,515.423,515.423,,216.188,69.425,33.191,101.751,11.821,197.226,,,,,999.581,1330.106,,,0.0,,,1799.288,1171.182,641.752,529.43,195.419,432.687,3129.394,,330.469,330.469,,,,51.113,,,,,,628.507,,,,628.507,1010.089,1447.037,,,,,519.859,,,519.859,1966.896,2976.985,0.0,23.928,,,0.0,1073.602,54.46,1151.99,0.0,1151.99,4128.975,
12/29/2002,4297.411,59.167,59.167,0.0,705.426,621.046,,184.671,56.239,31.85,86.372,10.21,104.632,,,,,1053.896,1380.239,3273.674,-1893.435,0.0,,,1863.276,1256.145,727.069,529.076,191.184,415.947,3243.515,,334.647,334.647,,,,144.049,,,,,,669.195,,,,669.195,1147.891,1383.392,,,,,784.277,,,784.277,2167.669,3315.56,0.0,29.343,,,0.0,1086.965,-134.457,981.851,0.0,981.851,4297.411,
03/30/2003,4093.976,9.035,9.035,0.0,487.269,487.269,,174.978,57.585,35.196,72.254,9.943,200.247,,,,,871.529,1371.167,,,0.0,,,1851.28,1227.3,712.477,514.823,188.214,435.766,3222.447,,250.612,250.612,,,,155.507,,,,,,555.801,,,,555.801,961.92,1356.209,,,,,776.913,,,776.913,2133.122,3095.042,0.0,29.415,,,0.0,1080.321,-110.802,998.934,0.0,998.934,4093.976,
06/29/2003,4269.506,12.765,12.765,0.0,603.27,603.27,,165.302,41.922,31.598,81.018,10.764,216.991,,,,,998.328,1390.617,,,0.0,,,1880.561,1275.949,742.794,533.155,186.305,418.307,3271.178,,278.436,278.436,,,,83.429,,,,,,601.344,,,,601.344,963.209,1386.454,,,,,819.5,,,819.5,2205.954,3169.163,0.0,29.619,,,0.0,1149.211,-78.487,1100.343,0.0,1100.343,4269.506,
09/28/2003,4287.415,31.251,31.251,0.0,577.174,577.174,,196.524,72.934,31.313,81.91,10.367,243.409,,,,,1048.358,1390.619,,,0.0,,,1848.438,1276.249,747.072,529.177,188.202,383.987,3239.057,,315.497,315.497,,,,94.618,,,,,,609.379,,,,609.379,1019.494,1275.623,,,,,843.44,,,843.44,2119.063,3138.557,0.0,31.318,,,0.0,1203.184,-85.644,1148.858,0.0,1148.858,4287.415,
12/28/2003,4486.226,19.44,19.44,0.0,751.072,618.053,,209.485,81.068,29.48,91.214,7.723,98.851,,,,,1078.848,1450.785,4145.909,-2695.124,108.28,,,1848.313,1348.532,796.42,552.112,193.582,306.199,3407.378,,396.204,396.204,,,,91.165,,,,,,646.353,,,,646.353,1133.722,1159.838,,,,,925.29,,,925.29,2085.128,3218.85,0.0,32.414,,,0.0,1231.802,3.16,1267.376,0.0,1267.376,4486.226,
03/28/2004,4491.512,27.541,27.541,0.0,569.736,569.736,,233.919,85.532,35.854,103.973,8.56,179.111,,,,,1010.307,1513.229,,,0.0,,,1967.976,1395.884,816.133,579.751,144.636,427.456,3481.205,,301.629,301.629,,,,218.047,,,,,,606.532,,,,606.532,1126.208,1035.894,,,,,940.739,,,940.739,1976.633,3102.841,0.0,71.508,,,0.0,1229.081,60.426,1361.015,27.656,1388.671,4491.512,
06/27/2004,4531.957,36.243,36.243,0.0,650.434,650.434,,224.702,68.348,31.168,114.722,10.464,217.166,,,,,1128.545,1411.009,,,0.0,,,1992.403,1397.531,820.984,576.547,144.991,449.881,3403.412,,304.831,304.831,,,,210.515,,,,,,660.583,,,,660.583,1175.929,931.622,,,,,969.233,,,969.233,1900.855,3076.784,0.0,80.871,,,0.0,1293.5,51.043,1425.414,29.759,1455.173,4531.957,
09/26/2004,4476.634,92.486,92.486,,588.264,588.264,,235.465,88.837,33.783,90.943,21.902,205.666,,,,,1121.881,1396.8,,,,,,1957.953,1373.949,810.451,563.498,135.998,448.006,3354.753,,258.916,258.916,,,,143.66,,,,,,721.955,,,,721.955,1124.531,920.317,,,,,886.891,,,886.891,1807.208,2931.739,,91.523,,,,1349.976,71.181,1512.68,32.215,1544.895,4476.634,
