Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/28/2008,186.052,,-85.57,,100.482,,-22.064,,,78.418,-21.8,21.8,21.8,0.0,0.0,56.618,-20.57,36.048,0.0,,,36.048,0.0,36.048,0.0,0.0,36.048,36.048,,48.084,0.75,0.75,0.77,50.273,0.72,0.72,0.74,
09/30/2008,189.238,,-85.8,,103.438,,-22.262,,,81.176,-22.306,22.306,22.306,0.0,0.0,58.87,-20.881,37.989,0.0,,,37.989,0.0,37.989,0.0,0.0,37.989,37.989,,48.485,0.78,0.78,0.79,50.61,0.75,0.75,0.76,
12/27/2008,181.276,181.276,-76.988,76.988,104.288,0.0,-21.4,18.176,3.224,82.888,-21.982,21.982,,,0.0,60.906,-21.307,39.599,0.0,0.0,0.0,39.599,0.0,39.599,0.0,0.0,39.599,40.130066,0.531066,52.809,0.75,0.75,0.75991,52.809,0.75,0.75,0.75991,
03/28/2009,193.047,193.047,-84.236,84.236,108.811,0.0,-24.037,20.412,3.625,84.774,-21.64,21.64,,,0.0,63.134,-22.83,40.304,0.0,0.0,0.0,40.304,0.0,40.304,0.0,0.0,40.304,40.957981,0.653981,52.389,0.77,0.77,0.781805,52.389,0.77,0.77,0.781805,
06/27/2009,189.875,189.875,-82.024,82.024,107.851,0.0,-22.654,19.349,3.305,85.197,-21.226,21.226,,,0.0,63.971,-22.583,41.388,0.0,0.0,0.0,41.388,0.0,41.388,0.0,0.0,41.388,42.097065,0.709065,52.384,0.79,0.79,0.803624,52.384,0.79,0.79,0.803536,
09/30/2009,197.354,197.354,-88.958,88.958,108.396,0.0,-25.855,22.081,3.774,82.541,-19.55,19.55,,,0.0,62.991,-21.38,41.611,0.0,0.0,0.0,41.611,0.0,41.611,0.0,0.0,41.611,43.419311,1.808311,52.572,0.79,0.79,0.825902,52.572,0.79,0.79,0.824397,
01/02/2010,184.278,184.278,-81.219,81.219,103.059,0.0,-26.606,22.466,4.14,76.453,-28.515,28.515,,,0.0,47.938,-17.18,30.758,0.0,0.0,0.0,30.758,0.0,30.758,0.0,-30.313,0.445,3.442262,2.997262,52.869,0.01,0.01,0.065109,52.869,0.01,0.01,0.065109,
04/03/2010,206.077,206.077,-90.874,90.874,115.203,0.0,-27.144,23.594,3.55,88.059,-28.414,28.414,,,0.0,59.645,-21.6,38.045,0.0,0.0,0.0,38.045,0.0,38.045,0.0,0.0,38.045,39.958916,1.913916,52.922,0.72,0.72,0.755053,52.922,0.72,0.72,0.755053,
07/03/2010,214.182,214.182,-91.749,91.749,122.433,0.0,-27.156,23.344,3.812,95.277,-28.222,28.222,,,0.0,67.055,-23.05,44.005,0.0,0.0,0.0,44.005,0.0,44.005,0.0,0.0,44.005,44.807415,0.802415,52.923,0.83,0.83,0.846653,52.923,0.83,0.83,0.845162,
09/30/2010,223.117,223.117,-90.746,90.746,132.371,0.0,-29.091,25.514,3.577,103.28,-27.085,27.085,,,0.0,76.195,-25.56,50.635,0.0,0.0,0.0,50.635,0.0,50.635,0.0,0.0,50.635,51.670564,1.035564,52.924,0.96,0.96,0.976316,52.924,0.96,0.96,0.976316,
01/01/2011,233.552,233.552,-106.406,106.406,127.146,0.0,-34.797,30.52,4.277,92.349,-103.286,32.556,,,70.73,-10.937,3.784,-7.153,0.205,0.205,0.0,-7.358,0.0,-7.358,0.0,-2.811,-10.169,41.359178,51.323178,53.328,-0.19,-0.19,0.775562,53.328,-0.19,-0.19,0.772406,
04/02/2011,304.307,304.307,-146.433,146.433,157.874,0.0,-44.633,33.171,11.462,113.241,-55.786,54.137,,,1.649,57.455,-20.758,36.697,-19.12,-19.12,0.0,55.817,0.0,55.817,0.0,0.0,55.817,46.654477,9.957477,53.333,1.04,0.69,0.874777,53.333,1.04,0.69,0.874777,
07/02/2011,325.209,325.209,-142.06,142.06,183.149,0.0,-43.994,31.549,12.445,139.155,-49.898,49.86,,,0.038,89.257,-30.889,58.368,2.088,2.088,0.0,56.28,0.0,56.28,0.0,0.0,56.28,59.61114,1.24314,53.333,1.06,1.1,1.117716,53.333,1.06,1.1,1.117716,
09/30/2011,342.953,342.953,-149.937,149.937,193.016,0.0,-50.626,38.471,12.155,142.39,-48.74,48.703,,,0.037,93.65,-29.337,64.313,-3.082,-3.082,0.0,67.395,0.0,67.395,0.0,0.0,67.395,68.939224,4.626224,53.333,1.26,1.2,1.292619,53.333,1.26,1.2,1.286742,
12/31/2011,352.473,352.473,-152.918,152.918,199.555,0.0,-54.289,41.85,12.439,145.266,-49.061,49.061,,,0.0,96.205,-31.1,65.105,0.0,0.0,0.0,65.105,0.0,65.105,0.0,-3.299,61.806,66.848874,5.042874,53.882,1.15,1.15,1.240653,53.882,1.15,1.15,1.240653,
03/31/2012,423.469,423.469,-187.429,187.429,236.04,0.0,-58.813,49.474,9.339,177.227,-52.3,52.3,,,0.0,124.927,-43.375,81.552,0.0,0.0,0.0,81.552,0.0,81.552,0.0,0.0,81.552,85.251604,3.699604,53.882,1.51,1.51,1.582191,53.882,1.51,1.51,1.578661,
06/30/2012,461.66,461.66,-208.358,208.358,253.302,0.0,-67.438,56.097,11.341,185.864,-55.393,55.393,,,0.0,130.471,-40.025,90.446,0.0,0.0,0.0,90.446,0.0,90.446,0.0,0.0,90.446,95.54869,5.10269,53.882,1.68,1.68,1.773295,53.882,1.68,1.68,1.773295,
09/30/2012,462.606,462.606,-205.786,205.786,256.82,0.0,-65.402,54.288,11.114,191.418,-55.152,55.152,,,0.0,136.266,-48.4,87.866,0.0,0.0,0.0,87.866,,87.866,0.0,0.0,87.866,86.823587,-1.042413,53.882,1.63,1.63,1.611365,53.882,1.63,1.63,1.610654,
12/29/2012,430.418,430.418,-191.871,191.871,238.547,0.0,-65.701,55.161,10.54,172.846,-62.876,62.876,,,0.0,109.97,-35.8,74.17,0.0,0.0,0.0,74.17,0.0,74.17,0.0,-38.13,36.04,38.378263,2.338263,54.453,0.66,0.66,0.704796,54.453,0.66,0.66,0.702941,
03/30/2013,465.609,465.609,-206.299,206.299,259.31,0.0,-65.198,55.463,9.735,194.112,-94.375,64.094,,,30.281,99.737,-31.8,67.937,0.0,0.0,0.0,67.937,0.0,67.937,0.0,0.0,67.937,89.645685,21.708685,54.453,1.25,1.25,1.646295,54.453,1.25,1.25,1.646295,
06/29/2013,488.636,488.636,-219.65,219.65,268.986,0.0,-92.262,82.773,9.489,176.724,-62.469,62.469,,,0.0,114.255,-37.6,76.655,0.0,0.0,0.0,76.655,0.0,76.655,0.0,-37.976,38.679,43.639908,4.960908,54.506,0.71,0.71,0.800644,54.506,0.71,0.71,0.800644,
09/30/2013,539.737,539.737,-257.018,257.018,282.719,0.0,-76.946,61.071,15.875,205.773,-81.246,81.246,,,0.0,124.527,-40.5,84.027,0.0,0.0,0.0,84.027,0.0,84.027,0.0,-95.137,-11.11,-0.405727,10.704273,56.862,-0.2,-0.2,-0.007135,56.862,-0.2,-0.2,-0.01175,
12/28/2013,529.322,529.322,-245.186,245.186,284.136,0.0,-73.51,57.127,16.383,210.626,-80.853,80.853,,,0.0,129.773,-43.65,86.123,0.0,0.0,0.0,86.123,0.0,86.123,0.0,-4.139,81.984,85.24712,3.26312,56.991,1.44,1.44,1.4958,56.991,1.44,1.44,1.4958,
03/29/2014,590.761,590.761,-283.179,283.179,307.582,0.0,-89.088,71.488,17.6,218.494,-82.289,82.289,,,0.0,136.205,-45.85,90.355,0.0,0.0,0.0,90.355,0.0,90.355,0.0,-5.486,84.869,91.791935,6.922935,57.068,1.49,1.49,1.608466,57.068,1.49,1.49,1.608466,
06/28/2014,610.582,610.582,-283.054,283.054,327.528,0.0,-87.548,71.146,16.402,239.98,-219.103,87.613,,,131.49,20.877,-4.7,16.177,0.0,0.0,0.0,16.177,0.0,16.177,0.0,-110.903,-94.726,-2.293099,92.432901,57.17,-1.66,-1.66,-0.04011,57.17,-1.66,-1.66,-0.043192,
09/30/2014,642.241,642.241,-293.613,293.613,348.628,0.0,-89.908,76.685,13.223,258.72,-97.065,96.933,,,0.132,161.655,-47.4,114.255,0.0,0.0,0.0,114.255,0.0,114.255,0.0,-6.098,108.157,120.330847,12.173847,56.731,1.91,1.91,2.121077,56.731,1.91,1.91,2.121077,
12/27/2014,586.898,586.898,-265.725,265.725,321.173,0.0,-80.505,67.479,13.026,240.668,-98.935,98.935,,,0.0,141.733,-46.2,95.533,0.0,0.0,0.0,95.533,0.0,95.533,0.0,-3.365,92.168,93.186507,1.018507,56.591,1.63,1.63,1.646667,56.591,1.63,1.63,1.646667,
03/28/2015,619.03,619.03,-277.413,277.413,341.617,0.0,-85.056,74.026,11.03,256.561,-99.892,99.892,,,0.0,156.669,-45.775,110.894,0.0,0.0,0.0,110.894,0.0,110.894,0.0,0.0,110.894,114.148565,3.254565,56.604,1.96,1.96,2.016617,56.604,1.96,1.96,2.016617,
06/27/2015,691.395,691.395,-331.94,331.94,359.455,0.0,-95.759,81.849,13.91,263.696,-124.955,106.796,,,18.159,138.741,-39.629,99.112,0.0,0.0,0.0,99.112,0.0,99.112,0.0,0.0,99.112,120.502745,21.390745,56.608,1.75,1.75,2.128723,56.608,1.75,1.75,2.127875,
09/30/2015,809.792,809.792,-382.192,382.192,427.6,0.0,-114.523,98.27,16.253,313.077,-113.396,113.162,,,0.234,199.681,-58.008,141.673,0.0,0.0,0.0,141.673,0.0,141.673,0.0,0.0,141.673,154.548703,12.875703,56.61,2.5,2.5,2.73006,56.61,2.5,2.5,2.727446,
01/02/2016,701.695,701.695,-327.128,327.128,374.567,0.0,-98.526,82.203,16.323,276.041,-111.983,111.983,,,0.0,164.058,-34.617,129.441,0.0,0.0,0.0,129.441,0.0,129.441,0.0,-3.0,126.441,111.431998,-15.009002,56.805,2.23,2.23,1.961658,56.805,2.23,2.23,1.961658,
04/02/2016,796.801,796.801,-371.14,371.14,425.661,0.0,-113.586,95.064,18.522,312.075,-111.288,111.288,,,0.0,200.787,-59.104,141.683,0.0,0.0,0.0,141.683,0.0,141.683,0.0,0.0,141.683,148.035594,6.352594,56.134,2.52,2.52,2.637182,56.134,2.52,2.52,2.633168,
07/02/2016,797.692,797.692,-354.177,354.177,443.515,0.0,-112.873,94.244,18.629,330.642,-136.466,120.812,,,15.654,194.176,-33.554,160.622,0.0,0.0,0.0,160.622,0.0,160.622,0.0,0.0,160.622,148.52015,-12.10185,55.832,2.88,2.88,2.660126,55.832,2.88,2.88,2.660126,
09/30/2016,875.223,875.223,-390.904,390.904,484.319,0.0,-135.318,111.347,23.971,349.001,-139.907,139.767,,,0.14,209.094,-54.426,154.668,0.0,0.0,0.0,154.668,0.0,154.668,0.0,0.0,154.668,165.504362,10.836362,55.832,2.77,2.77,2.964328,55.832,2.77,2.77,2.964089,
12/31/2016,814.018,814.018,-369.763,369.763,444.255,0.0,-127.246,101.715,25.531,317.009,-178.088,146.004,,,32.084,138.921,-20.05,118.871,0.0,0.0,0.0,118.871,0.0,118.871,0.0,-95.971,22.9,16.753161,-6.146839,56.524,0.41,0.41,0.29639,56.524,0.41,0.41,0.29639,
04/01/2017,868.728,868.728,-379.291,379.291,489.437,0.0,-122.889,100.857,22.032,366.548,-151.349,147.842,,,3.507,215.199,-59.508,155.691,0.186,0.186,0.0,155.505,0.0,155.505,0.0,0.0,155.505,154.972747,-0.718253,55.894,2.78,2.78,2.772619,55.894,2.78,2.78,2.76715,
07/01/2017,897.655,897.655,-377.959,377.959,519.696,0.0,-131.363,108.104,23.259,388.333,-152.486,152.141,,,0.345,235.847,-66.015,169.832,0.779,0.779,0.0,169.053,0.0,169.053,0.0,0.0,169.053,169.606959,-0.225041,54.89,3.08,3.09,3.089943,54.89,3.08,3.09,3.0859,
09/30/2017,923.885,923.885,-392.646,392.646,531.239,0.0,-123.302,104.898,18.404,407.937,-160.474,156.603,,,3.871,247.463,-63.316,184.147,30.689,30.689,0.0,153.458,0.0,153.458,0.0,-63.286,90.172,112.212457,-8.648543,54.796,1.65,2.21,2.047822,54.796,1.65,2.21,2.047822,
12/30/2017,847.96,847.96,-371.31,371.31,476.65,0.0,-123.64,106.528,17.112,353.01,-162.046,160.933,,,1.113,190.964,121.047,312.011,-2.764,-2.764,0.0,314.775,0.0,314.775,0.0,-56.148,258.627,112.267619,-143.595381,55.6,4.65,4.6,2.019202,55.6,4.65,4.6,2.017349,
03/31/2018,933.07,933.07,-398.996,398.996,534.074,0.0,-124.983,107.526,17.457,409.091,-161.904,161.266,,,0.638,247.187,-45.347,201.84,5.562,5.562,0.0,196.278,0.0,196.278,0.0,0.0,196.278,196.302981,-5.537019,55.605,3.53,3.63,3.530312,55.605,3.53,3.63,3.530312,
06/30/2018,980.662,980.662,-411.142,411.142,569.52,0.0,-132.04,112.816,19.224,437.48,-171.939,167.577,,,4.362,265.541,-48.15,217.391,0.145,0.145,0.0,217.246,0.0,217.246,0.0,0.0,217.246,207.955611,-9.435389,55.597,3.91,3.91,3.740411,55.597,3.91,3.91,3.74029,
09/30/2018,1049.434,1049.434,-452.168,452.168,597.266,0.0,-142.129,123.468,18.661,455.137,-173.272,173.232,,,0.04,281.865,-51.571,230.294,1.531,1.531,0.0,228.763,0.0,228.763,0.0,0.0,228.763,224.716212,-5.577788,55.595,4.11,4.14,4.042022,55.595,4.11,4.14,4.039671,
12/29/2018,993.0,993.0,-429.0,429.0,564.0,0.0,-142.0,122.0,20.0,422.0,-172.0,172.0,,,0.0,250.0,-54.0,196.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0,-24.0,172.0,173.185,1.185,56.3,3.05,3.05,3.07611,56.3,3.05,3.05,3.071048,
03/30/2019,1168.0,1168.0,-518.0,518.0,650.0,0.0,-182.0,160.0,22.0,468.0,-205.0,202.0,,,3.0,263.0,-63.0,200.0,-2.0,-2.0,0.0,202.0,0.0,202.0,0.0,0.0,202.0,192.172212,-7.827788,56.3,3.6,3.56,3.413361,56.3,3.6,3.56,3.413361,
06/29/2019,1521.0,1521.0,-808.0,808.0,713.0,0.0,-290.0,252.0,38.0,423.0,-240.0,241.0,,,-1.0,183.0,-55.0,128.0,-17.0,-17.0,0.0,145.0,0.0,145.0,0.0,0.0,145.0,242.593023,114.593023,56.3,2.57,2.27,4.308935,56.3,2.57,2.27,4.3054,
09/30/2019,1541.32,1541.32,-659.238,659.238,882.082,0.0,-267.091,211.96,55.131,614.991,-247.775,245.297,,,2.478,367.216,-50.059,317.157,-30.87,-30.87,0.0,348.027,-1.157,346.87,0.0,-86.712,260.158,207.258178,-22.029822,56.265,4.63,4.08,3.683608,56.265,4.63,4.08,3.683608,
12/28/2019,1465.0,1465.0,-664.0,664.0,801.0,0.0,-241.0,201.0,40.0,560.0,-267.0,248.0,,,19.0,293.0,-59.0,234.0,-71.0,-71.0,0.0,305.0,-1.0,304.0,0.0,-185.0,119.0,62.480434,14.480434,57.4,2.07,0.83,1.088509,57.4,2.07,0.83,1.082272,
03/28/2020,1443.0,1443.0,-625.0,625.0,818.0,0.0,-226.0,180.0,46.0,592.0,-255.0,252.0,,,3.0,337.0,-14.0,323.0,4.0,4.0,0.0,319.0,0.0,319.0,0.0,0.0,319.0,256.07,-66.93,57.4,5.56,5.63,4.46115,57.4,5.56,5.63,4.46115,
06/27/2020,1022.0,1022.0,-531.0,531.0,491.0,0.0,-205.0,163.0,42.0,286.0,-252.0,262.0,,,-10.0,34.0,-39.0,-5.0,1.0,1.0,0.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,4.534483,9.534483,57.3,-0.1,-0.09,0.079136,57.3,-0.1,-0.09,0.076396,
09/30/2020,1098.75,,,,556.80255,,,,,393.0,,,,,,124.122,,89.567,,,,,,89.567,,,89.567,106.475,,,1.22,1.22,1.968,,1.22,1.22,1.968,
12/31/2020,1128.6,,,,584.648658,,,,,404.2,,,,,,146.583,,113.517,,,,,,113.517,,,113.517,117.9,,,1.805,1.805,2.311,,1.805,1.805,2.311,
