Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,252.343002,-162.470993,89.872009,-27.858999,62.013,-2.862,,8.741,67.892001,-16.4,51.492001,0.0,-17.184,34.307999,0.0,,34.307999,,,34.308001,,0.49,0.49,70.143997,0.49,0.49,0.49,70.143997,
06/30/1990,256.493011,-163.792007,92.701004,-27.431999,65.268997,-3.456,,8.382,70.194997,-16.799999,53.395,0.0,-18.860001,34.535,0.0,,34.535,,,34.534997,,0.49,0.49,70.248001,0.49,0.49,0.49,70.248001,
09/30/1990,268.108002,-168.25,99.858002,-28.899,70.959,-3.442,,7.106,74.623,-17.799999,56.823002,0.0,-21.393999,35.429001,0.0,,35.429001,,,35.429001,,0.505,0.505,70.382004,0.505,0.505,0.505,70.382004,
12/31/1990,289.354004,-188.546005,100.807999,-28.597,72.210999,-1.64,,6.609,77.179999,-17.6,59.580002,0.0,-23.003,36.577,0.0,,36.577,,,36.576999,0.52,0.52,0.52,70.482002,0.52,0.52,0.52,70.482002,
03/31/1991,319.200012,-203.906006,115.294006,-44.502998,70.791,-2.511,,6.695,74.975001,-16.700001,58.275002,0.0,-19.594,38.681,0.0,,38.681,,,38.681,,0.55,0.55,70.480003,0.55,0.55,0.55,70.480003,
06/30/1991,346.053009,-223.298996,122.754013,-39.228001,83.526001,-2.345,,3.021,84.202001,-19.299999,64.902,0.0,-24.934999,39.966999,0.0,,39.966999,,,39.967002,,0.565,0.565,70.622002,0.565,0.565,0.565,70.622002,
09/30/1991,320.489014,-203.149994,117.33902,-38.787998,78.551003,-2.506,,4.232,80.277002,-17.6,62.676998,0.0,-23.521,39.155998,0.0,,39.155998,,,39.156002,,0.555,0.555,70.807999,0.555,0.555,0.555,70.807999,
12/31/1991,321.86499,-203.229004,118.635986,-41.637001,76.999001,-3.038,,6.906,80.867001,-14.4,66.467003,0.0,-26.798,39.668999,0.0,,39.668999,,,39.669001,0.56,0.56,0.56,70.876,0.56,0.56,0.56,70.876,
03/31/1992,344.493988,-217.363007,127.130981,-43.261002,83.870003,-3.879,,3.102,83.093003,-24.0,59.092999,0.0,-6.058,53.035,0.0,,53.035,,,53.035003,,0.75,0.75,70.980003,0.75,0.75,0.75,70.980003,
06/30/1992,381.648987,-242.677994,138.970993,-44.404999,94.566002,-2.113,,0.165,92.618002,-26.4,66.218002,0.0,-7.441,58.777,0.0,,58.777,,,58.777002,,0.83,0.83,71.103996,0.83,0.83,0.83,71.103996,
09/30/1992,365.789001,-226.776001,139.013,-46.028,92.985001,-2.12,,2.25,93.115001,-25.6,67.514999,0.0,-7.513,60.001999,0.0,,60.001999,,,60.002,,0.84,0.84,71.231003,0.84,0.84,0.84,71.231003,
12/31/1992,404.54599,-257.368988,147.177002,-55.588001,91.588997,-3.248,,3.855,92.195997,-24.0,68.195999,0.0,-7.275,60.921001,0.0,,60.921001,,,60.920997,0.85,0.85,0.85,71.336998,0.85,0.85,0.85,71.336998,
03/31/1993,430.175995,-272.994995,157.181,-59.57,97.611,-7.295,,6.406,96.722,-24.700001,72.022003,0.0,-7.78,64.241997,0.0,,64.241997,,,64.241999,,0.9,0.9,71.427002,0.9,0.9,0.9,71.427002,
06/30/1993,461.838989,-288.415009,173.423981,-62.195999,111.227997,-14.41,,8.924,105.741997,-27.5,78.241997,0.0,-8.136,70.106003,0.0,,70.106003,,,70.105997,,0.98,0.98,71.370369,0.98,0.98,0.98,71.370369,
09/30/1993,469.656006,-302.825012,166.830994,-58.174999,108.655998,-9.87,,6.586,105.371998,-28.700001,76.671997,0.0,-8.175,68.497002,0.0,,68.497002,,,68.496997,,0.96,0.96,71.566002,0.96,0.96,0.96,71.566002,
12/31/1993,430.371002,-269.117004,161.253998,-53.967999,107.286003,-13.937,,13.838,107.187003,-29.700001,77.487,0.0,-7.548,69.939003,0.0,,69.939003,,,69.939002,0.98,0.98,0.98,71.254997,0.98,0.98,0.98,71.254997,
03/31/1994,448.675995,-288.605011,160.070984,-56.050999,104.019997,-10.417,,11.062,104.664997,-29.799999,74.864998,0.0,-7.981,66.884003,0.0,,66.884003,,,66.883998,,0.94,0.94,71.308273,0.94,0.94,0.94,71.308273,
06/30/1994,525.893005,-352.487,173.406006,-64.716003,108.690002,-13.212,,9.901,105.379003,-30.1,75.278999,0.0,-7.532,67.747002,0.0,,67.747002,,,67.747002,,0.96,0.96,70.594337,0.96,0.96,0.96,70.594337,
09/30/1994,525.216003,-346.341003,178.875,-66.561996,112.313004,-12.244,,13.675,113.744003,-32.200001,81.543999,0.0,-9.205,72.338997,0.0,,72.338997,,,72.339003,,1.05,1.05,68.914001,1.05,1.05,1.05,68.914001,
12/31/1994,565.223022,-382.184998,183.038024,-69.372002,113.666,,0.0,-1.552,112.114,-31.9,80.213997,0.0,-8.509,71.705002,0.0,,71.705002,,,71.705,1.05,1.05,1.05,67.863701,1.05,1.05,1.05,67.863701,
03/31/1995,569.034973,-385.389008,183.645966,-71.316002,112.330002,-9.702,,6.565,109.193002,-32.900002,76.292999,0.0,-7.966,68.327003,0.0,,68.327003,,,68.327001,,1.02,1.02,66.760002,1.02,1.02,1.02,66.760002,
06/30/1995,640.851013,-430.575989,210.275024,-74.714996,135.559998,-18.709999,,7.936,124.785998,-37.799999,86.986,0.0,-8.515,78.471001,0.0,,78.471001,,,78.470999,,1.2,1.2,65.239998,1.2,1.2,1.2,65.239998,
09/30/1995,586.223999,-385.084015,201.139984,-73.787003,127.352997,-14.148,,5.613,118.817997,-35.700001,83.117996,0.0,-8.954,74.164001,0.0,,74.164001,,,74.163996,,1.15,1.15,64.733002,1.15,1.15,1.15,64.733002,
12/31/1995,564.958984,-371.604004,193.35498,-71.254997,122.099998,,,-3.35,118.749998,-35.900002,82.849998,0.0,-8.239,74.611,0.0,,74.611,,,74.610996,1.15,1.15,1.15,64.751999,1.15,1.15,1.15,64.751999,
03/31/1996,324.459015,-225.514008,98.945007,-48.685001,50.259998,,0.0,-2.147,48.112998,-16.6,31.513,34.709,0.0,66.222,0.0,,66.222,,,31.512998,0.49,0.49,1.03,64.514999,0.48,0.48,1.02,64.924004,
06/30/1996,394.03299,-277.778992,116.253998,-52.655998,63.598,,0.0,5.712,69.309999,-24.200001,45.110001,32.848,0.0,77.958,0.0,,77.958,,,45.109999,0.71,0.71,1.22,63.971001,0.7,0.7,1.21,64.428001,
09/30/1996,347.497986,-251.123001,96.374985,-50.667999,45.707001,,0.0,-1.862,43.845001,-14.4,29.445,38.900002,0.0,68.345001,0.0,,68.345001,,,29.445001,0.49,0.49,1.08,63.41,0.46,0.46,1.07,63.874001,
12/31/1996,286.289001,-214.613998,71.675003,-47.376999,24.298,,0.0,-1.551,22.747,-8.2,14.547,23.224001,0.0,37.771,0.0,,37.771,,,14.547,0.23,0.23,0.61,62.271999,0.23,0.23,0.6,62.952,
03/31/1997,319.618011,-230.753006,88.865005,-44.646999,44.217999,-9.104,0.0,5.915,41.028998,-14.7,26.329,26.539,0.0,52.868,0.0,,52.868,,,26.328999,0.43,0.43,0.87,60.868999,0.43,0.43,0.86,61.099998,
06/30/1997,356.372986,-253.794006,102.578979,-45.658001,56.921001,,0.0,-4.987,51.934001,-18.799999,33.133999,29.257,0.0,62.390999,0.0,,62.390999,,,33.134002,0.55,0.55,1.04,59.837002,0.55,0.55,1.04,60.095001,
09/30/1997,309.570007,-220.507996,89.062012,-42.209999,46.852001,,0.0,-1.802,45.050001,-16.0,29.049999,29.768,0.0,58.818001,0.0,,58.818001,,,29.050001,0.48,0.48,0.98,59.848999,0.48,0.48,0.98,60.113998,
12/31/1997,325.665985,-232.468002,93.197983,-49.569,43.629002,,0.0,-64.472,-20.842999,4.1,-16.743,-100.389,0.0,-117.132004,0.0,,-117.132004,47.0,0.0,30.257001,0.5,-0.28,-1.96,59.599998,0.5,-0.28,-1.96,59.599998,
03/31/1998,334.764008,-241.389999,93.374008,-46.062,47.312,-7.791,0.0,-11.958,27.563,-10.3,17.263,25.559,0.0,42.821999,0.0,,42.821999,15.5,0.0,32.763,0.48,0.29,0.73,58.991001,0.48,0.29,0.72,59.228001,
06/30/1998,401.915985,-286.556,115.359985,-54.931,60.429001,-5.756,0.0,2.853,57.526001,-19.6,37.925999,7.012,0.0,44.938,0.0,,44.938,,,37.926,0.64,0.64,0.76,59.063999,0.64,0.64,0.76,59.297001,
09/30/1998,340.450012,-249.742996,90.707016,-48.181999,42.525002,-5.495,0.0,-35.299999,1.730002,-0.5,1.23,0.0,0.0,1.23,0.0,,1.23,48.299999,0.0,49.530002,0.56,0.02,0.02,59.092999,0.56,0.02,0.02,59.229,
12/31/1998,317.200012,-233.699997,83.500015,-43.299999,40.200001,-5.778,0.0,-67.599998,-33.177998,25.4,-7.778,0.0,0.0,-7.778,0.0,,-7.778,52.700001,0.0,44.922003,0.53,-0.13,-0.13,59.0,0.53,-0.13,-0.13,59.0,
03/31/1999,334.200012,-236.399994,97.800018,-51.5,46.299999,-5.6,0.0,6.3,47.0,-16.0,31.0,0.0,0.0,31.0,0.0,,31.0,,,31.0,0.53,0.53,0.53,58.400002,0.53,0.53,0.53,58.599998,
06/30/1999,374.799988,-262.0,112.799988,-55.700001,57.099998,-6.2,0.0,9.1,59.999999,-17.200001,42.799999,0.0,0.0,42.799999,0.0,,42.799999,,,42.799998,0.73,0.73,0.73,58.5,0.73,0.73,0.73,58.799999,
09/30/1999,374.399994,-266.100006,108.299988,-62.700001,45.599998,-8.7,0.0,12.7,49.599998,-15.4,34.200001,0.0,0.0,34.200001,0.0,,34.200001,,,34.199999,0.59,0.59,0.59,58.0,0.59,0.59,0.59,58.299999,
12/31/1999,369.899994,-265.700012,104.199982,-72.900002,31.299999,-10.5,0.0,-2.0,18.799999,12.8,31.6,0.0,0.0,31.6,0.0,,31.6,18.200001,-6.4,43.4,0.58,0.56,0.56,56.5,0.58,0.56,0.56,56.5,
03/31/2000,404.5,-293.200012,111.299988,-64.199997,47.099998,-8.9,0.0,2.9,41.099999,-12.7,28.4,0.0,0.0,28.4,0.0,0.0,28.4,,,28.399999,0.52,0.52,0.52,54.5,0.52,0.52,0.52,54.599998,
06/30/2000,442.600006,-310.899994,131.700012,-66.099998,65.599998,-15.5,0.0,-2.1,47.999999,-7.8,40.200001,0.0,0.0,40.200001,0.0,0.0,40.200001,0.535,,40.734998,0.76,0.75,0.75,53.5,0.76,0.75,0.75,53.599998,
09/30/2000,418.299988,-308.5,109.799988,-60.599998,49.200001,-18.0,0.0,13.5,44.700001,-10.2,34.5,0.0,0.0,34.5,0.0,0.0,34.5,-9.0,0.0,25.500001,0.49,0.67,0.67,51.299999,0.49,0.67,0.67,51.400002,
