Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
04/30/1993,,,,,,,,,,,,,,,,,,
07/31/1993,,,,,,,,,,,,,,,,,,
10/31/1993,,-10.467,0.0,0.0,0.802,,,19.633,4.084959,,,,,,,,,
01/31/1994,217.412,-25.22,0.0,0.0,0.002,,192.194,35.500001,0.005634,1e-05,2.274862,12.950205,14.448504,226.33,201.112,1.436513,,
04/30/1994,198.787497,-23.684,0.0,0.0,0.001,,175.104497,37.582001,0.002661,6e-06,1.938777,10.881463,12.115443,210.567504,186.884504,1.307531,,
07/31/1994,197.000509,-22.856,0.0,0.0,0.0,,174.144509,39.844999,0.0,0.0,1.827943,9.872138,10.988422,206.353503,183.497503,1.298346,,
10/31/1994,254.644507,-12.03,0.0,0.0,0.0,,242.614507,43.903999,0.0,0.0,2.369167,13.272128,14.195454,265.806741,253.776741,1.801307,,
01/31/1995,218.17975,-19.385,0.0,0.0,0.0,,198.79475,46.751,0.0,0.0,1.805239,10.123479,11.31058,226.614497,207.229497,1.466384,,
04/30/1995,180.625,-18.539001,0.0,0.0,0.0,,162.085999,49.093,0.0,0.0,1.41067,8.062376,9.11261,186.893752,168.354751,1.191809,,
07/31/1995,180.90124,-19.92,0.0,0.0,0.0,,160.98124,51.401001,0.0,0.0,1.337065,7.908294,9.034754,187.212509,167.292509,1.181878,,
10/31/1995,184.287741,-22.877,0.0,0.0,0.0,,161.410741,55.862,0.0,0.0,1.262847,7.438969,8.878967,191.726241,168.849241,1.190626,,
01/31/1996,210.2975,-29.593999,0.0,0.0,0.0,,180.703501,59.451999,0.0,0.0,1.358305,7.928374,9.095661,217.167875,187.573876,1.322479,,
04/30/1996,289.294507,-34.413001,0.0,0.0,0.0,,254.881506,63.467999,0.0,0.0,1.836957,10.596221,12.148785,295.135139,260.722138,1.837805,,
07/31/1996,328.23751,-22.554,0.0,0.0,0.0,,305.68351,67.911001,0.0,0.0,2.111526,12.150549,13.933973,334.350014,311.796014,2.182705,,
