Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,494.897003,26.211,8.853,709.804016,-249.970993,,,,,,,,,,,,,,,,,
06/30/1990,631.56897,68.056999,9.587,658.848999,-104.924004,,,,,,,,,,,,,,,,,
09/30/1990,599.567993,38.089001,9.411,761.611023,-209.542999,,,,,,,,,,,,,,,,,
12/31/1990,-739.247925,59.109993,9.462999,-1194.957031,387.135986,,,,,,,,,,,,,,,,,
03/31/1991,166.171005,39.348999,12.024,311.154999,-196.356995,,,,,,,,,,,,,,,,,
06/30/1991,357.385986,78.417,11.087,355.438995,-87.556999,,,,,,,,,,,,,,,,,
09/30/1991,387.140015,74.632004,23.485001,269.604004,19.419001,,,,,,,,,,,,,,,,,
12/31/1991,438.804932,16.010002,14.348,141.182983,267.264008,,,,,,,,,,,,,,,,,
03/31/1992,175.335007,100.416,14.949,157.526993,-97.556999,,,,,,,,,,,,,,,,,
06/30/1992,223.876007,68.845001,15.834,208.912003,-69.714996,,,,,,,,,,,,,,,,,
09/30/1992,147.028,113.629997,16.202999,225.921005,-208.725998,,,,,,,,,,,,,,,,,
12/31/1992,324.26001,76.279991,13.155999,-141.399002,376.222992,,,,,,,,,,,,,,,,324.26001,
03/31/1993,267.334015,-27.421,14.673,530.567993,-250.485992,,,,,,,,,,,,,,,,,
06/30/1993,79.252998,127.216003,13.479,200.404007,-261.846008,,,,,,,,,,,,,,,,,
09/30/1993,389.96701,187.509003,14.743,525.221985,-337.506989,,,,,,,,,,,,,,,,,
12/31/1993,276.541992,31.548,15.998001,-27.47695,256.471985,,,,,,,,,,,,,,,,276.541992,
03/31/1994,265.949005,150.985001,15.576,304.998993,-205.610992,,,,,,,,,,,,,,,,,
