Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,,0.0,8.232,440.151996,454.145996,-13.994,0.0,0.0,0.0,0.0,0.0,448.384003,3.582,9.415,0.0,11.099,4.165,476.644989,,1.133,0.0,0.0,0.0,374.178009,,,5.14,380.450989,0.0,109.436996,60.886002,-74.128998,96.194,476.644989,
06/30/2004,,0.0,7.541,540.861023,560.361023,-19.5,0.0,0.0,0.0,0.0,0.0,548.401978,2.775,13.312,0.0,11.259,8.705,584.453003,,0.548,0.0,0.0,0.0,483.190002,,,12.979,496.71701,0.0,110.401001,58.466,-81.130997,87.736004,584.453003,
09/30/2004,,,5.383,679.724,702.978,-23.254,,,,,,685.107,32.006,,,14.733,5.754,737.6,,2.949,,,,454.023,0.0,454.023,7.628,464.6,,21.984,348.194,-97.178,273.0,737.6,
12/31/2004,,0.0,6.182,696.899,725.238,-28.339,0.0,0.0,0.0,0.0,0.0,703.081,24.329,0.0,0.0,16.644,4.43,748.484,,3.444,0.0,0.0,0.0,472.977,,,7.003,483.424,0.0,21.453,348.195,-104.588,265.06,748.484,
06/30/2005,,0.0,7.773,763.569,803.416,-39.847,0.0,0.0,0.0,0.0,0.0,771.342,95.042,0.0,0.0,29.53,5.996,901.91,,1.281,0.0,0.0,0.0,559.095,,559.095,12.341,572.717,0.0,20.27,429.553,-120.63,329.193,901.91,
09/30/2005,,0.0,96.665,1200.509,1249.538,-49.029,38.008,0.0,38.008,0.0,0.0,1335.182,7.093,0.0,0.0,65.181,22.099,1429.555,,2.952,119.59,0.0,119.59,934.214,,934.214,35.146,1091.902,0.0,36.378,435.95,-134.675,337.653,1429.555,
12/31/2005,,0.0,90.898,1212.678,1270.93,-58.252,12.109,0.0,12.109,0.0,0.0,1315.685,28.653,0.0,0.0,57.481,18.373,1420.192,,13.261,0.0,0.0,0.0,866.783,,,23.785,903.829,0.0,36.235,626.641,-146.513,516.363,1420.192,
03/31/2006,,0.0,89.652,1251.315,1318.442,-67.127,11.996,0.0,11.996,0.0,0.0,1352.963,11.061,0.0,0.0,47.486,16.758,1428.268,,7.326,23.588,0.0,23.588,892.794,,892.794,,923.708,0.0,35.419,624.319,-155.178,504.56,1428.268,
06/30/2006,,0.0,90.569,1322.527,1398.234,-75.707,1.693,0.0,1.693,0.0,0.0,1414.789,4.25,0.0,0.0,40.546,18.384,1477.969,,4.486,27.326,0.0,27.326,950.27,,950.27,,982.082,0.0,34.774,624.983,-163.87,495.887,1477.969,
09/30/2006,,0.0,89.695,1370.244,1454.75,-84.506,1.688,0.0,1.688,0.0,0.0,1461.627,151.686,0.0,0.0,38.268,16.955,1668.536,,6.776,29.952,0.0,29.952,945.194,,945.194,,981.922,0.0,35.529,822.494,-171.409,686.614,1668.536,
