Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,411.626007,9.41,9.41,0.0,83.608002,,,163.414993,,,,,14.584,,,,,,,271.016998,98.831001,135.498001,-36.667,0.0,41.778,,,,41.778,140.609001,,95.497002,95.497002,,,,30.591999,,,,,,82.780003,,,82.780003,208.869003,177.380997,,,,,60.941002,,,60.941002,238.321999,447.191002,13.304,40.23,,,0.0,,-89.098999,-35.565,0.0,-35.565,411.626002,
09/30/1994,409.595001,2.755,2.755,0.0,92.023003,,,165.746002,,,,,12.506,,,,,,,273.029999,98.990997,,,0.0,37.574001,,,,37.574001,136.564999,,98.181,98.181,,,,27.733,,,,,,82.793993,,,82.793993,208.707993,175.302994,,,,,61.479,,,61.479,236.781994,445.489986,14.821,57.081001,,,0.0,,-107.796997,-35.894996,0.0,-35.894996,409.594991,
12/31/1994,401.615997,9.727,9.727,0.0,91.717003,,,164.244995,,,,,12.463,,,,,,,278.152008,86.160004,124.002998,-37.842999,0.0,37.304001,,,,37.304001,123.464005,,112.212997,112.212997,,,,27.884001,,,,,,81.481005,,,81.481005,221.578003,162.987,,,,,55.527,,,55.527,218.514,440.092003,17.261999,40.23,,,0.0,,-95.968002,-38.476004,0.0,-38.476004,401.615999,
03/31/1995,412.282013,11.699,11.699,0.0,85.898003,,,181.716003,,,,,8.327,,,,,,,287.640015,88.990997,130.399994,-41.409,0.0,35.651001,,,,35.651001,124.641998,,127.074997,127.074997,,,,26.99,,,,,,71.65,,,71.65,225.714996,165.095993,,,,,59.109001,,,59.109001,224.204994,449.919991,18.990999,57.794998,,,0.0,,-114.424004,-37.638006,0.0,-37.638006,412.281984,
06/30/1995,641.879028,13.323,13.323,0.0,132.089996,,,257.005005,,,,,23.27,,,,,,,425.687988,109.917,154.925995,-45.008999,0.0,106.274002,,,,106.274002,216.191002,,160.567001,160.567001,,,,22.707001,,,,,,117.093002,,,117.093002,300.367004,326.269012,,,,,67.449997,,,67.449997,393.719009,694.086014,20.780001,57.793999,,,0.0,,-140.464996,-61.890997,9.684,-52.206997,641.879017,
09/30/1995,645.934021,12.482,12.482,0.0,147.210007,,,248.666,,,,,21.974001,,,,,,,430.332001,111.817001,158.192001,-46.375,0.0,103.785004,,,,103.785004,215.602005,,146.464005,146.464005,,,,18.872999,,,,,,137.918001,,,137.918001,303.255005,337.039001,,,,,67.306999,,,67.306999,404.346001,707.601006,22.462,57.794998,,,0.0,,-151.951996,-71.694998,10.028,-61.666998,645.934008,
12/31/1995,478.899994,13.9,7.0,6.9,87.699997,,,180.800003,,,,,29.6,,,,,,,312.0,40.099998,65.699997,-25.6,0.0,126.800003,,,,126.800003,166.900002,,99.5,99.5,,,,5.7,,,,,,91.100003,,,91.100003,196.300003,324.200012,,,,,21.299999,,,21.299999,345.500011,541.800014,24.6,57.799999,,,0.0,,-154.699997,-72.299997,9.4,-62.899998,478.900017,
03/31/1996,627.599976,12.7,12.7,0.0,143.899994,,,243.300003,,,,,35.299999,,,,,,,435.200012,95.300003,149.699997,-54.400002,0.0,97.099998,,,,97.099998,192.400002,,162.199997,162.199997,,,,25.799999,,,,,,108.700016,,,108.700016,296.700012,326.5,,,,,69.400002,,,69.400002,395.900002,692.600014,25.799999,58.5,,,0.0,,-158.699997,-74.399998,9.4,-64.999998,627.600016,
06/30/1996,477.700012,9.5,9.5,0.0,108.300003,,,180.300003,,,,,19.200001,,,,,,,317.299988,35.400002,62.200001,-26.799999,0.0,125.0,,,,125.0,160.400002,,103.199997,103.199997,,,,12.6,,,,,,72.500006,,,72.500006,188.300003,328.100006,,,,,21.1,,,21.1,349.200006,537.50001,27.6,58.700001,,,0.0,,-155.5,-69.199999,9.4,-59.799999,477.70001,
09/30/1996,481.700012,9.0,9.0,0.0,118.0,,,179.5,,,,,15.6,,,,,,,322.100006,35.299999,63.599998,-28.299999,0.0,124.300003,,,,124.300003,159.600002,,101.599998,101.599998,,,,16.0,,,,,,80.200005,,,80.200005,197.800003,320.100006,,,,,18.700001,,,18.700001,338.800007,536.60001,29.6,58.900002,,,0.0,,-153.0,-64.499998,9.6,-54.899998,481.700012,
12/31/1996,471.200012,75.4,72.0,3.4,110.300003,,,190.600006,,,,,13.9,,,,,,,390.200012,31.700001,65.400002,-33.700001,0.0,49.299999,,,,49.299999,81.0,,104.400002,104.400002,,,,19.200001,,,,,,71.399998,,,71.399998,195.0,262.100006,,,,,29.6,,,29.6,291.700006,486.700006,46.200001,59.099998,,,0.0,,-130.800003,-25.500004,10.0,-15.500004,471.200003,
03/31/1997,430.600006,42.499999,39.599998,2.9,109.599998,,,188.5,,,,,11.0,,,,,,,351.600006,30.700001,61.599998,-30.9,0.0,48.299999,,,,48.299999,79.0,,103.0,103.0,,,,22.700001,,,,,,76.999996,,,76.999996,202.699997,261.100006,,,,,29.1,,,29.1,290.200006,492.900003,0.8,59.299999,,,0.0,,-132.800003,-72.700004,10.4,-62.300004,430.599999,
06/30/1997,565.900024,13.3,13.3,0.0,146.0,,,228.899994,,,,,12.5,,,,,,,400.700012,46.400002,79.300003,-32.900002,0.0,118.800003,,,,118.800003,165.200005,,127.900002,127.900002,,,,25.299999,,,,,,78.400005,,,78.400005,231.600006,358.399994,,,,,30.299999,,,30.299999,388.699993,620.299999,0.9,63.099998,,,0.0,,-129.100006,-65.100008,10.7,-54.400008,565.899991,
09/30/1997,570.599976,6.7,6.7,0.0,155.899994,,,226.899994,,,,,17.200001,,,,,,,406.700012,50.700001,87.900002,-37.200001,0.0,113.199997,,,,113.199997,163.899998,,123.199997,123.199997,,,,28.1,,,,,,83.200003,,,83.200003,234.5,265.0,,,,,25.9,,,25.9,290.9,525.4,1.0,168.300003,,,0.0,,-135.100006,34.199997,11.0,45.199997,570.599997,
12/31/1997,588.5,28.700001,28.700001,0.0,139.300003,,,232.100006,,,,,26.4,,,,,,,426.5,47.799999,83.0,-35.200001,0.0,114.199997,,,,114.199997,161.999996,,138.100006,138.100006,,,,26.6,,,,,,71.4,,,71.4,236.100006,273.5,,,,,18.700001,,,18.700001,292.200001,528.300007,0.0,182.899994,,,0.0,,-123.300003,59.599991,0.6,60.199991,588.499998,
03/31/1998,932.099976,58.5,58.5,0.0,212.5,,,380.899994,,,,,23.700001,,,,,,,675.599976,76.699997,111.900002,-35.200001,0.0,179.800003,,,,179.800003,256.5,,191.199997,191.199997,,,,19.299999,,,,,,115.000004,,,115.000004,325.5,554.200012,,,,,23.799999,,,23.799999,578.000011,903.500011,0.0,183.199997,,,0.0,,-155.199997,28.0,0.6,28.6,932.100011,
06/30/1998,989.700012,57.599998,57.599998,0.0,245.0,,,395.299988,229.300003,56.900002,109.099998,0.0,26.700001,,,,,,,724.599976,79.699997,114.400002,-34.700001,0.0,185.399994,152.100006,,,33.299988,265.099991,,200.300003,200.300003,,,,27.1,,,,,,124.200003,,,124.200003,351.600006,556.700012,,,,,35.299999,,,35.299999,592.000011,943.600018,0.0,183.5,,,0.0,,-137.399994,46.100006,0.0,46.100006,989.700024,
09/30/1998,1070.800049,38.799999,38.799999,0.0,278.5,,,430.5,114.099998,51.5,135.100006,0.0,23.200001,,,,,,,771.0,89.599998,127.5,-37.900002,0.0,210.199997,171.5,,,38.699997,299.799995,,196.100006,196.100006,,,,36.900002,,,,,,137.79998,,,137.79998,370.799988,576.799988,,,,,42.099998,,,42.099998,618.899986,989.699974,0.0,183.0,,,0.0,,-101.900002,81.099998,0.0,81.099998,1070.799973,
12/31/1998,1151.199951,25.1,25.1,0.0,249.800003,,,472.799988,264.5,59.400002,148.899994,0.0,23.9,,,,,,,771.599976,99.5,149.0,-49.5,0.0,280.100006,240.899994,,,39.200012,379.600006,,226.899994,226.899994,,,,44.700001,,,,,,153.799999,,,153.799999,425.399994,586.599976,,,,,41.099998,,,41.099998,627.699974,1053.099968,0.0,183.100006,,,0.0,,-85.0,98.100006,0.0,98.100006,1151.199974,
03/31/1999,1251.199951,22.0,22.0,0.0,343.899994,343.899994,,478.299988,282.899994,63.799999,131.600006,0.0,28.0,,,,,,,872.200012,95.599998,146.0,-50.400002,0.0,283.399994,242.800003,242.800003,0.0,40.599991,378.999992,,254.199997,254.199997,,,,17.4,,,,,,165.199991,,,165.199991,436.799988,661.099976,,,,,42.099998,,,42.099998,703.199974,1139.999962,0.0,183.199997,,,0.0,-54.900002,-17.099998,111.199997,0.0,111.199997,1251.199959,
06/30/1999,1390.400024,104.699997,104.699997,0.0,373.399994,373.399994,,482.299988,284.399994,68.300003,129.600006,0.0,30.0,,,,,,,990.400024,97.5,148.199997,-50.700001,0.0,302.5,270.5,270.5,0.0,32.0,400.0,,275.100006,275.100006,,,,27.9,,,,,,167.1,,,167.1,470.100006,639.5,,,,,39.299999,,,39.299999,678.799999,1148.900005,0.0,297.399994,,,0.0,-24.5,-31.400002,241.499992,0.0,241.499992,1390.399998,
09/30/1999,2077.800049,154.100006,154.100006,0.0,472.600006,472.600006,,669.200012,354.299988,84.5,230.399994,0.0,42.099998,,,,,,,1338.0,190.800003,246.0,-55.200001,0.0,549.0,493.5,493.5,0.0,55.5,739.800003,,330.399994,330.399994,,,,55.0,,,,,,225.699982,,,225.699982,611.099976,1066.0,,,,,47.799999,,,47.799999,1113.799999,1724.899975,0.0,356.700012,,,0.0,5.4,-9.2,352.900012,0.0,352.900012,2077.799987,
12/31/1999,2177.5,133.300003,133.300003,0.0,429.200012,,,665.599976,348.399994,81.900002,235.300003,0.0,87.199997,,,,,,,1315.300049,172.800003,233.0,-60.200001,0.0,689.400024,554.700012,554.700012,0.0,134.700012,862.200027,,297.0,297.0,,,,57.599998,51.899999,5.7,5.7,,,224.900002,,,224.900002,579.5,1098.800049,1081.600048,17.200001,17.200001,,66.400002,,,66.400002,1165.20005,1744.70005,0.0,356.899994,,,0.0,,75.900002,432.799995,0.0,432.799995,2177.500046,
03/31/2000,2166.399902,186.199997,186.199997,0.0,417.700012,417.700012,,635.599976,341.399994,83.900002,210.300003,0.0,98.300003,,,,,,,1337.800049,155.300003,214.600006,-59.299999,0.0,673.299988,547.0,547.0,0.0,126.299988,828.599991,,317.600006,317.600006,,,,62.299999,,,,,,214.099995,,,214.099995,594.0,1069.800049,,,,,66.099998,,,66.099998,1135.900047,1729.900047,0.0,357.899994,,,-1.9,112.099998,-31.6,436.499992,0.0,436.499992,2166.40004,
06/30/2000,2150.899902,185.699997,185.699997,0.0,452.399994,452.399994,,596.099976,344.700012,76.900002,174.5,0.0,99.900002,,,,,,,1334.099976,142.899994,207.699997,-64.800003,0.0,673.900024,550.200012,550.200012,0.0,123.700012,816.800018,,361.799988,361.799988,,,,28.1,,,,,,210.100012,,,210.100012,600.0,1050.900024,,,,,69.199997,,,69.199997,1120.100021,1720.100021,0.0,358.399994,,,-4.3,138.100006,-61.400004,430.799995,0.0,430.799995,2150.900017,
09/30/2000,2061.399902,260.799988,260.799988,0.0,391.299988,391.299988,,584.099976,330.100006,69.099998,184.899994,0.0,94.199997,,,,,,,1330.400024,130.600006,195.5,-64.900002,0.0,600.400024,491.5,491.5,0.0,108.900024,731.000031,,312.200012,312.200012,,,,21.299999,,,,,,210.200001,,,210.200001,543.700012,1001.0,,,,,70.199997,,,70.199997,1071.199997,1614.900009,0.0,358.899994,,,-14.7,187.800003,-85.500005,446.499992,0.0,446.499992,2061.400002,
12/31/2000,1983.699951,181.399994,181.399994,0.0,360.200012,,,598.099976,319.100006,63.900002,215.100006,0.0,102.699997,,,,,,,1242.400024,153.899994,227.300003,-73.400002,0.0,587.400024,491.399994,491.399994,0.0,96.000031,741.300018,,311.200012,311.200012,,,,20.5,15.7,4.8,4.8,,,243.899963,,,243.899963,575.599976,882.0,872.0,10.0,10.0,,74.599998,,,74.599998,956.599998,1532.199974,0.0,359.899994,,,-17.0,,108.599998,451.499992,0.0,451.499992,1983.699966,
03/31/2001,2066.600098,236.300003,236.300003,0.0,371.0,371.0,,622.0,341.799988,79.400002,200.800003,0.0,102.199997,,,,,,,1331.5,147.399994,222.0,-74.599998,0.0,587.700012,479.899994,479.899994,0.0,107.800018,735.100006,,328.5,328.5,,,,23.799999,,,,,,238.400013,,,238.400013,590.700012,982.400024,,,,,72.199997,,,72.199997,1054.600021,1645.300034,0.0,359.899994,,,-17.0,197.199997,-118.799995,421.299995,0.0,421.299995,2066.600029,
06/30/2001,2070.100098,198.5,198.5,0.0,378.5,378.5,,653.799988,349.5,79.199997,225.100006,0.0,107.800003,,,,,,,1338.599976,136.800003,216.0,-79.199997,0.0,594.700012,472.600006,472.600006,0.0,122.100006,731.500015,,313.100006,313.100006,,,,23.299999,,,,,,231.899982,,,231.899982,568.299988,1013.700012,,,,,65.099998,,,65.099998,1078.800011,1647.099998,0.0,360.600006,,,-17.5,209.199997,-129.299995,423.000008,0.0,423.000008,2070.100006,
09/30/2001,2126.0,260.799988,260.799988,0.0,349.799988,349.799988,,656.599976,349.100006,86.900002,220.600006,0.0,105.599998,,,,,,,1372.800049,137.0,219.100006,-82.099998,0.0,616.200012,484.100006,484.100006,0.0,132.100006,753.200012,,322.5,322.5,,,,28.9,,,,,,260.199976,,,260.199976,611.599976,1009.200012,,,,,63.299999,,,63.299999,1072.500011,1684.099987,0.0,361.899994,,,-17.5,198.300003,-100.800003,441.899994,0.0,441.899994,2125.999981,
12/31/2001,2387.0,250.399994,250.399994,0.0,351.100006,,,704.799988,377.899994,90.5,236.399994,0.0,76.699997,,,,,,,1383.0,173.899994,256.700012,-82.800003,0.0,830.099976,620.099976,620.099976,0.0,210.0,1003.999969,,291.0,291.0,,,,34.700001,30.700001,4.0,4.0,,,301.399975,,,301.399975,627.099976,1020.700012,1009.500012,11.2,11.2,,143.800003,,,143.800003,1164.500015,1791.599991,0.0,533.299988,,,-17.5,,79.599998,595.399986,0.0,595.399986,2386.999977,
03/31/2002,2534.100098,158.800003,158.800003,0.0,437.5,437.5,,743.299988,415.100006,104.199997,224.0,0.0,81.5,,,,,,,1421.099976,167.600006,253.800003,-86.199997,0.0,945.400024,712.400024,712.400024,0.0,233.0,1113.000031,,346.600006,346.600006,,,,50.299999,,,,,,303.69997,,,303.69997,700.599976,1030.800049,,,,,154.0,,,154.0,1184.800049,1885.400024,0.0,576.0,,,-17.799999,216.800003,-126.300007,648.699997,0.0,648.699997,2534.100021,
06/30/2002,2671.800049,280.899994,280.899994,0.0,493.0,493.0,,780.599976,403.600006,138.899994,238.100006,0.0,101.199997,,,,,,,1655.699951,179.199997,275.899994,-96.699997,0.0,836.900024,596.400024,596.400024,0.0,240.5,1016.100021,,412.100006,412.100006,,,,65.800003,,,,,,293.500015,,,293.500015,771.400024,1032.099976,,,,,155.5,,,155.5,1187.599976,1959.0,0.0,692.0,,,-17.799999,97.900002,-59.300003,712.799999,0.0,712.799999,2671.799999,
09/30/2002,3592.7,337.6,337.6,0.0,639.0,639.0,,1133.7,430.6,266.0,437.1,0.0,185.2,,,,,,,2295.5,265.3,364.9,-99.6,0.0,1031.9,604.5,604.5,0.0,427.4,1297.2,,527.9,527.9,,,,86.5,,,,,,459.9,,,459.9,1074.3,1548.2,,,,,198.1,,,198.1,1746.3,2820.6,0.0,754.3,,,-17.8,107.7,-72.1,772.1,0.0,772.1,3592.7,
12/31/2002,3625.699951,352.200012,352.200012,0.0,578.599976,,,1106.300049,443.600006,225.5,437.200012,0.0,184.0,,,,,,,2221.100098,309.399994,414.0,-104.599998,0.0,1095.199951,622.900024,622.900024,0.0,472.299927,1404.599945,,542.900024,542.900024,,,,74.099998,36.699997,37.400002,37.400002,,,489.199928,,,489.199928,1106.199951,1487.099976,1438.099976,49.0,49.0,,263.200012,,,263.200012,1750.299988,2856.499939,0.0,773.200012,,,-17.799999,,13.799999,769.200012,0.0,769.200012,3625.699951,
03/31/2003,3680.0,419.899994,419.899994,0.0,597.799988,,,1079.0,436.799988,209.0,433.200012,0.0,158.199997,,,,,,,2254.899902,304.5,416.200012,-111.699997,0.0,1120.599976,635.200012,635.200012,0.0,485.399963,1425.099976,,597.5,597.5,,,,71.400002,,,,,,490.599998,,,490.599998,1159.5,1457.400024,,,,,262.399994,,,262.399994,1719.800018,2879.300018,0.0,783.400024,,,-17.799999,,35.099998,800.700024,0.0,800.700024,3680.000042,
06/30/2003,3570.7,420.4,420.4,0.0,561.1,561.1,,955.2,183.8,222.6,354.3,194.5,237.3,,,,,,,2174.0,313.9,438.0,-124.1,0.0,1082.8,601.1,601.1,0.0,481.7,1396.7,,577.6,577.6,,,,69.7,,,,,,446.3,,,446.3,1093.6,1397.0,,,,,301.1,,,301.1,1698.1,2791.7,0.0,785.7,,,-17.8,30.8,-19.7,779.0,0.0,779.0,3570.7,
09/30/2003,3752.4,430.9,430.9,,528.9,528.9,,963.9,196.5,213.9,370.1,183.4,301.9,,,,,,,2225.6,355.2,492.9,-137.7,,1171.6,605.1,605.1,0.0,566.5,1526.8,,572.1,572.1,,,,95.1,,,,,,522.5,,,522.5,1189.7,1389.0,,,,,365.8,,,365.8,1754.8,2944.5,,792.2,,,-17.8,45.3,-11.8,807.9,,807.9,3752.4,
12/31/2003,3554.2,467.5,467.5,0.0,509.3,509.3,,1038.5,205.3,187.4,395.2,250.6,204.2,,,,,,,2219.5,353.8,519.2,-165.4,0.0,980.9,616.7,616.7,0.0,364.2,1334.7,,614.9,614.9,,,,86.8,,,,,,466.9,,,466.9,1168.6,1274.8,,,,,436.2,,,436.2,1711.0,2879.6,0.0,814.0,,,-44.6,-205.2,110.4,674.6,0.0,674.6,3554.2,
03/31/2004,3657.3,408.0,408.0,0.0,595.2,595.2,,1115.5,484.4,222.8,408.3,0.0,200.5,,,,,,,2319.2,343.1,518.0,-174.9,0.0,995.0,623.7,623.7,0.0,371.3,1338.1,,691.2,691.2,,,,96.8,,,,,,472.2,,,472.2,1260.2,1279.4,,,,,414.6,,,414.6,1694.0,2954.2,0.0,836.9,,,-45.4,0.0,-88.4,703.1,0.0,703.1,3657.3,
