Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
09/27/2003,37.567001,35.307999,5.309,8.062,,,8.062,-11.112,,,,-11.112,,-60.131001,-9.761,0.0,,,-9.761,,,0.0,0.0,0.0,,,,,-50.370001,0.758,0.0,0.0,,,,0.096,0.096,0.0,0.662,,-21.806,,
12/27/2003,47.422001,54.585999,5.48,2.361,,,2.361,-15.005,,,,-15.005,,33.418999,-14.885,0.014,,,-14.899,,,0.0,0.0,0.0,,,,,48.303999,-51.185001,-54.040001,0.0,,,,2.462,2.462,0.0,0.393,,29.656,,
03/27/2004,52.275002,34.655998,5.456,12.305,,-0.008,12.313,-0.142,5.987,1.602,,-7.731,,-45.098,-17.753999,0.025,,,-17.778999,,,0.0,0.0,0.0,,,,,-27.344,0.86,0.0,0.0,,,,0.68,0.68,0.0,0.18,,8.037,,
06/26/2004,48.077999,56.314999,10.063,-1.137,,0.895,-2.032,-17.163,-22.410999,0.753,,4.494999,,-83.886002,-23.915001,0.0,,,-23.915001,,,0.0,0.0,0.0,,,,,-59.971001,-3.842,0.0,0.0,,,,-3.136,0.046,-3.182,-0.706,,-39.650002,,
09/25/2004,79.046997,67.127998,10.247,9.691,,5.304,4.387,-8.019,12.574,-33.608002,,13.015001,,-23.958,-16.112,0.0,,,-16.112,,,0.0,0.0,0.0,,,,,-7.846001,-0.301,0.0,0.0,,,,0.262,0.262,0.0,-0.563,,54.787998,,
12/25/2004,29.536,47.601,8.833,-34.334,,-14.142,-20.192,7.436,-23.236,-30.281,,60.953,,-31.375,-20.339,0.0,,,-20.339,,,0.0,0.0,0.0,,,,,-11.036,-45.756,-54.095,0.0,,,,5.143,5.143,0.0,3.196,,-47.595,,
03/26/2005,42.847,47.401,9.442,19.064,,1.596,17.468,-33.06,8.44,-11.943,-14.346,-15.211,,-45.116,-11.777,0.0,,,-11.777,,,0.0,0.0,0.0,,,,,-33.339,1.553,0.0,0.0,,,,1.104,1.104,0.0,0.449,,-0.716,,
06/25/2005,46.56,74.194,15.503,3.627,,-5.683,9.31,-46.764,-53.377,1.661,,4.952,,15.048,-4.002,0.0,,,-4.002,,,0.0,0.0,0.0,,,,,19.05,-10.568,0.0,0.0,,,,-10.607,1.355,-11.962,0.039,,51.04,,
09/24/2005,85.935,102.49,9.193,-25.347,,3.715,-29.062,-0.401,2.922,-20.536,,17.213,,-40.89,-4.731,0.0,,,-4.731,,,-50.086,0.0,-50.086,,,,,13.927,-14.034,0.0,0.0,,,,-12.913,1.779,-14.692,-1.121,,31.011,,
12/31/2005,71.663,87.135,9.458,9.501,,9.205,0.296,-34.431,-19.592,-30.444,,15.605,,-20.223,-6.62,0.0,,,-6.62,,,-9.02,0.0,-9.02,,,,,-4.583,-48.332,-53.974,0.0,,,,5.453,5.453,0.0,0.189,,3.108,,
04/01/2006,56.216,87.516,13.972,6.148,,-7.725,13.873,-51.42,-29.753,-5.124,-7.707,-8.836,,-87.172,-14.868,0.0,,,-14.868,,,0.0,0.0,0.0,,,,,-72.304,11.227,0.0,0.0,,,,11.042,11.042,0.0,0.185,,-19.729,,
07/01/2006,76.16,123.284,13.294,-6.224,,-5.753,-0.471,-54.194,-97.083,-32.284,,75.173,,-22.295,-11.744,0.0,,,-11.744,,,-81.648,150.222,-231.87,,,,,71.097,5.456,0.0,0.0,,,,5.425,5.425,0.0,0.031,,59.321,,
09/30/2006,116.749,122.978,8.025,-31.427,,-16.389,-15.038,17.173,47.188,-111.483,,81.468,,-89.164,-18.864,0.0,,,-18.864,,,-69.965,46.786,-116.751,,,,,-0.335,-49.806,0.0,0.0,,,,-49.423,1.028,-50.451,-0.383,,-22.221,,
12/30/2006,122.39,180.345,9.184,35.137,,-5.193,40.33,-102.276,-150.463,56.183,17.894,-25.89,,-27.754,-47.354,0.076,,,-47.43,,,57.841,162.305,-104.464,,,,,-38.241,-99.378,-107.923,-0.011,,,,8.24,8.24,,0.316,,-4.742,,
03/31/2007,168.67,139.86,16.085,-52.595,,2.159,-54.754,65.32,84.886,-16.772,6.252,-9.046,,-31.142,-12.399,0.0,,,-12.399,,,51.727,153.924,-102.197,,,,,-70.47,4.531,0.0,-0.014,,,,5.032,5.032,0.0,-0.487,,142.059,,
06/30/2007,253.469,214.377,13.25,10.925,,-2.884,13.809,14.917,-173.291,-16.634,,204.842,,-75.005,-99.621,0.0,,,-99.621,,,24.962,301.674,-276.712,,,,,-0.346,9.827,0.0,-0.234,,,,9.862,9.862,0.0,0.199,,188.291,,
09/29/2007,133.766,193.507,12.254,20.393,,-0.432,20.825,-92.388,-2.092,-201.514,,111.218,,48.31,-16.873,0.0,,,-16.873,,,81.026,685.833,-604.807,,,,,-15.843,-145.998,-162.531,0.03,,,,16.24,16.24,0.0,0.263,,36.078,,
12/29/2007,126.183,307.267,22.448,-4.846,,-56.686,51.84,-198.686,-386.611,10.74,174.781,2.404,,-117.858,-27.879,0.005,,,-27.884,,,-44.94,643.385,-688.325,,,,,-45.039,-4.385,0.0,-0.03,,,,-4.472,3.308,-7.78,0.117,,3.94,54.963,
03/29/2008,192.465,147.779,17.636,-51.925,,17.067,-68.992,78.975,458.821,-169.501,-159.59,-50.755,,-216.364,-26.682,0.008,,,-26.69,,,-163.384,102.374,-265.758,,,,,-26.298,-84.975,0.0,0.0,,,,-86.893,3.157,-90.05,1.918,,-108.874,,
06/28/2008,87.716,256.092,9.484,-79.172,,0.275,-79.447,-98.688,-151.241,28.321,,24.232,,146.764,-53.227,0.0,,,-53.227,,,209.444,287.805,-78.361,,,,,-9.453,-208.813,0.0,0.0,,,,-222.419,6.002,-228.421,13.606,,25.667,,
09/27/2008,232.522,171.244,27.5,31.677,,11.281,20.396,2.101,-5.568,-55.291,,62.96,,-17.558,-30.563,0.0,,,-30.563,,,31.706,53.923,-22.217,,,,,-18.701,-317.906,0.0,0.0,,,,-305.364,0.853,-306.217,-12.542,,-102.942,,
12/27/2008,349.461,157.733,23.797,195.833,38.872,22.264,134.697,-27.902,-95.911,279.506,-76.697,-134.8,,30.809,-9.132,0.011,,,-9.143,,,52.978,60.222,-7.244,,,,,-13.037,-205.475,-150.251,0.0,,,,-43.124,4.035,-47.159,-12.1,,174.795,,
03/28/2009,299.416,48.538,21.662,-73.025,10.587,-3.2,-80.412,302.241,318.095,58.876,-77.595,2.865,0.0,-65.989,-14.008,0.0,0.0,0.0,-14.008,-13.136,-0.872,-52.024,16.638,-68.662,0.0,0.0,0.0,0.0,0.043,-1.704,0.0,0.0,0.0,0.0,0.0,-1.704,0.145,-1.849,0.0,-5.729,225.994,,
06/27/2009,256.272,161.871,20.587,84.575,10.442,2.482,71.651,-10.761,-84.929,30.168,54.42,-10.42,,-234.232,-12.838,0.0,0.0,0.0,-12.838,-10.214,-2.624,-221.226,51.535,-272.761,0.0,0.0,0.0,0.0,-0.168,3.942,0.0,0.0,0.0,0.0,0.0,3.942,3.942,0.0,0.0,10.598,36.58,,
09/26/2009,292.867,215.133,23.641,95.963,10.473,-0.365,85.855,-41.87,-54.885,-45.704,45.793,12.926,,-258.195,-16.063,0.0,0.0,0.0,-16.063,-12.098,-3.965,-242.154,42.578,-284.732,0.0,0.0,0.0,0.0,0.022,1.709,0.0,0.0,0.0,0.0,0.0,1.709,1.768,-0.059,0.0,16.473,52.854,,
12/26/2009,245.901,278.408,30.596,134.203,12.114,-24.013,146.102,-197.306,-310.259,17.849,16.257,78.847,,10.547,-13.858,0.005,,,-13.863,-13.751,-0.112,24.408,175.219,-150.811,0.0,0.0,0.0,0.0,-0.003,-165.19,-149.846,0.0,0.0,0.0,0.0,-15.344,3.006,-18.35,0.0,-11.44,79.818,,
03/27/2010,200.131,37.329,21.877,-145.982,9.7,-1.546,-154.136,286.907,436.446,-50.168,-94.717,-4.654,0.0,63.912,-8.964,0.0,0.0,0.0,-8.964,-3.935,-5.029,71.77,146.073,-74.303,0.0,0.0,0.0,0.0,1.106,-43.073,0.0,0.0,0.0,0.0,0.0,-43.073,4.133,-47.206,0.0,-21.208,199.762,,
06/26/2010,181.736,134.815,29.678,65.508,9.399,1.516,54.593,-48.265,-72.045,-14.104,42.469,-4.585,0.0,41.038,-12.485,0.0,0.0,0.0,-12.485,-9.285,-3.2,53.518,148.277,-94.759,0.0,0.0,0.0,0.0,0.005,-333.008,-299.103,0.0,0.0,0.0,0.0,-33.905,3.217,-37.122,0.0,-7.94,-118.174,,
09/25/2010,204.348,279.552,20.671,-37.484,10.313,0.29,-48.087,-58.391,-13.176,-131.998,39.197,47.586,0.0,-13.545,-9.425,0.0,0.0,0.0,-9.425,,,-4.1,240.15,-244.25,0.0,0.0,0.0,0.0,-0.02,-137.654,0.0,0.0,0.0,0.0,0.0,-137.654,1.396,-139.05,0.0,9.647,62.796,,
12/25/2010,184.422,132.907,22.425,86.023,10.92,-0.731,75.834,-56.933,-221.527,119.148,-68.303,113.749,0.0,-164.274,-5.102,0.139,0.139,0.0,-5.241,,,-146.731,133.995,-280.726,-12.12,0.0,-12.12,0.0,-0.321,2.414,-0.25,0.0,0.0,0.0,0.0,2.664,5.214,-2.55,0.0,1.909,24.471,,
03/26/2011,207.599,95.482,22.422,-189.815,8.666,1.023,-199.504,279.51,327.151,-11.067,-17.573,-19.001,0.0,-274.565,-9.804,0.0,0.0,0.0,-9.804,-7.178,-2.626,-264.649,98.614,-363.263,0.0,0.0,0.0,0.0,-0.112,3.828,0.0,0.0,0.0,0.0,0.0,3.828,9.728,-5.9,0.0,12.817,-50.321,,
06/25/2011,203.354,109.477,15.832,55.251,8.649,6.126,40.476,22.794,-61.703,31.726,4.491,48.28,0.0,0.216,-7.098,0.0,0.0,0.0,-7.098,,,7.318,164.814,-157.496,0.0,0.0,0.0,0.0,-0.004,1.37,0.0,0.0,0.0,0.0,0.0,1.37,13.006,-11.636,0.0,3.316,208.256,,
09/24/2011,186.523,150.381,22.076,-14.703,9.943,5.28,-29.926,28.769,-8.792,-79.314,7.479,109.396,0.0,-49.82,-18.232,0.0,0.0,0.0,-18.232,-12.208,-6.024,21.106,336.312,-315.206,-52.688,0.0,-52.688,0.0,-0.006,-153.247,-154.835,0.0,0.0,0.0,0.0,1.252,12.927,-11.675,0.336,-12.921,-29.465,,
12/31/2011,224.858,165.556,34.205,-165.212,12.954,-54.904,-123.262,190.309,-87.113,52.27,-20.726,245.878,0.0,-164.029,-6.038,4.127,,,-10.165,,,-157.117,179.473,-336.59,-1.502,0.0,-1.502,0.0,0.628,-159.364,-155.928,0.0,0.0,0.0,0.0,-3.811,18.489,-22.3,0.375,-3.711,-102.246,,
03/31/2012,122.228,86.858,25.399,-91.674,9.844,-2.271,-99.247,101.645,185.166,-12.506,-58.319,-12.696,0.0,-54.846,-8.685,0.002,0.002,0.0,-8.687,-5.758,-2.929,-43.288,207.143,-250.431,-2.816,0.0,-2.816,0.0,-0.057,-74.483,-77.915,0.0,0.0,0.0,0.0,3.432,3.743,-0.311,0.0,5.732,-1.369,,
06/30/2012,222.905,185.903,25.661,56.2,8.199,-2.997,50.998,-44.859,-67.744,22.51,31.692,-31.317,0.0,-145.403,-13.409,0.012,0.012,0.0,-13.421,-11.668,-1.753,-131.995,257.186,-389.181,-0.002,0.0,-0.002,0.0,0.003,-86.178,-87.723,0.0,0.0,0.0,0.0,1.545,7.694,-6.149,0.0,-9.396,-18.072,,
09/29/2012,164.901,140.348,10.157,74.904,8.321,-2.116,68.699,-60.508,-14.383,-54.765,6.356,2.284,0.0,-104.35,-9.936,0.011,0.011,0.0,-9.947,-9.455,-0.492,-93.217,271.192,-364.409,-1.192,0.0,-1.192,0.0,-0.005,-86.486,-87.748,0.0,0.0,0.0,0.0,1.262,1.344,-0.082,0.0,5.289,-20.646,,
12/29/2012,174.711,129.294,29.25,55.238,2.91,-24.696,77.024,-39.071,-92.231,48.758,-18.658,23.06,0.0,-191.629,-12.441,0.732,0.732,0.0,-13.173,-11.564,-1.609,-175.495,250.077,-425.572,-3.687,0.0,-3.687,0.0,-0.006,-2.702,0.0,0.0,0.0,0.0,0.0,-2.702,9.501,-12.203,0.0,3.727,-15.893,,
03/30/2013,59.363,88.666,20.89,-137.946,5.438,1.493,-144.877,87.753,152.307,-13.608,-18.377,-32.569,0.0,-17.955,-11.951,0.012,0.012,0.0,-11.963,-11.616,-0.347,12.321,270.925,-258.604,0.0,0.0,0.0,0.0,-18.325,-174.286,-175.956,0.0,0.0,0.0,0.0,1.67,1.732,-0.062,0.0,-4.862,-137.74,,
06/29/2013,204.298,172.491,19.028,39.381,5.54,4.106,29.735,-26.602,-41.707,1.448,17.83,-4.173,0.0,-112.265,-18.382,0.052,0.052,0.0,-18.434,-18.107,-0.327,-30.75,199.161,-229.911,-0.025,0.0,-0.025,0.0,-63.108,-101.806,-87.901,0.0,0.0,0.0,0.0,-13.905,6.753,-20.658,0.0,-0.177,-9.95,,
09/28/2013,216.61,187.67,20.551,34.769,4.63,-2.748,32.887,-26.38,17.498,-32.177,22.483,-34.184,0.0,-229.186,-12.501,0.001,0.001,0.0,-12.502,-11.602,-0.9,-119.333,108.378,-227.711,-5.661,0.0,-5.661,0.0,-91.691,-8.09,0.0,0.0,0.0,0.0,0.0,-8.09,5.546,-13.636,0.0,5.876,-14.79,,
12/28/2013,149.813,163.585,18.335,16.254,6.984,5.08,4.19,-48.361,-89.509,26.744,-3.893,18.297,0.0,84.964,0.0,0.0,,0.0,0.0,0.0,,62.102,255.027,-192.925,,0.0,0.0,0.0,22.862,-122.656,-87.85,0.0,0.0,0.0,0.0,-34.806,13.323,-48.129,0.0,0.0,110.449,,
03/29/2014,71.173,118.818,18.412,-80.547,6.325,5.942,-92.814,14.49,137.198,-64.083,-20.411,-38.214,0.0,3.562,-16.039,0.609,0.609,0.0,-16.648,-15.537,-1.111,-74.909,223.786,-298.695,0.0,0.0,0.0,0.0,94.51,-117.591,-87.853,0.0,0.0,0.0,0.0,-29.738,3.306,-33.044,0.0,0.398,-42.458,,
06/28/2014,164.179,181.982,19.046,42.77,7.134,-2.871,38.507,-79.619,-71.881,2.271,5.813,-15.822,0.0,152.103,-21.609,0.06,0.06,0.0,-21.669,-21.224,-0.445,130.844,367.101,-236.257,0.0,0.0,0.0,0.0,42.868,-216.759,-87.721,0.0,0.0,0.0,0.0,-129.038,11.526,-140.564,0.0,-1.328,98.195,,
09/27/2014,142.342,-146.834,18.107,155.913,5.529,52.164,98.22,115.156,9.006,-45.461,11.389,140.222,0.0,-39.231,-25.855,0.079,0.079,0.0,-25.934,-18.068,-7.866,5.538,216.891,-211.353,-18.871,0.0,-18.871,0.0,-0.043,-169.224,-92.449,0.0,0.0,0.0,0.0,-76.775,2.351,-79.126,0.0,-14.215,-80.328,,
12/27/2014,145.017,210.245,21.45,38.81,5.305,34.593,-1.088,-125.488,-101.721,30.782,12.19,-66.739,0.0,14.898,-13.808,0.0,0.0,0.0,-13.808,,,28.721,288.898,-260.177,0.0,0.0,0.0,0.0,-0.015,-96.048,-92.052,0.0,0.0,0.0,0.0,-3.996,3.486,-7.482,0.0,-22.157,41.71,,
03/28/2015,81.655,66.793,18.864,-29.998,7.769,-3.647,-34.12,25.996,129.448,-56.897,-25.957,-20.598,0.0,23.177,-18.196,0.664,0.664,0.0,-18.86,-18.143,-0.717,54.01,308.751,-254.741,-12.632,0.0,-12.632,0.0,-0.005,-107.668,-91.964,0.0,0.0,0.0,0.0,-15.704,0.645,-16.349,0.0,-22.044,-24.88,,
06/27/2015,-97.359,137.752,19.266,-28.946,6.973,-5.678,-30.241,-225.431,-69.432,11.262,18.873,-186.134,0.0,-16.091,-22.81,0.001,0.001,0.0,-22.811,-21.589,-1.222,6.685,232.034,-225.349,0.0,0.0,0.0,0.0,0.034,-123.993,-91.961,0.0,0.0,0.0,0.0,-32.032,9.154,-41.186,0.0,4.238,-233.205,,
09/26/2015,137.835,119.299,20.253,-32.644,4.854,15.121,-52.619,30.927,63.859,-65.373,23.948,8.493,0.0,-4.278,-14.438,0.005,0.005,0.0,-14.443,-13.565,-0.878,10.141,179.932,-169.791,0.0,0.0,0.0,0.0,0.019,-148.073,-97.322,0.0,0.0,0.0,0.0,-50.751,0.012,-50.763,0.0,-8.76,-23.276,,
12/26/2015,158.336,132.383,19.977,95.571,6.694,0.101,88.776,-89.595,-101.402,-10.71,19.215,3.302,0.0,-114.787,-21.116,7.251,7.251,0.0,-28.367,-27.295,-1.072,-67.616,198.424,-266.04,-26.055,0.0,-26.055,0.0,0.0,-120.358,-96.87,0.0,0.0,0.0,0.0,-23.488,5.213,-28.701,0.0,-5.028,-81.837,,
03/26/2016,129.387,88.092,20.193,-20.98,8.172,3.906,-33.058,42.082,130.036,-18.873,-45.515,-23.566,0.0,8.631,-15.624,0.0,0.0,0.0,-15.624,-13.908,-1.716,86.394,237.464,-151.07,-62.137,0.0,-62.137,0.0,-0.002,-116.273,-96.566,0.0,0.0,0.0,0.0,-19.707,0.105,-19.812,0.0,2.864,24.609,,
06/25/2016,149.985,161.063,21.316,43.256,11.335,-9.98,41.901,-75.65,-105.621,2.201,13.224,14.546,0.0,-93.118,-15.821,0.0,0.0,0.0,-15.821,-14.706,-1.115,-77.301,229.062,-306.363,0.0,0.0,0.0,0.0,0.004,-113.136,-96.545,0.0,0.0,0.0,0.0,-16.591,8.867,-25.458,0.0,0.054,-56.215,,
09/24/2016,212.994,125.054,21.033,47.581,9.704,-0.747,38.624,19.326,51.957,-24.33,-8.403,0.102,0.0,8.553,-15.403,0.015,0.015,0.0,-15.418,-13.543,-1.875,23.964,306.207,-282.243,0.0,0.0,0.0,0.0,-0.008,-114.752,-96.22,0.0,0.0,0.0,0.0,-18.532,1.603,-20.135,0.0,4.3,111.095,,
12/31/2016,213.316,143.515,23.798,64.532,12.039,10.566,41.927,-18.529,-67.372,38.547,29.198,-18.902,0.0,-45.749,-49.151,0.661,0.661,0.0,-49.812,-48.803,-1.009,19.204,184.617,-165.413,-15.808,0.0,-15.808,0.0,0.006,-217.515,-192.121,0.0,0.0,0.0,0.0,-25.394,9.765,-35.159,0.0,-15.874,-65.822,,
04/01/2017,120.395,238.404,21.728,-186.961,8.206,-171.432,-23.735,47.224,135.253,-41.398,-44.18,-2.451,0.0,-13.276,-26.753,0.007,0.007,0.0,-26.76,-25.538,-1.222,13.477,109.526,-96.049,0.0,0.0,0.0,0.0,0.0,-127.353,-96.028,0.0,0.0,0.0,0.0,-31.325,0.0,-31.325,0.0,6.932,-13.302,,
07/01/2017,143.432,176.978,21.103,31.748,12.179,12.048,7.521,-86.397,-111.468,6.777,23.238,-4.944,0.0,-5.412,-19.274,0.114,0.114,0.0,-19.388,-14.274,-5.114,21.362,169.193,-147.831,-7.5,0.0,-7.5,0.0,0.0,-121.561,-95.663,0.0,0.0,0.0,0.0,-25.898,10.316,-36.214,0.0,9.524,25.983,,
09/30/2017,198.75,151.074,20.868,32.553,12.056,16.07,4.427,-5.745,61.197,-52.01,-3.584,-11.348,0.0,-70.398,-47.989,0.143,0.143,0.0,-48.132,-45.399,-2.733,-17.509,176.657,-194.166,-4.9,0.0,-4.9,0.0,0.0,-106.198,-95.627,0.0,0.0,0.0,0.0,-10.571,0.0,-10.571,0.0,9.565,31.719,,
12/30/2017,198.265,142.55,22.553,115.947,12.294,53.314,50.339,-82.787,-125.07,48.056,7.286,-13.059,0.0,-105.297,-57.551,0.097,0.097,0.0,-57.648,-54.485,-3.163,30.325,179.935,-149.61,-78.071,0.0,-78.071,0.0,0.0,-93.3,-95.658,0.0,0.0,0.0,0.0,2.358,11.544,-9.186,0.0,0.695,0.363,,
03/31/2018,214.19,129.374,23.146,-73.362,13.44,0.416,-87.218,135.032,187.693,-26.455,-36.708,10.502,0.0,-112.624,-27.837,0.121,0.121,0.0,-27.958,-26.336,-1.622,-75.37,65.253,-140.623,-9.417,0.0,-9.417,0.0,0.0,-100.782,-96.146,0.0,0.0,0.0,0.0,-4.636,1.926,-6.562,0.0,6.717,7.501,,
06/30/2018,223.873,190.341,25.074,71.962,14.307,10.584,47.071,-63.504,-139.594,21.789,38.326,15.975,0.0,-73.27,-66.405,1.161,1.161,0.0,-67.566,-66.736,-0.83,-6.865,61.899,-68.764,0.0,0.0,0.0,0.0,0.0,-88.062,-99.94,0.0,0.0,0.0,0.0,11.878,12.216,-0.338,0.0,-14.934,47.607,,
09/29/2018,263.719,184.215,23.256,34.66,14.347,9.177,11.136,21.588,63.856,-64.473,30.983,-8.778,0.0,-52.921,-30.29,0.014,0.014,0.0,-30.304,-29.774,-0.53,-2.878,101.914,-104.792,-19.753,0.0,-19.753,0.0,0.0,-99.69,-100.063,0.0,0.0,0.0,0.0,0.373,0.382,-0.009,0.0,-1.433,109.675,,
12/29/2018,217.738,190.15,24.718,108.984,14.297,18.801,75.886,-106.114,-106.788,-13.177,8.027,5.824,0.0,-68.688,-34.223,0.304,0.304,0.0,-34.527,-32.909,-1.618,-34.465,54.537,-89.002,0.0,0.0,0.0,0.0,0.0,2.373,0.0,0.0,0.0,0.0,0.0,2.372,12.118,-9.746,0.001,-6.16,145.263,,
03/30/2019,164.582,140.173,24.011,-45.455,15.129,9.105,-69.689,45.853,112.896,-39.067,-32.786,4.81,0.0,-32.621,-30.46,0.047,0.047,0.0,-30.507,-30.094,-0.413,-2.161,80.907,-83.068,0.0,0.0,0.0,0.0,0.0,-213.381,-200.687,0.0,0.0,0.0,0.0,-12.694,0.0,-12.694,0.0,-4.286,-85.706,,
06/29/2019,110.636,223.656,26.723,-14.14,15.832,-2.028,-27.944,-125.603,-106.959,-39.413,38.746,-17.977,0.0,-313.778,-30.617,0.224,0.224,0.0,-30.841,-30.401,-0.44,-7.147,101.953,-109.1,-276.014,0.0,-276.014,0.0,0.0,-95.496,-108.218,0.0,0.0,0.0,0.0,12.722,12.982,-0.26,0.0,2.793,-295.845,,
09/28/2019,188.952,227.866,26.881,24.103,16.592,10.935,-3.424,-89.898,8.782,-124.563,21.563,4.32,0.0,-21.409,-31.884,0.099,0.099,0.0,-31.983,-30.974,-1.009,9.771,150.923,-141.152,0.704,0.0,0.704,0.0,0.0,-0.018,0.0,0.0,0.0,0.0,0.0,-0.018,0.0,-0.018,0.0,-10.341,157.184,,
12/28/2019,234.379,360.791,28.56,-29.235,15.847,-106.37,61.288,-125.737,-137.712,40.453,-1.331,-27.147,0.0,-82.938,-26.918,0.159,0.159,0.0,-27.077,-26.562,-0.515,-31.041,424.991,-456.032,-24.979,0.0,-24.979,0.0,0.0,-107.133,-108.359,0.0,0.0,0.0,0.0,1.226,14.14,-12.914,0.0,5.892,50.2,,
03/28/2020,225.874,161.18,28.204,-61.911,15.559,10.378,-87.848,98.401,197.157,-47.318,-39.851,-11.587,0.0,-78.872,-40.407,1.907,1.907,0.0,-42.314,-41.361,-0.953,-32.407,311.935,-344.342,-6.058,0.0,-6.058,0.0,0.0,-120.151,-108.571,0.0,0.0,0.0,0.0,-11.58,0.0,-11.58,0.0,-5.602,21.249,,
