Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1998,,,,,,41.615276,28.977157,,28.977157,19.609242,16.99703,17.895053,,32.32862,8.340932,,
06/30/1998,,,,,,46.456867,30.484284,,30.484284,19.49186,16.694396,17.639278,,36.059314,15.101323,,
09/30/1998,,,,,,46.552892,32.023735,,32.023735,20.563026,17.74281,18.754321,,35.788171,13.896655,,
12/31/1998,,,,,,47.461335,33.401645,,33.401645,22.026416,19.14496,20.230247,,34.055894,12.211836,,
03/31/1999,,,19.648929,27.364081,,47.913527,33.170642,61.650636,33.170642,21.836285,18.915246,20.002995,,34.169844,12.26002,,
06/30/1999,,128.358261,19.347219,26.008926,,49.06508,34.203158,56.588553,36.356784,23.767408,20.734758,21.907394,,34.627309,11.819642,113.186774,
09/30/1999,,131.817142,19.584114,26.663219,,49.72634,35.917114,62.828714,35.917114,23.421971,20.476092,21.626047,,34.788826,11.433064,116.746404,
12/31/1999,,119.526981,19.792326,26.898126,,53.829009,39.11619,84.984229,39.11619,25.59844,22.620924,23.862577,,34.557941,9.764725,107.8555,
03/31/2000,,115.726554,20.392321,27.340386,,52.386705,38.34214,64.024672,38.34214,25.03801,22.293675,23.459035,,34.698454,9.08946,105.207636,
06/30/2000,,120.229617,21.531161,28.409982,,51.317688,37.142837,57.18479,37.142837,24.473492,21.766387,22.932161,,34.109795,12.031122,105.764644,
09/30/2000,,123.600805,22.297071,29.595204,,54.074521,39.707001,66.56669,39.707001,25.891984,23.114962,24.332724,,34.792396,10.959213,110.05513,
12/31/2000,,116.514176,22.549554,30.248106,,54.728223,41.112173,64.622794,41.112173,26.99725,24.086847,25.362028,,34.33271,10.574629,104.193234,
03/31/2001,,108.460411,22.510072,30.160501,,54.038918,41.455388,207.720226,41.444378,27.091731,24.291847,25.47205,,34.631108,10.23124,97.363566,
06/30/2001,,101.172403,23.944875,31.410439,,52.608625,40.244667,76.338613,40.080363,26.279408,23.667809,24.71708,,34.433209,12.380217,88.64704,
09/30/2001,,93.812237,23.533981,31.470624,,54.133674,41.900078,66.639265,39.114262,25.676207,23.201758,24.127165,,34.355896,12.279552,82.292514,
12/31/2001,,87.512895,29.648254,41.934742,,49.243922,34.674562,-663.049749,41.56268,27.132572,23.440663,25.417404,,34.718907,13.127792,76.024384,
03/31/2002,,83.116872,30.473375,43.121206,,52.030186,46.967234,98.652153,46.967234,30.392318,28.736745,28.919879,,35.290381,10.089253,74.731,
06/30/2002,,73.655494,32.431742,42.475977,,50.913832,45.861244,164.296323,45.861244,30.409225,28.77182,28.957262,,33.692978,12.390945,64.528882,
09/30/2002,,70.344044,31.758755,42.617751,,51.987051,46.86855,,46.86855,30.75349,28.818392,29.025129,,34.383526,13.039037,61.171859,
12/31/2002,,70.527887,33.212605,44.476544,,32.297151,28.898142,20.399845,28.842054,19.120564,18.08074,18.163347,,33.705955,13.25385,61.180227,
03/31/2003,,69.792815,41.629244,60.707282,,44.977515,40.400059,,40.397474,26.492597,25.037136,25.190435,,34.420165,12.834976,60.834924,
06/30/2003,,63.813204,41.449707,55.689599,,44.549428,39.982969,,39.930642,26.054749,25.01568,25.168267,,34.749986,16.110765,53.532409,
09/30/2003,,57.238693,37.741867,50.913456,,44.967049,39.96896,0.80516,39.96896,25.925651,25.033294,25.178309,,35.135538,18.207596,46.816903,
12/31/2003,,51.9937,22.868263,28.889681,,46.384548,41.787846,,32.510471,21.029366,19.666478,19.84053,,35.315099,21.592556,40.766931,
03/31/2004,,51.209704,26.602322,35.645864,,47.6917,37.905098,21.223337,37.865061,24.402138,22.706843,23.272543,,35.555,17.845476,42.071088,
06/30/2004,,51.068262,28.27381,35.830463,,50.395619,40.054997,41.098648,37.639229,24.535348,23.699097,24.305958,,34.814426,22.645891,39.503399,
09/30/2004,,47.09865,26.583177,34.164228,,48.706957,38.325747,-251.571796,38.328237,24.745217,22.846058,23.436675,,35.438677,23.418994,36.06862,
12/31/2004,,42.450264,19.758702,25.839626,,42.964398,32.354212,-202.247097,32.341934,19.507607,15.219914,15.59096,,39.683239,35.985713,27.174234,
03/31/2005,,30.953574,14.117462,19.681808,,47.995822,39.242982,-24.584756,12.644862,4.574685,3.479156,3.479156,,63.821791,195.68242,-29.617129,
06/30/2005,,27.330879,13.375737,17.898363,,44.888258,36.157881,,32.60584,18.590574,17.342721,17.342721,,42.983914,41.805789,15.904989,
09/30/2005,,29.11292,14.816576,19.677239,,52.300405,45.038046,81.093797,44.189357,28.30195,26.736012,26.736012,,35.953017,24.549766,21.965766,
12/31/2005,,32.118203,17.31564,23.446379,,42.134155,35.353658,52.816378,35.336055,22.659603,21.439593,21.722019,,35.873987,31.883191,21.877895,
03/31/2006,,40.854077,21.618997,29.71925,,39.0092,31.101884,,31.461003,19.917294,20.476063,20.476063,,36.692121,34.383964,26.806826,
06/30/2006,,44.138431,24.809547,32.301313,,39.748779,31.977415,,32.3792,20.296052,21.113155,21.113155,,37.317624,40.479552,26.271392,
09/30/2006,,37.631536,21.719881,28.42277,,38.387663,30.413994,,30.25475,19.045026,18.670864,18.670864,,37.051119,41.284342,22.095604,
12/31/2006,,36.968919,23.167996,30.191952,,40.027181,32.64045,2.024215,32.623125,21.001709,20.512366,20.512366,,35.623245,34.903938,24.06531,
03/31/2007,,37.07724,23.4772,30.788484,,38.934777,31.686673,37.166614,31.837951,20.096894,19.576497,19.576497,,36.877554,36.126191,23.682646,
06/30/2007,,38.487287,25.495828,32.631203,,38.541207,32.141901,33.112137,32.219651,20.495425,19.989513,19.989513,,36.388431,38.496518,23.671022,
09/30/2007,,40.606287,27.183368,34.947313,,40.546353,34.296877,56.811223,32.649926,20.668766,20.155512,20.155512,,36.695825,36.535642,25.770519,
12/31/2007,,39.418701,26.339927,34.784485,,34.461458,28.738028,3.745438,28.521905,18.056758,17.550917,17.550917,,36.691613,39.751138,23.749318,
03/31/2008,,39.000443,26.59525,35.085626,,34.807797,29.750109,17.345381,29.835489,18.713219,18.259823,18.259823,,37.278658,37.55087,24.355437,
06/30/2008,,38.177926,26.134221,35.37208,,34.141449,29.348541,6.341216,29.380466,18.457356,18.711465,18.280964,,37.178136,44.250919,21.283843,
09/30/2008,,47.656856,28.493731,38.156054,,34.969093,30.485792,,30.047432,19.177348,18.374832,18.374832,,36.176416,530.325025,-205.079378,
12/31/2008,,44.713347,26.584561,36.376968,,32.343721,28.418189,,27.358766,18.397908,17.981695,17.981695,,32.753149,44.180823,24.958622,
03/31/2009,,38.544706,23.937172,32.608835,,22.797874,19.120663,,18.710546,12.061756,11.310411,11.310411,,35.534986,68.25809,12.234826,
06/30/2009,,36.479934,23.225883,31.745719,,28.997324,28.99014,-63.613707,28.607597,18.274388,17.359088,16.909096,,36.120508,46.267974,19.601408,
09/30/2009,,44.452549,24.580008,33.804523,,43.960041,32.760224,,32.319493,20.53351,19.409202,18.920106,,36.467104,43.186175,25.255194,
12/31/2009,,40.874082,22.431743,31.730905,,36.143273,32.619992,,32.479136,20.65632,19.597825,19.597825,,36.401265,46.135846,22.016479,
03/31/2010,,45.965506,24.307539,33.613439,,34.422458,30.712967,,30.491909,18.970254,18.031077,16.185346,,37.785943,397.255152,-136.634835,
06/30/2010,,42.349702,20.877839,27.067788,,42.66472,35.219713,-9.867392,33.509011,20.854573,20.584576,19.946087,,37.764284,51.949926,20.349063,
09/30/2010,,37.421359,18.757528,25.277134,,42.887523,32.420625,-34.359323,30.779649,19.846556,17.779026,17.262453,,35.520526,57.361177,15.956027,
12/31/2010,,33.741958,17.339735,23.948615,,35.446382,32.216275,-37.700713,31.785404,19.823738,18.91471,18.91471,,37.632575,51.71061,16.293786,
03/31/2011,,35.502079,17.271946,22.96408,,27.905409,24.813925,,23.296858,14.674191,13.911052,13.441364,,37.012147,75.183407,8.810407,
06/30/2011,,33.544116,15.099746,19.437131,,37.587974,31.940366,-164.955318,30.38352,18.994406,18.78535,18.159954,,37.484511,59.066072,13.730924,
09/30/2011,,31.894562,14.164499,18.375235,,38.317574,30.235274,-49.052444,28.818302,17.995964,17.902527,17.336766,,37.5537,65.11671,11.125872,
03/31/2012,,,,,,33.345782,31.438547,,30.373761,19.283831,18.379719,17.710971,,36.511545,58.91107,,
06/30/2012,,,,,,31.923647,30.057037,,29.067083,18.555391,17.408199,16.772354,,36.163559,61.856681,,
09/30/2012,,,,,,40.599997,38.699951,112.895168,37.814717,24.402855,23.388044,22.569905,,35.467308,44.777377,,
12/31/2012,,,,,,35.881286,33.980329,,33.05109,21.221776,20.251691,18.849459,,35.790996,380.632964,,
03/31/2013,,33.156764,16.485616,21.653315,,33.204516,31.184531,-56.517973,30.413384,19.602407,18.859334,18.13249,,35.546774,58.360113,13.806439,
06/30/2013,,32.167766,16.379261,21.490226,,32.687238,30.5528,-16.730723,29.900896,18.704146,18.054923,17.367273,,37.446204,62.187965,12.163287,
09/30/2013,,27.800223,14.294861,18.736773,,32.275589,29.900975,-108.777536,27.633504,17.760754,17.796154,17.123087,,35.727462,69.378825,8.512755,
12/31/2013,,29.099874,14.572089,19.794563,,30.240497,27.830404,-77.848648,29.906111,19.642142,19.127523,17.683796,,34.320642,66.340102,9.794988,
03/31/2014,,26.842162,13.832191,17.823054,,30.232723,27.687521,-76.07429,27.159379,16.853747,16.640504,15.984699,,37.945022,74.485314,6.848693,
06/30/2014,,25.568379,13.423668,17.33988,,33.973453,28.805856,-64.923788,28.311915,17.519873,17.310934,16.616036,,38.118377,71.200797,7.363489,
09/30/2014,,25.017834,12.691512,16.475882,,35.642994,27.839937,,27.409815,17.176774,17.315538,16.639237,,37.33349,69.770454,7.562778,
03/31/2015,,,,,,29.615639,26.656751,2.503878,26.547011,16.514452,16.464117,15.793889,,37.791671,72.239369,,
06/30/2015,,,,,,32.737466,29.939025,45.873498,30.114804,18.526084,18.305155,17.577051,,38.481805,62.803631,,
09/30/2015,,,,,,32.434566,29.853065,54.940825,29.962317,18.8357,18.833566,18.111906,,37.135369,59.171183,,
12/31/2015,,,,,,33.868141,31.556935,,31.791298,20.181088,19.541206,18.802408,,36.520089,54.621262,,
03/31/2016,,26.83869,15.494772,20.921547,,29.7311,27.799889,32.68653,27.986946,17.992422,16.700293,16.028503,,35.711378,56.094807,11.783579,
06/30/2016,,28.096435,16.211756,22.367525,,32.280688,30.376511,32.079303,30.603896,19.675802,18.382286,17.643633,,35.708181,49.214287,14.268975,
09/30/2016,,29.33327,16.813469,24.014045,,32.594529,30.774557,34.355462,31.058652,19.994569,18.642658,17.951938,,35.62319,46.703063,15.633735,
12/31/2016,,31.93808,17.838715,26.17051,,31.737748,29.847122,20.84297,29.499765,19.740673,19.262239,17.710001,,33.081933,239.277784,-44.482651,
03/31/2017,,31.787842,18.341875,25.89463,,31.271184,29.372836,336.853448,29.573932,18.65697,18.150208,17.432112,,36.914137,51.315624,15.475713,
06/30/2017,,31.275815,18.273643,25.44472,,33.472265,31.688514,-4.705207,31.867403,20.036584,19.593762,18.802328,,37.125142,47.561511,16.400565,
09/30/2017,,30.676655,17.858273,24.929186,,34.014336,32.465731,-1.90739,32.695687,20.566983,20.278821,19.481163,,37.095728,44.785038,16.938103,
12/31/2017,,41.284887,24.415581,33.139151,,35.474216,33.931343,,33.482926,47.419443,47.360516,45.535945,,,19.151438,33.378238,
03/31/2018,,41.095652,25.503527,33.374537,,31.065143,29.747358,-19.131516,29.909192,22.742295,22.86547,21.965344,,23.962188,41.922752,23.867224,
06/30/2018,,38.609013,23.78067,31.310892,,32.58761,31.228198,-38.701422,20.207193,15.10471,15.165258,14.567976,,25.250826,70.367388,11.440859,
09/30/2018,,37.639932,21.482682,28.719915,,28.60772,26.621756,,27.132423,20.087747,19.314618,18.396,,25.964053,45.971289,20.33637,
12/31/2018,,26.168113,15.876729,20.814396,,30.35519,28.087079,,26.624264,20.061455,20.030207,19.439743,,24.64973,43.74378,14.721192,
03/31/2019,,24.296451,14.945952,18.558409,,27.611464,23.633936,,23.618955,17.785703,17.764533,17.069207,,24.697333,49.967335,12.156162,
06/30/2019,,26.784167,16.085334,20.479456,,29.763997,26.601115,8.51327,26.223175,19.858218,19.511072,18.763278,,24.272259,43.566147,15.115337,
09/30/2019,,27.295835,15.362817,19.720374,,29.420579,26.068343,20.684655,28.435094,21.621026,21.437974,20.622907,,23.963586,37.431783,17.078517,
12/31/2019,,27.615451,15.908516,20.922058,,32.036869,28.710565,32.480466,31.190839,23.766217,22.933315,22.123315,,23.803852,33.202634,18.446394,
03/31/2020,,27.978247,15.836241,19.685132,,23.447379,21.410813,8.317189,23.861653,17.613584,17.867772,17.196805,,26.184559,42.551402,16.07311,
06/30/2020,,28.927543,16.590147,21.413049,,32.885515,30.794373,65.154334,30.850928,23.509337,22.509925,21.62279,,23.796986,33.509411,19.234094,
