Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1994,15.526829,15.526829,15.526829,,1.155355,0.734277,0.741684,-0.027775,-0.027775,-0.027775,-0.027775,-0.027775,-0.027775,0.0,0.575198,,,,2.312256,6.081603,,
06/30/1994,15.526829,15.526829,15.526829,,1.321455,0.853941,0.879123,0.166647,0.166647,0.166647,0.166647,0.166647,0.166647,0.064807,0.253046,,,,1.617974,6.017133,,
09/30/1994,15.526829,15.526829,15.526829,,1.475446,0.999753,1.030088,0.157389,0.157389,0.157389,0.157389,0.157389,0.157389,0.370327,0.731186,,,,0.598512,5.80653,,
12/31/1994,15.526829,15.627281,15.627281,,1.592919,1.056294,1.09264,0.194422,0.194422,0.194422,0.194422,0.194422,0.194422,0.370327,0.747411,,,,0.246283,5.599276,,
03/31/1995,15.526829,15.526829,15.526829,,1.487425,0.979852,1.022295,0.148131,0.148131,0.148131,0.148131,0.148131,0.148131,0.370327,0.547504,,0.388843,0.388843,0.010369,5.377338,,
06/30/1995,15.526829,15.526829,15.526829,,1.550027,1.0402,1.074978,0.138873,0.222196,0.222196,0.138873,0.222196,0.222196,0.388843,0.605919,,0.379585,0.379585,0.098604,5.123841,,
09/30/1995,15.527909,15.527909,15.527909,,1.693145,1.123654,1.155597,0.185163,0.185163,0.185163,0.185163,0.185163,0.185163,0.388843,0.461556,,0.398101,0.398101,0.322838,4.916245,,
12/31/1995,21.577701,20.304232,20.304232,,1.429062,0.988218,1.003781,0.20368,0.20368,0.20368,0.20368,0.20368,0.20368,0.388843,0.978121,,0.407359,0.407359,0.721578,7.338363,,
03/31/1996,21.578782,21.578782,21.578782,,1.635542,1.08792,1.124484,0.20368,0.20368,0.20368,0.20368,0.20368,0.20368,0.388843,0.693227,-2.193451,0.416618,0.416618,0.408735,7.150311,,
06/30/1996,21.598224,21.596063,21.596063,,1.749254,1.129928,1.158081,0.20368,0.20368,0.20368,0.20368,0.20368,0.20368,0.388843,0.561908,0.098629,0.435134,0.435134,0.190386,6.957285,,
09/30/1996,21.594983,21.596063,21.596063,,1.747958,1.15785,1.179382,0.212938,0.212938,0.212938,0.212938,0.212938,0.212938,0.388843,0.76375,0.722632,0.45365,0.45365,0.121834,6.794402,,
12/31/1996,27.805715,25.013587,25.013587,,1.768639,1.15961,1.180239,0.222196,0.231454,0.231454,0.222196,0.222196,0.222196,0.407359,1.472919,-7.045411,0.45365,0.45365,0.562582,8.550364,,
03/31/1997,27.964493,41.395876,27.866202,,1.805126,1.212616,1.23953,0.240712,0.240712,0.240712,0.240712,0.240712,0.240712,0.407359,0.851605,-1.220475,0.583265,0.472167,0.344294,8.352127,,
06/30/1997,28.008779,41.563295,28.032541,,1.867472,1.27484,1.290536,0.222196,0.240712,0.240712,0.222196,0.231454,0.231454,0.407359,0.479835,0.317524,0.601781,0.490683,0.299299,8.183042,,
09/30/1997,28.040103,41.524411,28.035781,,2.034258,1.292135,1.324593,0.064807,0.064807,0.064807,0.064807,0.064807,0.064807,0.407359,0.623239,-2.852997,0.694363,0.499941,0.457202,7.849722,,
12/31/1997,28.088707,46.734946,27.92777,,2.203183,1.496718,1.520315,0.259229,0.259229,0.259229,0.259229,0.259229,0.259229,0.425876,0.85295,-1.13457,0.712879,0.583265,0.89552,7.700425,,
03/31/1998,31.116305,43.104637,29.328694,,2.085841,1.412848,1.44749,0.231454,0.231454,0.231454,0.231454,0.231454,0.231454,0.425876,0.934818,0.57858,0.527716,0.518457,0.601807,8.129468,,
06/30/1998,35.062008,46.904523,33.230113,,1.847932,1.233098,1.267766,0.222196,0.222196,0.222196,0.222196,0.222196,0.222196,0.425876,0.736049,-2.106012,0.638814,0.518457,2.748445,8.734782,,
09/30/1998,35.069894,48.987011,35.069569,,2.140859,1.425795,1.452655,0.129614,0.194422,0.194422,0.129614,0.129614,0.129614,0.425876,0.901038,-7.815493,0.712879,0.527716,0.481952,8.511631,,
12/31/1998,36.618473,48.721297,35.401171,,2.434948,1.612659,1.648109,0.388843,0.388843,0.388843,0.388843,0.388843,0.388843,0.449021,0.066382,-3.241079,0.842493,0.666588,0.686621,15.765868,,
03/31/1999,36.704235,50.296124,36.645476,,2.151671,1.483021,1.516804,0.240712,0.268487,0.268487,0.240712,0.259229,0.259229,0.425876,0.60796,0.067075,0.620297,0.583265,0.650579,15.531641,,
06/30/1999,36.731886,50.595319,36.702723,,2.198066,1.506455,1.545389,0.240712,0.240712,0.240712,0.240712,0.240712,0.240712,0.425876,0.997801,0.636928,0.620297,0.592523,0.66999,15.318898,,
09/30/1999,36.784291,50.6072,36.771851,,2.263797,1.541832,1.575335,0.249971,0.249971,0.249971,0.249971,0.249971,0.249971,0.425876,1.035276,0.608672,0.648072,0.620297,0.634102,15.099734,,
