Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,2969.695,2969.695,-2070.509,2070.509,899.186,0.0,-886.914,880.684,684.673,196.011,6.23,12.272,-2.65,13.638,13.711,-0.073,,-10.988,9.622,10.726,20.348,0.0,0.0,0.0,20.348,0.002,20.35,-8.066,0.0,12.284,16.3335,4.0495,27.8789,0.4,0.4,0.58587,27.8789,0.4,0.4,0.54525,
03/31/2012,2872.809,2872.809,-2178.406,2178.406,694.403,0.0,-616.713,667.133,489.239,177.894,-50.42,77.69,-17.201,14.111,14.478,-0.367,,3.09,60.489,-10.99,49.499,0.0,0.0,0.0,49.499,0.004,49.503,-8.216,0.0,41.287,71.16295,29.87595,27.8552,1.4,1.4,2.55475,35.8863,1.4,1.4,2.23252,
06/30/2012,2507.15,2507.15,-1934.954,1934.954,572.196,0.0,-630.843,606.982,439.669,167.313,23.861,-58.647,-12.822,16.748,17.703,-0.955,,-3.926,-71.469,14.082,-57.387,0.0,0.0,0.0,-57.387,0.005,-57.382,-6.899,0.0,-64.281,-44.1947,20.0863,27.9522,-2.3,-2.3,-1.58108,36.1268,-2.3,-2.3,-1.74401,
09/29/2012,2692.933,2692.933,-2030.261,2030.261,662.672,0.0,-717.772,629.774,464.709,165.065,87.998,-55.1,-3.392,16.465,16.947,-0.482,,-13.073,-58.492,-3.433,-61.925,0.0,0.0,0.0,-61.925,0.009,-61.916,-7.65,0.0,-69.566,-12.3673,57.1987,28.0238,-2.5,-2.5,-0.44131,28.0238,-2.5,-2.5,-0.45892,
12/29/2012,2623.0,2623.0,-2016.0,2016.0,607.0,0.0,-602.0,581.0,,,21.0,5.0,-11.0,,19.0,,,-8.0,-6.0,-1.0,-7.0,0.0,0.0,0.0,-7.0,0.0,-7.0,-10.0,0.0,-17.0,6.4,23.4,28.1,-0.6,-0.6,0.22776,28.1,-0.6,-0.6,0.22776,
03/30/2013,2718.0,2718.0,-2058.0,2058.0,660.0,0.0,-650.0,626.0,,,24.0,10.0,-10.0,16.0,16.0,0.0,,-6.0,0.0,-7.0,-7.0,0.0,0.0,0.0,-7.0,0.0,-7.0,-10.0,0.0,-17.0,-1.4,15.6,28.2,-0.6,-0.6,-0.04965,36.9,-0.6,-0.6,-0.17724,
06/29/2013,2419.0,2419.0,-1873.0,1873.0,546.0,0.0,-591.0,560.0,,,31.0,-45.0,-9.0,17.0,17.0,0.0,,-8.0,-54.0,0.0,-54.0,0.0,0.0,0.0,-54.0,0.0,-54.0,-10.0,0.0,-64.0,-43.85,20.15,28.1,-2.3,-2.3,-1.5605,36.6,-2.3,-2.3,-1.74945,
09/28/2013,2619.0,2619.0,-1986.0,1986.0,633.0,0.0,-685.0,592.0,,,93.0,-52.0,367.0,14.0,15.0,-1.0,,-381.0,315.0,-154.0,161.0,0.0,0.0,0.0,161.0,0.0,161.0,-28.0,-13.49,119.51,-67.69,-187.2,28.4,4.2,4.2,-2.38345,28.4,4.1,4.1,-2.49155,
12/28/2013,3486.0,3486.0,-2699.0,2699.0,787.0,0.0,-905.0,782.0,,,123.0,-118.0,-17.0,17.0,21.0,-4.0,,0.0,-135.0,14.0,-121.0,0.0,0.0,0.0,-121.0,,-121.0,-24.0,0.0,-145.0,-59.85,85.15,42.5,-3.4,-3.4,-1.40824,42.5,-3.4,-3.4,-1.40824,
03/29/2014,4354.0,4354.0,-3339.0,3339.0,1015.0,0.0,-1094.0,943.0,,,151.0,-79.0,-18.0,19.0,25.0,-6.0,,-1.0,-97.0,-11.0,-108.0,0.0,0.0,0.0,-108.0,-1.0,-109.0,0.0,0.0,-109.0,-10.85,98.15,53.0,-2.1,-2.1,-0.20472,53.0,-2.1,-2.1,-0.24811,
06/28/2014,3841.0,3841.0,-2958.0,2958.0,883.0,0.0,-1068.0,863.0,,,205.0,-185.0,-12.0,10.0,16.0,-6.0,,2.0,-197.0,8.0,-189.0,0.0,0.0,0.0,-189.0,-1.0,-190.0,0.0,0.0,-190.0,-56.75,133.25,53.5,-3.6,-3.6,-1.06075,53.5,-3.6,-3.6,-1.10935,
09/27/2014,4069.0,4069.0,-3082.0,3082.0,987.0,0.0,-938.0,859.0,,,79.0,49.0,-18.0,19.0,25.0,-6.0,,-1.0,31.0,-2.0,29.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,29.0,80.35,51.35,53.6,0.5,0.5,1.49907,54.5,0.5,0.5,1.4422,
12/27/2014,3832.0,3832.0,-2941.0,2941.0,891.0,0.0,-952.0,813.0,,,139.0,-61.0,-17.0,18.0,24.0,-6.0,,-1.0,-78.0,-6.0,-84.0,0.0,0.0,0.0,-84.0,0.0,-84.0,0.0,0.0,-84.0,6.35,90.35,56.0,-1.5,-1.5,0.11339,56.0,-1.5,-1.5,0.11339,
03/28/2015,3877.0,3877.0,-2940.0,2940.0,937.0,0.0,-849.0,801.0,,,48.0,88.0,-18.0,19.0,25.0,-6.0,,-1.0,70.0,-25.0,45.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0,76.2,31.2,54.4,0.8,0.8,1.40074,55.3,0.8,0.8,1.3642,
06/27/2015,3440.0,3440.0,-2626.0,2626.0,814.0,0.0,-865.0,741.0,,,124.0,-51.0,-16.0,17.0,23.0,-6.0,,-1.0,-67.0,9.0,-58.0,0.0,0.0,0.0,-58.0,0.0,-58.0,0.0,0.0,-58.0,100.0,158.0,54.7,-1.1,-1.1,1.82815,54.7,-1.1,-1.1,1.78848,
09/26/2015,3046.0,3046.0,-2259.0,2259.0,787.0,0.0,-706.0,626.0,,,80.0,81.0,-18.0,17.0,22.0,-5.0,,1.0,63.0,-21.0,42.0,36.0,36.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,94.0,52.0,54.8,0.1,0.8,1.71533,55.6,0.1,0.8,1.71533,
12/26/2015,2767.0,2767.0,-2111.0,2111.0,656.0,0.0,-614.0,573.0,,,41.0,42.0,-16.0,16.0,21.0,-5.0,,0.0,26.0,5.0,31.0,16.0,16.0,0.0,15.0,0.0,15.0,0.0,0.0,15.0,11.6,-19.4,50.0,0.3,0.6,0.232,50.0,0.3,0.6,0.212,
03/26/2016,2876.0,2876.0,-2161.0,2161.0,715.0,0.0,-630.0,591.0,,,39.0,85.0,-16.0,16.0,22.0,-6.0,,0.0,69.0,-7.0,62.0,16.0,16.0,0.0,46.0,0.0,46.0,0.0,0.0,46.0,87.35,25.35,54.9,0.8,1.1,1.59107,54.9,0.8,1.1,1.56175,
06/25/2016,2583.0,2583.0,-1970.0,1970.0,613.0,0.0,-342.0,535.0,,,-193.0,271.0,-17.0,17.0,23.0,-6.0,,0.0,254.0,-22.0,232.0,22.0,22.0,0.0,210.0,0.0,210.0,0.0,0.0,210.0,106.55,-125.45,55.0,3.8,4.2,1.93727,56.0,3.8,4.1,1.85982,
09/24/2016,2836.0,2836.0,-2110.0,2110.0,726.0,0.0,-609.0,569.0,,,40.0,117.0,-27.0,13.0,19.0,-6.0,,14.0,90.0,240.0,330.0,137.0,137.0,0.0,193.0,0.0,193.0,0.0,0.0,193.0,88.0,-242.0,53.5,3.6,6.2,1.64486,54.5,3.5,6.1,1.64486,
12/31/2016,2726.0,2726.0,-2072.0,2072.0,654.0,0.0,-609.0,560.0,,,49.0,45.0,1.0,12.0,16.0,-4.0,,-13.0,46.0,9.0,55.0,-25.0,-25.0,0.0,80.0,0.0,80.0,0.0,0.0,80.0,68.75,13.75,52.2,1.53257,1.05364,1.31705,54.2,1.47601,1.01476,1.26845,
04/01/2017,2676.0,2676.0,-2001.0,2001.0,675.0,0.0,-551.0,531.0,,,20.0,124.0,-3.0,7.0,13.0,-6.0,,-4.0,121.0,-47.0,74.0,-42.0,-42.0,0.0,116.0,0.0,116.0,0.0,0.0,116.0,88.0,14.0,51.5,2.2,1.4,1.70874,51.5,2.2,1.4,1.67184,
07/01/2017,2363.0,2363.0,-1818.0,1818.0,545.0,0.0,-504.0,483.0,,,21.0,41.0,-6.0,8.0,14.0,-6.0,,-2.0,35.0,-14.0,21.0,-3.0,-3.0,0.0,24.0,0.0,24.0,0.0,0.0,24.0,36.65,15.65,51.8,0.5,0.4,0.70753,51.8,0.5,0.4,0.70212,
09/30/2017,2620.0,2620.0,-1987.0,1987.0,633.0,0.0,-528.0,506.0,,,22.0,105.0,-5.0,7.0,13.0,-6.0,,-2.0,100.0,-2.0,98.0,6.0,6.0,0.0,92.0,0.0,92.0,0.0,0.0,92.0,73.0,-25.0,51.8,1.8,1.9,1.40927,53.1,1.7,1.9,1.40927,
12/30/2017,2581.0,2581.0,-1974.0,1974.0,607.0,0.0,-551.0,516.0,,,35.0,56.0,-15.0,18.0,23.0,-5.0,,-3.0,41.0,-89.0,-48.0,4.0,4.0,0.0,-52.0,,-52.0,0.0,0.0,-52.0,43.4,91.4,52.0,-1.0,-0.9,0.83462,52.0,-1.0,-0.9,0.83462,
03/31/2018,2830.0,2830.0,-2163.0,2163.0,667.0,0.0,-590.0,573.0,,,17.0,77.0,-22.0,23.0,29.0,-6.0,,-1.0,55.0,-22.0,33.0,-8.0,-8.0,0.0,41.0,,41.0,0.0,0.0,41.0,44.95,11.95,55.5,0.7,0.6,0.80991,56.3,0.7,0.6,0.80991,
06/30/2018,2628.0,2628.0,-2032.0,2032.0,596.0,0.0,-548.0,534.0,,,14.0,48.0,-20.0,25.0,31.0,-6.0,,-5.0,28.0,-9.0,19.0,3.0,3.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,29.0,10.0,55.7,0.3,0.3,0.52065,56.5,0.3,0.3,0.47699,
09/29/2018,2887.0,2887.0,-2201.0,2201.0,686.0,0.0,-581.0,567.0,,,14.0,105.0,-20.0,24.0,31.0,-7.0,,-4.0,85.0,-25.0,60.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,82.06,22.06,55.1,1.1,1.1,1.48929,56.4,1.1,1.1,1.48929,
12/29/2018,2670.0,2670.0,-2068.0,2068.0,602.0,0.0,-578.0,519.0,,,59.0,24.0,-35.0,24.0,30.0,-6.0,,11.0,-11.0,-3.0,-14.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,0.0,-14.0,68.5,82.5,52.6472,-0.2,-0.2,1.30111,52.6472,-0.2,-0.2,1.30111,
03/30/2019,2769.0,2769.0,-2128.0,2128.0,641.0,0.0,-617.0,574.0,,,43.0,24.0,-15.0,17.0,23.0,-6.0,,-2.0,9.0,-1.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,50.06,42.06,54.3,0.1,0.1,0.92192,56.1,0.1,0.1,0.84973,
06/29/2019,2588.0,2588.0,-2003.0,2003.0,585.0,0.0,-600.0,515.0,,,85.0,-15.0,-16.0,18.0,23.0,-5.0,,-2.0,-31.0,7.0,-24.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,0.0,-24.0,90.51,114.51,54.6,-0.4,-0.4,1.65769,54.9,-0.4,-0.4,1.65769,
09/28/2019,2782.0,2782.0,-2115.0,2115.0,667.0,0.0,-559.0,532.0,,,27.0,108.0,-15.0,17.0,22.0,-5.0,,-2.0,93.0,-33.0,60.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,81.6,21.6,54.6,1.1,1.1,1.49451,54.9,1.1,1.1,1.49344,
12/28/2019,2508.0,2508.0,-1937.0,1937.0,571.0,0.0,-497.0,480.0,,,17.0,74.0,-1.0,15.0,21.0,-6.0,,-14.0,73.0,-18.0,55.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,0.0,55.0,68.0,13.0,54.5,1.0,1.0,1.24771,54.5,1.0,1.0,1.23853,
03/28/2020,2725.0,2725.0,-2096.0,2096.0,629.0,0.0,-549.0,521.0,,,28.0,80.0,-14.0,15.0,18.0,-3.0,,-1.0,66.0,-21.0,45.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,45.0,78.64,33.64,52.9,0.9,0.9,1.48658,54.2,0.8,0.8,1.42066,
06/27/2020,2158.0,2158.0,-1742.0,1742.0,416.0,0.0,-872.0,406.0,,,466.0,-456.0,-19.0,11.0,11.0,0.0,,8.0,-475.0,36.0,-439.0,0.0,0.0,0.0,-439.0,0.0,-439.0,0.0,0.0,-439.0,1.777731,440.777731,52.63789,-8.34,-8.34,0.03377,53.610954,-8.34,-8.34,-0.11822,
09/30/2020,2530.5,,,,568.75518,,,,,,,95.2,,,,,,,90.1,,61.7,,,,,,61.7,,,61.7,65.85,,,0.963,0.963,0.963,,0.963,0.963,0.963,
12/31/2020,2323.0,,,,507.97041,,,,,,,72.1,,,,,,,67.55,,44.3,,,,,,44.3,,,44.3,49.15,,,0.827,0.827,0.827,,0.827,0.827,0.827,
