Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
10/28/1989,658.768005,-472.377014,186.390991,-149.031006,37.360001,-43.040001,0,0.0,-5.68,2.3,-3.38,-10.5,0,-13.88,0,-13.88,-3.38,,-1.975308,-8.024688,1.721035,,,,,
02/03/1990,984.867004,-716.982971,267.884033,-189.936005,77.947998,-44.557999,0,0.0,33.389999,-13.35,20.040001,0.0,0,20.040001,0,20.040001,20.039999,,9.87654,9.87654,2.023815,,,,,
05/05/1990,590.870972,-428.979004,161.891968,-130.705002,31.187,-42.176998,0,0.0,-10.989998,4.35,-6.64,0.0,0,-6.64,0,-6.64,-6.639998,,-2.962962,-2.962962,2.200927,,,,,
08/04/1990,623.312988,-467.005005,156.307983,-147.908005,8.4,-44.459,0,7.869,-28.19,8.7,-19.49,-6.0,0,-25.49,0,-25.49,-19.49,,-8.641972,-11.358021,2.19648,,,,,
05/05/1990,590.870972,-428.979004,161.891968,-130.705002,31.187,-42.176998,0,0.0,-10.989998,4.35,-6.64,0.0,0,-6.64,0,-6.64,-6.639998,,-2.962962,-2.962962,2.203201,,,,,
08/04/1990,623.312988,-472.891998,150.42099,-147.908005,2.513,-31.759001,0,1.056,-28.190001,8.7,-19.49,-6.0,0,-25.49,0,-25.49,-19.490001,,-8.641972,-11.358021,2.243701,,,,,
11/03/1990,566.268982,-418.238007,148.030975,-122.803001,25.228001,-34.647999,0,-5.0,-14.419998,5.75,-8.67,-6.2,0,-14.87,0,-14.87,-8.669998,,-3.703702,-6.41975,2.321038,,,,,
02/02/1991,752.296021,-565.04303,187.252991,-216.438004,-29.184999,-36.397999,0,-6.737,-72.319998,7.45,-64.870003,-7.87,0,-72.739998,0,-72.739998,-64.869998,,-27.777767,-31.111099,2.338066,,,,,
05/04/1991,430.115997,-321.897003,108.218994,-104.535004,3.684,-28.079,0,-7.996,-32.391,0.0,-32.390999,-30.0,0,-62.390999,0,-62.390999,-32.391,,-13.827155,-26.666658,2.341144,,,,,
08/03/1991,495.85199,-370.959991,124.891998,-109.585999,15.306,-26.386,0,-7.308,-18.388,0.0,-18.388,-16.893999,0,-35.282001,0,-35.282001,-18.388,,-7.901231,-15.061723,2.341111,,,,,
11/02/1991,508.68399,-375.759003,132.924988,-117.864998,15.06,-23.183001,0,-8.836,-16.959001,0.0,-16.959,0.0,0,-16.959,0,-16.959,-16.959001,,-7.283948,-7.283948,2.341111,,,,,
