Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,720.258972,107.393997,80.686996,26.707001,47.139999,,,14.164,,,,,0.427,,,,,,169.125,540.76001,1054.208984,-513.448975,0.0,,10.374,,,,10.374,551.134009,,21.462999,21.462999,,,,7.857,,,,,10.582001,,,10.582001,39.902,161.507996,,,,45.276001,,,,45.276001,206.783997,246.685997,0.0,286.621002,,,-2.485,,189.436996,473.572998,0.0,473.572998,720.258995,
06/30/1990,725.627014,110.401003,107.341003,3.06,50.424,,,14.375,,,,,0.528,,,,,,175.727997,539.26001,1065.057983,-525.797974,0.0,,10.639,,,,10.639,549.89901,,26.096001,26.096001,,,,7.857,,,,,15.178,,,15.178,49.131001,159.244003,,,,45.118999,,,,45.118999,204.363003,253.494003,0.0,287.40799,,,-2.485,,187.210006,472.132996,0.0,472.132996,725.626999,
09/30/1990,730.474976,98.149002,98.149002,0.0,59.734001,,,15.656,,,,,0.579,,,,,,174.117996,546.187012,1084.187012,-538.0,0.0,,10.17,,,,10.17,556.357012,,29.125999,29.125999,,,,7.857,,,,,10.961001,,,10.961001,47.944,155.585999,,,,45.009998,,,,45.009998,200.595997,248.539997,0.0,289.790009,,,-2.485,,194.630004,481.935013,0.0,481.935013,730.47501,
12/31/1990,739.132996,108.460999,108.460999,0.0,53.535999,,,16.165001,,,,,1.086,,,,,,179.248001,549.607971,1097.094971,-547.487,0.0,,10.277,,,,10.277,559.884971,,11.378,11.378,,,,7.857,,,,,25.62,,,25.62,44.855,153.621002,,,,54.909,,,,54.909,208.530002,253.385002,0.0,290.674011,,,-2.485,,197.559005,485.748016,0.0,485.748016,739.133018,
03/31/1991,714.012024,84.671997,84.671997,0.0,45.069,,,16.612,,,,,1.01,,,,,,147.363007,556.065979,1116.035034,-559.968994,0.0,,10.583,,,,10.583,566.648979,,7.854,7.854,,,,7.857,,,,,19.323,,,19.323,35.034,151.656998,,,,52.827,,,,52.827,204.483997,239.517998,0.0,291.450012,,,-2.485,,185.529006,474.494019,0.0,474.494019,714.012016,
06/30/1991,709.067017,69.633003,69.633003,0.0,51.349998,,,15.967,,,,,2.571,,,,,,139.520996,558.838013,1130.801025,-571.963013,0.0,,10.708,,,,10.708,569.546013,,6.44,6.44,,,,7.857,,,,,25.377999,,,25.377999,39.674999,149.692993,,,,53.876999,,,,53.876999,203.569992,243.244991,0.0,292.552002,,,-2.485,,175.755004,465.822006,0.0,465.822006,709.066998,
09/30/1991,702.353027,61.936001,61.936001,0.0,58.299,,,15.774,,,,,2.693,,,,,,138.701996,556.047974,1140.994019,-584.945984,0.0,,7.603,,,,7.603,563.650974,,9.802,9.802,,,,7.857,,,,,21.780999,,,21.780999,39.439999,147.729004,,,,53.077999,,,,53.077999,200.807003,240.247002,0.0,293.641998,,,-2.485,,170.949004,462.106003,0.0,462.106003,702.353004,
12/31/1991,895.888977,234.580994,234.580994,0.0,50.747002,,,15.884,,,,,1.732,,,,,,302.944,552.481018,1147.990967,-595.51001,0.0,,40.464001,,,,40.464001,592.945019,,12.95,12.95,,,,132.856995,,,,,31.141003,,,31.141003,176.947998,220.764008,,,,52.808998,,,,52.808998,273.573006,450.521004,0.0,294.661987,,,-2.485,,153.190994,445.367981,0.0,445.367981,895.888985,
03/31/1992,738.580994,86.283997,86.283997,0.0,40.880001,,,15.367,,,,,1.772,,,,,,144.302994,552.148987,1159.812012,-607.663025,31.618,,10.511,,,,10.511,594.277987,,11.481,11.481,,,,7.857,,,,,25.045999,,,25.045999,44.383999,218.800003,,,,51.073002,,,,51.073002,269.873005,314.257004,0.0,295.433014,,,-2.485,,131.376006,424.32402,0.0,424.32402,738.581024,
06/30/1992,718.89801,62.518002,62.518002,0.0,44.973,,,15.081,,,,,1.895,,,,,,124.467003,552.562012,1172.598022,-620.036011,32.425999,,9.443,,,,9.443,594.43101,,10.828,10.828,,,,7.857,,,,,19.981,,,19.981,38.666,216.835999,,,,52.140999,,,,52.140999,268.976997,307.642998,0.0,296.595001,,,-2.485,,117.145004,411.255005,0.0,411.255005,718.898003,
09/30/1992,712.200012,51.578999,51.578999,0.0,55.627998,,,14.361,,,,,3.396,,,,,,124.963997,544.739014,1177.493042,-632.754028,33.176998,,9.32,,,,9.32,587.236012,,12.367,12.367,,,,7.857,,,,,25.407001,,,25.407001,45.631001,214.871002,,,,53.499001,,,,53.499001,268.370003,314.001003,0.0,297.695007,,,-2.485,,102.988998,398.199005,0.0,398.199005,712.200008,
12/31/1992,684.301025,29.549999,29.549999,0.0,54.562,,,18.046,,,,,0.98,,,,,,103.138,537.81897,1181.594971,-643.776001,0.0,,43.344002,,,,43.344002,581.162972,,13.012,13.012,,,,7.857,,,,,20.872001,,,20.872001,41.741001,212.906998,,,,53.898998,,,,53.898998,266.805996,308.546997,0.0,298.800995,,,-2.485,,79.438003,375.753998,0.0,375.753998,684.300995,
03/31/1993,690.664001,36.929001,36.929001,0.0,60.424,,,16.68,,,,,1.774,,,,,,115.806999,531.598999,1188.152954,-656.554016,0.0,,43.257999,,,,43.257999,574.856998,,16.059,16.059,,,,18.124001,,,,,28.269999,,,28.269999,62.452999,213.070999,,,,50.786999,,,,50.786999,263.857998,326.310997,0.0,300.908997,,,-2.485,,65.929,364.352997,0.0,364.352997,690.663994,
06/30/1993,758.726013,107.535004,107.535004,0.0,65.278,,,16.945,,,,,2.698,,,,,,192.455994,524.515991,1194.102051,-669.585999,0.0,,41.754002,,,,41.754002,566.269993,,17.947001,17.947001,,,,8.129,,,,,23.431999,,,23.431999,49.507999,211.031006,,,,48.740002,,,,48.740002,259.771008,309.279007,0.0,394.200012,,,-2.485,,57.732002,449.447014,0.0,449.447014,758.726021,
09/30/1993,774.439026,121.091003,121.091003,0.0,77.193001,,,16.386999,,,,,2.101,,,,,,216.772003,516.070007,1198.850952,-682.781006,0.0,,41.597,,,,41.597,557.667007,,17.107,17.107,,,,8.134,,,,,31.259,,,31.259,56.5,209.160004,,,,49.973,,,,49.973,259.133003,315.633003,0.0,395.384003,,,-2.485,,65.907001,458.806004,0.0,458.806004,774.439007,
12/31/1993,765.263,116.778,116.778,0.0,83.429001,,,14.787,,,,,1.312,,,,,,216.306,507.192993,1198.964966,-691.771973,0.0,,41.764,,,,41.764,548.956993,,15.887,15.887,,,,8.127,,,,,20.174999,,,20.174999,44.188999,207.136993,,,,53.637001,,,,53.637001,260.773994,304.962993,0.0,396.605988,,,-2.485,,66.179,460.299988,0.0,460.299988,765.262981,
03/31/1994,813.546021,121.917,121.917,0.0,74.93,,,51.852001,,,,,2.976,,,,,,251.675003,518.682983,1222.094971,-703.411987,0.0,,43.188,,,,43.188,561.870983,,15.878,15.878,,,,6.163,,,,,34.916,,,34.916,56.957001,248.727997,,,,52.460999,,,,52.460999,301.188995,358.145996,0.0,397.664001,,,-2.485,,60.221,455.400002,0.0,455.400002,813.545998,
06/30/1994,804.914978,106.389,106.389,0.0,80.127998,,,51.862,,,,,4.805,,,,,,243.184006,518.698975,1233.276978,-714.578003,0.0,,43.032001,,,,43.032001,561.730976,,19.695999,19.695999,,,,4.208,,,,,29.973,,,29.973,53.876999,248.651001,,,,51.537998,,,,51.537998,300.188999,354.065998,0.0,398.975006,,,-2.485,,54.359,450.849007,0.0,450.849007,804.915005,
09/30/1994,825.301025,113.605003,113.605003,0.0,97.446999,,,55.351002,,,,,3.628,,,,,,270.031006,512.255981,1239.107056,-726.851013,0.0,,43.014,,,,43.014,555.269981,,23.864,23.864,,,,2.248,,,,,38.289001,,,38.289001,64.401001,248.578003,,,,54.438,,,,54.438,303.016003,367.417004,0.0,400.364014,,,-2.485,,60.005,457.884014,0.0,457.884014,825.301018,
12/31/1994,805.179016,111.07,111.07,0.0,78.317001,,,61.028,,,,,3.29,,,,,,253.705002,506.121002,1244.103027,-737.981995,0.0,,45.353001,,,,45.353001,551.474003,,20.513,20.513,,,,0.289,,,,,36.957998,,,36.957998,57.759998,248.503998,,,,56.568001,,,,56.568001,305.071999,362.831997,0.0,401.641998,,,-2.485,,43.190002,442.347,0.0,442.347,805.178997,
03/31/1995,790.859009,99.068001,99.068001,0.0,67.407997,,,73.094002,,,,,7.385,,,,,,246.955002,500.239014,1249.776001,-749.536987,0.0,,43.665001,,,,43.665001,543.904015,,22.582001,22.582001,,,,0.294,,,,,44.012,,,44.012,66.888,248.429001,,,,53.855,,,,53.855,302.284,369.172001,0.0,402.71701,,,-2.485,,21.454999,421.68701,0.0,421.68701,790.859011,
06/30/1995,785.932983,63.653999,63.653999,0.0,91.428001,,,79.814003,,,,,11.104,,,,,,246.0,495.955994,1257.375977,-761.419983,0.0,,43.977001,,,,43.977001,539.932995,,22.415001,22.415001,,,,0.299,,,,,43.264995,,,43.264995,65.978996,248.352005,,,,52.145,,,,52.145,300.497005,366.476002,0.0,404.192993,,,-2.485,,17.749,419.456993,0.0,419.456993,785.932995,
09/30/1995,793.5,88.509003,88.509003,0.0,85.848,,,77.237,,,,,13.791,,,,,,265.38501,487.606995,1261.31897,-773.711975,0.0,,40.507999,,,,40.507999,528.114994,,23.400999,23.400999,,,,0.3,,,,,44.538999,,,44.538999,68.239998,248.278,,,,55.771999,,,,55.771999,304.049999,372.289997,0.0,405.28299,,,-2.485,,18.412,421.20999,0.0,421.20999,793.499987,
12/31/1995,802.487976,90.337997,90.337997,0.0,87.810997,,,83.879997,,,,,11.43,,,,,,273.459015,487.039001,1250.100952,-763.062012,0.0,,41.990002,,,,41.990002,529.029003,,21.774,21.774,,,,7.039,,,,,44.058002,,,44.058002,72.871002,247.744003,,,,52.717999,,,,52.717999,300.462002,373.333004,0.0,406.885986,,,-2.485,,24.753999,429.154985,0.0,429.154985,802.487989,
03/31/1996,808.427979,85.100998,85.100998,0.0,91.170998,,,90.072998,,,,,13.226,,,,,,279.571014,487.959991,1262.159058,-774.198975,0.0,,40.896999,,,,40.896999,528.856991,,24.167,24.167,,,,4.216,,,,,52.750003,,,52.750003,81.133003,247.664001,,,,46.667,,,,46.667,294.331001,375.464005,0.0,408.338013,,,-2.485,,27.110999,432.964012,0.0,432.964012,808.428017,
06/30/1996,815.651978,63.595001,63.595001,0.0,109.042999,,,91.654999,,,,,13.272,,,,,,277.565002,497.604004,1283.589966,-785.986023,0.0,,40.483002,,,,40.483002,538.087006,,25.268,25.268,,,,0.67,,,,,55.880001,,,55.880001,81.818001,247.585007,,,,39.07,,,,39.07,286.655006,368.473007,0.0,409.888,,,-2.485,,39.776,447.179001,0.0,447.179001,815.652008,
09/30/1996,857.153992,75.233002,75.233002,0.0,114.322998,,,103.388,,,,,11.401,,,,,,304.345001,516.697998,1314.473022,-797.775024,0.0,,36.111,,,,36.111,552.808998,,32.846001,32.846001,,,,4.276,,,,,59.831002,,,59.831002,96.953003,238.401993,,,,50.563999,,,,50.563999,288.965992,385.918995,0.0,411.234009,,,-2.485,,62.485999,471.235008,0.0,471.235008,857.154003,
12/31/1996,899.307983,97.224998,97.224998,0.0,112.835999,,,98.508003,,,,,8.75,,,,,,317.319,546.200012,1352.141968,-805.942017,0.0,,35.789001,,,,35.789001,581.989014,,28.106001,28.106001,,,,3.932,,,,,53.236001,,,53.236001,85.274002,267.321014,,,,50.493999,,,,50.493999,317.815014,403.089016,0.0,412.612,,,-2.485,,86.092002,496.219002,0.0,496.219002,899.308018,
03/31/1997,933.908997,116.924004,116.924004,0.0,107.325996,,,92.418999,,,,,10.885,,,,,,327.553986,572.768005,1388.031006,-815.263,0.0,,33.587002,,,,33.587002,606.355007,,34.887001,34.887001,,,,56.007999,,,,,49.688999,,,49.688999,140.584,235.873993,,,,55.747002,,,,55.747002,291.620995,432.204994,0.0,413.944,,,-2.485,,90.245002,501.704002,0.0,501.704002,933.908997,
06/30/1997,939.458984,66.510002,66.510002,0.0,124.370003,,,102.626999,,,,,13.317,,,,,,306.824005,599.590027,1421.291992,-821.702026,0.0,,33.044998,,,,33.044998,632.635025,,24.023001,24.023001,,,,5.025,,,,,54.858997,,,54.858997,83.906998,253.733994,,,,56.542,,,,56.542,310.275993,394.182991,0.0,416.936005,,,-2.485,,130.824996,545.276001,0.0,545.276001,939.458992,
09/30/1997,1033.251953,117.426003,117.426003,0.0,134.593002,,,110.257004,,,,,10.829,,,,,,373.105011,626.835999,1459.822998,-832.987,0.0,,33.311001,,,,33.311001,660.146999,,25.534,25.534,,,,2.241,,,,,64.812997,,,64.812997,92.587997,274.373993,,,,62.709999,,,,62.709999,337.083992,429.671989,0.0,420.953003,,,-2.485,,185.111999,603.580002,0.0,603.580002,1033.251991,
12/31/1997,1122.13501,108.332001,108.332001,0.0,133.626999,,,101.916,,,,,68.502998,,,,,,412.377991,677.159973,1518.709961,-841.549988,0.0,,32.597,,,,32.597,709.756973,,22.839001,22.839001,,,,0.0,,,,,58.687,,,58.687,81.526001,256.149994,,,,131.360992,,,,131.360992,387.510986,469.036987,0.0,422.832001,,,-2.485,,232.751006,653.098007,0.0,653.098007,1122.134995,
03/31/1998,1143.396973,116.616997,116.616997,0.0,124.527,,,108.328003,,,,,48.872002,,,,,,398.343994,739.257019,1592.178955,-852.921997,0.0,,5.796,,,,5.796,745.053019,,24.115999,24.115999,,,,0.0,,,,,52.616003,,,52.616003,76.732002,238.134995,,,,130.307007,,,,130.307007,368.442001,445.174004,0.0,425.197998,,,-2.485,,275.509994,698.222992,0.0,698.222992,1143.396996,
06/30/1998,1211.391968,140.177002,140.177002,0.0,138.804993,,,119.408997,,,,,33.575001,,,,,,431.966003,773.117981,1637.823975,-864.705994,0.0,,6.308,,,,6.308,779.425981,,26.495001,26.495001,,,,6.378,,,,,61.058999,,,61.058999,93.931999,254.218002,,,,126.170998,,,,126.170998,380.389,474.320999,0.0,429.449005,,,-12.277,,319.89901,737.071014,0.0,737.071014,1211.392014,
09/30/1998,1209.468994,112.775002,112.775002,0.0,114.473999,,,128.815002,89.587997,38.403,0.824,,22.948,,,,,,379.011993,824.526001,1699.567993,-875.041992,0.0,,5.931,,,,5.931,830.457001,,22.794001,22.794001,,,,12.756,,,,,61.386996,,,61.386996,96.936996,250.335007,,,,127.047997,,,,127.047997,377.383003,474.32,0.0,431.10199,,,,,304.046997,735.148987,0.0,735.148987,1209.468987,
12/31/1998,1249.108032,148.834,148.834,0.0,81.097,,,113.916,,,,,21.805,,,,,,365.652008,877.197021,1761.051025,-883.854004,0.0,,6.259,,,,6.259,883.456021,,17.743999,17.743999,,,,12.756,,,,,49.093003,,,49.093003,79.593002,310.25,,,,129.268997,,,,129.268997,439.518997,519.112,0.0,431.860992,,,,,298.13501,729.996002,0.0,729.996002,1249.108002,
03/31/1999,1247.542,106.652,106.652,0.0,72.233,72.233,,107.451,92.127,12.135,3.189,,25.065,,,,,,311.401,929.721,1825.107,-895.386,0.0,,6.42,,,,6.42,936.141,,17.805,17.805,,,,12.756,,,,,41.72,,,41.72,72.281,324.694,,,,132.045,,,,132.045,456.739,529.02,0.0,432.647,,,-61.334,347.209,0.0,718.522,0.0,718.522,1247.542,
06/30/1999,1275.488,81.163,81.163,0.0,85.346,85.346,,104.008,87.982,15.151,0.875,,26.979,,,,,,297.496,972.653,1881.435,-908.782,0.0,,5.339,,,,5.339,977.992,,20.096,20.096,,,,12.756,,,,,45.618,,,45.618,78.47,349.043,,,,130.433,,,,130.433,479.476,557.946,0.0,434.289,,,-61.334,344.587,0.0,717.542,0.0,717.542,1275.488,
09/30/1999,1298.659,60.047,60.047,0.0,91.142,91.142,,112.464,87.434,22.903,2.127,0.0,28.518,,,,,,292.171,1001.211,1923.734,-922.523,0.0,,5.277,0.0,,,5.277,1006.488,,22.564,22.564,,,,18.433,,,,,40.593,,,40.593,81.59,368.154,,,,128.82,,,,128.82,496.974,578.564,0.0,436.241,,,-61.334,345.188,0.0,720.095,0.0,720.095,1298.659,
12/31/1999,1356.067,87.055,87.055,0.0,93.083,93.083,,120.456,87.568,30.748,2.14,,24.481,,,,,,325.075,1025.739,1935.89,-910.151,0.0,,5.253,0.0,,,5.253,1030.992,,22.742,22.742,,,,129.123,,,,,50.418,,,50.418,202.283,296.677,,,,133.383,,,,133.383,430.06,632.343,0.0,437.513,,,-61.334,347.545,0.0,723.724,0.0,723.724,1356.067,
03/31/2000,1516.397,197.487,197.487,0.0,87.387,87.387,,109.398,82.937,22.835,3.626,0.0,22.687,,,,,,416.959,1085.965,2024.651,-938.686,0.0,,13.473,0.0,,,13.473,1099.438,,20.26,20.26,,,,27.638,,,,,41.354,,,41.354,89.252,315.105,,,,132.607,,,,132.607,447.712,536.964,0.0,625.784,,,,353.649,0.0,979.433,0.0,979.433,1516.397,
