Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2000,1570.774,176.902,176.902,0.0,110.359,110.359,,113.251,86.136,23.314,3.801,0.0,25.357,,,,,,425.869,1131.552,2084.189,-952.637,0.0,,13.353,0.0,,,13.353,1144.905,,23.375,23.375,,,,28.007,,,,,43.695,,,43.695,95.077,337.826,,,,139.039,,,,139.039,476.865,571.942,0.0,634.087,,,,364.745,0.0,998.832,0.0,998.832,1570.774,
09/30/2000,1616.531,169.601,169.601,0.0,142.786,142.786,,109.263,82.689,21.237,5.337,0.0,15.788,,,,,,437.438,1166.349,2132.45,-966.101,0.0,,12.744,0.0,,,12.744,1179.093,,27.041,27.041,,,,28.007,,,,,39.103,,,39.103,94.151,351.095,,,,144.575,,,,144.575,495.67,589.821,0.0,636.406,,,,390.304,0.0,1026.71,0.0,1026.71,1616.531,
12/31/2000,1678.426,192.828,192.828,0.0,154.541,154.541,,128.892,103.352,22.456,3.084,0.0,7.096,,,,,,483.357,1182.78,2163.997,-981.217,0.0,,12.289,0.0,,,12.289,1195.069,,24.769,24.769,,,,28.008,,,,,51.577,,,51.577,104.354,372.212,,,,149.103,,,,149.103,521.315,625.669,0.0,638.107,,,-3.108,417.758,0.0,1052.757,0.0,1052.757,1678.426,
03/31/2001,1733.927,211.685,211.685,0.0,145.368,145.368,,130.433,108.658,18.107,3.668,0.0,8.489,,,,,,495.975,1225.542,2221.676,-996.134,0.0,,12.41,0.0,0.0,0.0,12.41,1237.952,,29.941,29.941,,,,28.008,,,,,52.819,,,52.819,110.768,381.323,,,,154.931,,,,154.931,536.254,647.022,0.0,640.539,,,-3.108,449.474,0.0,1086.905,0.0,1086.905,1733.927,
06/30/2001,1795.479,190.498,190.498,0.0,157.802,157.802,,134.793,107.573,24.681,2.539,0.0,10.338,,,,,,493.431,1289.856,2298.94,-1009.084,0.0,,12.192,0.0,0.0,0.0,12.192,1302.048,,30.204,30.204,,,,34.187,,,,,51.2,,,51.2,115.591,394.064,,,,162.301,,,,162.301,556.365,671.956,0.0,646.89,,,-7.153,483.786,0.0,1123.523,0.0,1123.523,1795.479,
09/30/2001,1818.648,162.341,162.341,0.0,146.092,146.092,,139.0,113.663,23.871,1.466,0.0,9.049,,,,,,456.482,1349.941,2375.574,-1025.633,0.0,,12.225,0.0,0.0,0.0,12.225,1362.166,,27.234,27.234,,,,34.994,,,,,42.301,,,42.301,104.529,410.388,,,,172.422,,,,172.422,582.81,687.339,0.0,648.509,,,-21.626,504.426,0.0,1131.309,0.0,1131.309,1818.648,
12/31/2001,1938.955,236.989,236.989,0.0,120.199,120.199,,143.189,121.609,20.839,0.741,0.0,6.305,,,,,,506.682,1418.843,2461.726,-1042.883,0.0,,13.43,0.0,0.0,0.0,13.43,1432.273,,28.903,28.903,,,,42.458,42.458,0.0,0.0,,130.133,,,130.133,201.494,438.484,438.484,0.0,0.0,190.89,,,,190.89,629.374,830.868,0.0,650.178,,,-24.307,494.756,-12.54,1108.087,0.0,1108.087,1938.955,
03/31/2002,2006.261,260.687,260.687,0.0,107.634,107.634,,149.451,126.154,22.697,0.6,0.0,5.619,,,,,,523.391,1464.392,2525.206,-1060.814,0.0,,18.478,0.0,0.0,0.0,18.478,1482.87,,24.453,24.453,,,,42.458,,,,,80.632,,,80.632,147.543,453.782,,,,202.032,,,,202.032,655.814,803.357,0.0,652.184,,,-19.173,582.433,-12.54,1202.904,0.0,1202.904,2006.261,
06/30/2002,2008.562,212.465,212.465,0.0,112.719,112.719,,151.509,124.951,25.17,1.388,0.0,7.711,,,,,,484.404,1505.516,2581.927,-1076.411,0.0,,18.642,0.0,0.0,0.0,18.642,1524.158,,26.457,26.457,,,,42.458,42.458,0.0,0.0,,67.449,,,67.449,136.364,479.864,479.864,0.0,0.0,217.525,,,,217.525,697.389,833.753,0.0,656.339,,,-19.173,550.183,-12.54,1174.809,0.0,1174.809,2008.562,
09/30/2002,2022.019,168.294,168.294,0.0,130.412,130.412,,158.161,118.201,37.752,2.208,0.0,8.726,,,,,,465.593,1538.008,2633.172,-1095.164,0.0,,18.418,0.0,0.0,0.0,18.418,1556.426,,27.47,27.47,,,,42.458,42.458,0.0,0.0,,48.964,,,48.964,118.892,494.848,494.848,0.0,0.0,232.409,,,,232.409,727.257,846.149,0.0,657.598,,,-29.535,560.347,-12.54,1175.87,0.0,1175.87,2022.019,
12/31/2002,2054.504,178.756,178.756,0.0,109.32,109.32,,162.96,122.846,31.348,8.766,0.0,18.866,,,,,,469.902,1567.144,2662.425,-1095.281,0.0,,17.458,17.458,17.458,0.0,0.0,1584.602,,30.0,30.0,,,,42.458,42.458,0.0,0.0,,43.517,,,43.517,115.975,512.844,512.844,0.0,0.0,293.908,,,,293.908,806.752,922.727,0.0,659.518,,,-30.064,557.523,-55.2,1131.777,0.0,1131.777,2054.504,
03/31/2003,2062.131,115.013,115.013,0.0,98.069,98.069,,179.71,135.907,35.178,8.625,0.0,35.412,,,,,,428.204,1616.098,2727.411,-1111.313,0.0,,17.829,12.356,12.356,0.0,5.473,1633.927,,25.868,25.868,,,,47.285,47.285,0.0,0.0,,47.122,,,47.122,120.275,520.365,520.365,0.0,0.0,305.562,,,,305.562,825.927,946.202,0.0,660.852,,,-30.064,540.341,-55.2,1115.929,0.0,1115.929,2062.131,
06/30/2003,2110.806,73.651,73.651,0.0,115.281,115.281,,188.443,142.901,37.081,8.461,0.0,54.033,,,,,,431.408,1661.341,2782.111,-1120.77,0.0,,18.057,12.356,12.356,0.0,5.701,1679.398,,27.774,27.774,,,,47.633,47.633,0.0,0.0,,56.099,,,56.099,131.506,547.591,547.591,0.0,0.0,318.124,,,,318.124,865.715,997.221,0.0,665.132,,,-30.064,533.717,-55.2,1113.585,0.0,1113.585,2110.806,
09/30/2003,2141.488,50.014,50.014,0.0,120.066,120.066,,199.92,144.7,44.915,10.305,0.0,65.446,,,,,,435.446,1686.716,2771.25,-1084.534,0.0,,19.326,19.326,19.326,0.0,0.0,1706.042,,29.083,29.083,,,,52.809,52.809,0.0,0.0,,61.982,,,61.982,143.874,552.11,552.11,0.0,0.0,317.172,,,,317.172,869.282,1013.156,0.0,668.292,,,-30.064,545.304,-55.2,1128.332,0.0,1128.332,2141.488,
12/31/2003,2190.809,58.227,58.227,0.0,135.538,135.538,,181.037,140.413,29.421,11.203,0.0,69.422,,,,,,444.224,1728.219,2835.05,-1106.831,0.0,,18.366,18.366,12.4,5.966,0.0,1746.585,,25.898,25.898,,,,55.267,55.267,0.0,0.0,,69.2,,,69.2,150.365,569.067,569.067,0.0,0.0,334.547,,,,334.547,903.614,1053.979,0.0,671.83,,,-30.064,549.749,-54.685,1136.83,0.0,1136.83,2190.809,
03/31/2004,2405.805,306.435,306.435,0.0,123.817,123.817,,183.189,138.229,33.351,11.609,0.0,25.289,,,,,,638.73,1748.8,2873.893,-1125.093,0.0,,18.275,18.275,18.275,0.0,0.0,1767.075,,28.209,28.209,,,,55.887,55.887,0.0,0.0,,65.078,,,65.078,149.174,579.466,579.466,0.0,0.0,283.486,,,,283.486,862.952,1012.126,0.0,909.923,,,0.0,538.441,-54.685,1393.679,0.0,1393.679,2405.805,
06/30/2004,2424.676,294.68,294.68,0.0,149.522,149.522,,187.687,139.881,36.691,11.115,0.0,22.455,,,,,,654.344,1752.027,2893.138,-1141.111,0.0,,18.305,18.305,18.305,0.0,0.0,1770.332,,29.571,29.571,,,,59.883,59.883,0.0,0.0,,65.774,,,65.774,155.228,585.278,585.278,0.0,0.0,289.456,,,,289.456,874.734,1029.962,0.0,913.083,,,0.0,536.316,-54.685,1394.714,0.0,1394.714,2424.676,
09/30/2004,2440.685,292.983,292.983,0.0,170.958,,,200.998,145.929,41.023,14.046,0.0,17.577,,,,,,682.516,1741.397,2896.282,-1154.885,0.0,,16.772,,,,16.772,1758.169,,34.562,34.562,,,,60.243,60.243,0.0,0.0,,57.868,,,57.868,152.673,577.053,577.053,0.0,0.0,295.086,,,,295.086,872.139,1024.812,0.0,924.31,,,0.0,546.248,-54.685,1415.873,0.0,1415.873,2440.685,
12/31/2004,2492.286,465.977,465.977,0.0,143.509,143.509,,171.709,126.706,36.016,8.987,0.0,33.498,,,,,,814.693,1661.898,2619.716,-957.818,0.0,,15.695,15.695,15.695,0.0,0.0,1677.593,,30.159,30.159,,,,64.922,,,,,139.719,,,139.719,234.8,574.35,,,,274.252,,,,274.252,848.602,1083.402,0.0,931.19,,,0.0,548.476,-70.782,1408.884,0.0,1408.884,2492.286,
