Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/31/1990,2136.198975,203.292999,203.292999,0.0,351.761993,,,397.56601,,,,,53.875999,,,,,1006.497009,780.328979,964.039001,-183.710007,150.699997,,,198.673004,,,,198.673004,1129.701981,,296.544006,296.544006,,,,37.09,,,,,418.360989,,,418.360989,751.994995,175.464996,,,,,460.212006,,,460.212006,635.677002,1387.671997,0.0,575.700989,,,,,172.826004,748.526993,,748.526993,2136.19899,
04/30/1990,2143.833984,157.882996,157.882996,0.0,385.152008,,,387.265015,,,,,53.547001,,,,,983.846985,791.736023,1001.291016,-209.554993,151.328003,,,216.923004,,,,216.923004,1159.98703,,300.997986,300.997986,,,,0.574,,,,,438.066015,,,438.066015,739.638,163.272003,,,,,455.787994,,,455.787994,619.059998,1358.697998,0.0,578.309021,,,,,206.826996,785.136017,,785.136017,2143.834015,
07/31/1990,2313.385986,207.761002,207.761002,0.0,418.195007,,,384.061005,,,,,51.583,,,,,1061.599976,899.20697,1153.087036,-253.880005,150.764999,,,201.813995,,,,201.813995,1251.785965,,303.907013,303.907013,,,,0.245,,,,,558.67599,,,558.67599,862.828003,158.802994,,,,,465.654999,,,465.654999,624.457993,1487.285995,0.0,582.825989,,,,,243.274002,826.099991,,826.099991,2313.385986,
10/31/1990,2475.795898,271.230008,229.889008,41.341,493.833008,,,420.709991,,,,,37.028999,,,,,1222.802002,925.330017,1207.942017,-282.612,150.130997,,,177.533005,,,,177.533005,1252.994019,,385.992004,385.992004,,,,0.246,,,,,597.741976,,,597.741976,983.97998,153.630997,,,,,474.220001,,,474.220001,627.850998,1611.830978,0.0,587.528992,,,,,276.436005,863.964997,,863.964997,2475.795975,
01/31/1991,2448.404053,345.485016,270.713013,74.772003,424.312012,,,373.768005,,,,,52.056999,,,,,1195.621948,930.107971,1236.484985,-306.377014,145.783997,,,176.889999,,,,176.889999,1252.781967,,334.212006,334.212006,,,,0.387,,,,,603.479974,,,603.479974,938.078979,148.334,,,,,478.184998,,,478.184998,626.518997,1564.597977,0.0,587.963013,,,,,295.842987,883.806,,883.806,2448.403976,
04/30/1991,2480.769043,362.077988,226.455994,135.621994,423.156006,,,399.063995,,,,,42.428001,,,,,1226.725952,934.645996,1264.379028,-329.733002,146.406006,,,172.990997,,,,172.990997,1254.042999,,367.394989,367.394989,,,,0.408,,,,,569.546987,,,569.546987,937.349976,143.464996,,,,,478.097992,,,478.097992,621.562988,1558.912964,0.0,593.060974,,,,,328.795013,921.855988,,921.855988,2480.768951,
07/31/1991,2358.968018,354.96199,162.156998,192.804993,337.979004,,,362.945007,,,,,41.800999,,,,,1097.687012,1080.998047,1435.900024,-354.902008,,,,180.283005,,,,180.283005,1261.281052,,285.716003,285.716003,,,,46.692001,,,,,509.266983,,,509.266983,841.674988,73.710999,,,,,471.178986,,,471.178986,544.889984,1386.564972,0.0,602.317993,,,,,370.084991,972.402985,,972.402985,2358.967957,
10/31/1991,2421.435059,370.06401,184.022003,186.042007,385.838013,,,339.175995,,,,,64.446999,,,,,1159.525024,1092.729004,1474.749023,-382.019989,,,,169.181,,,,169.181,1261.910004,,267.397003,267.397003,,,,47.653999,,,,,533.162011,,,533.162011,848.213013,75.681999,,,,,596.89502,,,596.89502,672.577019,1520.790032,0.0,475.311005,,,,,425.334015,900.64502,,900.64502,2421.435052,
01/31/1992,2366.662109,300.880005,145.438004,155.442001,370.755005,,,300.381989,,,,,70.789001,,,,,1042.80603,1146.012939,1555.328979,-409.31601,,,,177.843002,,,,177.843002,1323.855942,,219.462997,219.462997,,,,46.778,,,,,507.72403,,,507.72403,773.965027,75.027,,,,,478.677002,,,478.677002,553.704002,1327.669029,0.0,611.903015,,,,,427.089996,1038.993011,,1038.993011,2366.662041,
04/30/1992,2425.618896,289.186005,115.638,173.548004,370.216003,,,315.278015,,,,,78.077003,,,,,1052.756958,1200.30603,1635.531982,-435.226013,,,,172.556,,,,172.556,1372.86203,,185.123001,185.123001,,,,46.817001,,,,,568.671021,,,568.671021,800.611023,109.858002,,,,,451.368988,,,451.368988,561.22699,1361.838013,0.0,612.916016,,,,,450.86499,1063.781006,,1063.781006,2425.619019,
08/01/1992,2402.072998,317.139008,155.126007,162.013,331.598999,,,291.079987,,,,,62.150002,,,,,1001.968018,1221.145996,1681.352051,-460.205994,,,,178.959,,,,178.959,1400.104996,,180.283005,180.283005,,,,32.290001,,,,,509.056023,,,509.056023,721.629028,111.138,,,,,469.410004,,,469.410004,580.548004,1302.177032,0.0,617.622009,,,,,482.273987,1099.895996,,1099.895996,2402.073029,
10/31/1992,2365.496094,342.929993,195.345993,147.584,312.354004,,,250.296005,,,,,232.975006,,,,,1138.555054,1046.88501,1415.93103,-369.04599,,,,180.056,,,,180.056,1226.94101,,199.001007,199.001007,,,,75.650002,,,,,570.752983,,,570.752983,845.403992,61.262001,,,,,578.028015,,,578.028015,639.290016,1484.694008,0.0,486.988007,,,,,393.813995,880.802002,,880.802002,2365.49601,
01/31/1993,2359.906982,271.113998,141.569,129.544998,335.286011,,,259.949005,,,,,253.757996,,,,,1120.107056,1048.031006,1434.223022,-386.191986,,,,191.768997,,,,191.768997,1239.800003,,191.218994,191.218994,,,,59.599998,,,,,548.490028,,,548.490028,799.309021,61.198002,,,,,587.44397,,,587.44397,648.641972,1447.950993,0.0,494.049988,,,,,417.906006,911.955994,,911.955994,2359.906986,
04/30/1993,2470.264893,237.970993,132.744995,105.225998,395.432007,,,304.651001,,,,,270.958008,,,,,1209.011963,1078.651978,1487.426025,-408.773987,,,,182.600998,,,,182.600998,1261.252975,,228.246994,228.246994,,,,64.585999,,,,,585.711014,,,585.711014,878.544006,61.195999,,,,,571.882019,,,571.882019,633.078018,1511.622025,0.0,507.665985,,,,,450.97699,958.642975,,958.642975,2470.264999,
07/31/1993,2494.833008,265.608002,169.033005,96.574997,363.778015,,,339.10199,,,,,247.451996,,,,,1215.939941,1085.16394,1509.338013,-424.174011,,,,193.729004,,,,193.729004,1278.892944,,266.894989,266.894989,,,,65.171997,,,,,542.631012,,,542.631012,874.697998,60.796001,,,,,570.901978,,,570.901978,631.697979,1506.395977,0.0,507.980011,,,,,480.457001,988.437012,,988.437012,2494.832989,
10/31/1993,2588.884033,312.178993,214.843994,97.334999,392.576996,,,339.084991,,,,,265.183014,,,,,1309.024048,1100.909058,1542.584961,-441.675995,,,,178.951004,,,,178.951004,1279.860062,,289.721008,289.721008,,,,61.740002,,,,,579.411976,,,579.411976,930.872986,59.637001,,,,,554.252014,,,554.252014,613.889015,1544.762001,0.0,529.512024,,,0.0,,514.609985,1044.122009,,1044.122009,2588.88401,
