Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1997,22.91,9.238,9.014,0.0,4.658,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.799,-2.799,-21.254999,0.0,0.0,0.0,,,0.0,0.0,-21.254999,-1.144,
06/30/1997,4.234,9.057,0.846,0.0,-7.492,1.823,,10.51,-24.936001,0.0,0.0,0.0,0.0,0.0,0.0,-14.426,146.876999,0.0,0.0,-634.134016,,,839.208984,0.0,-58.198002,136.684998,
09/30/1997,21.695999,13.722,9.267,0.0,5.912,-7.205,,0.0,-341.118011,0.0,0.0,0.0,0.0,-1.345,0.095,-342.368011,209.975998,0.0,0.0,178.211004,,,0.0,0.0,31.764999,-110.695999,
12/31/1997,7.913,12.372,11.606,0.0,-1.43,-14.635,,0.0,-160.835999,0.0,0.0,0.0,0.0,0.775,-2.888,-162.949005,146.606995,-17.025999,-58.816002,205.096992,,,0.0,0.0,17.351999,-8.429,
03/31/1998,58.694,19.631001,13.095,0.0,6.477,19.490999,,0.0,-311.102997,0.0,0.0,0.0,0.0,-0.81,-2.653,-314.56601,629.716003,-15.67,-6.869,-113.413002,,,765.66803,0.0,0.0,373.843994,
06/30/1998,58.138,29.921,16.594,0.0,4.611,7.012,,0.0,-232.326996,0.0,0.0,0.0,0.0,-3.721,-3.434,-239.481995,-101.098,-24.986,-7.252,-68.754997,,,0.0,-0.105,0.0,-282.441986,
09/30/1998,30.643999,25.341,21.523001,0.0,9.218,-25.438,,0.0,-624.851013,0.0,0.0,0.0,0.0,-24.462,-5.931,-655.244019,531.182007,-25.729,-8.073,511.480011,,,53.763,0.0,-0.259,-93.417999,
12/31/1998,67.810997,18.219,24.205999,0.0,26.444,-1.058,,0.0,-529.16803,0.0,0.0,-420.143005,0.0,-14.651,-5.961,-969.922974,898.734009,-38.323002,-0.405,939.833984,,,-0.223,0.0,-2.148987,-3.378,
03/31/1999,63.095001,25.773001,27.794001,0.0,14.891,-5.363,,0.0,-97.629997,0.0,0.0,0.0,0.0,-12.664,-2.034,-112.328003,70.664001,-42.616001,0.0,15.238998,,,100.0,0.0,-1.96,21.431,
06/30/1999,62.653,28.905001,29.443001,0.0,12.959,-8.654,,0.0,-80.585999,0.0,0.0,0.0,0.0,17.816,-5.265,-68.035004,4.01,-41.129002,0.0,-96.355,,,141.569,0.0,-0.02,-1.372,
