Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,15.0,-287.0,,-272.0,,,,,,0.055014,-1.052593,,-0.997579,0.021421,-0.409848,,-0.388427,
09/30/2008,,,,,60.0,95.0,,155.0,,,,,,,,,,
03/31/2009,,52.0,,52.0,172.0,2.0,,174.0,35.0,,0.231574,,0.231574,,0.083396,,0.083396,
06/30/2009,,,,,104.0,74.0,,178.0,,,,,,,,,,
09/30/2009,,,,,106.0,203.0,,309.0,,,,,,,,,,
12/31/2009,11.0,161.0,1.0,173.0,,148.0,,148.0,,0.042353,0.619898,0.00385,0.666102,0.016488,0.241329,0.001499,0.259316,
03/31/2010,,215.0,,215.0,19.0,152.0,,171.0,-3.0,,0.623297,,0.623297,,0.224639,,0.224639,
06/30/2010,,11.0,,11.0,3.0,200.0,,203.0,-134.0,,0.032975,,0.032975,,0.01201,,0.01201,
09/30/2010,18.0,34.0,,52.0,,468.0,,468.0,-94.0,0.051455,0.097193,,0.148648,0.019227,0.036317,,0.055544,
12/31/2010,129.0,111.0,,240.0,,118.0,,118.0,,0.358912,0.308831,,0.667742,0.135378,0.116488,,0.251865,
03/31/2011,139.0,160.0,0.0,299.0,,157.0,,157.0,,0.370677,0.426678,0.0,0.797355,0.141448,0.162818,0.0,0.304267,
06/30/2011,31.0,33.0,,64.0,,164.0,,164.0,-122.0,0.079262,0.084375,,0.163637,0.031305,0.033324,,0.064629,
09/30/2011,36.0,606.0,,642.0,,48.0,,48.0,-366.0,0.098093,1.651226,,1.749319,0.037566,0.632357,,0.669922,
12/31/2011,,127.0,,127.0,,523.0,,523.0,,,0.359488,,0.359488,,0.135341,,0.135341,
03/31/2012,,79.0,,79.0,83.0,234.0,,317.0,,,0.21299,,0.21299,,0.081741,,0.081741,
06/30/2012,,57.0,,57.0,30.0,404.0,,434.0,,,0.15725,,0.15725,,0.058694,,0.058694,
09/30/2012,67.0,3.0,,70.0,,426.0,,426.0,,0.182671,0.008179,,0.19085,0.068522,0.003068,,0.07159,
12/31/2012,,73.0,,73.0,53.0,21.0,,74.0,,,0.225197,,0.225197,,0.096718,,0.096718,
03/31/2013,,118.0,,118.0,27.0,,,27.0,,,0.368543,,0.368543,,0.160987,,0.160987,
06/30/2013,,231.0,,231.0,39.0,,,39.0,,,0.732194,,0.732194,,0.321624,,0.321624,
09/30/2013,,226.0,,226.0,4.0,,,4.0,,0.0,0.695556,,0.695556,0.0,0.301901,,0.301901,
