Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,2.491,0.0,232.858994,50.248001,72.236,357.834015,0.0,665.70697,1196.084961,-530.377991,1098.55896,1764.26593,2122.100098,,83.981003,52.040001,212.156006,348.177002,687.190002,221.309006,908.499008,1256.67601,0.0,1.756,71.347,792.320984,865.423984,2122.099994,
06/30/1990,,5.176,0.0,237.934006,53.212002,65.531998,361.854004,0.0,701.836975,1251.409058,-549.572021,1094.041016,1795.877991,2157.731934,,76.021004,52.040001,219.994003,348.054993,699.814026,225.559998,925.374023,1273.429016,0.0,2.375,68.195,813.732971,884.302971,2157.731987,
09/30/1990,,17.879,0.0,253.376007,52.481998,55.942001,379.678986,0.0,740.627991,1310.709961,-570.08197,1088.057983,1828.685974,2208.36499,,102.138,20.041,230.716995,352.895996,769.919983,217.772995,987.692978,1340.588974,0.0,1.994,66.316002,799.466003,867.776005,2208.364979,
12/31/1990,,26.166,0.0,262.002991,49.574001,51.200001,388.942993,0.0,789.335999,1368.525024,-579.189026,1092.180054,1881.516053,2270.458984,,91.231003,20.044001,202.272003,313.546997,803.914001,255.205002,1059.119003,1372.666,0.0,2.88,59.231998,835.68103,897.793028,2270.459028,
03/31/1991,,33.487999,0.0,233.102997,65.296997,81.905998,413.794006,0.0,833.453003,1432.321045,-598.867981,1089.58606,1923.039062,2336.833008,,98.279999,20.044001,201.727997,320.052002,848.434998,260.407013,1108.84201,1428.894012,0.0,2.515,71.334999,834.088989,907.938988,2336.833001,
06/30/1991,,20.233999,0.0,239.369003,62.272999,65.667999,387.544006,0.0,850.210999,1459.159058,-608.947998,1083.725952,1933.936951,2321.480957,,82.438004,20.044001,194.044998,296.527008,798.046021,268.403992,1066.450012,1362.97702,0.0,2.495,97.971001,858.038025,958.504025,2321.481046,
09/29/1991,,74.499001,0.0,235.628006,53.435001,51.063999,414.626007,0.0,857.679016,1485.885986,-628.20697,1085.475952,1943.154968,2357.781006,,82.305,20.042,208.050003,310.397003,655.916992,271.274994,927.191986,1237.588989,0.0,2.393,250.182007,867.617004,1120.192011,2357.781,
12/31/1991,,26.243999,0.0,247.593002,42.556999,53.851002,370.244995,0.0,871.156982,1516.344971,-645.187988,1091.348999,1962.505981,2332.750977,,73.170998,50.042999,213.007996,336.221985,556.796997,288.679993,845.47699,1181.698975,0.0,2.432,253.393997,895.226013,1151.05201,2332.750985,
03/29/1992,,16.490999,0.0,237.037003,38.178001,71.025002,362.730988,0.0,885.466003,1542.43103,-656.965027,1052.131958,1937.597961,2300.329102,,82.373001,16.955999,221.382996,320.712006,545.372986,351.253998,896.626984,1217.338989,0.0,2.172,284.769012,796.049011,1082.990024,2300.329013,
06/28/1992,,31.313,0.0,238.339996,34.334,78.795998,382.78299,0.0,891.164978,1563.079956,-671.914978,1101.385986,1992.550964,2375.333984,,83.870003,0.038,248.225006,332.132996,519.661011,295.407013,815.068024,1147.201019,0.0,2.791,297.071014,928.270996,1228.13301,2375.33403,
09/27/1992,,54.400002,0.0,244.367996,38.605999,68.968002,406.34201,0.0,882.862,1573.791016,-690.929016,1115.984009,1998.846008,2405.187988,,98.217003,0.038,268.011993,366.266998,495.835999,285.438995,781.274994,1147.541992,0.0,3.024,314.148987,940.473022,1257.646009,2405.188001,
12/27/1992,,97.103996,0.0,262.540985,37.473999,63.653999,460.77301,0.0,881.741028,1579.248047,-697.507019,1115.545044,1997.286072,2458.059082,,109.317001,64.304001,231.483002,405.104004,495.94101,372.356995,868.298005,1273.402009,0.0,2.845,322.178986,859.632996,1184.656982,2458.058991,
03/28/1993,,32.348,0.0,252.192993,45.824001,86.285004,416.649994,0.0,889.052002,1605.641968,-716.590027,1146.302002,2035.354004,2452.003906,,130.910995,57.629002,239.822006,428.362,456.075012,367.092987,823.167999,1251.529999,0.0,2.571,334.459991,863.442993,1200.473985,2452.003983,
06/27/1993,,9.565,0.0,262.15799,50.620998,82.638,404.981995,0.0,880.692017,1616.208984,-735.517029,1153.509033,2034.20105,2439.183105,,128.570999,42.75,251.791,423.112,455.665985,372.143005,827.80899,1250.92099,0.0,2.646,329.917999,855.697998,1188.261997,2439.182987,
09/26/1993,,11.863,0.0,265.56601,47.643002,80.942001,406.014008,0.0,868.78302,1623.171021,-754.388,1155.844971,2024.627991,2430.64209,,118.235001,42.616001,230.578995,391.429993,474.079987,360.648987,834.728973,1226.158966,0.0,3.093,333.571014,867.81897,1204.482984,2430.64195,
12/26/1993,,23.011999,0.0,274.390991,41.422001,62.491001,401.31601,0.0,861.120972,1627.594971,-766.473999,1168.994995,2030.115967,2431.431885,,124.620003,40.687,241.188995,406.496002,410.388,368.126007,778.514007,1185.010009,0.0,3.253,343.343994,899.825012,1246.422006,2431.432015,
03/27/1994,,20.225,0.0,274.032013,38.042,73.850998,406.149994,0.0,851.492004,1636.501953,-785.01001,1188.437012,2039.929016,2446.079102,,122.478996,25.0,252.072006,399.550995,431.690002,374.308014,805.998016,1205.549011,0.0,2.034,341.721985,896.773987,1240.529972,2446.078983,
