Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,12.304,,,,,,,,,,,,,1.59,,,1.59,,,,,0.0025,0.0025,89.931999,0.0025,0.0025,0.0025,89.931999,
03/31/1990,11.833,-0.868,10.965,-10.684,0.281,,0.0,1.511,1.792,-0.055,1.737,0.0,0.0,1.737,-1.466,,0.271,,,0.271,,0.0025,0.0025,90.428001,0.0025,0.0025,0.0025,90.428001,
06/30/1990,11.982,-0.696,11.286,-12.018,-0.732,,0.0,2.404,1.672,-0.055,1.617,0.0,0.0,1.617,-1.466,,0.151,,,0.151,,0.0025,0.0025,102.003998,0.0025,0.0025,0.0025,102.003998,
09/30/1990,12.459,-0.634,11.825,-12.08,-0.255,,0.0,2.102,1.847,-0.056,1.791,0.0,0.0,1.791,-1.466,,0.325,,,0.325,,0.0025,0.0025,103.716003,0.0025,0.0025,0.0025,103.716003,
12/31/1990,13.791,-0.822,12.969,-11.485,1.484,,0.0,1.215,2.699,-0.124,2.575,0.0,0.0,2.575,-1.467,,1.108,,,1.108,,0.01,0.01,108.4,0.01,0.01,0.01,108.4,
03/31/1991,15.87,-0.768,15.102,-14.019,1.083,,0.0,1.872,2.955,-0.08,2.875,0.0,0.0,2.875,-1.466,,1.409,,,1.409,,0.0125,0.0125,108.440002,0.0125,0.0125,0.0125,108.440002,
06/30/1991,15.339,-1.013,14.326,-14.026,0.3,,0.0,2.071,2.371,-0.095,2.276,0.0,0.0,2.276,-1.213,,1.063,,,1.063,,0.01,0.01,111.396004,0.01,0.01,0.01,111.396004,
09/30/1991,14.785,-0.868,13.917,-15.007,-1.09,,0.0,2.208,1.118,-0.085,1.033,0.0,0.0,1.033,0.0,,1.033,,,1.033,,0.0075,0.0075,126.379997,0.0075,0.0075,0.0075,126.379997,
12/31/1991,15.448,-1.384,14.064,-15.568,-1.504,,0.0,2.506,1.002,0.0,1.002,0.0,0.0,1.002,0.0,,1.002,,,1.002,,0.0075,0.0075,133.600008,0.0075,0.0075,0.0075,133.600008,
03/31/1992,16.141001,-0.872,15.269001,-17.097,-1.828,,0.0,2.732,0.904,-0.09,0.814,0.0,0.0,0.814,0.0,,0.814,,,0.814,,0.005,0.005,136.520004,0.005,0.005,0.005,136.520004,
06/30/1992,18.149,-1.339,16.81,-19.243,-2.433,,0.0,3.188,0.755,-0.09,0.665,0.0,0.0,0.665,0.0,,0.665,,,0.665,,0.005,0.005,132.947998,0.005,0.005,0.005,132.947998,
09/30/1992,37.889,-2.946,34.943,-21.131001,13.812,,0.0,-2.222,11.59,-0.45,11.14,0.0,0.0,11.14,0.0,,11.14,,,11.14,,0.0825,0.0825,135.936005,0.0825,0.0825,0.0825,135.936005,
12/31/1992,51.57,-4.227,47.343,-19.913,27.43,,0.0,-0.748,26.682,-0.99,25.691999,0.0,0.0,25.691999,0.0,,25.691999,,,25.692,,0.1875,0.1875,137.024004,0.1875,0.1875,0.1875,137.024004,
03/31/1993,32.540001,-2.819,29.721001,-18.917999,10.803,,0.0,1.537,12.34,-1.08,11.26,0.0,0.0,11.26,0.0,,11.26,,,11.26,,0.08,0.08,139.063995,0.08,0.08,0.08,139.063995,
06/30/1993,34.714001,-3.621,31.093001,-21.990999,9.102,,0.0,-2.948,6.154,-0.51,5.644,0.0,0.0,5.644,0.0,,5.644,,,5.644,,0.0425,0.0425,138.160004,0.0425,0.0425,0.0425,138.160004,
09/30/1993,33.942001,-2.841,31.101001,-22.983999,8.117,,0.0,3.488,11.605,-0.33,11.275,0.0,0.0,11.275,0.0,,11.275,,,11.275,,0.0825,0.0825,137.348007,0.0825,0.0825,0.0825,137.348007,
12/31/1993,35.222,-2.858,32.364,-32.658001,-0.294,,0.0,4.812,4.518,-0.28,4.238,0.0,0.0,4.238,0.0,,4.238,,,4.238,,0.0275,0.0275,140.951996,0.0275,0.0275,0.0275,140.951996,
03/31/1994,41.167,-2.471,38.696,-29.297001,9.399,,0.0,3.51,12.909,-1.68,11.229,0.0,0.0,11.229,0.0,,11.229,,,11.229,,0.0775,0.0775,142.964005,0.0775,0.0775,0.0775,142.964005,
06/30/1994,32.792999,-2.146,30.646999,-31.875,-1.228,,0.0,2.039,0.811,-0.2,0.611,0.0,0.0,0.611,0.0,,0.611,,,0.611,,0.005,0.005,137.707993,0.005,0.005,0.005,137.707993,
09/30/1994,27.733,-2.2,25.533,-28.422001,-2.889,,0.0,-23.332001,-26.221001,-0.2,-26.421,0.0,0.0,-26.421,0.0,,-26.421,,,-26.421001,,-0.2,-0.2,132.084,-0.2,-0.2,-0.2,132.084,
12/31/1994,38.740002,-3.131,35.609002,-26.305,9.304,,0.0,1.29,10.594,-0.91,9.684,0.0,0.0,9.684,0.0,,9.684,,,9.684,,0.0675,0.0675,142.968004,0.0675,0.0675,0.0675,142.968004,
03/31/1995,31.952999,-2.504,29.448999,-27.955999,1.493,,0.0,1.556,3.049,-0.215,2.834,0.0,0.0,2.834,0.0,,2.834,,,2.834,,0.02,0.02,141.908005,0.02,0.02,0.02,141.908005,
06/30/1995,36.896,-2.648,34.248,-31.273001,2.975,,0.0,-2.056,0.919,-0.205,0.714,0.0,0.0,0.714,0.0,,0.714,,,0.714,,0.005,0.005,142.947998,0.005,0.005,0.005,142.947998,
09/30/1995,38.176998,-2.601,35.575998,-32.737,2.839,,0.0,-0.881,1.958,-0.83,1.128,0.0,0.0,1.128,0.0,,1.128,,,1.128,,0.0075,0.0075,146.880005,0.0075,0.0075,0.0075,146.880005,
12/31/1995,27.627001,-2.751,24.876001,-35.775002,-10.899,,0.0,12.418,1.519,-0.535,0.984,0.0,0.0,0.984,0.0,,0.984,,,0.984,,0.0075,0.0075,151.384004,0.0075,0.0075,0.0075,151.384004,
03/31/1996,34.377998,-4.153,30.224998,-37.657001,-7.432,,0.0,3.956,-3.476,-0.182,-3.658,0.0,0.0,-3.658,0.0,,-3.658,,,-3.658,-0.025,-0.025,-0.025,142.399994,-0.025,-0.025,-0.025,142.399994,
06/30/1996,41.157001,-3.836,37.321002,-49.049,-11.728,,0.0,3.435,-8.293,-0.8,-9.093,0.0,0.0,-9.093,0.0,,-9.093,,,-9.093,-0.0625,-0.0625,-0.0625,142.832001,-0.0625,-0.0625,-0.0625,142.832001,
09/30/1996,96.752998,-10.424,86.328999,-49.217999,37.111,,0.0,3.612,40.723,4.329,45.051998,0.0,0.0,45.051998,0.0,,45.051998,,,45.052,0.32,0.32,0.32,140.787994,0.3,0.3,0.3,149.139999,
12/31/1996,87.416,-10.112,77.304,-70.092003,7.212,,0.0,4.663,11.875,-3.646,8.229,0.0,0.0,8.229,0.0,,8.229,,,8.229,0.055,0.055,0.055,151.393998,0.055,0.055,0.055,151.393998,
03/31/1997,94.831001,-11.744,83.087001,-59.071999,24.014999,,0.0,4.573,28.587999,-11.578,17.01,0.0,0.0,17.01,0.0,,17.01,,,17.009999,0.115,0.115,0.115,147.914001,0.11,0.11,0.11,153.686005,
06/30/1997,92.446999,-11.444,81.002998,-52.973999,28.028999,,0.0,5.396,33.424999,-13.477,19.948,0.0,0.0,19.948,0.0,,19.948,,,19.947999,0.135,0.135,0.135,147.761993,0.13,0.13,0.13,152.496002,
09/30/1997,100.612999,-12.498,88.114999,-59.688999,28.426001,,0.0,5.659,34.085001,-13.6,20.485001,0.0,0.0,20.485001,0.0,,20.485001,,,20.485,0.14,0.14,0.14,146.322006,0.135,0.135,0.135,153.141998,
