Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,Market Cap/EV,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV/Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,6711.078157,-1919,494,0,38565,43851.078157,43392,88.87583,0.879454,15.304249,,,10.120258,6825.332268,43965.332268,237.679093,,
06/30/1990,6617.003372,-2772,494,0,38929,43268.003372,43890,88.696742,0.899718,15.293064,,,9.686144,6711.561729,43362.561729,233.766107,,
09/30/1990,6077.338234,-2016,494,0,40766,45321.338234,45841,88.929125,0.899488,13.409441,,,9.893329,6148.841459,45392.841459,245.163086,,
12/31/1990,8238.396561,-2200,494,0,42389,48921.396561,47578,89.093699,0.866472,16.840068,5.66351,46.414987,10.419893,8220.823572,48903.823572,263.508434,,
03/31/1991,8737.808693,-1210,494,0,43500,51521.808693,48901,88.955236,0.844303,16.959437,5.987427,42.68584,10.499655,8928.45533,51712.45533,275.657735,,
06/30/1991,9812.374563,-1977,494,0,42993,51322.374563,48569,88.519426,0.837705,19.119097,6.183419,41.623986,10.098854,10024.05443,51534.05443,272.633169,,
09/30/1991,11214.453125,-2072,494,0,49624,59260.453125,55502,89.409391,0.837388,18.924008,7.274792,42.725633,11.006771,11538.937283,59584.937283,313.754881,,
12/31/1991,13006.428105,-1555,494,0,48436,60381.428105,54504,88.866872,0.802167,21.540445,7.480355,40.660894,10.832693,12983.986975,60358.986975,318.586738,,
03/31/1992,11001.664032,-1357,494,0,56088,66226.664032,62384,89.907669,0.84691,16.612137,8.451591,44.004428,11.414454,11368.203289,66593.203289,347.637397,,
06/30/1992,10697.705385,-1811,494,0,58899,68279.705385,65481,89.948229,0.862614,15.667474,8.561719,40.235536,11.215458,11035.24156,68617.24156,358.226211,,
09/30/1992,11935.18734,-1454,494,0,63950,74925.18734,70832,90.284052,0.853518,15.929473,9.348121,42.838872,11.729052,12330.687523,75320.687523,392.354479,,
12/31/1992,12598.357566,-1149,494,0,58172,70115.357566,65480,88.83934,0.829661,17.968043,9.203906,40.088827,10.289897,13021.590053,70538.590053,365.927442,,
03/31/1993,13048.833075,-1742,494,0,77695,89495.833075,85209,91.181683,0.868141,14.580381,11.399291,45.108787,12.748694,13514.658611,89961.658611,465.522828,,
06/30/1993,13078.901236,-1772,494,0,79199,90999.901236,87230,90.793305,0.87032,14.372435,11.372145,42.325535,12.073756,13608.123447,91529.123447,472.258195,,
09/30/1993,15161.173519,-2285,494,0,75207,88577.173519,83631,89.92718,0.849056,17.116344,10.735326,37.139276,11.169883,15795.54031,89211.54031,457.895688,,
12/31/1993,13395.411041,-1008,494,0,75604,88485.411041,85463,88.464014,0.854423,15.138553,10.26632,32.881981,9.448522,13984.473958,89074.473958,458.267042,,
03/31/1994,12064.314655,-1760,494,0,88293,99091.314655,98144,89.962708,0.891027,12.174947,11.871489,38.244429,10.590073,12631.073467,99658.073467,515.402671,,
06/30/1994,11836.792023,-1861,494,0,75522,85991.792023,85209,88.631483,0.878247,13.765025,9.95045,35.141721,9.354051,12400.682098,86555.682098,450.416895,,
09/30/1994,11500.946651,-1524,494,0,74288,84758.946651,84021,88.415991,0.876462,13.569006,10.052057,39.367834,9.174039,12040.224335,85298.224335,447.711494,,
12/31/1994,10534.71885,-2210,494,0,76329,85147.71885,85897,88.861078,0.89643,12.372285,9.970459,48.078893,9.383703,11011.612638,85624.612638,453.634861,,
03/31/1995,11431.399628,-1153,494,0,77572,88344.399628,87212,88.946475,0.878064,12.939586,9.666747,54.600989,9.659348,12011.204926,88924.204926,471.421572,,
06/30/1995,13170.736771,-1812,494,0,82277,94129.736771,92148,89.287885,0.874081,13.99211,10.279539,60.61155,10.038364,13901.649937,94860.649937,501.175288,,
09/30/1995,14513.229317,-1519,494,0,90478,103966.229317,100591,89.946417,0.870263,13.959561,10.781523,63.278289,10.808424,15420.914478,104873.914478,554.279604,,
12/31/1995,15016.058759,-1535,494,0,94106,108081.058759,104557,90.004495,0.870698,13.893331,10.427502,57.921253,10.854781,16036.35766,109101.35766,577.615279,,
03/31/1996,15545.900253,-732,694,0,112466,127973.900253,123313,91.203685,0.87882,12.147712,11.623424,59.940937,12.604541,16777.122223,129205.122223,683.256264,,
06/30/1996,15791.025517,-651,694,0,108413,124247.025517,119444,90.76471,0.87256,12.709379,10.790952,53.393651,12.019641,17105.589977,125561.589977,665.846846,,
09/30/1996,16523.462185,-1088,694,0,117776,133905.462185,128854,91.402673,0.879546,12.339648,11.372014,60.535923,12.895364,17931.064207,135313.064207,720.239367,,
12/31/1996,18053.108265,-906,694,0,122636,140477.108265,134068,91.472984,0.872996,12.851281,11.330627,60.238897,13.082241,19675.146664,142099.146664,759.651883,,
03/31/1997,17795.630196,-1174,694,0,127805,145120.630196,138961,91.971848,0.880681,12.262647,11.557871,62.578969,13.871213,19958.308548,147283.308548,801.213655,,
06/30/1997,18689.075089,-752,694,0,139836,158467.075089,151184,92.493915,0.882429,11.793664,12.232117,71.639727,14.873951,20681.802092,160459.802092,885.00907,,
09/30/1997,20248.428904,-813,694,0,153485,173614.428904,165117,92.955298,0.884057,11.662872,12.714349,72.64202,15.872594,22472.298111,175838.298111,974.245438,,
12/31/1997,19901.89346,-1758,694,0,137525,156362.89346,148929,92.34266,0.879525,12.728016,,73.965418,14.59971,22276.670811,158737.670811,886.823238,,
03/31/1998,23898.761146,-1113,694,0,149683,173162.761146,161280,92.8094,0.864406,13.801328,,84.38731,15.882121,26619.259439,175883.259439,973.185313,,
06/30/1998,20680.027682,-1522,694,0,162703,182555.027682,174419,93.282842,0.891255,11.328106,,86.601057,16.562786,23419.991457,185294.991457,1033.381012,,
09/30/1998,14805.228716,-3405,694,0,166775,178869.228716,178294,93.539323,0.932385,8.277124,,107.493527,16.523716,16619.927237,180683.927237,1022.396126,,
12/31/1998,18386.567529,-1203,694,0,137237,155114.567529,148498,92.416733,0.884746,11.85354,,97.679199,14.679149,20398.409559,157126.409559,886.338585,,
03/31/1999,21799.993143,-1450,694,0,146600,167643.993143,158230,92.64994,0.874472,13.003742,,86.772253,15.329553,24228.752083,170072.752083,948.765328,,
06/30/1999,24720.974571,-2094,694,0,150722,174042.974571,162525,92.737733,0.866005,14.203949,,82.877607,15.666844,27613.729706,176935.729706,989.161566,,
09/30/1999,19980.153873,-1609,694,0,140793,159858.153873,152801,92.141413,0.880737,12.498677,,61.531237,14.129234,22241.275665,162119.275665,914.096768,,
12/31/1999,20867.419754,-2463,694,0,142646,161744.419754,154085,92.576175,0.881922,12.901477,11.689269,52.599811,15.052994,24071.03264,164948.03264,981.476742,,
03/31/2000,21409.638355,-1901,694,0,163510,183712.638355,175133,93.36333,0.890031,11.653873,12.883074,58.656653,16.809648,24187.982018,186490.982018,1130.525406,,
06/30/2000,17605.573988,-2498,694,0,150755,166556.573988,162506,92.768882,0.905128,10.570327,11.383813,52.425739,15.063451,20233.376684,169184.376684,1041.831566,,
09/30/2000,26102.424448,-881,694,0,175332,201247.424448,187294,93.61325,0.871226,12.970315,13.355062,61.99859,17.860084,29649.132263,204794.132263,1259.607054,,
09/12/2020,,-881,694,0,175332,,187294,93.6132497570664,,12.9703147851992,,,,,,1259.60705430551,,
