Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,3181.0,171.0,26.0,145.0,569.0,,,445.0,,,,,150.0,,,,,1335.0,1124.0,,,0.0,722.0,,,,,722.0,1846.0,,,,,,,71.0,,,,,,582.0,,,582.0,653.0,860.0,,,,,440.0,,,,,,440.0,1300.0,1953.0,0.0,,,,,,1228.0,1228.0,0.0,1228.0,3181.0,
12/31/1992,3096.0,216.0,30.0,186.0,500.0,,,437.0,,,,,165.0,,,,,1318.0,1100.0,2236.0,-1136.0,0.0,678.0,,,,,678.0,1778.0,,244.0,244.0,,,,49.0,,,,,,362.0,,,362.0,655.0,833.0,,,,,660.0,,,,,,660.0,1493.0,2148.0,0.0,469.0,,,,,479.0,948.0,0.0,948.0,3096.0,
03/31/1993,3133.0,224.0,17.0,207.0,595.0,,,440.0,,,,,169.0,,,,,1428.0,1091.0,,,0.0,614.0,,,,,614.0,1705.0,,,,,,,107.0,,,,,,630.0,,,630.0,737.0,755.0,,,,,656.0,,,,,,656.0,1411.0,2148.0,0.0,,,,,,985.0,985.0,0.0,985.0,3133.0,
06/30/1993,3212.0,247.0,20.0,227.0,610.0,,,430.0,,,,,188.0,,,,,1475.0,1171.0,,,0.0,566.0,,,,,566.0,1737.0,,,,,,,28.0,,,,,,738.0,,,738.0,766.0,749.0,,,,,700.0,,,,,,700.0,1449.0,2215.0,0.0,,,,,,997.0,997.0,0.0,997.0,3212.0,
09/30/1993,3219.0,245.0,18.0,227.0,599.0,,,439.0,,,,,198.0,,,,,1481.0,1173.0,,,0.0,565.0,,,,,565.0,1738.0,,,,,,,42.0,,,,,,690.0,,,690.0,732.0,746.0,,,,,699.0,,,,,,699.0,1445.0,2177.0,0.0,,,,,,1042.0,1042.0,0.0,1042.0,3219.0,
12/31/1993,3268.0,300.0,32.0,268.0,550.0,,,434.0,,,,,182.0,,,,,1466.0,1188.0,2486.0,-1298.0,0.0,614.0,,,,,614.0,1802.0,,266.0,266.0,,,,124.0,,,,,,397.0,,,397.0,787.0,649.0,,,,,727.0,,,,,,727.0,1376.0,2163.0,0.0,571.0,,,,,534.0,1105.0,0.0,1105.0,3268.0,
03/31/1994,4588.0,43.0,22.0,21.0,879.0,,,656.0,,,,,207.0,,,,,1785.0,1525.0,,,0.0,1278.0,,,,,1278.0,2803.0,,,,,,,159.0,,,,,,898.0,,,898.0,1057.0,1199.0,,,,,892.0,,,,,,892.0,2091.0,3148.0,0.0,,,,,,1440.0,1440.0,0.0,1440.0,4588.0,
06/30/1994,4682.0,35.0,13.0,22.0,901.0,,,665.0,,,,,227.0,,,,,1828.0,1421.0,,,0.0,1433.0,,,,,1433.0,2854.0,,,,,,,41.0,,,,,,992.0,,,992.0,1033.0,1208.0,,,,,913.0,,,,,,913.0,2121.0,3154.0,0.0,,,,,,1528.0,1528.0,0.0,1528.0,4682.0,
09/30/1994,4695.0,63.0,16.0,47.0,934.0,,,677.0,,,,,220.0,,,,,1894.0,1423.0,,,0.0,1378.0,,,,,1378.0,2801.0,,,,,,,28.0,,,,,,1029.0,,,1029.0,1057.0,1113.0,,,,,919.0,,,,,,919.0,2032.0,3089.0,0.0,,,,,,1606.0,1606.0,0.0,1606.0,4695.0,
12/31/1994,4682.0,41.0,18.0,23.0,889.0,,,698.0,,,,,218.0,,,,,1846.0,1469.0,2910.0,-1441.0,0.0,1367.0,,,,,1367.0,2836.0,,36.0,36.0,,,,449.0,,,,,,617.0,,,617.0,1102.0,1053.0,,,,,847.0,,,,,,847.0,1900.0,3002.0,0.0,845.0,,,,,835.0,1680.0,0.0,1680.0,4682.0,
03/31/1995,4926.0,61.0,22.0,39.0,1052.0,,,735.0,,,,,229.0,,,,,2077.0,1475.0,,,0.0,1374.0,,,,,1374.0,2849.0,,1133.0,1133.0,,,,53.0,,,,,,0.0,,,0.0,1186.0,1102.0,,,,,872.0,,,,,,872.0,1974.0,3160.0,0.0,,,,,,1766.0,1766.0,0.0,1766.0,4926.0,
06/30/1995,5081.0,27.0,9.0,18.0,1053.0,,,773.0,,,,,237.0,,,,,2090.0,1542.0,3049.0,-1507.0,0.0,1449.0,,,,,1449.0,2991.0,,1109.0,1109.0,,,,40.0,,,,,,0.0,,,0.0,1149.0,1181.0,,,,,893.0,,,,,,893.0,2074.0,3223.0,0.0,,,,0.0,,1858.0,1858.0,0.0,1858.0,5081.0,
09/30/1995,5065.0,39.0,14.0,25.0,1032.0,,,756.0,,,,,240.0,,,,,2067.0,1561.0,,,0.0,1437.0,,,,,1437.0,2998.0,,1072.0,1072.0,,,,39.0,,,,,,0.0,,,0.0,1111.0,1147.0,,,,,896.0,,,,,,896.0,2043.0,3154.0,0.0,,,,0.0,,1911.0,1911.0,0.0,1911.0,5065.0,
12/31/1995,5053.0,84.0,56.0,28.0,932.0,,,735.0,,,,,216.0,,,,,1967.0,1653.0,3214.0,-1561.0,0.0,1433.0,,,,,1433.0,3086.0,,486.0,486.0,,,,50.0,,,,,,609.0,,,609.0,1145.0,1084.0,,,,,849.0,,,,,,849.0,1933.0,3078.0,0.0,851.0,,,,,1124.0,1975.0,0.0,1975.0,5053.0,
03/31/1996,5130.0,26.0,3.0,23.0,1086.0,,,739.0,,,,,228.0,,,,,2079.0,1637.0,,,0.0,1414.0,,,,,1414.0,3051.0,,1119.0,1119.0,,,,42.0,,,,,,0.0,,,0.0,1161.0,1071.0,,,,,852.0,,,,,,852.0,1923.0,3084.0,0.0,,,,,,2046.0,2046.0,0.0,2046.0,5130.0,
06/30/1996,5255.0,29.0,8.0,21.0,1093.0,,,735.0,,,,,245.0,,,,,2102.0,1686.0,,,0.0,1467.0,,,,,1467.0,3153.0,,1113.0,1113.0,,,,41.0,,,,,,0.0,,,0.0,1154.0,1143.0,,,,,854.0,,,,,,854.0,1997.0,3151.0,0.0,,,,,,2104.0,2104.0,0.0,2104.0,5255.0,
09/30/1996,5277.0,56.0,25.0,31.0,1056.0,,,736.0,,,,,240.0,,,,,2088.0,1708.0,,,0.0,1481.0,,,,,1481.0,3189.0,,1131.0,1131.0,,,,31.0,,,,,,0.0,,,0.0,1162.0,1125.0,,,,,859.0,,,,,,859.0,1984.0,3146.0,0.0,,,,,,2131.0,2131.0,0.0,2131.0,5277.0,
12/31/1996,5307.0,60.0,22.0,38.0,985.0,,,729.0,,,,,243.0,,,,,2017.0,1792.0,3496.0,-1704.0,0.0,1498.0,,,,,1498.0,3290.0,,512.0,512.0,,,,30.0,,,,,,688.0,,,688.0,1230.0,1062.0,,,,,855.0,,,,,,855.0,1917.0,3147.0,0.0,869.0,,,,,1291.0,2160.0,0.0,2160.0,5307.0,
03/31/1997,5359.0,68.0,25.0,43.0,1081.0,,,723.0,,,,,261.0,,,,,2133.0,1743.0,3475.0,-1732.0,0.0,1483.0,,,,,1483.0,3226.0,,1178.0,1178.0,,,,30.0,,,,,,0.0,,,0.0,1208.0,1121.0,,,,,840.0,,,,,,840.0,1961.0,3169.0,0.0,,,,0.0,,2190.0,2190.0,0.0,2190.0,5359.0,
06/30/1997,5400.0,52.0,23.0,29.0,1120.0,,,744.0,,,,,249.0,,,,,2165.0,1762.0,3517.0,-1755.0,0.0,1473.0,,,,,1473.0,3235.0,,1198.0,1198.0,,,,30.0,,,,,,0.0,,,0.0,1228.0,1055.0,,,,,843.0,,,,,,843.0,1898.0,3126.0,0.0,,,,0.0,,2274.0,2274.0,0.0,2274.0,5400.0,
09/30/1997,5845.0,94.0,24.0,70.0,1144.0,,,785.0,,,,,287.0,,,,,2310.0,1837.0,3638.0,-1801.0,0.0,1698.0,,,,,1698.0,3535.0,,1313.0,1313.0,,,,30.0,,,,,,0.0,,,0.0,1343.0,1387.0,,,,,880.0,,,,,,880.0,2267.0,3610.0,0.0,,,,0.0,,2235.0,2235.0,0.0,2235.0,5845.0,
12/31/1997,5606.0,90.0,53.0,37.0,958.0,,,734.0,258.0,330.0,235.0,,273.0,,,,,2055.0,1759.0,3360.0,-1601.0,0.0,1792.0,966.0,,,,826.0,3551.0,,519.0,519.0,,,,104.0,,,,,,734.0,,,734.0,1357.0,1272.0,,,,,906.0,,,,,,906.0,2178.0,3535.0,0.0,881.0,,,0.0,,1190.0,2071.0,0.0,2071.0,5606.0,
03/31/1998,5323.0,75.0,46.0,29.0,991.0,,,693.0,247.0,520.0,,,275.0,,,,,2034.0,1612.0,3076.0,-1464.0,0.0,1677.0,1030.0,,,,647.0,3289.0,,1162.0,1162.0,,,,288.0,,,,,,0.0,,,0.0,1450.0,1291.0,,,,,706.0,,,,,,706.0,1997.0,3447.0,0.0,,,,0.0,,1876.0,1876.0,0.0,1876.0,5323.0,
06/30/1998,5302.0,62.0,44.0,18.0,999.0,,,684.0,251.0,433.0,,,275.0,,,,,2020.0,1616.0,3092.0,-1476.0,0.0,1666.0,1017.0,,,,649.0,3282.0,,1071.0,1071.0,,,,379.0,,,,,,0.0,,,0.0,1450.0,1192.0,,,,,708.0,,,,,,708.0,1900.0,3350.0,0.0,,,,0.0,,1952.0,1952.0,0.0,1952.0,5302.0,
09/30/1998,5493.0,91.0,47.0,44.0,1001.0,,,687.0,263.0,424.0,,,282.0,,,,,2061.0,1712.0,3238.0,-1526.0,0.0,1720.0,1052.0,,,,668.0,3432.0,,1186.0,1186.0,,,,396.0,,,,,,0.0,,,0.0,1582.0,1194.0,,,,,709.0,,,,,,709.0,1903.0,3485.0,0.0,,,,0.0,,2008.0,2008.0,0.0,2008.0,5493.0,
12/31/1998,5665.0,122.0,80.0,42.0,885.0,,,707.0,282.0,297.0,128.0,,268.0,,,,,1982.0,1837.0,3387.0,-1550.0,0.0,1846.0,1239.0,,,,607.0,3683.0,,445.0,445.0,,,,333.0,,,,,,738.0,,,738.0,1516.0,1191.0,,,,,901.0,,,,,,901.0,2092.0,3608.0,0.0,889.0,,,0.0,,1168.0,2057.0,0.0,2057.0,5665.0,
03/31/1999,5664.0,40.0,20.0,20.0,1018.0,1018.0,,714.0,281.0,433.0,,0.0,290.0,,,,,2062.0,1781.0,3333.0,-1552.0,0.0,1821.0,1015.0,1015.0,0.0,,806.0,3602.0,,1181.0,1181.0,,,,398.0,,,,,,0.0,,,0.0,1579.0,1188.0,,,,,879.0,,,,,,879.0,2067.0,3646.0,0.0,,,,0.0,,2018.0,2018.0,0.0,2018.0,5664.0,
06/30/1999,8341.0,44.0,26.0,18.0,1429.0,1429.0,,982.0,355.0,627.0,,0.0,323.0,,,,,2778.0,2393.0,3967.0,-1574.0,0.0,3170.0,2463.0,1977.0,486.0,,707.0,5563.0,,1483.0,1483.0,,,,1578.0,,,,,,0.0,,,0.0,3061.0,2008.0,,,,,1147.0,,,,,,1147.0,3155.0,6216.0,0.0,,,,0.0,,2125.0,2125.0,0.0,2125.0,8341.0,
09/30/1999,8369.0,71.0,35.0,36.0,1400.0,1400.0,,950.0,337.0,681.0,,0.0,352.0,,,,,2773.0,2405.0,4006.0,-1601.0,0.0,3191.0,2446.0,1970.0,476.0,,745.0,5596.0,,1616.0,1616.0,,,,1201.0,,,,,,0.0,,,0.0,2817.0,1946.0,,,,,1156.0,,,,,,1156.0,3102.0,5919.0,0.0,,,,0.0,,2450.0,2450.0,0.0,2450.0,8369.0,
12/31/1999,8342.0,162.0,79.0,83.0,1165.0,,,876.0,287.0,332.0,295.0,0.0,349.0,,,,,2552.0,2294.0,3844.0,-1550.0,0.0,3496.0,2451.0,1853.0,598.0,,1045.0,5790.0,,487.0,487.0,,,,970.0,,,,,,1111.0,,,1111.0,2568.0,1915.0,,,,,1235.0,,,,,,1235.0,3150.0,5718.0,0.0,1078.0,,,0.0,,1546.0,2624.0,0.0,2624.0,8342.0,
03/31/2000,8602.0,101.0,67.0,34.0,1406.0,1406.0,,975.0,364.0,650.0,,-39.0,438.0,,,,,2920.0,2320.0,4008.0,-1688.0,0.0,3362.0,2630.0,2010.0,620.0,,732.0,5682.0,,1697.0,1697.0,,,,927.0,,,,,,0.0,,,0.0,2624.0,2104.0,,,,,1211.0,,,,,,1211.0,3315.0,5939.0,0.0,,,,0.0,,2663.0,2663.0,0.0,2663.0,8602.0,
06/30/2000,8614.0,145.0,78.0,67.0,1426.0,1426.0,,965.0,402.0,603.0,,-40.0,430.0,,,,,2966.0,2285.0,4029.0,-1744.0,0.0,3363.0,2607.0,2009.0,598.0,,756.0,5648.0,,526.0,526.0,,,,425.0,,,,,,1184.0,,,1184.0,2135.0,2490.0,,,,,1221.0,,,,,,1221.0,3711.0,5846.0,0.0,,,,0.0,,2768.0,2768.0,0.0,2768.0,8614.0,
09/30/2000,8684.0,201.0,32.0,169.0,1356.0,,,981.0,432.0,591.0,,-42.0,438.0,,,,,2976.0,2276.0,4060.0,-1784.0,0.0,3432.0,2631.0,,,,801.0,5708.0,,452.0,452.0,,,,371.0,,,,,,1225.0,,,1225.0,2048.0,2447.0,,,,,1317.0,,,,,,1317.0,3764.0,5812.0,0.0,,,,0.0,,2872.0,2872.0,0.0,2872.0,8684.0,
12/31/2000,8180.0,126.0,82.0,44.0,1219.0,,,872.0,310.0,290.0,311.0,0.0,354.0,,,,,2571.0,2274.0,4047.0,-1773.0,0.0,3335.0,2582.0,2026.0,556.0,,753.0,5609.0,,396.0,396.0,,,,557.0,,,,,,1154.0,,,1154.0,2107.0,2447.0,,,,,1216.0,,,,,,1216.0,3663.0,5770.0,0.0,1300.0,,,0.0,,1110.0,2410.0,0.0,2410.0,8180.0,
03/31/2001,8193.0,377.0,120.0,257.0,1272.0,,,840.0,358.0,520.0,,-38.0,339.0,,,,,2828.0,2130.0,,,0.0,3235.0,2495.0,1952.0,543.0,,740.0,5365.0,,460.0,460.0,,,,482.0,,,,,,1132.0,,,1132.0,2074.0,2498.0,,,,,1194.0,,,,,,1194.0,3692.0,5766.0,0.0,,,,0.0,,2427.0,2427.0,0.0,2427.0,8193.0,
06/30/2001,7867.0,207.0,105.0,102.0,1215.0,1215.0,,781.0,344.0,476.0,,0.0,336.0,,,,,2539.0,2105.0,,,0.0,3223.0,2474.0,1922.0,552.0,,749.0,5328.0,,332.0,332.0,,,,105.0,,,,,,1231.0,,,1231.0,1668.0,2544.0,,,,,1197.0,,,,,,1197.0,3741.0,5409.0,0.0,,,,0.0,,2458.0,2458.0,0.0,2458.0,7867.0,
09/30/2001,7893.0,211.0,100.0,111.0,1171.0,1171.0,,739.0,376.0,400.0,,0.0,466.0,,,,,2587.0,2055.0,,,0.0,3251.0,2446.0,1902.0,544.0,,805.0,5306.0,,329.0,329.0,,,,189.0,,,,,,1362.0,,,1362.0,1880.0,2327.0,,,,,1232.0,,,,,,1232.0,3559.0,5439.0,0.0,,,,0.0,,2454.0,2454.0,0.0,2454.0,7893.0,
12/31/2001,7646.0,311.0,112.0,199.0,1070.0,,,681.0,260.0,217.0,238.0,0.0,325.0,,,,,2387.0,2050.0,3816.0,-1766.0,0.0,3209.0,2435.0,1902.0,533.0,,774.0,5259.0,,418.0,418.0,,,,188.0,,,,,,1063.0,,,1063.0,1669.0,2252.0,,,,,1250.0,,,,,,1250.0,3502.0,5171.0,0.0,1383.0,,,0.0,,1092.0,2475.0,0.0,2475.0,7646.0,
03/31/2002,7550.0,262.0,94.0,168.0,1096.0,,,668.0,272.0,430.0,,-34.0,345.0,,,,,2371.0,1999.0,,,0.0,3180.0,2433.0,1918.0,515.0,,747.0,5179.0,,356.0,356.0,,,,197.0,,,,,,1116.0,,,1116.0,1669.0,2144.0,,,,,1230.0,,,,,,1230.0,3374.0,5043.0,0.0,,,,0.0,,2507.0,2507.0,0.0,2507.0,7550.0,
06/30/2002,7655.0,322.0,64.0,258.0,1171.0,1171.0,,669.0,205.0,498.0,,0.0,338.0,,,,,2500.0,1974.0,,,0.0,3181.0,2444.0,1935.0,509.0,,737.0,5155.0,,374.0,374.0,,,,344.0,,,,,,1172.0,,,1172.0,1890.0,1934.0,,,,,1250.0,,,,,,1250.0,3184.0,5074.0,0.0,,,,0.0,,2581.0,2581.0,0.0,2581.0,7655.0,
09/30/2002,7470.0,379.0,89.0,290.0,1139.0,1139.0,,634.0,185.0,482.0,,0.0,311.0,,,,,2463.0,1898.0,,,0.0,3109.0,2398.0,1893.0,505.0,,711.0,5007.0,,368.0,368.0,,,,199.0,,,,,,1257.0,,,1257.0,1824.0,1833.0,,,,,1208.0,,,,,,1208.0,3041.0,4865.0,0.0,,,,0.0,,2605.0,2605.0,0.0,2605.0,7470.0,
12/31/2002,7138.0,428.0,75.0,353.0,1032.0,,,698.0,283.0,160.0,289.0,0.0,299.0,,,,,2457.0,1955.0,3834.0,-1879.0,0.0,2726.0,2420.0,1910.0,510.0,,306.0,4681.0,,488.0,488.0,,,,201.0,,,,,,1045.0,,,1045.0,1734.0,1887.0,,,,,1215.0,,,,,,1215.0,3102.0,4836.0,0.0,1448.0,,,0.0,1603.0,-749.0,2302.0,0.0,2302.0,7138.0,
03/31/2003,7262.0,102.0,59.0,43.0,1231.0,1231.0,,777.0,323.0,489.0,,0.0,299.0,,,,,2409.0,2047.0,,,0.0,2806.0,2440.0,1935.0,505.0,,366.0,4853.0,,473.0,473.0,,,,205.0,,,,,,1114.0,,,1114.0,1792.0,1874.0,,,,,1216.0,,,,,,1216.0,3090.0,4882.0,0.0,,,,0.0,,2380.0,2380.0,0.0,2380.0,7262.0,
06/30/2003,7656.0,429.0,87.0,342.0,1269.0,1269.0,,753.0,322.0,467.0,,0.0,295.0,,,,,2746.0,2071.0,,,0.0,2839.0,2462.0,1964.0,498.0,,377.0,4910.0,,473.0,473.0,,,,53.0,,,,,,1157.0,,,1157.0,1683.0,1913.0,,,,,1254.0,,,,,,1254.0,3167.0,4850.0,0.0,,,,0.0,,2806.0,2806.0,0.0,2806.0,7656.0,
09/30/2003,7903.0,594.0,72.0,522.0,1314.0,1314.0,,735.0,313.0,459.0,,0.0,306.0,,,,,2949.0,2059.0,,,0.0,2895.0,2506.0,1998.0,508.0,,389.0,4954.0,,504.0,504.0,,,,41.0,,,,,,1247.0,,,1247.0,1792.0,1901.0,,,,,1267.0,,,,,,1267.0,3168.0,4960.0,0.0,,,,0.0,,2943.0,2943.0,0.0,2943.0,7903.0,
12/31/2003,8223.0,865.0,61.0,804.0,1190.0,1190.0,,721.0,301.0,173.0,279.0,0.0,317.0,,,,,3093.0,2076.0,4223.0,-2147.0,0.0,3054.0,2146.0,2095.0,51.0,,908.0,5130.0,,526.0,526.0,,,,302.0,,,,,,1298.0,,,1298.0,2126.0,1651.0,,,,,1329.0,,,,,,1329.0,2980.0,5106.0,0.0,1932.0,,,0.0,1816.0,-631.0,3117.0,0.0,3117.0,8223.0,
03/31/2004,8193.0,579.0,65.0,514.0,1399.0,1399.0,,751.0,345.0,440.0,,0.0,330.0,,,,,3059.0,2030.0,,,0.0,3104.0,2627.0,2086.0,541.0,,477.0,5134.0,,630.0,630.0,,,,300.0,,,,,,1282.0,,,1282.0,2212.0,1662.0,,,,,1276.0,,,,,,1276.0,2938.0,5150.0,0.0,,,,0.0,,3043.0,3043.0,0.0,3043.0,8193.0,
06/30/2004,8555.0,289.0,86.0,203.0,1579.0,1579.0,,877.0,340.0,572.0,,0.0,328.0,,,,,3073.0,2059.0,,,0.0,3423.0,3035.0,2461.0,574.0,,388.0,5482.0,,821.0,821.0,,,,293.0,,,,,,1342.0,,,1342.0,2456.0,1614.0,,,,,1301.0,,,,,,1301.0,2915.0,5371.0,0.0,,,,0.0,,3184.0,3184.0,0.0,3184.0,8555.0,
09/30/2004,8883.0,350.0,83.0,267.0,1649.0,1649.0,,930.0,356.0,611.0,,0.0,296.0,,,,,3225.0,2057.0,,,0.0,3601.0,2496.0,2496.0,0.0,,1105.0,5658.0,,761.0,761.0,,,,294.0,,,,,,1469.0,,,1469.0,2524.0,1647.0,,,,,1342.0,,,,,,1342.0,2989.0,5513.0,0.0,,,,0.0,,3370.0,3370.0,0.0,3370.0,8883.0,
12/31/2004,9075.0,296.0,85.0,211.0,1612.0,1612.0,,966.0,398.0,206.0,412.0,-50.0,308.0,,,,,3182.0,2147.0,4485.0,-2338.0,0.0,3746.0,3077.0,2433.0,644.0,,669.0,5893.0,,776.0,776.0,,,,39.0,39.0,0.0,0.0,,,1447.0,,,1447.0,2262.0,1734.0,1734.0,0.0,0.0,,1473.0,,,,,,1473.0,3207.0,5469.0,0.0,2070.0,,,0.0,2112.0,-576.0,3606.0,0.0,3606.0,9075.0,
03/31/2005,9274.0,343.0,90.0,253.0,1709.0,1709.0,,1018.0,424.0,648.0,,-54.0,333.0,,,,,3403.0,2105.0,,,0.0,3766.0,3068.0,2434.0,634.0,,698.0,5871.0,,751.0,751.0,,,,366.0,366.0,0.0,0.0,,,1408.0,,,1408.0,2525.0,1734.0,1734.0,0.0,0.0,,1487.0,,,,,,1487.0,3221.0,5746.0,0.0,,,,0.0,,3528.0,3528.0,0.0,3528.0,9274.0,
06/30/2005,9507.0,445.0,130.0,315.0,1759.0,1759.0,,1031.0,426.0,667.0,,-124.0,328.0,,,,,3563.0,2075.0,,,0.0,3869.0,3185.0,2543.0,642.0,,684.0,5944.0,,768.0,768.0,,,,272.0,272.0,0.0,0.0,,,1537.0,,,1537.0,2577.0,1941.0,1941.0,0.0,0.0,,1500.0,,,,,,1500.0,3441.0,6018.0,0.0,,,,0.0,,3489.0,3489.0,0.0,3489.0,9507.0,
