Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1999,7643.0,2593.0,7784.0,4703.0,3081.0,-5191.0,5050.0,2192.0,,,,2513.0,345.0,-381.0,7262.0,-4520.0,0.0,4520.0,2742.0,0.0,0.0,2742.0,-969.0,1773.0,0.0,,,1773.0,0.0,1773.0,-27.0,,1746.0,1746.0,,1941.400452,0.9,0.9,0.9,2034.600037,0.86,0.86,0.86,
06/30/1999,7710.0,2570.0,7586.0,4543.0,3043.0,-5016.0,5140.0,1818.0,,,,2979.0,343.0,-283.0,7427.0,-4493.0,0.0,4493.0,2934.0,0.0,0.0,2934.0,-1037.0,1897.0,0.0,,,1897.0,0.0,1897.0,-27.0,,1870.0,1870.0,,1926.400452,0.97,0.97,0.945333,2019.100525,0.93,0.93,0.906667,
12/31/1999,8438.0,2563.0,8058.0,4854.0,3204.0,-5495.0,5875.0,2664.0,,,,3006.0,205.0,-429.0,8009.0,-4629.0,0.0,4629.0,3380.0,-23.0,23.0,3357.0,-1155.0,2202.0,0.0,,,2202.0,0.0,2202.0,-25.0,,2177.0,2177.0,,1880.100037,1.16,1.16,1.146667,1971.400452,1.1,1.1,1.086667,
03/31/2000,8769.0,2414.0,8440.0,5101.0,3339.0,-6026.0,6355.0,2642.0,,,,3388.0,325.0,-342.0,8427.0,-5353.0,0.0,5353.0,3074.0,0.0,0.0,3074.0,-1086.0,1988.0,0.0,,,1988.0,0.0,1988.0,-25.0,0.0,1963.0,1963.0,,1852.999512,1.06,1.06,1.06,1945.099548,1.01,1.01,1.01,
06/30/2000,7915.0,2294.0,8858.0,5360.0,3498.0,-6564.0,5621.0,2213.0,,,,3325.0,83.0,-328.0,7587.0,-4900.0,0.0,4900.0,2687.0,-191.0,191.0,2496.0,-863.0,1633.0,0.0,,,1633.0,0.0,1633.0,-26.0,0.0,1607.0,1607.0,,1853.099976,0.87,0.87,0.93,1939.199951,0.83,0.83,0.89,
09/30/2000,7674.0,2343.0,9423.0,5745.0,3678.0,-7080.0,5331.0,1525.0,,,,3440.0,366.0,-298.0,7376.0,-5273.0,0.0,5273.0,2103.0,-30.0,30.0,2073.0,-675.0,1398.0,0.0,,,1398.0,0.0,1398.0,-24.0,0.0,1374.0,1374.0,,1893.300049,0.73,0.73,0.74,1983.400024,0.69,0.69,0.7,
12/31/2000,7461.0,2461.0,9922.0,6028.0,3894.0,-7461.0,5000.0,31.0,,,,3438.0,1531.0,-409.0,7052.0,-5867.0,0.0,5867.0,1185.0,-95.0,95.0,1090.0,-382.0,708.0,0.0,,,708.0,0.0,708.0,-21.0,0.0,687.0,687.0,95.0,1924.8,0.36,0.36,0.39,2007.1,0.34,0.34,0.37,
03/31/2001,8253.0,2418.0,9180.0,5803.0,3377.0,-6762.0,5835.0,2583.0,,,,3006.0,246.0,-447.0,7806.0,-5598.0,0.0,5598.0,2208.0,-328.0,328.0,1880.0,-656.0,1224.0,25.0,,,1199.0,0.0,1199.0,-21.0,0.0,1178.0,1178.0,,1966.6,0.6,0.61,0.72,2032.2,0.58,0.59,0.7,
06/30/2001,6871.0,2781.0,8469.0,5277.0,3192.0,-5688.0,4090.0,499.0,,,,3317.0,274.0,-525.0,6346.0,-5283.0,0.0,5283.0,1063.0,-478.0,478.0,585.0,-207.0,378.0,0.0,,,378.0,0.0,378.0,-19.0,0.0,359.0,359.0,,1978.4,0.18,0.18,0.34,2033.6,0.18,0.18,0.33,
09/30/2001,7349.0,2659.0,7709.0,4644.0,3065.0,-5050.0,4690.0,1336.0,,,,3142.0,212.0,-745.0,6604.0,-5059.0,0.0,5059.0,1545.0,-876.0,876.0,669.0,-220.0,449.0,0.0,,,449.0,0.0,449.0,-13.0,0.0,436.0,436.0,,1975.3,0.22,0.22,0.52,2020.9,0.22,0.22,0.51,
