Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1998,2931,-1399,1532,76,738,305,2651,-232,2419,-1585,834,92,926,-365,561,0,0,561,-16.0,,545,-92,35.419998,488.419998,0.538,0.6,0.6,914.263977,0.52,0.58,0.58,938.76001,
06/30/1998,3106,-1494,1612,11,863,392,2878,-178,2700,-1664,1036,0,1036,-401,635,0,0,635,-17.0,,618,0,0.0,618.0,0.67,0.67,0.67,916.133972,0.66,0.66,0.66,942.036011,
09/30/1998,3139,-1544,1595,37,1102,93,2827,-180,2647,-1831,816,0,816,-310,506,0,0,506,-14.0,,492,0,0.0,492.0,0.54,0.54,0.54,916.314026,0.52,0.52,0.52,938.098022,
12/31/1998,3165,-1509,1656,-9,1223,187,3057,-260,2797,-1891,906,92,998,-376,622,0,0,622,-13.0,,609,-92,35.419998,552.419998,0.598,0.66,0.66,917.737976,0.59,0.65,0.65,939.517029,
03/31/1999,3150,-1481,1669,276,1138,139,3222,-219,3003,-1930,1073,0,1073,-412,661,0,0,661,-16.0,,645,0,0.0,645.0,0.7,0.7,0.7,919.052002,0.68,0.68,0.68,942.088013,
06/30/1999,3231,-1530,1701,285,1320,96,3402,-241,3161,-2080,1081,50,1131,-431,700,0,0,700,-15.0,,685,-50,20.25,655.25,0.706,0.74,0.74,921.099976,0.687,0.72,0.72,946.921997,
09/30/1999,3298,-1598,1700,282,1272,138,3392,-228,3164,-2016,1148,0,1148,-437,711,0,0,711,-13.0,,698,0,0.0,698.0,0.76,0.76,0.76,921.817993,0.74,0.74,0.74,946.471985,
12/31/1999,3373,-1701,1672,491,1400,87,3650,-245,3405,-2481,924,-850,74,-108,-34,0,0,-34,-7.0,,-41,850,-90.0,719.0,0.78,-0.05,-0.05,915.43103,0.78,-0.05,-0.05,915.43103,
03/31/2000,4116,-2068,2048,602,1715,137,4502,-320,4182,-2645,1537,266,1803,-727,1076,0,0,1076,-10.0,0.0,1066,-266,117.0,917.0,0.86,0.99,0.99,1080.552002,0.84,0.97,0.97,1097.411987,
06/30/2000,4063,-2039,2024,820,1030,304,4178,-335,3843,-2379,1464,226,1690,-719,971,0,0,971,-10.0,0.0,961,-226,151.0,886.0,0.83,0.89,0.89,1080.746948,0.81,0.87,0.87,1101.80603,
09/30/2000,4109,-2180,1929,752,1163,185,4029,-325,3704,-2250,1454,124,1578,-609,969,0,0,969,-9.0,0.0,960,-124,65.0,901.0,0.83,0.89,0.89,1080.708008,0.82,0.87,0.87,1101.499023,
12/31/2000,4114,-2210,1904,999,870,41,3814,-315,3499,-2247,1252,138,1390,-496,894,0,0,894,-10.0,0.0,884,-138,70.0,816.0,0.77,0.83,0.83,1081.0,0.75,0.81,0.81,1101.0,
03/31/2001,3918,-1999,1919,317,1251,154,3641,-315,3326,-2073,1253,-978,275,-133,142,0,0,142,-10.0,0.0,132,978,-342.0,768.0,0.7,0.12,0.12,1083.498047,0.7,0.12,0.12,1095.874023,
06/30/2001,3515,-1643,1872,-172,891,167,2758,-313,2445,-1734,711,124,835,-314,521,10,0,531,-7.0,0.0,524,-124,47.0,437.0,0.41,0.47,0.48,1083.753052,0.41,0.47,0.48,1094.52002,
09/30/2001,3306,-1485,1821,408,908,153,3290,-323,2967,-1674,1293,-52,1241,-470,771,-5,0,766,-6.0,0.0,760,52,-18.200001,798.799999,0.74,0.71,0.7,1084.285034,0.73,0.7,0.7,1091.817017,
12/31/2001,2924,-1216,1708,-322,995,14,2395,-1373,1022,-1776,-754,-87,-841,355,-486,-21,0,-507,-5.0,0.0,-512,87,-30.0,-434.0,-0.42,-0.47,-0.49,1045.584961,-0.42,-0.47,-0.49,1045.584961,
03/31/2002,2686,-976,1710,266,960,177,3113,-408,2705,-1557,1148,0,1148,-412,736,-1,0,735,-5.0,0.0,730,0,0.0,731.0,0.7,0.7,0.7,1043.873047,0.7,0.7,0.7,1049.535034,
06/30/2002,2673,-1031,1642,-126,943,187,2646,-1250,1396,-1597,-201,0,-201,95,-106,-280,0,-386,-5.0,0.0,-391,0,0.0,-111.0,-0.11,-0.11,-0.37,1045.45105,-0.11,-0.11,-0.37,1051.10498,
09/30/2002,2390,-873,1517,211,960,155,2843,-352,2491,-1589,902,-4,898,-301,597,-18,0,579,-5.0,0.0,574,4,-1.4,594.6,0.57,0.57,0.55,1045.930054,0.57,0.57,0.55,1047.032959,
12/31/2002,2352,-802,1550,119,1016,176,2861,-750,2111,-1582,529,-83,446,-149,297,-37,0,260,-5.0,0.0,255,83,-29.0,346.0,0.33,0.28,0.24,1046.060059,0.33,0.28,0.24,1047.302002,
03/31/2003,2343,-733,1610,111,888,139,2748,-280,2468,-1573,895,0,895,-318,577,-10,0,567,-5.0,0.0,562,0,0.0,572.0,0.55,0.55,0.54,1046.800049,0.55,0.55,0.54,1048.400024,
06/30/2003,2322,-737,1585,133,925,172,2815,-285,2530,-1594,936,-51,885,-314,571,53,0,624,-5.0,0.0,619,51,-13.0,604.0,0.58,0.54,0.59,1047.5,0.58,0.54,0.59,1050.800049,
09/30/2003,2213,-673,1540,286,939,157,2922,-265,2657,-1611,1046,0,1046,-371,675,0,0,675,-5.0,0.0,670,0,0.0,670.0,0.64,0.64,0.64,1048.10498,0.64,0.64,0.64,1052.66394,
12/31/2003,2342,-681,1661,84,955,353,3053,-195,2858,-1723,1135,0,1135,-403,732,0,0,732,-3.0,0.0,729,0,0.0,729.0,0.69,0.69,0.69,1052.599976,0.68,0.68,0.68,1064.400024,
03/31/2004,2413,-695,1718,272,950,235,3175,0,3175,-1964,1211,0,1211,-438,773,0,0,773,,0.0,773,0,0.0,773.0,0.71,0.71,0.71,1088.699951,0.71,0.71,0.71,1088.699951,
