Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/2016,22.289816,14434.387153,14434.387153,14434.387153,1.607704,,0.655333,9.342945,1.164689,7.39885,17.625344,14.909451,14435.156721,
03/31/2017,31.255785,17570.374783,19700.511194,14719.39803,2.779484,,0.921945,12.7339,1.473777,10.328806,22.197002,21.182035,18467.90548,
06/30/2017,24.211677,18561.245383,19271.673594,16361.719817,2.252,,0.792483,15.204998,1.303123,9.923967,18.831556,18.21462,16364.622098,
09/30/2017,22.410942,17362.652969,18192.220463,16082.851255,2.032131,18.509035,0.865755,37.58011,1.34998,11.051323,18.137309,20.007936,17085.345524,
12/31/2017,23.10585,17141.899547,18404.173769,16276.720906,2.701859,,0.947263,,1.379722,17.343553,37.252506,21.913837,17881.203033,
03/31/2018,18.388045,17550.348068,19606.640019,15711.877075,2.133763,,0.803943,,1.236794,14.992436,30.833501,18.52825,16341.75527,
06/30/2018,13.111352,14555.236367,16684.280287,13183.974208,1.595259,,0.593475,686.907463,0.974861,11.975468,24.690992,13.679059,13184.98996,
09/30/2018,16.223081,14993.297107,16074.128967,13111.549391,2.004302,,0.768599,84.878284,1.124001,13.655081,27.286164,17.699947,15525.827434,
12/31/2018,12.831724,14723.14528,16192.140401,12267.068758,1.476505,81.97325,0.580864,37.721005,0.875378,6.453207,9.258526,13.558433,12267.546689,
03/31/2019,13.613972,13166.123296,14049.021836,12378.214503,1.677291,,0.650078,23.775771,0.989646,6.697316,10.081091,15.367832,13963.904081,
06/30/2019,17.561018,15291.714152,16916.205194,14261.970927,2.367602,,0.989865,38.106626,1.351329,10.771398,19.279061,20.763863,16695.666633,
09/30/2019,15.121026,16721.254611,17354.146621,15703.440256,2.430153,,0.964709,37.613105,1.342527,10.874206,19.638619,20.908615,16633.90992,
12/31/2019,16.232644,18034.795766,19122.128203,16007.160809,2.925701,,1.113871,31.435739,1.456657,11.173447,19.089954,24.744542,17944.556381,
03/31/2020,7.790678,16396.222935,19375.904416,9852.26603,1.481289,,0.584354,18.72608,0.989283,7.320082,12.288635,12.915091,11858.533194,
06/30/2020,9.759684,10572.162643,12587.113512,9471.377635,2.036639,,0.603309,22.953514,0.954242,6.051833,8.97066,15.85,10899.351346,
09/06/2020,10.8988273372993,,,,2.2743535928774,,0.673726295498378,25.632631474859,1.02492599141131,6.50011364458634,9.63514787975309,17.7,11706.7046739,
09/30/2020,26.8588770864947,,,,,,1.57352323685283,,2.3862015234203,,,,,
12/31/2020,21.4545454545455,,,,,,1.50694548826314,,2.28523833368796,,,,,
