Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
09/30/2003,,,,,,,12.230412,,10.31941,6.606607,6.606607,5.159705,,35.978836,,,
03/31/2004,,,,,,,12.740861,,10.120656,6.555015,6.555015,4.493067,,35.231317,0.0,,
06/30/2004,,,,,,,12.227032,,10.27417,6.570467,6.570467,4.290524,,36.048689,0.0,,
09/30/2004,,,,,,,11.020675,10.38998,9.813827,6.296192,6.296192,5.416784,,35.843661,0.0,,
12/31/2004,,,,,,,12.997299,,11.70117,7.776777,7.776778,6.921692,,33.538462,0.0,,
03/31/2005,,9.385487,0.993362,6.999641,2.358078,,13.540076,,12.137405,7.805344,7.805344,6.898855,,35.691824,,,
06/30/2005,,9.4703,1.060669,7.280092,2.469413,,14.355388,61.228814,12.873838,8.107113,8.107113,7.232907,,37.026447,,,
09/30/2005,,9.332955,1.082643,7.300394,2.092706,,12.393354,45.29148,10.902559,6.995959,6.995959,6.142793,,35.83196,,,
12/31/2005,,8.0972,1.043339,7.007054,2.058837,,12.009645,-45.565731,10.655662,7.150144,7.150144,6.269127,,32.898172,0.0,8.0972,
03/31/2006,,7.999881,0.991413,6.671226,2.212861,,10.475172,,9.013105,5.759116,5.759116,4.912187,,36.102868,,,
06/30/2006,,4.452519,0.630013,4.367071,2.073988,,12.840144,-646.153846,-3.21926,-2.057006,-2.057006,-2.933309,,,,,
09/30/2006,,3.540982,0.531704,3.838333,2.665047,,8.450326,,6.858625,4.327998,4.327998,3.478494,,36.897001,,,
12/31/2006,,1.72241,0.329653,2.583467,2.874234,,5.67655,,2.125426,1.338231,1.329485,0.498557,,37.037037,0.0,1.72241,
03/31/2007,,0.072996,0.126462,1.55161,2.821821,,3.212203,-1134.722222,-0.071781,-0.044863,-0.044863,-0.897263,,,,,
06/30/2007,,-0.629677,0.024312,0.958889,3.092381,,-1.91584,,-7.295587,-4.721177,-4.721177,-5.114608,,,,,
09/30/2007,,-2.798074,-0.272245,-0.384175,3.153966,,3.493636,,-7.286239,-4.50158,-4.50158,-4.50158,,,,,
12/31/2007,,-4.692678,-0.539469,,,,28.645295,,-0.827301,-9.543507,-10.56286,-10.56286,,,,,
03/31/2008,,-4.782451,-0.561881,-1.711239,,,1.839416,-19.425287,-1.158151,-0.749392,-0.70073,-0.70073,,,,,
06/30/2008,,-15.982159,-1.875107,-9.136594,,,3.763588,,1.470723,-26.509546,-44.624098,-44.624098,,1902.484472,,,
09/30/2008,,-21.419296,-2.200128,-196.921278,,,2.965065,-7.123656,0.557785,-2.534495,-17.937176,-17.937176,,554.385965,,,
12/31/2008,,-38.606181,-3.609816,-257.116038,-3.382662,,-0.133894,,-0.592961,-8.205815,-43.353099,-43.353099,,,,,
03/31/2009,,-39.798225,-3.563375,-36.232638,-13.542349,,6.115007,110.714286,3.945769,2.29079,2.29079,2.29079,,41.943128,0.0,-39.798225,
