Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,968.9,7759.4,168.1,8896.4,1.0,1.0,-5,28.920661,231.610053,5.017611,265.548325,7.879029,63.098917,1.366978,72.344924,
06/30/2008,902.4,7693.2,184.8,8780.4,,,-2,26.457912,225.560735,5.418243,257.43689,7.307593,62.299171,1.496502,71.103265,
