Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1994,,,,,,,,,,,,,,0.0,,,,,,,,
06/30/1994,,,,,,,,,,,,,,0.0,,,,,,,,
09/30/1994,38.956001,38.956001,38.956001,,0.312583,0.243197,0.278006,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,0.0,0.096314,,0.24,,0.388875,8.714601,,
12/31/1994,39.004002,39.004002,39.004002,,0.324967,0.257409,0.282407,0.185,0.185,0.185,0.185,0.185,0.185,0.3,0.164086,,0.25,,0.299277,8.599528,,
03/31/1995,39.006001,39.006001,39.006001,,0.305799,0.246219,0.268574,0.155,0.155,0.155,0.155,0.155,0.155,0.225,0.25291,,0.24,,0.097703,8.528457,,
06/30/1995,39.006001,39.006001,39.006001,,0.313875,0.254807,0.276547,0.15,0.15,0.15,0.15,0.15,0.15,0.225,0.23945,,0.24,,0.09314,8.451982,,
09/30/1995,40.872002,39.900002,39.900002,,0.328371,0.276165,0.309499,0.155,0.155,0.155,0.155,0.155,0.155,0.2325,0.229649,,0.25,,0.069265,8.471373,,
12/31/1995,45.952,43.411999,43.411999,,0.328987,0.288192,0.328987,0.175,0.175,0.175,0.175,0.175,0.175,0.3475,0.275131,,0.27,,0.035907,8.300422,,
03/31/1996,45.952,45.953999,45.953999,,0.299822,0.254581,0.290116,0.17,0.17,0.17,0.17,0.17,0.17,0.155,0.262371,0.191844,0.25,,0.04335,8.315569,,
06/30/1996,45.952,45.952,45.952,,0.296766,0.259749,0.287779,0.165,0.165,0.165,0.165,0.165,0.165,0.2325,0.245234,0.196488,0.25,,0.018824,8.245364,,
09/30/1996,45.952473,45.956001,45.956001,,0.301158,0.26484,0.292519,0.17,0.17,0.17,0.17,0.17,0.17,0.2325,0.268278,-0.047306,0.255,,0.031424,8.184456,,
12/31/1996,45.959072,45.962002,45.962002,,0.34163,0.299182,0.333275,0.195,0.195,0.195,0.195,0.195,0.195,0.235,0.27018,-0.507006,0.285,,0.033921,8.142919,,
03/31/1997,45.976475,45.98,45.973999,,0.336712,0.298778,0.326032,0.18,0.18,0.18,0.18,0.18,0.18,0.23625,0.239875,-0.150194,0.27,0.27,0.072472,8.086157,,
06/30/1997,45.976372,45.981998,45.976002,,0.350683,0.312315,0.342809,0.175,0.175,0.175,0.175,0.175,0.175,0.23625,0.353706,-0.49478,0.27,0.27,0.062032,8.025362,,
09/30/1997,45.99733,45.986,45.98,,0.366311,0.326794,0.357416,0.185,0.185,0.185,0.185,0.185,0.185,0.23625,0.343149,-0.901892,0.275,0.275,0.134747,7.975115,,
12/31/1997,51.396927,50.588001,48.967999,,0.397219,0.355109,0.386538,0.205,0.205,0.205,0.2,0.205,0.205,0.23875,0.196537,-0.338486,0.305,0.295,0.041306,8.430757,,
03/31/1998,53.674,52.076,52.057999,,0.369242,0.332014,0.360156,0.19,0.19,0.19,0.19,0.19,0.19,0.24125,0.350743,-0.649314,0.285,0.285,0.031915,8.557905,,
06/30/1998,53.674,53.689999,53.674,,0.379457,0.339643,0.371521,0.19,0.19,0.19,0.19,0.19,0.19,0.245,0.2564,-0.674274,0.285,0.285,0.058054,8.504341,,
09/30/1998,53.633999,53.669998,53.653999,,0.409457,0.369124,0.400194,0.195,0.195,0.195,0.195,0.195,0.195,0.24875,0.347094,-0.300947,0.3,0.3,0.051982,8.44951,,
12/31/1998,53.634205,53.650002,53.633999,,0.439535,0.397938,0.432189,0.195,0.2,0.2,0.195,0.2,0.2,0.2525,0.261047,-0.779412,0.31,0.31,0.047227,8.394066,,
03/31/1999,53.644001,53.650002,53.644001,,0.447133,0.408228,0.438912,0.185,0.185,0.185,0.185,0.185,0.185,0.255,0.36608,-0.373704,0.3,0.3,0.106144,8.323783,,
06/30/1999,53.644894,53.653999,53.644001,,0.464208,0.423347,0.456062,0.185,0.185,0.185,0.185,0.185,0.185,0.2585,0.278279,-0.565264,0.3,0.3,0.313506,9.435642,,
09/30/1999,53.644001,53.653999,53.644001,,0.501454,0.459846,0.492543,0.205,0.205,0.205,0.205,0.205,0.18,0.2635,0.397193,-0.893054,0.305,0.305,0.054004,9.968253,,
12/31/1999,53.644001,53.650002,53.644001,,0.535419,0.492935,0.526732,0.19,0.195,0.195,0.19,0.195,0.195,0.268,0.303501,-0.067575,0.325,0.325,0.01441,8.111849,,
03/31/2000,53.585999,53.633999,53.630001,,0.528715,0.487712,0.519112,0.195,0.195,0.195,0.195,0.195,0.195,0.2705,0.396569,0.061887,0.31,0.31,0.039245,8.034095,,
06/30/2000,53.313999,53.435986,53.405998,,0.532543,0.491331,0.523818,0.195,0.195,0.195,0.195,0.195,0.195,0.272,0.335487,-0.189042,0.305,0.305,0.045935,7.94328,,
09/30/2000,53.202,53.341999,53.298,,0.550246,0.500188,0.535142,0.185,0.185,0.185,0.185,0.185,0.185,0.2745,0.017974,-0.124883,0.31,0.31,0.099564,7.847713,,
12/31/2000,53.125999,53.192001,53.144001,,0.591243,0.542018,0.571316,0.27,0.27,0.27,0.27,0.27,0.27,0.277,0.30948,0.261196,0.335,0.335,0.07181,7.834224,,
03/31/2001,53.216,53.312,53.223999,,0.553754,0.485927,0.521175,0.3,0.3,0.3,0.3,0.3,0.3,0.278,0.597775,0.456072,0.33,0.33,0.037432,7.864646,,
06/30/2001,59.222,56.938,56.785999,,0.505952,0.473638,0.488289,0.195,0.18,0.18,0.195,0.18,0.18,0.28,0.332617,0.211179,0.32,0.32,0.019925,8.314647,,
09/30/2001,59.751998,59.608002,59.506,,0.506772,0.460626,0.483262,0.25,0.24,0.24,0.25,0.24,0.24,0.282,0.217155,-0.240665,0.33,0.33,0.194537,8.3144,,
12/31/2001,65.657997,64.260002,64.153999,,0.502276,0.476634,0.484381,0.25,0.22,0.22,0.25,0.22,0.22,0.283,0.41165,-1.000733,0.35,0.35,0.037573,8.718283,,
03/31/2002,66.596468,66.183494,66.08894,,0.497405,0.456234,,0.24,0.225,0.225,0.24,0.225,0.225,0.095625,0.409584,0.28212,0.33868,0.338196,0.056009,8.710117,8.451755,
06/30/2002,66.638778,66.736718,66.620826,,0.490177,0.446242,,0.24,0.22,0.22,0.24,0.22,0.22,0.09625,0.477223,-0.710739,0.345,0.345,0.318763,8.661023,8.402825,
09/30/2002,69.741997,69.075996,68.963997,,0.498942,0.452685,0.480628,0.28,0.23,0.23,0.28,0.23,0.23,0.289,0.528087,0.110449,0.35,0.35,0.120315,8.969316,,
12/31/2002,69.75,69.856003,69.741997,,0.510697,0.463939,0.501878,0.255,0.24,0.24,0.255,0.24,0.24,0.2905,0.42336,0.164435,0.36,0.355,0.1279,8.933133,8.686452,
03/31/2003,70.001999,70.012001,69.93,,0.496211,0.448763,0.487516,0.225,0.215,0.215,0.225,0.215,0.215,0.293,0.443172,0.006077,0.335,0.335,0.051513,8.847962,8.602169,
06/30/2003,70.036003,70.120003,70.019997,,0.505713,0.457412,0.497629,0.26,0.215,0.215,0.26,0.215,0.215,0.295,0.368852,-0.124407,0.34,0.34,0.06738,8.813353,8.567679,
09/30/2003,70.047997,70.146004,70.043999,,0.517832,0.471475,0.50848,0.255,0.225,0.225,0.255,0.225,0.225,0.297,0.057421,-0.330292,0.36,0.36,0.081501,8.775883,8.530251,
12/31/2003,75.818001,74.575996,74.482002,,0.536855,0.490535,0.527604,0.34,0.24,0.24,0.34,0.24,0.24,0.299,0.17611,-2.512876,0.425,0.425,0.063798,9.607191,9.380253,
03/31/2004,79.223999,76.321999,76.227997,,0.556174,0.502571,0.546059,0.295,0.23,0.23,0.295,0.23,0.23,0.3005,0.686191,-0.72026,0.405,0.405,0.070055,10.048584,9.831402,
06/30/2004,79.264688,158.64636,158.491312,,0.276564,0.318415,0.271838,0.135,0.1,0.1,0.135,0.1,0.1,0.301875,0.655922,-0.120877,0.775,0.775,0.189744,10.018951,9.801881,
09/30/2004,79.299684,158.699972,158.561888,,0.275318,0.254412,0.270551,0.14,0.11,0.11,0.14,0.11,0.11,0.31125,0.238822,0.015067,0.185,0.185,0.106974,9.981137,9.764162,
12/31/2004,79.30163,158.768,158.604,,0.272099,0.255807,0.267427,0.155,0.13,0.13,0.155,0.13,0.13,0.313125,0.230202,-0.002295,0.55,0.54,0.026998,9.961308,9.744339,
03/31/2005,79.582703,79.659363,79.58152,,0.584973,0.531053,0.574354,0.27,0.24,0.24,0.27,0.24,0.24,0.33,0.445681,-0.494059,0.39,0.39,0.139176,9.868162,9.651959,
06/30/2005,79.609108,79.67617,79.597321,,0.593173,0.539616,0.580509,0.28,0.24,0.24,0.28,0.24,0.24,0.331875,0.274733,-0.481474,0.38,0.38,0.02447,9.820196,9.604065,
09/30/2005,83.693436,79.843552,79.779808,,0.612774,0.554739,0.600215,0.26,0.25,0.25,0.26,0.25,0.25,0.3375,0.161933,-2.496496,0.4,0.4,0.026812,10.376525,10.170941,
12/31/2005,83.696647,81.655287,80.842374,,0.660112,0.613094,0.649276,0.31,0.26,0.274,0.31,0.26,0.274,0.346875,0.486156,-0.38319,0.45,0.45,0.785025,10.339841,10.134265,
03/31/2006,89.089114,83.412391,83.20866,,0.662407,0.608723,0.652072,0.27,0.25,0.25,0.27,0.25,0.25,0.34875,0.463065,-0.597197,0.42,0.42,0.0461,10.993274,10.800141,
06/30/2006,89.129471,88.466026,88.305176,,0.639476,0.593782,0.631718,0.28,0.25,0.25,0.27,0.25,0.25,0.350625,0.523491,-0.135236,0.43,0.43,0.120566,10.922201,10.729156,
09/30/2006,93.846803,89.267138,89.166429,,0.663523,0.6154,0.654697,0.27,0.26,0.28,0.27,0.26,0.28,0.36025,0.483186,-0.618058,0.43,0.43,1.208075,11.443736,11.260394,
12/31/2006,100.746226,98.524663,98.386592,,0.699059,0.64708,0.689027,0.29,0.29,0.29,0.29,0.29,0.29,0.377625,-0.415677,-4.578469,0.46,0.46,0.104947,12.290396,12.11961,
03/31/2007,101.007884,100.2763,100.054868,,0.712909,0.661647,0.704304,0.3,0.28,0.28,0.3,0.28,0.28,0.3795,0.543212,-0.065104,0.47,0.46,0.053451,12.18887,12.018527,
06/30/2007,101.070648,100.246109,100.133095,,0.702315,0.647688,0.692748,0.31,0.26,0.26,0.31,0.26,0.26,0.381375,1.177493,0.809912,0.49,0.49,0.088196,12.122392,11.952155,
09/30/2007,101.072357,100.252953,100.187904,,0.733841,0.669921,0.725706,0.28,0.24,0.24,0.28,0.24,0.24,0.391,0.465106,-2.328565,0.47,0.47,2.63815,12.007338,11.837104,
12/31/2007,101.082717,101.077539,101.077539,,0.792609,0.743202,0.78415,0.27,0.24,0.24,0.27,0.24,0.24,0.408375,0.982553,-0.291677,0.48,0.48,1.910327,11.874453,11.704236,
03/31/2008,101.293987,100.365576,100.280264,,0.824579,0.765983,0.812453,0.24,0.24,0.24,0.24,0.24,0.24,0.41025,0.479785,-1.321736,0.46,0.46,0.131725,11.683783,11.513921,
06/30/2008,101.341289,100.394431,100.346512,,0.817786,0.777536,0.806964,0.27,0.22,0.22,0.27,0.22,0.22,0.412125,0.80799,0.761631,0.466386,0.465903,0.388519,11.550386,11.380603,
09/30/2008,104.266403,100.42007,100.362872,,0.819257,0.714976,0.80202,0.29,0.22,0.22,0.29,0.22,0.22,0.4165,0.448921,0.391479,0.454984,0.454997,1.079562,11.814295,11.649275,
12/31/2008,104.211541,103.266636,103.258581,,0.796089,0.78254,0.780662,0.27,0.23,0.23,0.27,0.23,0.23,0.423,0.696388,0.667024,0.454314,0.454576,0.44923,11.676931,11.511825,
03/31/2009,104.319051,103.445044,103.439114,,0.79788,0.71967,0.777191,0.23,0.23,0.23,0.23,0.23,0.23,0.42525,0.344338,0.320759,0.45,0.45,0.100058,11.387613,11.222677,
06/30/2009,104.281597,103.450457,103.446949,,0.78592,0.720108,0.768655,0.26,0.23,0.23,0.26,0.23,0.23,0.426188,0.688188,0.682456,0.46,0.46,0.343522,11.232442,11.067447,
09/30/2009,104.286381,103.481892,103.470512,,0.787306,0.723414,0.77308,0.26,0.24,0.24,0.26,0.24,0.24,0.427125,0.406058,0.303497,0.47,0.47,0.192182,11.074399,10.909411,
12/31/2009,118.058988,105.942721,105.869637,,0.767793,0.70022,0.75559,0.276453,0.233995,0.233995,0.276262,0.233834,0.233834,0.428,0.73565,0.285332,0.47,0.47,0.084924,9.660501,9.514761,
03/31/2010,104.400957,103.68644,103.606241,,0.797423,0.713625,0.778399,0.23,0.22,0.22,0.23,0.22,0.22,0.429,0.352556,0.07542,0.45,0.45,0.008132,10.727287,10.56248,
06/30/2010,104.497838,103.765828,103.612454,,0.795242,0.714711,0.779356,0.24,0.22,0.22,0.24,0.22,0.22,0.429938,0.714094,-1.813884,0.45,0.45,0.008345,10.541797,10.377143,
