Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1995,83.095001,18.591,0.0,47.782001,16.722,,,0.0,,,,,,,,,,,,,,
06/30/1995,83.794998,31.91,0.0,33.283001,18.601999,,,0.0,,,,,,,,,,,,,,
09/30/1995,113.861,20.714001,0.0,114.458,-21.311001,,,0.0,,,,,,,,,,,,,,
12/31/1995,26.112,-70.468002,0.0,126.415001,-29.834999,,,0.0,,,,,,,,,,,,,,
03/31/1996,97.749001,27.750999,0.0,104.928001,-34.93,,,0.0,,,,,,,,,,,,,,
06/30/1996,67.053001,28.739,0.0,23.462,14.852,,,0.0,,,,,,,,,,,,,,
09/30/1996,120.417,23.219,0.0,59.046001,38.152,,,0.0,,,,,,,,,,,,,,
12/31/1996,128.733994,32.318001,0.0,104.874001,-8.458,,,0.0,,,,,,,,,,,,,,
03/31/1997,86.094002,34.464001,0.0,61.075001,-9.445,,,0.0,,,,,,,,,,,,,,
06/30/1997,121.334999,44.338001,0.0,12.841,64.155998,,,0.0,,,,,,,,,,,,,,
09/30/1997,74.459999,38.431999,0.0,40.639999,-4.612,,,0.0,,,,,,,,,,,,,,
12/31/1997,94.5,37.721001,0.0,50.334,6.445,,,0.0,,,,,,,,,,,,,,
03/31/1998,70.156998,39.800999,,30.356001,,,,,,,,,,,,,,,,,,
06/30/1998,52.741001,43.543999,,9.197,,,,,,,,,,,,,,,,,,
09/30/1998,64.984001,42.125999,,22.858,,,,,,,,,,,,,,,,,,
12/31/1998,-4.565,39.726002,,-44.291,,,,,,,,,,,,,,,,,,
03/31/1999,108.721001,41.242001,,67.478996,,,,,,,,,,,,,,,,,,
06/30/1999,-4.004,38.064999,,-42.069,,,,,,,,,,,,,,,,,,
09/30/1999,24.285999,39.209,,-14.923,,,,,,,,,,,,,,,,,,
12/31/1999,74.432999,39.544998,,34.888,,,,,,,,,,,,,,,,,,
03/31/2000,18.806999,48.557999,,-12.754,-16.997,-490.199005,0.0,0.0,-593.598022,55.097,48.301998,476.187012,-2.749,47.0,448.506989,0.0,0.106,-16.533001,0.0,-0.144,4.795,
06/30/2000,4.864,38.729,,3.615,-37.48,-0.337,0.0,0.0,-379.966003,416.062988,-36.433998,-4.712,-2.749,0.0,0.0,0.0,0.248,0.0,0.0,-2.211,-0.185,
