Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/02/2016,8127.701,90.782,90.782,0.0,379.832,379.832,0.0,4174.768,0.0,0.0,4009.641,165.127,295.364,0.0,0.0,,295.364,4940.746,1434.577,2924.343,-1489.766,0.0,1752.378,1676.609,989.484,687.125,75.769,3186.955,,3757.085,3203.922,96.098,0.0,457.065,0.598,0.0,0.0,0.0,,0.598,39.794,0.0,0.0,433.925,39.794,3797.477,1206.297,1206.297,0.0,0.0,,663.279,0.0,2.486,226.868,1869.576,5667.053,0.0,603.339,0.007,603.332,-119.709,2021.077,-44.059,2460.648,0.0,2460.648,8127.701,
04/23/2016,8438.963,103.708,103.708,0.0,427.002,427.002,0.0,4432.968,0.0,0.0,4236.352,196.616,302.549,,,,302.549,5266.227,1432.698,2974.038,-1541.34,0.0,1740.038,1670.169,993.742,676.427,69.869,3172.736,,3852.722,3318.048,,,534.674,0.598,0.0,,,,0.598,55.243,,,442.294,55.243,3908.563,1229.888,1229.888,,,,671.373,,,229.079,1901.261,5809.824,0.0,613.04,0.008,613.032,-131.522,2175.437,-27.816,2629.139,0.0,2629.139,8438.963,
07/16/2016,8437.529,104.827,104.827,0.0,456.233,456.233,0.0,4421.274,0.0,0.0,4213.438,207.836,297.45,,,,297.45,5279.784,1431.922,3012.607,-1580.685,0.0,1725.823,1657.257,992.579,664.678,68.566,3157.745,,3784.475,3219.718,,,564.757,0.404,0.0,,,,0.404,56.354,,,446.124,56.354,3841.233,1169.702,1169.702,,,,677.697,,,231.573,1847.399,5688.632,0.0,617.609,0.008,617.601,-131.888,2295.597,-32.421,2748.897,0.0,2748.897,8437.529,
10/08/2016,8414.645,119.494,119.494,0.0,463.26,463.26,0.0,4357.013,0.0,0.0,4143.211,213.802,322.359,,,,322.359,5262.126,1442.173,3070.929,-1628.756,0.0,1710.346,1643.753,991.392,652.361,66.593,3152.519,,3787.4,3197.075,,,590.325,0.372,0.0,,,,0.372,49.579,,,455.348,49.579,3837.351,1042.633,1042.633,,,,678.94,,,223.592,1721.573,5558.924,0.0,620.228,0.008,620.22,-132.009,2404.998,-37.496,2855.721,0.0,2855.721,8414.645,
12/31/2016,8315.033,135.178,135.178,0.0,407.301,407.301,0.0,4325.868,0.0,0.0,4120.03,205.838,304.417,0.0,0.0,,304.417,5172.764,1446.34,3106.988,-1660.648,0.0,1695.929,1631.78,990.877,640.903,64.149,3142.269,,3640.574,3086.177,121.86,0.0,432.537,0.306,0.0,0.0,0.0,,0.306,35.166,0.0,0.0,454.282,35.166,3676.046,1042.949,1042.949,0.0,0.0,,679.846,0.0,1.952,223.612,1722.795,5398.841,0.0,631.06,0.008,631.052,-138.102,2462.935,-39.701,2916.192,0.0,2916.192,8315.033,
04/22/2017,8428.657,126.087,126.087,0.0,446.746,446.746,0.0,4413.803,0.0,0.0,4189.98,223.823,320.057,,,,320.057,5306.693,1439.621,3156.132,-1716.511,0.0,1682.343,1617.669,990.695,626.974,64.674,3121.964,,3612.494,3049.218,,,563.276,0.52,0.0,,,,0.52,46.617,,,446.128,46.617,3659.631,1073.372,1073.372,,,,671.979,,,225.851,1745.351,5404.982,0.0,639.545,0.008,639.537,-141.223,2565.927,-40.574,3023.675,0.0,3023.675,8428.657,
07/15/2017,8437.413,257.23,257.23,0.0,457.513,457.513,0.0,4293.367,0.0,0.0,4082.051,211.316,318.105,,,,318.105,5326.215,1431.294,3174.965,-1743.671,0.0,1679.904,1612.795,993.916,618.879,67.109,3111.198,,3566.184,2937.096,,,629.088,0.418,0.0,,,,0.418,31.725,,,438.782,31.725,3598.327,1043.69,1043.69,,,,667.119,,,228.337,1710.809,5309.136,0.0,647.831,0.008,647.823,-141.405,2648.515,-26.664,3128.277,0.0,3128.277,8437.413,
10/07/2017,8468.224,363.302,363.302,0.0,444.561,444.561,0.0,4219.321,0.0,0.0,4006.968,212.353,340.768,,,,340.768,5367.952,1418.486,3174.235,-1755.749,0.0,1681.786,1602.928,994.408,608.52,78.858,3100.272,,3494.013,2921.653,,,572.36,0.35,0.0,,,,0.35,43.046,,,429.194,43.046,3537.409,1044.008,1044.008,,,,656.02,,,226.826,1700.028,5237.437,0.0,656.726,0.008,656.718,-141.482,2740.046,-24.503,3230.787,0.0,3230.787,8468.224,
12/30/2017,8482.301,546.937,546.937,0.0,389.963,389.963,0.0,4168.492,0.0,0.0,3965.37,203.122,321.5,,,,321.5,5426.892,1394.138,3177.521,-1783.383,0.0,1661.271,1591.967,994.293,597.674,69.304,3055.409,,3428.13,2894.582,112.93,,420.618,0.35,0.0,0.0,0.0,,0.35,51.617,,,303.62,51.617,3480.097,1044.327,1044.327,0.0,0.0,,542.681,,1.758,237.303,1587.008,5067.105,0.0,664.654,0.008,664.646,-144.6,2920.096,-24.954,3415.196,0.0,3415.196,8482.301,
04/21/2018,8614.953,639.143,639.143,0.0,431.093,431.093,0.0,4230.473,0.0,0.0,4007.327,223.146,316.807,,,,316.807,5617.516,1358.397,3194.548,-1836.151,0.0,1639.04,1576.807,993.461,583.346,62.233,2997.437,,3433.66,2890.317,,,543.343,0.175,0.0,,,,0.175,46.304,,,310.686,46.304,3480.139,1044.755,1044.755,,,,543.438,,,232.752,1588.193,5068.332,0.0,672.921,0.008,672.913,-149.824,3052.336,-28.812,3546.621,0.0,3546.621,8614.953,
07/14/2018,8835.556,902.249,902.249,0.0,466.957,466.957,0.0,4159.756,0.0,0.0,3924.331,235.425,348.854,,,,348.854,5877.816,1338.931,3213.327,-1874.396,0.0,1618.809,1563.887,991.934,571.953,54.922,2957.74,,3545.886,2909.99,,,635.896,0.181,0.0,,,,0.181,52.15,,,314.091,52.15,3598.217,1045.077,1045.077,,,,534.313,,,220.222,1579.39,5177.607,0.0,678.424,0.008,678.416,-150.257,3165.696,-35.914,3657.949,0.0,3657.949,8835.556,
10/06/2018,8972.353,970.006,970.006,0.0,470.246,470.246,0.0,4187.082,0.0,0.0,3929.65,257.432,396.949,,,,396.949,6024.283,1335.769,3249.922,-1914.153,0.0,1612.301,1555.462,992.764,562.698,56.839,2948.07,,3672.477,3023.66,,,648.817,0.211,0.0,,,,0.211,48.544,,,320.16,48.544,3721.232,1045.398,1045.398,,,,546.087,,,225.927,1591.485,5312.717,0.0,685.683,0.008,685.675,-271.082,3277.118,-32.083,3659.636,0.0,3659.636,8972.353,
12/29/2018,9040.648,896.527,896.527,0.0,397.909,397.909,0.0,4362.547,0.0,0.0,4119.617,242.93,425.471,0.0,,,425.471,6082.454,1368.985,3287.487,-1918.502,0.0,1589.209,1540.83,990.237,550.593,48.379,2958.194,,3795.931,3172.79,119.203,0.0,503.938,0.21,0.0,0.0,0.0,,0.21,89.809,0.0,0.0,318.353,89.809,3885.95,1045.72,1045.72,0.0,0.0,0.0,558.165,0.0,1.464,238.348,1603.885,5489.835,0.0,694.805,0.008,694.797,-425.954,3326.155,-44.193,3550.813,0.0,3550.813,9040.648,
04/20/2019,11081.511,537.33,537.33,0.0,465.085,465.085,0.0,4433.981,0.0,0.0,4217.495,216.486,345.442,,,,345.442,5781.838,3734.49,5685.715,-1951.225,0.0,1565.183,1518.942,991.24,527.702,46.241,5299.673,,3807.232,3276.955,,,530.277,449.765,0.0,449.702,,449.702,0.063,41.88,,,310.404,41.88,4298.877,2800.94,746.767,2054.173,,2054.173,434.471,,,124.067,3235.411,7534.288,0.0,706.368,0.008,706.36,-560.245,3441.138,-40.038,3547.223,0.0,3547.223,11081.511,
07/13/2019,11267.946,747.719,747.719,0.0,497.338,497.338,0.0,4374.933,0.0,0.0,4174.944,199.989,342.481,,,,342.481,5962.471,3741.407,5726.604,-1985.197,0.0,1564.068,1514.401,992.432,521.969,49.667,5305.475,,3905.091,3317.972,,,587.119,449.081,0.0,449.081,,449.081,0.0,18.233,,,313.903,18.233,4372.405,2779.301,746.951,2032.35,,2032.35,444.938,,,131.035,3224.239,7596.644,0.0,715.755,0.008,715.747,-572.592,3561.62,-33.481,3671.302,0.0,3671.302,11267.946,
10/05/2019,11106.802,573.726,573.726,0.0,487.21,487.21,0.0,4391.093,0.0,0.0,4224.869,166.224,374.619,,,,374.619,5826.648,3724.821,5733.099,-2008.278,0.0,1555.333,1505.887,991.375,514.512,49.446,5280.154,,3981.612,3402.538,,,579.074,443.5,0.0,443.5,,443.5,0.0,38.801,,,318.309,38.801,4463.913,2744.857,747.136,1997.721,,1997.721,443.09,,,124.781,3187.947,7651.86,0.0,725.039,0.008,725.031,-912.335,3681.1,-38.862,3454.942,0.0,3454.942,11106.802,
12/28/2019,11248.525,418.665,418.665,0.0,422.403,422.403,0.0,4432.168,0.0,0.0,4290.565,141.603,422.307,0.0,,,422.307,5695.543,3798.538,5836.387,-2037.849,0.0,1754.444,1701.996,992.24,709.756,52.448,5552.982,,3957.85,3421.987,96.834,0.0,439.029,477.982,0.0,477.982,0.0,477.982,0.0,41.87,0.0,0.0,334.013,41.87,4477.702,2764.479,747.32,2017.159,0.0,2017.159,457.263,0.0,1.322,121.928,3221.742,7699.444,0.0,735.191,0.008,735.183,-924.389,3772.848,-34.569,3549.081,0.0,3549.081,11248.525,
04/18/2020,12072.572,1279.838,1279.838,0.0,406.616,406.616,0.0,4526.003,0.0,0.0,4393.236,132.767,359.538,,,,359.538,6571.995,3763.989,5845.467,-2081.478,0.0,1736.588,1687.144,989.112,698.032,49.444,5500.577,,3832.363,3304.207,,,528.156,944.84,500.0,444.84,,444.84,,53.846,,,333.265,53.846,4831.049,3237.25,1241.094,1996.156,,1996.156,467.244,,,133.979,3704.494,8535.543,0.0,749.731,0.008,749.723,-960.15,3798.983,-51.535,3537.029,0.0,3537.029,12072.572,
07/11/2020,11930.665,1141.502,1141.502,0.0,519.614,519.614,0.0,4358.489,0.0,0.0,4228.833,129.656,375.92,,,,375.92,6395.525,3804.012,5900.451,-2096.439,0.0,1731.128,1682.878,990.396,692.482,48.25,5535.14,,3969.715,3310.073,,,659.642,431.067,0.0,431.067,,431.067,,36.777,,,338.086,36.777,4437.559,3281.74,1240.34,2041.4,,2041.4,484.847,,,146.761,3766.587,8204.146,0.0,760.543,0.008,760.535,-961.592,3971.507,-43.939,3726.519,0.0,3726.519,11930.665,
