Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2013,,6520.953,6398.45,8.691,0,0,0,113.812,53.135,2493.585,0.0,192.306,16904.681,26164.66,,6590.216,2623.445,0,0,9213.661,0.0,958.534,153.873,18708.662,29034.73,,660.472,0,2175.107,-5705.649,-2870.07,26164.66,
06/30/2013,,6608.217,6360.747,7.053,0,0,0,240.417,20.515,2318.053,0.0,0.0,18528.582,27475.367,,6042.649,2372.807,0,0,8415.456,0.0,833.513,945.94,16718.391,26913.3,,274.878,0,185.015,102.174,562.067,27475.367,
09/30/2013,,6691.761,6448.167,6.148,0,0,0,237.446,28.551,2263.545,0.0,0.0,19649.781,28633.638,,5884.66,2303.627,0,0,8188.287,0.0,839.884,954.721,17763.996,27746.888,,275.324,0,185.016,426.41,886.75,28633.638,
12/31/2013,,6529.906,6282.658,6.179,0,0,0,241.069,77.37,2270.39,0.0,0.0,18214.811,27092.477,,5968.712,2255.68,0,0,8224.392,0.0,979.485,963.178,15947.0,26114.055,,275.439,0,186.122,516.861,978.422,27092.477,
03/31/2014,,6755.695,6508.915,6.25,0,0,0,240.53,31.7,2255.159,0.0,0.0,18071.694,27114.248,,5826.168,2167.764,0,0,7993.932,0.0,771.242,972.147,16148.116,25885.437,,275.592,0,187.66,765.559,1228.811,27114.248,
06/30/2014,,6772.451,6509.647,6.349,0,0,0,256.455,74.461,2149.672,0.0,0.0,18726.769,27723.353,,6072.323,2070.312,0,0,8142.635,0.0,916.57,981.424,16459.193,26499.822,,275.456,0,188.51,759.565,1223.531,27723.353,
09/30/2014,,7068.086,6771.159,6.057,0,0,0,290.87,43.332,2055.63,0.0,0.0,17423.737,26590.785,,6003.474,1953.392,0,0,7956.866,0.0,814.352,1219.31,15349.567,25340.095,,275.04,0,189.098,786.552,1250.69,26590.785,
12/31/2014,,5512.748,5150.018,5.714,0,0,0,357.016,73.903,2225.67,0.0,0.0,17347.543,25159.864,,4752.007,1673.785,0,0,6425.792,0.0,937.299,971.116,15151.922,23486.129,,274.63,0,189.588,1209.517,1673.735,25159.864,
03/31/2015,,5489.646,5151.543,5.494,0,0,0,332.609,26.641,2166.897,0.0,0.0,17703.426,25386.61,,4475.991,1583.615,0,0,6059.606,0.0,943.332,979.001,15566.95,23548.889,,274.464,0,189.983,1373.274,1837.721,25386.61,
06/30/2015,,5484.852,5124.394,5.674,0,0,0,354.784,33.965,2134.747,0.0,0.0,17860.072,25513.636,,4367.414,1528.269,0,0,5895.683,0.0,746.956,977.751,15846.035,23466.425,0.0,274.345,0,190.864,1582.002,2047.211,25513.636,
09/30/2015,,5707.061,5386.628,5.499,0,0,0,314.934,27.099,2086.502,0.0,0.0,16446.257,24266.919,,4237.515,1428.23,0,0,5665.745,0.0,856.182,1123.003,14992.952,22637.882,0.0,274.029,0,190.431,1164.577,1629.037,24266.919,
12/31/2015,,5649.926,5334.12,5.206,0,0,0,310.6,35.744,2270.919,0.0,0.0,15771.481,23728.07,,4088.106,1280.282,0,0,5368.388,0.0,868.581,1124.95,14407.805,21769.724,0.0,273.547,0,191.263,1493.536,1958.346,23728.07,
03/31/2016,,6477.895,6151.939,5.109,0,0,0,320.847,29.142,1591.949,0.0,0.0,15619.605,23718.591,,4303.547,1192.796,0,0,5496.343,0.0,847.489,1115.284,14247.844,21706.96,0.0,267.105,0,192.345,1552.181,2011.631,23718.591,
06/30/2016,,6526.096,6110.754,4.615,0,0,0,410.727,23.044,1556.812,0.0,0.0,15093.159,23199.111,,1122.946,4327.938,0,0,5450.884,0.0,922.561,1112.92,13649.909,21136.274,0.0,266.813,0,193.525,1602.499,2062.837,23199.111,
09/30/2016,,6610.499,6186.101,4.513,0,0,0,419.885,21.218,1632.782,0.0,0.0,15751.13,24015.629,,1048.754,4207.535,0,0,5256.289,0.0,1098.388,1109.814,14374.764,21839.255,0.0,266.777,0,194.834,1714.763,2176.374,24015.629,
