Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2001,847.0,158.0,343.0,135.0,,,135.0,211.0,,211.0,,-445.0,-485.0,0,,,-485.0,,,0,0,0,,,,,40.0,253.0,0.0,255.0,,,,4.0,4.0,0.0,-6.0,,655.0,14.0,133.0,
03/31/2002,436.0,138.0,294.0,37.0,,34.0,3.0,-33.0,130.0,-163.0,,-131.0,-180.0,0,,,-180.0,,,0,0,0,,,,,49.0,-729.0,0.0,-439.0,,,,-290.0,10.0,-300.0,0.0,,-424.0,18.0,93.0,
06/30/2002,448.0,217.0,313.0,84.0,,110.0,-26.0,-166.0,-39.0,-127.0,,-318.0,-372.0,0,,,-372.0,,,0,0,0,,,,,54.0,284.0,0.0,469.0,,,,-187.0,13.0,-200.0,2.0,,414.0,38.0,149.0,
09/30/2002,643.0,231.0,311.0,0.0,,107.0,-107.0,101.0,-61.0,162.0,,-334.0,-362.0,0,,,-362.0,,,0,0,0,,,,,28.0,-373.0,0.0,-313.0,,,,-59.0,2.0,-61.0,-1.0,,-64.0,,,
12/31/2002,626.0,236.0,304.0,277.0,,,277.0,-191.0,,-191.0,,-179.0,-373.0,0,,,-373.0,,,0,0,0,,,,,194.0,-839.0,-6.0,-414.0,,,,-419.0,2.0,-421.0,0.0,,-392.0,,,
03/31/2003,429.0,61.0,302.0,98.0,,43.0,55.0,-32.0,45.0,-77.0,,-227.0,-212.0,0,,,-212.0,,,0,0,0,,,,,-15.0,-85.0,0.0,-15.0,,,,-66.0,2.0,-68.0,-4.0,,117.0,,,
06/30/2003,644.0,176.0,325.0,31.0,,69.0,-38.0,112.0,-24.0,136.0,,-285.0,-289.0,0,,,-289.0,,,0,0,0,,,,,4.0,-12.0,0.0,14.0,,,,4.0,7.0,-3.0,-30.0,,347.0,,,
09/30/2003,213.0,210.0,325.0,182.0,,246.0,-64.0,-504.0,-63.0,-441.0,,-250.0,-297.0,0,,,-297.0,,,0,0,0,,,,,47.0,-193.0,0.0,-15.0,,,,-181.0,12.0,-193.0,3.0,,-230.0,,,
12/31/2003,640.0,183.0,313.0,244.0,,,244.0,-100.0,,-100.0,,-322.0,-402.0,0,,,-402.0,,,0,0,0,,,,,80.0,-681.0,-6.0,-440.0,,,,-255.0,31.0,-286.0,20.0,,-363.0,,,
03/31/2004,470.0,152.0,325.0,51.0,,43.0,8.0,-58.0,45.0,-103.0,,-154.0,-181.0,0,,,-181.0,,,0,0,0,,,,,27.0,238.0,-109.0,338.0,,,,24.0,48.0,-24.0,-15.0,,554.0,,,
06/30/2004,549.0,216.0,348.0,80.0,,47.0,33.0,-95.0,-149.0,54.0,,-391.0,-345.0,0,,,-345.0,,,0,0,0,,,,,-46.0,-538.0,-109.0,-359.0,,,,-12.0,72.0,-84.0,-58.0,,-380.0,,,
09/30/2004,599.0,302.0,345.0,33.0,,20.0,13.0,-81.0,-123.0,42.0,,-200.0,-311.0,0,,,-311.0,,,0,0,0,,,,,111.0,-333.0,-108.0,-65.0,,,,-215.0,30.0,-245.0,55.0,,66.0,,,
12/31/2004,600.0,269.0,318.0,75.0,,46.0,29.0,-62.0,4.0,-66.0,,-118.0,-421.0,0,,,-421.0,,,0,0,0,,,,,303.0,-496.0,-106.0,-300.0,,,,-100.0,43.0,-143.0,10.0,,-14.0,,,
03/31/2005,508.0,150.0,321.0,20.0,,9.0,11.0,17.0,99.0,-82.0,,-121.0,-185.0,0,,,-185.0,,,0,0,0,,,,,64.0,-370.0,-114.0,-118.0,,,,-73.0,26.0,-99.0,-65.0,,17.0,,,
06/30/2005,595.0,527.0,346.0,-23.0,,-49.0,26.0,-255.0,-99.0,-156.0,,-172.0,-308.0,0,,,-308.0,,,0,0,0,,,,,136.0,-383.0,-114.0,-108.0,,,,-154.0,25.0,-179.0,-7.0,,40.0,,,
09/30/2005,623.0,215.0,369.0,137.0,,21.0,116.0,-98.0,-57.0,-41.0,,-345.0,-272.0,0,,,-272.0,,,0,0,0,,,,,-73.0,-459.0,-111.0,-34.0,,,,-278.0,17.0,-295.0,-36.0,,-181.0,,,
12/31/2005,665.0,290.0,325.0,13.0,,-42.0,55.0,37.0,-45.0,82.0,,-424.0,-415.0,0,,,-415.0,,,0,0,0,,,,,-9.0,125.0,-110.0,249.0,,,,-72.0,61.0,-133.0,58.0,,366.0,,,
03/31/2006,623.0,186.0,328.0,13.0,,6.0,7.0,96.0,99.0,-3.0,,-413.0,-231.0,0,,,-231.0,,,0,0,0,,,,,-182.0,-422.0,-121.0,-36.0,,,,-232.0,143.0,-375.0,-33.0,,-212.0,,,
06/30/2006,557.0,417.0,345.0,-32.0,,-3.0,-29.0,-173.0,-130.0,-43.0,,-146.0,-296.0,0,,,-296.0,,,0,0,0,,,,,150.0,-296.0,-119.0,-17.0,,,,-162.0,90.0,-252.0,2.0,,115.0,,,
09/30/2006,707.0,300.0,340.0,8.0,,-49.0,57.0,59.0,-31.0,90.0,,-32.0,-319.0,0,,,-319.0,,,0,0,0,,,,,287.0,-498.0,-118.0,-65.0,,,,-287.0,20.0,-307.0,-28.0,,177.0,,,
12/31/2006,675.0,246.0,321.0,78.0,,23.0,55.0,30.0,74.0,-44.0,,-219.0,-505.0,0,,,-505.0,,,0,0,0,,,,,286.0,-588.0,-118.0,-382.0,,,,-51.0,87.0,-138.0,-37.0,,-132.0,,,
03/31/2007,538.0,238.0,310.0,5.0,,3.0,2.0,-15.0,51.0,-66.0,,-36.0,-272.0,0,,,-272.0,,,0,0,0,,,,,236.0,-645.0,-126.0,-108.0,,,,-446.0,41.0,-487.0,35.0,,-143.0,,,
06/30/2007,537.0,338.0,322.0,-51.0,,-41.0,-10.0,-72.0,-46.0,-26.0,,-148.0,-209.0,0,,,-209.0,,,0,0,0,,,,,61.0,-290.0,-125.0,-29.0,,,,-106.0,90.0,-196.0,-30.0,,99.0,,,
09/30/2007,771.0,278.0,331.0,111.0,,91.0,20.0,51.0,-21.0,72.0,,-223.0,-240.0,0,,,-240.0,,,0,0,0,,,,,17.0,-581.0,-123.0,-82.0,,,,-344.0,32.0,-376.0,-32.0,,-33.0,,,
12/31/2007,593.0,309.0,296.0,33.0,,17.0,16.0,-45.0,-6.0,-39.0,,-354.0,-490.0,0,,,-490.0,,,0,0,0,,,,,136.0,-428.0,-121.0,-37.0,,,,-357.0,5.0,-362.0,87.0,,-189.0,416.0,543.0,
03/31/2008,561.0,241.0,297.0,22.0,,17.0,5.0,1.0,61.0,-60.0,,-200.0,-213.0,0,,,-213.0,,,0,0,0,,,,,13.0,-243.0,-133.0,259.0,,,,-269.0,12.0,-281.0,-100.0,,118.0,,,
06/30/2008,570.0,318.0,318.0,38.0,,28.0,10.0,-104.0,-90.0,-14.0,,-299.0,-273.0,0,,,-273.0,,,0,0,0,,,,,-26.0,-527.0,-133.0,-289.0,,,,-93.0,27.0,-120.0,-12.0,,-256.0,,,
09/30/2008,771.0,310.0,326.0,34.0,,38.0,-4.0,101.0,64.0,37.0,,-277.0,-301.0,0,,,-301.0,,,0,0,0,,,,,24.0,-200.0,-133.0,-85.0,,,,-5.0,4.0,-9.0,23.0,,294.0,,,
12/31/2008,673.0,218.0,297.0,250.0,,67.0,183.0,-92.0,181.0,-273.0,,-407.0,-434.0,0,,,-434.0,,,0,0,0,,,,,27.0,-290.0,-132.0,-145.0,,,,1.0,1.0,0.0,-14.0,,-24.0,603.0,478.0,
03/31/2009,519.0,155.0,289.0,86.0,55.0,-10.0,41.0,-11.0,87.0,-98.0,0.0,-296.0,-325.0,0,0.0,0.0,-325.0,-325.0,0.0,0,0,0,-17.0,5.0,-22.0,0.0,46.0,245.0,-143.0,443.0,0.0,895.0,-452.0,4.0,4.0,0.0,-59.0,-1.0,467.0,,,
06/30/2009,548.0,247.0,302.0,5.0,-46.0,-25.0,76.0,-6.0,-65.0,59.0,0.0,-267.0,-258.0,0,0.0,0.0,-258.0,-258.0,0.0,0,0,0,-30.0,7.0,-37.0,0.0,21.0,-701.0,-142.0,-549.0,0.0,13.0,-562.0,4.0,4.0,0.0,-14.0,1.0,-419.0,,,
09/30/2009,575.0,277.0,301.0,79.0,8.0,25.0,46.0,-82.0,-39.0,-43.0,0.0,-267.0,-240.0,0,0.0,0.0,-240.0,-240.0,0.0,0,0,0,-60.0,8.0,-68.0,0.0,33.0,-227.0,-143.0,-10.0,0.0,118.0,-128.0,-61.0,4.0,-65.0,-13.0,3.0,84.0,,,
12/31/2009,720.0,315.0,274.0,18.0,9.0,-84.0,93.0,113.0,46.0,67.0,0.0,-420.0,-356.0,0,0.0,0.0,-356.0,-356.0,0.0,-21,0,-21,-146.0,8.0,-154.0,0.0,103.0,226.0,-141.0,530.0,0.0,723.0,-193.0,-149.0,12.0,-161.0,-14.0,2.0,528.0,,,
03/31/2010,496.0,182.0,291.0,54.0,12.0,1.0,41.0,-31.0,12.0,-43.0,0.0,-435.0,-255.0,0,0.0,0.0,-255.0,-255.0,0.0,-149,0,-149,-50.0,12.0,-62.0,0.0,19.0,-331.0,-153.0,-55.0,0.0,114.0,-169.0,-113.0,7.0,-120.0,-10.0,1.0,-269.0,,,
06/30/2010,480.0,246.0,309.0,89.0,7.0,24.0,58.0,-164.0,-122.0,-42.0,0.0,-388.0,-220.0,0,0.0,0.0,-220.0,-220.0,0.0,0,0,0,-160.0,15.0,-175.0,0.0,-8.0,208.0,-152.0,548.0,0.0,592.0,-44.0,-159.0,7.0,-166.0,-29.0,-2.0,298.0,,,
09/30/2010,677.0,244.0,317.0,112.0,5.0,70.0,37.0,4.0,-49.0,53.0,0.0,-352.0,-262.0,0,0.0,0.0,-262.0,-262.0,0.0,0,0,0,-97.0,9.0,-106.0,0.0,7.0,-946.0,-149.0,-650.0,0.0,69.0,-719.0,-139.0,18.0,-157.0,-8.0,2.0,-619.0,,,
12/31/2010,622.0,281.0,277.0,100.0,3.0,59.0,38.0,-36.0,0.0,-36.0,0.0,-431.0,-367.0,0,0.0,0.0,-367.0,-367.0,0.0,0,0,0,-56.0,8.0,-64.0,0.0,-157.0,-204.0,-150.0,-47.0,,133.0,-180.0,-27.0,31.0,-58.0,20.0,2.0,-11.0,547.0,477.0,
03/31/2011,600.0,186.0,299.0,71.0,13.0,-3.0,61.0,44.0,44.0,0.0,0.0,-462.0,-316.0,0,0.0,0.0,-316.0,-316.0,0.0,-55,0,-55,-94.0,5.0,-99.0,0.0,3.0,-3.0,-162.0,238.0,0.0,396.0,-158.0,-36.0,27.0,-63.0,-43.0,2.0,137.0,,,
06/30/2011,478.0,237.0,319.0,106.0,7.0,42.0,57.0,-184.0,-159.0,-25.0,0.0,-362.0,-280.0,0,0.0,0.0,-280.0,-280.0,0.0,-36,0,-36,-50.0,8.0,-58.0,0.0,4.0,-422.0,-161.0,-148.0,0.0,8.0,-156.0,-90.0,15.0,-105.0,-23.0,1.0,-305.0,,,
09/30/2011,659.0,272.0,317.0,98.0,11.0,9.0,78.0,-28.0,-31.0,3.0,0.0,-711.0,-313.0,0,0.0,0.0,-313.0,-313.0,0.0,-1,0,-1,-479.0,9.0,-488.0,0.0,82.0,-34.0,-158.0,486.0,0.0,597.0,-111.0,-355.0,5.0,-360.0,-7.0,-3.0,-89.0,,,
12/31/2011,732.0,266.0,294.0,204.0,6.0,150.0,48.0,-32.0,36.0,-68.0,0.0,-650.0,-415.0,0,0.0,0.0,-415.0,-415.0,0.0,-63,0,-63,-208.0,14.0,-222.0,0.0,36.0,-107.0,-156.0,122.0,0.0,200.0,-78.0,-41.0,6.0,-47.0,-32.0,1.0,-24.0,306.0,470.0,
03/31/2012,475.0,171.0,317.0,73.0,7.0,3.0,63.0,-86.0,56.0,-142.0,0.0,-503.0,-379.0,0,0.0,0.0,-379.0,-379.0,0.0,-13,0,-13,-123.0,6.0,-129.0,0.0,12.0,-42.0,-164.0,82.0,0.0,287.0,-205.0,32.0,32.0,0.0,8.0,1.0,-69.0,,,
06/30/2012,669.0,208.0,323.0,168.0,-1.0,5.0,164.0,-30.0,-128.0,98.0,0.0,-400.0,-351.0,0,0.0,0.0,-351.0,-351.0,0.0,-27,0,-27,-11.0,14.0,-25.0,0.0,-11.0,-220.0,-165.0,-41.0,0.0,25.0,-66.0,8.0,8.0,0.0,-22.0,-1.0,48.0,,,
09/30/2012,574.0,214.0,331.0,112.0,5.0,4.0,103.0,-83.0,-40.0,-43.0,0.0,-458.0,-402.0,0,0.0,0.0,-402.0,-402.0,0.0,-21,0,-21,-16.0,8.0,-24.0,0.0,-19.0,43.0,-164.0,171.0,0.0,373.0,-202.0,9.0,9.0,0.0,27.0,2.0,161.0,,,
12/31/2012,577.0,224.0,326.0,151.0,7.0,55.0,89.0,-124.0,-19.0,-105.0,0.0,-469.0,-378.0,0,0.0,0.0,-378.0,-378.0,0.0,-16,0,-16,-56.0,16.0,-72.0,0.0,-19.0,-311.0,-165.0,-90.0,0.0,935.0,-1025.0,5.0,5.0,0.0,-61.0,-1.0,-204.0,,,
03/31/2013,577.0,168.0,323.0,58.0,15.0,-25.0,68.0,28.0,88.0,-60.0,0.0,-421.0,-266.0,0,0.0,0.0,-266.0,-266.0,0.0,-12,0,-12,-143.0,37.0,-180.0,0.0,0.0,-41.0,-170.0,93.0,0.0,244.0,-151.0,44.0,44.0,0.0,-8.0,-2.0,113.0,,,
06/30/2013,545.0,244.0,339.0,48.0,12.0,-4.0,40.0,-86.0,-92.0,6.0,0.0,-272.0,-235.0,0,0.0,0.0,-235.0,-235.0,0.0,-12,0,-12,7.0,37.0,-30.0,0.0,-32.0,-424.0,-171.0,-290.0,0.0,217.0,-507.0,61.0,61.0,0.0,-24.0,-2.0,-153.0,,,
09/30/2013,736.0,291.0,344.0,128.0,10.0,62.0,56.0,-27.0,18.0,-45.0,0.0,-739.0,-323.0,0,0.0,0.0,-323.0,-323.0,0.0,-5,0,-5,-449.0,39.0,-488.0,0.0,38.0,6.0,-171.0,171.0,0.0,1196.0,-1025.0,19.0,19.0,0.0,-13.0,0.0,3.0,,,
12/31/2013,597.0,-605.0,327.0,874.0,11.0,-182.0,1045.0,1.0,30.0,-29.0,0.0,-468.0,-447.0,0,0.0,0.0,-447.0,-447.0,0.0,-4,0,-4,-1.0,25.0,-26.0,0.0,-16.0,-228.0,-171.0,181.0,0.0,575.0,-394.0,-221.0,18.0,-239.0,-17.0,0.0,-99.0,,,
03/31/2014,584.0,228.0,317.0,52.0,14.0,-15.0,53.0,-13.0,41.0,-54.0,0.0,-122.0,-266.0,0,0.0,0.0,-266.0,-266.0,0.0,-4,0,-4,155.0,166.0,-11.0,0.0,-7.0,-179.0,-174.0,-15.0,0.0,913.0,-928.0,15.0,15.0,,-5.0,-2.0,281.0,,,
06/30/2014,555.0,210.0,339.0,60.0,14.0,-33.0,79.0,-54.0,-49.0,-5.0,0.0,-172.0,-208.0,0,0.0,0.0,-208.0,-208.0,0.0,-7,0,-7,85.0,100.0,-15.0,0.0,-42.0,-587.0,-175.0,-410.0,0.0,587.0,-997.0,17.0,17.0,0.0,-19.0,2.0,-202.0,,,
09/30/2014,672.0,270.0,329.0,16.0,9.0,-37.0,44.0,57.0,-28.0,85.0,0.0,-282.0,-307.0,0,0.0,0.0,-307.0,-307.0,0.0,-12,0,-12,47.0,53.0,-6.0,0.0,-10.0,-341.0,-172.0,397.0,0.0,864.0,-467.0,-559.0,41.0,-600.0,-7.0,-3.0,46.0,,,
12/31/2014,520.0,590.0,307.0,-100.0,23.0,-33.0,-90.0,-277.0,-232.0,-45.0,0.0,1571.0,-370.0,0,0.0,0.0,-370.0,-370.0,0.0,-10,0,-10,1931.0,1934.0,-3.0,0.0,20.0,-965.0,-172.0,-723.0,0.0,453.0,-1176.0,25.0,25.0,0.0,-95.0,-2.0,1124.0,,,
03/31/2015,499.0,-129.0,292.0,628.0,13.0,38.0,577.0,-292.0,-59.0,-233.0,0.0,-628.0,-233.0,0,0.0,0.0,-233.0,-233.0,0.0,0,0,0,-426.0,19.0,-445.0,0.0,31.0,-898.0,-176.0,-766.0,0.0,1817.0,-2583.0,46.0,46.0,0.0,-2.0,-3.0,-1030.0,,,
06/30/2015,816.0,274.0,322.0,-27.0,8.0,-80.0,45.0,247.0,41.0,206.0,0.0,-251.0,-296.0,0,0.0,0.0,-296.0,-296.0,0.0,0,0,0,50.0,59.0,-9.0,0.0,-5.0,-571.0,-175.0,451.0,0.0,451.0,0.0,-290.0,10.0,-300.0,-557.0,2.0,-4.0,,,
09/30/2015,657.0,335.0,330.0,154.0,21.0,88.0,45.0,-162.0,-53.0,-109.0,0.0,-302.0,-335.0,0,0.0,0.0,-335.0,-335.0,0.0,-4,0,-4,17.0,36.0,-19.0,0.0,20.0,-514.0,-172.0,-46.0,0.0,194.0,-240.0,-292.0,8.0,-300.0,-4.0,-1.0,-160.0,,,
12/31/2015,556.0,273.0,301.0,131.0,30.0,-16.0,117.0,-149.0,-107.0,-42.0,,-427.0,-369.0,0,0.0,0.0,-369.0,-369.0,0.0,0,0,0,-50.0,31.0,-81.0,0.0,-8.0,-202.0,-172.0,-66.0,,277.0,-343.0,-2.0,,,38.0,-1.0,-74.0,,,
03/31/2016,732.0,258.0,312.0,170.0,30.0,32.0,108.0,-8.0,111.0,-119.0,0.0,-847.0,-317.0,0,0.0,0.0,-317.0,-317.0,0.0,0,0,0,-524.0,13.0,-537.0,0.0,-6.0,180.0,-183.0,654.0,0.0,1301.0,-647.0,-232.0,18.0,-250.0,-59.0,0.0,65.0,,,
06/30/2016,788.0,287.0,340.0,70.0,28.0,-46.0,88.0,91.0,-45.0,136.0,0.0,-339.0,-312.0,0,0.0,0.0,-312.0,-312.0,0.0,0,0,0,-24.0,11.0,-35.0,0.0,-3.0,-515.0,-181.0,-76.0,0.0,793.0,-869.0,-254.0,0.0,-254.0,-4.0,1.0,-65.0,,,
09/30/2016,758.0,302.0,336.0,150.0,16.0,34.0,100.0,-30.0,-34.0,4.0,0.0,-364.0,-333.0,0,0.0,0.0,-333.0,-333.0,0.0,0,0,0,-20.0,8.0,-28.0,0.0,-11.0,-402.0,-182.0,-251.0,0.0,442.0,-693.0,6.0,6.0,0.0,25.0,-1.0,-9.0,,,
12/31/2016,751.0,335.0,313.0,119.0,23.0,53.0,43.0,-16.0,-110.0,94.0,0.0,-379.0,-377.0,0,0.0,0.0,-377.0,-377.0,0.0,0,0,0,3.0,11.0,-8.0,0.0,-5.0,-373.0,-180.0,49.0,0.0,521.0,-472.0,-219.0,6.0,-225.0,-23.0,0.0,-1.0,,,
03/31/2017,722.0,298.0,328.0,124.0,36.0,36.0,52.0,-28.0,151.0,-179.0,0.0,-337.0,-332.0,0,0.0,0.0,-332.0,-332.0,0.0,0,0,0,-1.0,7.0,-8.0,0.0,-4.0,-385.0,-194.0,-277.0,210.0,54.0,-541.0,45.0,45.0,0.0,41.0,0.0,0.0,,,
06/30/2017,814.0,362.0,356.0,27.0,18.0,-39.0,48.0,69.0,-108.0,177.0,0.0,-333.0,-299.0,0,0.0,0.0,-299.0,-299.0,0.0,0,0,0,-33.0,6.0,-39.0,0.0,-1.0,-476.0,-187.0,-11.0,43.0,32.0,-86.0,-256.0,,,-22.0,0.0,5.0,,,
09/30/2017,853.0,386.0,350.0,30.0,20.0,-43.0,53.0,87.0,69.0,18.0,0.0,-377.0,-350.0,0,0.0,0.0,-350.0,-350.0,0.0,0,0,0,-23.0,6.0,-29.0,0.0,-4.0,-472.0,-185.0,237.0,248.0,111.0,-122.0,-494.0,6.0,-500.0,-30.0,1.0,5.0,,,
12/31/2017,792.0,903.0,342.0,-194.0,27.0,-205.0,-16.0,-259.0,-383.0,124.0,0.0,-570.0,-528.0,0,0.0,0.0,-528.0,-528.0,0.0,0,0,0,-40.0,80.0,-120.0,0.0,-2.0,-30.0,-184.0,136.0,12.0,1282.0,-1158.0,3.0,3.0,0.0,15.0,-1.0,191.0,562.0,380.0,
03/31/2018,809.0,396.0,347.0,40.0,23.0,-15.0,32.0,26.0,183.0,-157.0,0.0,-637.0,-400.0,0,0.0,0.0,-400.0,-400.0,0.0,0,0,0,-232.0,14.0,-246.0,0.0,-5.0,-38.0,-206.0,452.0,471.0,61.0,-80.0,-227.0,23.0,-250.0,-57.0,-1.0,133.0,,,
06/30/2018,975.0,499.0,384.0,14.0,18.0,-6.0,2.0,78.0,19.0,59.0,0.0,-373.0,-436.0,0,0.0,0.0,-436.0,-436.0,0.0,0,0,0,65.0,82.0,-17.0,0.0,-2.0,-609.0,-200.0,-122.0,-28.0,22.0,-116.0,-318.0,,,31.0,0.0,-7.0,,,
09/30/2018,874.0,499.0,376.0,72.0,22.0,-11.0,61.0,-73.0,-159.0,86.0,0.0,-496.0,-404.0,0,0.0,0.0,-404.0,-404.0,0.0,0,0,0,-69.0,10.0,-79.0,0.0,-23.0,-368.0,-199.0,29.0,80.0,91.0,-142.0,-188.0,12.0,-200.0,-10.0,1.0,11.0,,,
