Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/1989,,7.5,19.700001,2.8,-25.9,4.1,,,,,,,,,,,,,,,,,
12/31/1989,,9.5,21.6,1.1,8.8,41.0,,,,,,,,,,,,,,,,,
03/31/1990,,19.200001,21.799999,11.8,-12.9,39.900002,,,,,,,,,,,,,,,,,
06/30/1990,,20.299999,19.4,14.4,3.3,57.400002,,,,,,,,,,,,,,,57.400002,,
09/30/1990,,18.0,20.0,6.4,-25.5,18.9,,,,,,,,,,,,,,,,,
12/31/1990,,19.799999,22.9,5.8,-8.1,40.400002,,,,,,,,,,,,,,,,,
03/31/1991,,27.0,20.799999,5.5,-43.0,10.3,,,,,,,,,,,,,,,,,
06/30/1991,,23.4,22.9,-44.900002,94.099998,95.5,,,,,,,,,,,,,,,95.5,,
09/30/1991,,25.700001,21.799999,-26.799999,-79.199997,-58.5,,,,,,,,,,,,,,,,,
12/31/1991,,25.700001,21.700001,-4.0,-28.799999,14.6,,,,,,,,,,,,,,,,,
03/31/1992,,32.400002,22.799999,-7.0,-24.0,24.200001,,,,,,,,,,,,,,,,,
06/30/1992,,43.700001,23.0,-8.7,-13.7,44.299999,,,,,,,,,,,,,,,44.299999,,
09/30/1992,,-53.5,21.700001,81.0,-55.099998,-5.9,,,,,,,,,,,,,,,,,
12/31/1992,,26.5,23.200001,-11.4,9.5,47.799999,,,,,,,,,,,,,,,,,
03/31/1993,,29.6,25.799999,-2.0,-29.700001,23.700001,,,,,,,,,,,,,,,23.700001,,
06/30/1993,,-203.0,25.4,211.300003,37.299999,71.0,,,,,,,,,,,,,,,71.0,,
09/30/1993,,34.5,23.200001,1.6,-34.799999,24.5,,,,,,,,,,,,,,,,,
12/31/1993,,36.0,23.700001,-1.4,2.0,60.299999,,,,,,,,,,,,,,,,,
03/31/1994,,42.299999,26.1,-5.6,-31.9,30.9,,,,,,,,,,,,,,,,,
06/30/1994,,-9.0,31.6,79.5,9.5,111.599998,,,,,,,,,,,,,,,111.599998,,
09/30/1994,,33.900002,35.5,-13.6,-20.5,35.299999,,,,,,,,,,,,,,,,,
12/31/1994,,39.799999,21.4,8.1,-32.799999,36.5,,,,,,,,,,,,,,,,,
03/31/1995,,47.0,31.200001,79.199997,-41.799999,115.599998,,,,,,,,,,,,,,,,,
06/30/1995,,59.599998,36.900002,-18.9,18.700001,96.300003,,,,,,,,,,,,,,,96.300003,,
09/30/1995,,39.2,34.4,-17.5,-33.5,22.6,-46.2,,-36.8,,,-9.4,51.2,-10.9,76.7,98.8,-101.5,8.1,-20.0,,27.6,,
12/31/1995,,57.3,33.8,-2.0,-16.7,72.4,34.0,,-40.8,,,74.8,-118.6,-11.7,-133.1,97.7,-1.8,1.2,-70.9,,-12.2,,
03/31/1996,,48.399994,39.000004,54.500001,-47.900006,94.0,-119.500001,120.5,-46.799998,0.0,0.0,-193.200003,529.699988,-23.100001,568.100012,3.0,-0.399997,21.7,-39.6,,504.199987,,
06/30/1996,,67.0,41.900002,-73.700002,-53.799988,-18.600006,-65.799999,,-44.799999,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.399975,,
09/30/1996,,35.400002,39.099998,-2.0,-14.2,58.299999,8.5,0.0,-22.9,0.0,0.0,31.4,-24.6,-11.7,0.4,1.6,-1.9,9.5,-22.5,0.0,42.200001,,
12/31/1996,,43.5,38.700001,4.8,-16.9,70.099998,-35.599998,0.0,-33.5,0.0,0.0,-2.1,-43.099998,-12.1,7.0,-1.6,-5.0,12.1,-43.5,0.0,-8.6,,
03/31/1997,,48.599998,39.700001,-19.4,14.1,83.0,-42.900002,0.0,-31.200001,0.0,0.0,-11.7,-132.100006,-12.3,-94.900002,2.0,-4.1,8.5,-31.299999,0.0,-92.0,,
06/30/1997,,62.599998,10.2,-30.5,50.099998,92.400002,349.799988,412.799988,-21.9,0.0,0.0,-41.099998,-71.599998,-12.1,-16.299999,-0.9,0.8,9.5,-52.599998,0.0,370.600006,,
09/30/1997,,-299.299988,37.900002,334.600006,-73.099998,0.0,-1763.599976,1.3,-30.299999,0.0,0.0,-1734.599976,1080.400024,-12.1,1091.800049,0.4,0.0,10.0,-9.7,0.0,-683.200012,,
12/31/1997,,-4.9,56.099998,47.700001,-71.400002,27.5,-60.599998,28.200001,-39.700001,0.0,0.0,-49.099998,18.700001,-12.1,29.299999,0.0,-1.2,3.1,0.0,-0.4,-14.4,,
03/31/1998,,27.9,55.900002,-8.9,22.299999,97.199997,-45.400002,-29.5,-40.299999,0.0,0.0,24.4,-110.900002,-12.1,-504.700012,404.299988,-2.3,3.9,0.0,0.0,-60.700001,,
06/30/1998,,71.900002,39.700001,-129.399994,136.5,118.699997,236.0,308.200012,-32.400002,0.0,0.0,-39.799999,-350.799988,-12.2,-616.400024,275.0,-0.4,3.2,0.0,0.0,5.5,,
09/30/1998,,54.299999,49.0,-42.400002,-92.199997,-31.299999,27.799999,55.099998,-27.299999,0.0,0.0,0.0,6.1,-12.0,60.5,0.2,-0.4,0.3,-4.3,0.0,2.6,,
12/31/1998,,35.099998,52.099998,5.4,-103.800003,-11.2,-13.3,15.6,-28.9,0.0,0.0,0.0,23.6,-11.8,47.0,0.0,-7.4,0.3,-16.799999,-0.2,-0.9,,
03/31/1999,,54.099998,55.799999,-14.2,-23.4,72.300003,58.0,2.2,-26.799999,0.0,0.0,82.599998,-127.800003,-8.3,-104.400002,0.0,-0.2,1.9,-42.0,0.0,2.5,,
06/30/1999,,52.700001,58.200001,14.0,40.299999,165.199997,-39.200001,2.5,-33.900002,0.0,0.0,-7.8,-151.600006,-11.8,3.1,0.0,-0.1,3.6,-14.5,0.0,-27.0,,
09/30/1999,,37.700001,55.200001,-51.5,-0.3,41.099998,-23.700001,15.7,-23.6,0.0,0.0,-15.8,-23.799999,-11.6,24.799999,0.0,-0.4,1.0,-37.599998,0.0,-6.4,,
12/31/1999,,46.799999,50.299999,-8.7,-15.7,72.699997,91.400002,123.699997,-27.9,0.0,0.0,-4.4,-165.699997,-11.5,-124.599998,0.0,0.0,2.0,-31.700001,0.1,-1.6,,
03/31/2000,,57.900002,48.400002,-44.299999,-25.5,36.5,32.099998,76.0,-38.5,0.0,0.0,-5.4,-60.099998,-11.2,99.800003,96.800003,-200.100006,2.5,-47.799999,-0.1,8.5,,
06/30/2000,,62.599998,51.299999,6.7,3.8,124.400002,-56.799999,5.0,-59.200001,0.0,0.0,-2.6,-74.900002,-11.2,19.1,-96.800003,-1.0,15.7,-0.7,0.0,-7.3,,
