Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
06/30/2003,50.305,21.816,8.955,-0.287,,,-0.287,19.820999,,,19.820999,,-3.394,-4.507,0.0,,,-4.507,,,0.0,0.0,0.0,,,,,1.113,-41.373,-1.997,-43.291,,,,3.915,3.915,0.0,0.0,,5.538,
09/30/2003,31.826,21.917999,8.42,1.412,,,1.412,0.076,,,0.076,,-54.57,-5.507,0.0,,,-5.507,,,0.0,0.0,0.0,,,,,-49.063,12.744999,-2.152,10.368999,,,,4.528,4.528,0.0,0.0,,-9.999,
03/31/2004,41.179001,24.664,9.354,8.006,,1.946,6.06,-0.845,,,-0.845,,-4.706,-4.483,0.0,,,-4.483,,,0.0,0.0,0.0,,,,,-0.223,-33.127999,-4.034,-31.979999,,,,2.886,2.886,0.0,0.0,,3.345,
06/30/2004,35.966999,27.667,9.339,3.404,,4.55,-1.146,-4.443,,,-4.443,,-98.788002,-4.486,0.0,,,-4.486,,,0.0,0.0,0.0,,,,,-94.302002,71.702002,-4.063,68.956002,,,,6.809,6.809,0.0,0.0,,8.881,
09/30/2004,23.063999,29.02,9.72,-8.883,,-3.686,-5.197,-6.793,,,-6.793,,-51.382999,-5.447,0.0,,,-5.447,,,0.0,0.0,0.0,,,,,-45.935999,25.321001,-4.083,25.908001,,,,3.496,3.496,0.0,0.0,,-2.998,
12/31/2004,61.07,31.36,11.496,6.959,,4.708,2.251,11.255,,,11.255,,0.415,-6.609,0.0,,,-6.609,,,0.0,0.0,0.0,,,,,7.024,-47.444,-4.097,-47.348,,,,3.095,3.095,0.0,0.906,,14.041,
03/31/2005,18.126,30.971,9.257,-4.939,,1.043,-5.982,-17.163,,,-17.163,,-0.489,-4.488,,,,-4.488,,,,,,,,,,3.999,-16.412,-4.125,-20.703,,,,8.875,8.875,,-0.459,,1.225,
06/30/2005,45.446,34.118,9.451,1.685,,1.062,0.623,0.192,,,0.192,,-104.336,-5.064,0.0,,,-5.064,,,0.0,0.0,0.0,,,,,-99.272,73.433,-4.136,75.382,,,,3.98,3.98,0.0,-1.793,,14.543,
09/30/2005,46.699,34.369,9.551,-14.192,,1.844,-16.036,16.971,,,16.971,,-81.843,-5.522,0.0,,,-5.522,,,0.0,0.0,0.0,,,,,-76.321,21.876,-4.148,22.468,,,,3.657,3.657,0.0,-0.101,,-13.268,
12/31/2005,45.39,36.899,11.169,32.479,,5.184,27.295,-35.157,-22.007,-0.871,-12.279,,-175.123,-8.187,0.0,,,-8.187,,,0.0,0.0,0.0,,,,,-166.936,125.196,-4.405,120.322,,,,9.849,9.849,0.0,-0.57,,-4.537,
03/31/2006,38.687,40.258,11.005,-11.73,,-0.971,-10.759,-0.846,,,-0.846,,-19.75,-5.465,,,,-5.465,,,,,,,,,,-14.285,-15.489,-4.187,-17.062,,,,5.297,5.297,,0.463,,3.448,
06/30/2006,101.72,86.726,22.405,-6.36,,0.119,-6.479,-1.051,,,-1.051,,-126.989,-12.8,,,,-12.8,,,,,,,,,,-114.189,34.235,-8.428,36.78,,,,3.685,9.152,-5.467,2.198,,8.966,
09/30/2006,160.627,134.097,34.371,-7.841,,0.386,-8.227,,,,,,-140.42,-18.211,,,,-18.211,,,,,,,,,,-122.209,-4.644,-12.602,16.629,,,,-10.93,10.145,-21.075,2.259,,15.563,
12/31/2006,65.34,47.837,11.558,8.461,,-0.91,9.371,-2.516,-26.042,-6.225,29.751,,-65.605,-10.945,0.0,,,-10.945,,,0.0,0.0,0.0,,,,,-54.66,-1.752,-6.23,-1.26,,,,4.439,4.439,0.0,1.299,,-2.017,
03/31/2007,54.847,50.9,12.153,-8.206,,-1.31,-6.896,0.0,,,0.0,,-8.417,-8.496,0.0,,,-8.496,,,0.0,0.0,0.0,,,,,0.079,-38.117,-6.382,-35.455,,,,3.311,6.192,-2.881,0.409,,8.313,
06/30/2007,65.082,58.013,12.204,-5.135,,-4.692,-0.443,0.0,,,0.0,,-109.096,-8.654,0.0,,,-8.654,,,0.0,0.0,0.0,,,,,-100.442,62.926,-6.409,56.862,,,,11.71,11.71,0.0,0.763,,18.912,
09/30/2007,61.956,57.244,13.269,-8.557,,10.672,-19.229,0.0,,,0.0,,-96.503,-7.337,0.0,,,-7.337,,,0.0,0.0,0.0,,,,,-89.166,30.788,-6.417,35.874,,,,1.782,4.338,-2.556,-0.451,,-3.759,
12/31/2007,96.638,61.863,15.039,33.065,,0.099,32.966,-13.329,,,-13.329,,-120.645,-13.133,0.0,,,-13.133,,,0.0,0.0,0.0,,,,,-107.512,121.589,-6.54,123.577,,,,2.185,2.185,0.0,2.367,,97.582,
03/31/2008,76.503,66.357,14.164,-4.018,,-2.045,-1.973,,,,,,-81.474,-8.975,,,,-8.975,,,,,,,,,,-72.499,-50.46,-6.319,-6.859,,,,-41.003,2.534,-43.537,3.721,,-55.431,
06/30/2008,65.299,65.842,15.912,-16.455,,-0.142,-16.313,0.0,,,0.0,,-211.527,-10.936,0.0,,,-10.936,,,0.0,0.0,0.0,,,,,-200.591,173.128,-6.4,184.493,,,,-5.179,8.728,-13.907,0.214,,26.9,
09/30/2008,62.786,70.924,16.206,-24.344,,6.701,-31.045,0.0,,,0.0,,-126.46,-11.121,0.0,,,-11.121,,,0.0,0.0,0.0,,,,,-115.339,88.564,-6.33,102.14,,,,1.395,1.395,0.0,-8.641,,24.89,
12/31/2008,42.677,43.829,16.979,7.252,,25.228,-17.976,-25.383,6.636,-35.18,3.161,,-77.161,-13.183,0.0,,,-13.183,,,0.0,0.0,0.0,,,,,-63.978,-45.034,-6.636,-34.31,,,,-1.529,,-1.529,-2.559,,-79.518,
03/31/2009,110.39,59.055,16.641,34.694,2.715,-2.464,34.443,,,,,0.0,-44.319,-6.106,0.0,0.0,0.0,-6.106,-6.106,0.0,0.0,0.0,0.0,-38.213,0.0,-38.213,0.0,0.0,-14.052,-6.406,-7.332,-7.332,0.0,0.0,-0.314,1.634,-1.948,0.0,-3.247,48.772,
06/30/2009,73.858,51.813,15.036,7.009,3.558,2.661,0.79,,,,,0.0,-10.571,-9.081,0.0,0.0,0.0,-9.081,-9.081,0.0,0.0,0.0,0.0,-0.196,0.0,-0.196,0.0,-1.294,-67.297,-6.358,-68.635,-4.671,0.0,-63.964,7.696,7.696,0.0,0.0,5.66,1.65,
09/30/2009,71.699,43.018,16.639,12.042,3.534,-0.161,8.669,,,,,0.0,-9.323,-6.282,0.0,0.0,0.0,-6.282,-6.282,0.0,0.0,0.0,0.0,-2.785,0.0,-2.785,0.0,-0.256,-0.423,-6.398,0.113,-1.353,1.466,0.0,5.862,5.862,0.0,0.0,1.608,63.561,
12/31/2009,108.724,51.884,17.184,39.656,3.695,5.732,30.229,,,,,0.0,-42.131,-11.593,0.0,0.0,0.0,-11.593,-11.593,0.0,0.0,0.0,0.0,-31.725,0.0,-31.725,0.0,1.187,-20.747,-6.417,-16.51,0.343,0.0,-16.853,2.18,2.18,0.0,0.0,-0.453,45.393,
03/31/2010,91.863,57.945,16.787,17.131,3.601,3.862,9.668,,,,,0.0,-9.036,-5.811,0.0,0.0,0.0,-5.811,-5.811,0.0,0.0,0.0,0.0,-3.225,0.0,-3.225,0.0,0.0,-70.42,-6.348,-0.797,-0.797,0.0,0.0,-63.275,4.07,-67.345,0.0,-3.131,9.276,
06/30/2010,88.519,67.391,16.873,4.255,4.395,-0.64,0.5,,,,,0.0,-92.285,-6.877,0.0,0.0,0.0,-6.877,-6.877,0.0,0.0,0.0,0.0,-89.428,0.0,-89.428,0.0,4.02,-16.29,-6.324,-2.152,-2.152,0.0,0.0,-7.814,3.45,-11.264,0.0,-4.783,-24.839,
09/30/2010,114.292,77.357,18.453,18.482,4.351,1.214,12.917,,,,,0.0,-291.012,-9.758,0.0,0.0,0.0,-9.758,-9.758,0.0,0.0,0.0,0.0,-281.0,0.0,-281.0,0.0,-0.254,74.913,-6.331,76.928,30.008,125.12,-78.2,4.316,4.316,0.0,0.0,6.031,-95.776,
12/31/2010,128.339,81.239,20.783,26.317,4.249,-0.662,22.73,,,,,0.0,-174.49,-16.737,0.0,0.0,0.0,-16.737,-16.737,0.0,0.0,0.0,0.0,-164.932,0.0,-164.932,0.0,7.179,74.426,-9.551,65.305,65.305,0.0,0.0,18.672,18.672,0.0,0.0,-0.084,28.191,
03/31/2011,103.64,90.435,19.854,-6.649,4.332,2.869,-13.85,,,,,0.0,-13.537,-10.371,0.0,0.0,0.0,-10.371,-10.371,0.0,0.0,0.0,0.0,0.494,0.0,0.494,0.0,-3.66,-101.399,-9.559,-95.126,-94.499,0.0,-0.627,3.286,3.286,0.0,0.0,3.097,-8.199,
06/30/2011,115.155,94.144,21.406,-0.395,9.943,2.126,-12.464,,,,,0.0,-192.487,-10.188,0.0,0.0,0.0,-10.188,-10.188,0.0,0.0,0.0,0.0,-183.0,0.0,-183.0,0.0,0.701,117.054,-9.606,125.06,125.06,0.0,0.0,1.6,12.944,-11.344,0.0,1.862,41.584,
09/30/2011,137.044,97.978,21.267,17.799,4.081,-5.129,18.847,,,,,0.0,-11.042,-11.851,0.0,0.0,0.0,-11.851,-11.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809,-93.868,-9.635,-87.232,-87.078,0.0,-0.154,2.999,8.039,-5.04,0.0,-10.453,21.681,
12/31/2011,152.726,101.907,24.005,26.814,3.791,12.288,10.735,,,,,0.0,-309.387,-18.406,0.0,0.0,0.0,-18.406,-18.406,0.0,0.0,0.0,0.0,-291.935,0.0,-291.935,0.0,0.954,110.071,-9.566,156.366,98.067,58.981,-0.682,-36.729,6.223,-42.952,0.0,-1.292,-47.882,
03/31/2012,140.885,110.15,24.989,5.746,4.058,-2.3,3.988,,,,,0.0,-183.463,-8.398,0.0,0.0,0.0,-8.398,-8.398,0.0,0.0,0.0,0.0,-179.356,0.0,-179.356,0.0,4.291,87.193,-9.588,86.415,86.585,0.0,-0.17,10.366,10.366,0.0,0.0,4.297,48.912,
06/30/2012,115.749,113.687,25.746,-23.684,6.155,3.518,-33.357,,,,,0.0,-334.189,-12.117,0.0,0.0,0.0,-12.117,-12.117,0.0,0.0,0.0,0.0,-318.429,0.0,-318.429,0.0,-3.643,168.076,-14.467,161.916,161.964,0.0,-0.048,20.627,24.526,-3.899,0.0,-5.345,-55.709,
09/30/2012,162.54,115.397,27.11,20.033,4.362,-2.632,18.303,,,,,0.0,-12.74,-12.741,0.0,0.0,0.0,-12.741,-12.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-153.826,-14.501,-147.491,-146.731,0.0,-0.76,8.166,8.166,0.0,0.0,3.282,-0.744,
12/31/2012,193.29,119.898,27.626,45.766,4.809,4.966,35.991,,,,,0.0,-273.339,-24.171,0.0,0.0,0.0,-24.171,-24.171,0.0,0.0,0.0,0.0,-249.89,0.0,-249.89,0.0,0.722,73.096,-14.527,77.047,77.608,0.0,-0.561,10.576,11.319,-0.743,0.0,2.086,-4.867,
03/31/2013,156.818,125.146,28.838,2.834,6.77,1.316,-5.252,,,,,0.0,-6.999,-10.921,0.0,0.0,0.0,-10.921,-10.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.922,-126.247,-14.567,-112.954,-112.468,0.0,-0.486,1.274,8.924,-7.65,0.0,-4.221,19.351,
06/30/2013,128.158,128.321,28.558,-28.721,4.738,-0.211,-33.248,,,,,0.0,-10.182,-10.692,0.0,0.0,0.0,-10.692,-10.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,-87.83,-14.588,-81.179,-82.008,0.829,0.0,7.937,8.739,-0.802,0.0,0.133,30.279,
09/30/2013,166.131,127.864,29.545,8.722,5.018,-2.761,6.465,,,,,0.0,-166.308,-15.534,0.0,0.0,0.0,-15.534,-15.534,0.0,0.0,0.0,0.0,-151.179,0.0,-163.978,12.799,0.405,39.394,-14.604,39.311,39.268,0.043,0.0,14.687,14.687,0.0,0.0,8.047,47.264,
12/31/2013,209.552,135.668,31.716,42.168,5.065,3.07,34.033,,,,,0.0,-276.844,-13.368,12.799,12.799,0.0,-26.167,-26.167,0.0,0.0,0.0,0.0,-263.136,0.0,-250.337,-12.799,-0.34,104.399,-14.646,109.891,110.022,0.0,-0.131,9.154,9.169,-0.015,0.0,3.218,40.325,
03/31/2014,160.961,140.586,33.25,-12.875,4.166,-0.698,-16.343,,,,,0.0,-173.585,-14.46,0.0,0.0,0.0,-14.46,-14.46,0.0,0.0,0.0,0.0,-161.489,0.0,-161.489,0.0,2.364,-14.914,-14.662,-6.737,-6.516,0.0,-0.221,6.485,6.494,-0.009,0.0,-2.33,-29.868,
06/30/2014,155.078,150.063,32.929,-27.914,6.142,-0.332,-33.724,,,,,0.0,-312.14,-14.828,0.0,0.0,0.0,-14.828,-14.828,0.0,0.0,0.0,0.0,-297.194,0.0,-297.194,0.0,-0.118,173.045,-22.024,187.658,187.658,0.0,0.0,7.411,9.138,-1.727,0.0,1.453,17.436,
09/30/2014,196.615,141.811,36.621,18.183,4.747,0.684,12.752,,,,,0.0,-131.859,-17.991,0.0,0.0,0.0,-17.991,-17.991,0.0,0.0,0.0,0.0,-114.014,0.0,-114.964,0.95,0.146,35.804,-22.04,55.603,-444.085,500.0,-0.312,2.241,2.39,-0.149,0.0,-13.718,86.842,
12/31/2014,213.308,152.0,35.784,25.524,4.816,20.925,-0.217,,,,,0.0,-24.049,-23.098,0.95,0.95,0.0,-24.048,-24.048,0.0,0.0,0.0,0.0,-0.95,0.0,0.0,-0.95,-0.001,-169.796,-21.825,90.067,90.448,0.0,-0.381,-238.038,5.36,-243.398,0.0,-11.461,8.002,
03/31/2015,121.926,142.107,35.26,-55.441,4.862,-1.267,-59.036,,,,,0.0,-14.372,-14.372,0.0,0.0,0.0,-14.372,-14.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.245,-21.642,-25.154,-24.704,0.0,-0.45,-6.449,19.211,-25.66,0.0,-25.337,28.972,
06/30/2015,163.462,155.513,37.057,-29.108,7.217,4.42,-40.745,,,,,0.0,-210.426,-11.615,0.0,0.0,0.0,-11.615,-11.615,0.0,0.0,0.0,0.0,-198.385,0.0,-198.806,0.421,-0.426,-44.96,-21.701,-22.186,-72.186,50.0,0.0,-1.073,30.494,-31.567,0.0,11.925,-79.999,
09/30/2015,187.754,156.398,37.714,-6.358,5.6,-8.353,-3.605,,,,,0.0,-177.098,-18.885,0.421,0.421,0.0,-19.306,-19.306,0.0,0.0,0.0,0.0,-158.081,0.0,-157.66,-0.421,-0.132,-2.914,-21.318,260.681,257.121,150.0,-146.44,-242.277,7.021,-249.298,0.0,-6.296,1.446,
12/31/2015,199.398,136.841,39.429,23.128,6.083,11.658,5.387,,,,,0.0,-23.661,-23.79,0.0,0.0,0.0,-23.79,-23.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,-115.845,-21.327,31.413,66.53,0.0,-35.117,-125.931,2.944,-128.875,0.0,-6.921,52.971,
03/31/2016,151.619,134.17,40.086,-22.637,5.079,5.063,-32.779,,,,,0.0,-305.726,-11.115,0.0,0.0,0.0,-11.115,-11.115,0.0,0.0,0.0,0.0,-294.611,0.0,-294.611,0.0,0.0,149.638,-21.006,283.333,283.333,0.0,0.0,-112.689,3.97,-116.659,0.0,10.404,5.935,
06/30/2016,188.94,138.193,40.851,9.896,5.956,-0.681,4.621,,,,,0.0,-12.493,-14.136,0.0,0.0,0.0,-14.136,-14.136,0.0,0.0,0.0,0.0,1.143,0.0,1.143,0.0,0.5,-93.131,-20.95,-61.432,-61.432,0.0,0.0,-10.749,7.887,-18.636,0.0,-14.061,69.255,
09/30/2016,168.958,130.687,42.031,-3.76,5.358,-7.02,-2.098,,,,,0.0,-81.754,-15.246,0.0,,0.0,-15.246,-15.246,0.0,0.0,0.0,0.0,-66.508,0.0,-66.508,0.0,0.0,-97.895,-20.749,15.199,15.199,,0.0,-92.345,8.438,-100.783,0.0,-0.035,-10.726,
12/31/2016,247.318,109.108,56.748,81.462,5.637,-2.994,78.819,,,,,0.0,-52.394,-22.783,0.0,,0.0,-22.783,-22.783,0.0,0.0,0.0,0.0,-31.443,0.0,-31.443,0.0,1.832,98.442,-20.562,219.402,-552.774,820.9,-48.724,-97.392,2.67,-100.062,-3.006,-21.576,271.79,
