Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,4802.696777,,,,,,,15.985,202.425003,122.473999,935.916992,223.223999,6302.722168,,,,,,4698.811035,,,178.427994,713.955994,5591.195023,0.0,0.0,0.0,8.134,703.393005,711.527005,6302.722028,
06/30/1990,,5120.779785,,,,,,,24.176001,242.177994,126.709999,989.669006,214.104004,6717.617188,,,,,,5046.862793,,,166.035995,769.937988,5982.836777,0.0,0.0,0.0,8.139,726.640991,734.779991,6717.616768,
09/30/1990,,5791.300781,206.936996,77.693001,5461.223145,44.036999,0.0,1.411,35.82,243.692993,132.009995,1104.956055,219.662003,7527.441895,,,,,,5762.690918,,,163.121994,840.39502,6766.207932,0.0,0.0,0.0,8.145,753.088989,761.23399,7527.441921,
12/31/1990,,6243.103027,182.511993,80.032997,5922.401855,55.099998,0.0,3.056,26.375,253.358994,132.367004,1164.016968,215.610992,8034.832031,,366.048004,208.485001,5574.644043,0.0,6149.176758,69.599998,,88.138,936.950989,7243.865746,0.0,0.0,0.0,189.757004,601.208984,790.965988,8034.831734,
03/31/1991,,6255.873047,252.220993,78.666,5880.478027,42.275002,0.0,2.233,25.535,286.933014,128.927002,1162.324951,216.268997,8075.861816,,,,,,6179.820801,,,153.940994,929.627991,7263.389786,0.0,0.0,0.0,8.158,804.314026,812.472026,8075.861812,
06/30/1991,,6592.975098,259.778992,78.080002,6205.352051,46.639999,0.0,3.124,25.34,260.634003,128.565002,1219.240967,218.496002,8445.250977,,,,,,6566.006836,,,149.069,888.299988,7603.375824,0.0,0.0,0.0,8.161,833.713989,841.87499,8445.250813,
09/30/1991,,7125.178223,214.639008,83.390999,6775.10498,48.916,0.0,3.127,35.976002,310.977997,128.466003,1299.092041,223.794998,9123.485352,,,,,,7086.387207,,,144.945999,1013.138,8244.471207,0.0,0.0,0.0,8.162,870.85199,879.013989,9123.485196,
12/31/1991,,8010.334961,182.360992,85.421997,7678.151855,61.23,0.0,3.17,46.321999,322.160004,132.044006,1407.18396,226.455002,10144.5,,470.023987,240.628006,7088.686035,0.0,7799.337891,62.799999,257.950012,76.010002,1024.912964,9221.010868,0.0,0.0,0.0,191.591995,731.896973,923.488968,10144.499836,
03/31/1992,,7935.783203,214.908005,81.68,7574.462891,61.591,0.0,3.141,41.152,289.730011,208.371994,1394.921021,227.746002,10097.704102,,,,,,7735.335938,,286.035004,137.526993,997.281006,9156.17894,0.0,0.0,0.0,8.201,933.323975,941.524975,10097.703915,
06/30/1992,,8486.242188,218.578995,86.055,8119.405762,59.064999,0.0,3.137,36.898998,394.299011,217.472,1505.369019,230.695999,10870.976562,,,,,,8467.150391,,183.688004,132.013,1095.005005,9877.8564,0.0,0.0,0.0,8.203,984.91803,993.12103,10870.977429,
09/30/1992,,9349.834961,8434.796875,88.450996,761.064026,62.396999,0.0,3.126,53.615002,315.51001,224.432999,1624.027954,346.825989,11914.24707,,,,,,9268.134766,,284.020996,128.988998,1192.871948,10874.016708,0.0,0.0,0.0,8.217,1032.012939,1040.229939,11914.246648,
12/31/1992,,9425.203125,8182.507812,85.264999,1084.430054,68.343002,0.0,4.657,36.138,328.518005,223.229996,1614.394043,273.890991,11901.374023,,561.685974,263.493011,8437.829102,0.0,9263.007812,75.0,276.846985,50.799999,1153.837036,10819.491832,0.0,0.0,0.0,199.126007,882.755981,1081.881988,11901.37382,
03/31/1993,,10359.71875,9054.404297,70.862999,1160.973022,69.445,0.0,4.034,44.721001,332.25,331.675995,1748.072998,431.884003,13248.323242,,,,,,10281.28125,,470.100006,128.850998,1196.987061,12077.219315,0.0,0.0,0.0,8.486,1162.618042,1171.104042,13248.323357,
06/30/1993,,11309.723633,9944.115234,60.429001,1230.675049,71.238998,0.0,3.266,51.776001,404.415985,371.522003,1916.019043,289.473999,14342.930664,,,,,,11529.866211,,58.702999,142.912994,1336.152954,13067.635159,0.0,0.0,0.0,10.353,1264.942993,1275.295993,14342.931151,
09/30/1993,,11691.041992,10226.950195,58.542,1317.160034,85.744003,0.0,2.646,51.292,381.725006,375.826996,1990.35498,777.075012,15267.316406,,,,,,12146.791016,,286.528992,137.916,1360.503052,13931.739059,0.0,0.0,0.0,10.354,1325.223022,1335.577023,15267.316082,
12/31/1993,,12445.726562,10222.125,57.485001,2082.325928,82.065002,0.0,1.726,23.413,416.063995,361.246002,1953.248047,242.988007,15442.685547,,712.065979,302.846008,10932.224609,118.334,11947.136719,15.3,659.15802,106.762001,1230.370972,13958.727712,0.0,0.0,0.0,206.100998,1159.522949,1365.623947,15324.351659,
