Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1997,,283.673996,282.492004,,1.009473,0.83213,0.242417,0.155,0.155,0.155,0.15,0.15,0.15,,0.316112,0.287679,,,,
06/30/1997,286.275009,286.113007,284.972992,,0.964235,0.808708,0.253996,0.16,0.16,0.16,0.16,0.16,0.16,,0.061122,0.045503,1.639738,1.797572,,
09/30/1997,285.693008,288.176994,285.140991,,1.12955,0.974371,0.276919,0.17,0.17,0.17,0.17,0.17,0.17,0.016667,0.536629,0.512901,1.414718,1.911713,,
12/31/1997,284.664001,288.402008,284.64901,,1.177222,1.021089,0.321364,0.19,0.19,0.19,0.185,0.185,0.185,0.016667,0.322299,0.295508,0.799125,2.090584,,
03/31/1998,284.706001,289.542,284.52301,,1.361155,1.168707,0.326213,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,0.016667,0.630902,0.602099,1.430328,2.249363,,
06/30/1998,283.64399,290.336998,284.093994,,1.662228,1.445641,0.365801,0.22,0.22,0.22,0.215,0.215,0.215,0.016667,0.741871,0.70709,1.008377,2.440031,,
09/30/1998,284.048996,291.0,284.087997,,2.025872,1.810622,0.477503,0.29,0.29,0.29,0.285,0.285,0.285,0.016667,1.160243,1.127453,1.263916,2.52617,,
12/31/1998,283.463989,289.622009,282.231995,,2.387125,2.139708,0.560436,0.335,0.335,0.335,0.33,0.33,0.33,0.0165,1.160637,1.113595,1.672936,2.833471,,
03/31/1999,283.829987,291.003998,282.493988,,2.721729,2.436763,0.66972,0.4,0.4,0.4,0.39,0.39,0.39,0.025,1.07157,1.014815,2.551263,3.257295,,
06/30/1999,283.567993,291.09201,282.966003,,3.337458,2.983104,0.745867,0.445,0.445,0.445,0.435,0.435,0.435,0.025,1.471937,1.383767,3.444955,3.57126,,
09/30/1999,283.806,290.14,282.592,,3.858446,3.442231,0.889197,0.535,0.535,0.535,0.52,0.52,0.52,0.025,1.858195,1.761292,4.199686,4.099829,,
12/31/1999,284.132,290.328,282.902,,4.358849,3.826226,0.939894,0.565,0.565,0.565,0.55,0.55,0.55,0.025,1.886272,1.770935,5.212067,4.689637,,
03/31/2000,284.914001,290.5,283.279999,,4.784803,4.062345,1.025477,0.62,0.62,0.62,0.6,0.6,0.6,0.025,2.262221,2.144677,5.426736,5.298964,5.298964,
06/30/2000,284.649994,291.582001,283.679993,,4.979847,4.215356,1.101703,0.22,0.22,0.66,0.215,0.215,0.645,0.025,1.574708,1.49889,5.306341,5.557439,5.557439,
09/30/2000,285.428009,295.428009,284.372009,,5.068076,4.277664,1.176132,0.705,0.705,0.705,0.68,0.68,0.68,0.025,2.392011,2.327226,1.859148,6.347436,6.347436,
12/31/2000,285.911,297.743,284.747,,6.106853,5.303073,1.381349,0.75,0.75,0.83,0.73,0.73,0.8,0.03,2.408208,2.324376,2.636873,7.107747,,
03/31/2001,285.225006,298.041992,284.794006,,5.638549,4.848332,1.326777,0.81,0.81,0.81,0.78,0.78,0.78,0.03,1.932323,1.822689,3.90619,7.737965,7.737965,
06/30/2001,284.300835,297.601,284.602,,5.695097,4.86466,1.349565,0.82,0.82,0.82,0.79,0.79,0.79,0.03,2.336259,2.283621,10.780295,8.573021,8.573021,
09/30/2001,284.199005,294.964996,283.864014,,5.418866,4.536299,0.252353,0.2,0.15,0.15,0.2,0.15,0.15,0.03,1.847518,1.786179,13.062129,8.408713,8.408713,
12/31/2001,284.826,283.401,283.401,,3.024739,2.211587,-2.305257,-1.7,-1.39,-1.39,-1.7,-1.39,-1.39,0.0,-2.635739,-2.68184,7.234543,6.69711,6.69711,
03/31/2002,288.878998,288.540009,283.893005,,5.796251,5.066909,0.099675,0.03,0.02,0.05,0.03,0.02,0.05,0.0,1.988989,1.986639,13.581839,6.542954,6.542954,
06/30/2002,289.072998,294.171997,284.25,,3.216823,2.527226,0.656271,0.54,0.32,0.09,0.53,0.31,0.09,0.0,0.629502,0.629397,20.71784,7.198434,7.198434,
09/30/2002,289.156533,294.094,285.323,,2.953789,2.291343,0.066034,0.15,0.15,0.04,0.15,0.15,0.04,0.0,0.531072,0.531072,15.730507,7.368895,7.368895,
12/31/2002,289.38182,279.362,279.362,,2.398139,1.754136,-0.120514,0.04,0.04,0.02,0.04,0.04,0.02,0.0,3.890432,,13.633465,7.391867,7.391867,
03/31/2003,289.845001,290.428986,286.187012,,2.689629,2.089165,0.027147,0.02,0.02,0.02,0.02,0.02,0.02,0.0,2.791479,2.77732,16.270983,7.36396,7.36396,
06/30/2003,290.403015,289.769012,286.309998,,2.392466,1.820125,0.253369,0.14,0.14,0.17,0.13,0.13,0.16,0.0,0.001572,-0.010056,17.958254,7.50934,7.50934,
09/30/2003,290.18399,313.972992,287.619995,,2.368577,1.829994,0.49031,0.3,0.3,0.3,0.28,0.28,0.28,0.0,-0.312996,-0.323475,15.032886,7.776522,7.776522,
12/31/2003,290.446991,292.75,287.682007,,2.243568,1.745896,0.385631,0.23,0.23,0.23,0.23,0.23,0.23,0.0,1.95292,1.914423,13.013538,7.906493,7.906493,
03/31/2004,291.160004,298.345001,288.084991,,2.239214,1.775073,0.543291,0.35,0.35,0.35,0.35,0.35,0.35,0.0,1.240214,1.23659,7.59278,8.374145,8.374145,
