Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Source: Bloomberg
09/30/1982,,,,,,,,,1.972222,,,
12/31/1982,,,,,,,,,2.5,,,
03/31/1983,,,,,,,,,2.5,,,
06/30/1983,,,,,,,,,3.444444,,,
09/30/1983,,,,,,,,,3.444444,,,
12/31/1983,,,,,,,,,3.055556,,,
03/31/1984,,,,,,,,,2.972222,,,
06/30/1984,,,,,,,,,2.666667,,,
09/30/1984,,,,,,,,,2.777778,,,
12/31/1984,,,,,,,,,3.166667,,,
03/31/1985,,,,,,,,,3.472222,,,
06/30/1985,,,,,,,,,4.472222,,,
09/30/1985,,,,,,,,,2.083333,,,
12/31/1985,,,,,,,,,3.0,,,
03/31/1986,,,,,,,,,3.597222,,,
06/30/1986,,,,,,,,,5.361111,,,
09/30/1986,,,,,,,,,4.777778,,,
12/31/1986,,,,,,,,,4.833333,,,
03/31/1987,,,,,,,,,4.555556,,,
06/30/1987,,,,,,,,,5.111111,,,
09/30/1987,,,,,,,,,4.333333,,,
12/31/1987,,,,,,,,,3.222222,,,
03/31/1988,,,,,,,,,4.444444,,,
06/30/1988,,,,,,,,,3.722222,,,
09/30/1988,,,,,,,,,4.027778,,,
12/31/1988,,,,,,,,,4.083333,,,
03/31/1989,,,,,,,,,4.472222,,,
06/30/1989,,,,,,,,,4.333333,,,
09/30/1989,,,,,,,,,4.555556,,,
12/31/1989,,,,,,,,,3.638889,,,
03/31/1990,,,,,0.821923,,,,2.916667,116.686537,0.080577,
06/30/1990,,0.075962,0.089018,0.069066,0.786371,,,,2.694444,113.310383,0.076864,
09/30/1990,,0.058889,0.070108,0.04596,0.50708,,,,1.722222,72.425193,0.052173,
12/31/1990,,0.047108,0.052173,0.038709,0.409028,,0.276547,,1.277778,53.740569,0.040244,
03/31/1991,,0.045873,0.055111,0.034116,0.50116,,0.351642,,1.583333,66.591573,0.051457,
06/30/1991,,0.058893,0.071317,0.048889,0.663142,,0.462394,,1.972222,96.197773,0.056699,
09/30/1991,,0.059882,0.066282,0.048201,0.715931,,0.519904,,2.055556,100.262468,0.059738,
12/31/1991,,0.035868,0.059739,0.025026,0.468948,,0.274246,,1.055556,51.486153,0.031932,
