Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2009,660.2,127.1,293.1,147.0,0.9,146.1,93.0,-167.9,-8.2,162.0,107.1,,-832.3,-475.2,38.1,38.1,0.0,-513.3,-513.3,0.0,,,,0.0,0.0,0.0,0.0,-357.1,110.6,-350.0,319.7,10.4,1303.1,-993.8,0,0,0,140.9,1.0,-60.5,83.9,16.9,
03/31/2010,438.7,-160.9,282.3,375.4,-156.6,532.0,-58.1,53.3,-7.5,-8.3,-95.6,,-498.3,-436.7,13.4,13.4,0.0,-450.1,-450.1,0.0,,,,0.0,0.0,0.0,0.0,-61.6,34.5,-150.0,386.1,11.5,1189.5,-814.9,0,0,0,-201.6,-3.4,-28.5,2.2,286.9,
06/30/2010,296.6,46.0,269.7,-44.6,-42.4,-2.2,25.6,13.7,-22.2,-31.4,65.5,,-1183.9,-217.6,9.1,9.1,0.0,-226.7,-226.7,0.0,,,,0.0,0.0,0.0,0.0,-966.3,892.3,-175.0,859.4,-4.2,4091.0,-3227.4,0,0,0,207.9,2.6,7.6,135.6,15.1,
09/30/2010,483.2,10.6,261.7,236.3,-5.7,242.0,-25.3,38.1,16.9,19.2,-99.5,,-216.6,-294.1,,,,,,,,,,0.0,0.0,0.0,0.0,77.5,-216.5,-175.0,-26.3,-12.5,1417.9,-1431.7,0,0,0,-15.2,1.8,51.9,5.4,305.1,
12/31/2010,694.5,63.3,265.3,305.1,196.7,108.4,60.8,-87.1,31.8,19.5,96.6,,-389.2,-1222.6,27.5,27.5,0.0,-1250.1,-1250.1,0.0,,,,0.0,0.0,0.0,0.0,833.4,-0.3,-200.0,312.8,5.2,2674.6,-2367.0,0,0,0,-113.1,1.0,306.0,3.8,20.9,
03/31/2011,483.0,155.0,256.0,-25.0,3.0,-28.0,97.0,100.0,0.0,-40.0,37.0,,-227.0,-335.0,1.0,1.0,0.0,-336.0,-336.0,0.0,,,,0.0,0.0,0.0,0.0,108.0,-570.0,-246.0,-167.0,0.0,3325.0,-3492.0,0,0,0,-157.0,2.0,-312.0,1.0,325.0,
06/30/2011,471.0,132.0,264.0,167.0,21.0,146.0,-92.0,-44.0,12.0,50.0,-110.0,,-292.0,-188.0,16.0,16.0,0.0,-204.0,-204.0,0.0,,,,0.0,0.0,0.0,0.0,-104.0,-16.0,-99.0,-313.0,0.0,1651.0,-1964.0,0,0,0,396.0,1.0,164.0,160.0,15.0,
09/30/2011,642.0,152.0,287.0,314.0,54.0,260.0,-111.0,-21.0,-3.0,-17.0,-70.0,,-1267.0,-1238.0,12.0,12.0,0.0,-1250.0,-1250.0,0.0,,,,0.0,0.0,0.0,0.0,-29.0,563.0,-212.0,923.0,0.0,3130.0,-2207.0,0,0,0,-148.0,-18.0,-80.0,16.0,329.0,
12/31/2011,769.1,155.0,284.9,248.1,6.2,241.9,81.1,-27.2,8.6,48.1,51.6,,-605.5,376.1,,,,,,,,,,0.0,0.0,0.0,0.0,-981.6,-34.0,-212.6,335.9,0.0,1465.8,-1129.9,0,0,0,-157.3,7.4,137.0,100.3,12.4,
03/31/2012,560.0,21.0,281.0,282.0,9.0,273.0,-24.0,89.0,-77.0,-54.0,18.0,,-365.0,-384.0,0.0,0.0,0.0,-384.0,-384.0,0.0,,,,0.0,0.0,0.0,0.0,19.0,-119.0,-220.0,234.0,0.0,2672.0,-2438.0,0,0,0,-133.0,7.0,83.0,6.0,349.0,
06/30/2012,453.0,-126.0,333.0,318.0,-88.0,406.0,-72.0,-184.0,-14.0,53.0,73.0,,-5425.0,-431.0,32.0,32.0,0.0,-463.0,-463.0,0.0,,,,-4970.0,0.0,-4970.0,0.0,-24.0,5162.0,-226.0,5690.0,0.0,7561.0,-1871.0,0,0,0,-302.0,-9.0,181.0,183.0,139.0,
09/30/2012,1927.0,200.0,1017.0,328.0,20.0,308.0,-192.0,-25.0,-100.0,-91.0,-67.0,,-6365.0,-616.0,8.0,8.0,,-624.0,-624.0,,,,,,,,,-5749.0,-700.0,-810.0,-618.0,0.0,5494.0,-6112.0,0,0,0,728.0,15.0,364.0,175.0,1051.0,
12/31/2012,868.0,220.0,409.0,362.0,27.0,335.0,-123.0,-206.0,8.0,161.0,-86.0,,1281.0,-520.0,114.0,114.0,0.0,-634.0,-634.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,-2205.0,-374.0,-1913.0,,2421.0,-4334.0,-157,0,-157,239.0,-5.0,-61.0,7.0,298.0,
03/31/2013,767.0,292.0,415.0,129.0,172.0,-43.0,-69.0,7.0,-13.0,-152.0,89.0,,-116.0,-601.0,0.0,0.0,0.0,-601.0,-601.0,0.0,,,,-4.0,0.0,-4.0,0.0,489.0,-253.0,-384.0,128.0,0.0,3219.0,-3091.0,-80,0,-80,83.0,-6.0,392.0,-7.0,513.0,
06/30/2013,967.0,277.0,445.0,501.0,206.0,295.0,-256.0,0.0,-37.0,-29.0,-190.0,,-1001.0,-1007.0,23.0,23.0,0.0,-1030.0,-1030.0,0.0,,,,4.0,0.0,4.0,0.0,2.0,-41.0,-395.0,183.0,0.0,2628.0,-2445.0,-51,0,-51,222.0,-14.0,-89.0,78.0,299.0,
09/30/2013,1043.0,286.0,467.0,188.0,96.0,92.0,102.0,119.0,-7.0,-51.0,41.0,,-921.0,-880.0,51.0,51.0,0.0,-931.0,-931.0,0.0,,,,0.0,0.0,0.0,0.0,-41.0,-331.0,-417.0,545.0,0.0,3660.0,-3115.0,-332,0,-332,-127.0,8.0,-201.0,11.0,550.0,
12/31/2013,1345.0,338.0,479.0,607.0,166.0,441.0,-79.0,-257.0,4.0,196.0,-22.0,0.0,-1084.0,13.0,13.0,13.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,89.0,-470.0,-426.0,332.0,0.0,4074.0,-3742.0,-174,0,-174,-202.0,-9.0,-218.0,-15.0,290.0,
03/31/2014,1118.0,287.0,496.0,327.0,111.0,216.0,8.0,178.0,10.0,-140.0,-40.0,,-1819.0,-856.0,19.0,19.0,0.0,-875.0,-875.0,0.0,,,,-960.0,0.0,-960.0,0.0,-3.0,626.0,-425.0,1007.0,0.0,5191.0,-4184.0,-149,0,-149,193.0,-10.0,-85.0,-2.0,566.0,
06/30/2014,1085.0,284.0,502.0,255.0,97.0,158.0,44.0,-84.0,-34.0,23.0,139.0,0.0,-888.0,-1843.0,,,,,,,,,,960.0,0.0,960.0,0.0,-5.0,-353.0,-435.0,-71.0,0.0,4257.0,-4328.0,-43,0,-43,196.0,6.0,-150.0,165.0,289.0,
09/30/2014,1289.0,329.0,520.0,470.0,161.0,309.0,-30.0,-71.0,-5.0,27.0,19.0,0.0,-1313.0,-1065.0,3.0,3.0,0.0,-1068.0,-1068.0,0.0,,,,0.0,0.0,0.0,0.0,-248.0,138.0,-444.0,878.0,0.0,3951.0,-3073.0,0,0,0,-296.0,-5.0,109.0,65.0,591.0,
12/31/2014,975.0,126.0,522.0,507.0,246.0,261.0,-180.0,-107.0,-1.0,89.0,-161.0,0.0,-1190.0,-1236.0,,,,,,,,,,0.0,0.0,0.0,0.0,46.0,60.0,-456.0,4958.0,0.0,11174.0,-6216.0,0,0,0,-4442.0,-2.0,-157.0,-1.0,272.0,
03/31/2015,1256.0,429.0,538.0,214.0,221.0,-7.0,75.0,216.0,6.0,-241.0,94.0,0.0,-2775.0,-2761.0,0.0,0.0,0.0,-2761.0,-2761.0,0.0,,,,0.0,0.0,0.0,0.0,-14.0,1468.0,-962.0,831.0,0.0,7136.0,-6305.0,1626,1626,0,-27.0,-5.0,-56.0,-196.0,592.0,
06/30/2015,1282.0,333.0,570.0,97.0,192.0,-95.0,282.0,150.0,-40.0,19.0,153.0,0.0,-969.0,-1063.0,4.0,4.0,0.0,-1067.0,-1067.0,0.0,,,,0.0,0.0,0.0,0.0,94.0,-410.0,-1044.0,-287.0,0.0,2349.0,-2636.0,931,936,-5,-10.0,1.0,-96.0,11.0,410.0,
09/30/2015,969.0,186.0,617.0,270.0,111.0,159.0,-104.0,-62.0,36.0,-42.0,-36.0,0.0,-978.0,-2909.0,45.0,45.0,0.0,-2954.0,-2954.0,0.0,,,,1864.0,0.0,1864.0,0.0,67.0,28.0,-1078.0,-156.0,0.0,2796.0,-2952.0,1264,1271,-7,-2.0,-3.0,16.0,2.0,594.0,
12/31/2015,1796.0,-695.0,584.0,1684.0,168.0,1516.0,223.0,78.0,32.0,108.0,5.0,0.0,-984.0,-1063.0,,,,,,,,,,0.0,0.0,0.0,0.0,79.0,-759.0,-1140.0,-1188.0,0.0,2035.0,-3223.0,1578,1578,0,-9.0,-3.0,50.0,-148.0,389.0,
