Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/30/2008,,376.257,0.27,376.527,,86.113203,0.061794,86.174997,,45.557707,0.032692,45.590399,
12/31/2008,3.608,274.307,0.1,278.015,0.855962,65.076605,0.023724,65.956291,0.498191,37.876198,0.013808,38.388197,
03/31/2009,3.138,292.007,0.1,295.245,0.764769,71.165676,0.024371,71.954816,0.460508,42.852656,0.014675,43.32784,
06/30/2009,,,,,1.2012,45.861936,0.02436,47.087497,0.664246,25.360984,0.013471,26.038702,
09/30/2009,,,,,1.684251,42.505143,,44.189394,0.958647,24.193201,,25.151848,
12/31/2009,5.469,175.866,,181.335,1.378408,44.325313,,45.703722,0.737856,23.727135,,24.464991,
03/31/2010,4.768,289.838,,294.606,1.234367,75.034885,,76.269251,0.605725,36.82091,,37.426635,
06/30/2010,3.776,261.026,,264.802,1.017198,70.316473,,71.333671,0.477587,33.014478,,33.492065,
09/30/2010,4.036,187.687,,191.723,1.159557,53.923129,,55.082686,0.428253,19.915156,,20.343409,
12/31/2010,,,,,0.684331,96.677055,,97.361386,0.331549,46.83872,,47.170269,
03/31/2011,4.638,467.089,,471.727,0.89521,90.155783,,91.050993,0.431726,43.478734,,43.91046,
06/30/2011,4.32,310.378,,314.698,0.903701,64.928018,,65.831719,0.412661,29.648359,,30.06102,
09/30/2011,3.075,301.328,,304.403,0.718033,70.362146,,71.080179,0.312808,30.65295,,30.965758,
12/31/2011,3.019,316.198,,319.217,0.621536,65.097214,,65.71875,0.228093,23.889548,,24.117641,
06/30/2012,2.455,414.945,,417.4,0.412843,69.778881,,70.191724,0.168439,28.46964,,28.638079,
09/30/2012,2.543,461.639,,464.182,0.315499,57.273605,,57.589104,0.153136,27.799279,,27.952415,
12/31/2012,3.393,351.565,,354.958,0.272446,28.229423,,28.501869,0.163087,16.898183,,17.061269,
03/31/2013,2.785,479.528,,482.313,0.198031,34.097393,,34.295423,0.122364,21.068911,,21.191275,
06/30/2013,2.3,326.859,,329.159,0.154017,21.887826,,22.041843,0.096709,13.743625,,13.840334,
09/30/2013,2.242,509.733,,511.975,0.132649,30.158664,,30.291314,0.084911,19.305033,,19.389944,
12/31/2013,1.166,547.101,,548.267,0.059731,28.026624,,28.086355,0.039512,18.53943,,18.578942,
03/31/2014,3.535,717.429,,720.964,0.159864,32.444529,,32.604394,0.108422,22.004352,,22.112774,
06/30/2014,6.974,760.618,,767.592,0.294405,32.109275,,32.403681,0.201789,22.008126,,22.209915,
09/30/2014,5.099,843.994,,849.093,0.199821,33.074613,,33.274433,0.136358,22.570191,,22.706549,
12/31/2014,7.379,704.536,,711.915,0.289344,27.626143,,27.915488,0.192278,18.358421,,18.550699,
03/31/2015,89.58,627.982,,717.562,3.01471,21.133999,,24.14871,2.133582,14.957034,,17.090616,
06/30/2015,46.124,757.165,,803.289,1.381596,22.680082,,24.061678,1.018871,16.725647,,17.744518,
09/30/2015,27.547,894.834,,922.381,0.835551,27.14195,,27.977501,0.531496,17.265072,,17.796568,
12/31/2015,31.467,836.816,,868.283,0.860969,22.896124,,23.757092,0.560996,14.918815,,15.47981,
03/31/2016,21.415,778.76,,800.175,0.568779,20.683746,,21.252525,0.362692,13.189352,,13.552044,
06/30/2016,17.613,970.895,,988.508,0.432061,23.816842,,24.248903,0.283856,15.647215,,15.931071,
09/30/2016,18.064,1247.874,,1265.938,0.402205,27.784577,,28.186782,0.264557,18.275784,,18.540341,
12/31/2016,,,,,1.106233,29.634736,,30.740968,0.705804,18.9077,,19.613504,
03/31/2017,54.65,1408.356,,1463.006,1.123094,28.942662,,30.065756,0.699085,18.015738,,18.714823,
06/30/2017,60.369,1527.845,,1588.214,1.093495,27.674651,,28.768147,0.74471,18.847455,,19.592165,
09/30/2017,88.04,1826.142,,1914.182,1.454824,30.17622,,31.631043,1.011813,20.987207,,21.99902,
12/31/2017,62.7,2020.6,,2083.3,1.020491,32.886835,,33.907326,0.715402,23.054893,,23.770295,
03/31/2018,69.075,2358.371,,2427.446,1.051747,35.908935,,36.960682,0.736981,25.162141,,25.899122,
06/30/2018,85.588,2724.757,,2810.345,1.190968,37.915328,,39.106296,0.86001,27.379044,,28.239054,
09/30/2018,90.445,2887.433,,2977.878,1.149486,36.697037,,37.846523,0.837019,26.721603,,27.558622,
12/31/2018,43.6,3053.6,,3097.2,0.49787,34.869195,,35.367065,0.371554,26.022413,,26.393967,
03/31/2019,122.9,3740.8,,3863.7,1.301259,39.607399,,40.908658,0.956063,29.100414,,30.056477,
06/30/2019,129.2,4379.6,,4508.8,1.324327,44.891809,,46.216136,0.980749,33.245278,,34.226028,
09/30/2019,96.2,4509.5,,4605.7,0.915807,42.929629,,43.845436,0.690135,32.350979,,33.041114,
12/31/2019,618.8,4234.5,,4853.3,5.579953,38.184081,,43.764033,4.179613,28.601437,,32.78105,
03/31/2020,562.0,4469.6,,5031.6,4.631995,36.838375,,41.47037,3.566556,28.364906,,31.931461,
06/30/2020,789.7,2949.9,,3739.6,8.718838,32.568949,,41.287787,5.47312,20.444669,,25.917789,
