Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,353.574921,354.605172,354.605172,,1.23347,0.300895,0.164444,0.164444,,0.164444,0.164444,0.164444,0.051852,0.346507,,0.026207,2.54225,,
06/30/1990,349.208396,352.356751,352.356751,,1.236213,0.290467,0.167407,0.167407,,0.167407,0.167407,0.167407,0.051852,0.167555,,0.007689,2.623791,,
09/30/1990,346.426992,349.568988,349.568988,,1.319239,0.30404,0.17037,0.17037,,0.17037,0.17037,0.17037,0.051852,0.528731,,0.036192,2.682548,,
12/31/1990,346.376241,346.666512,346.666512,,1.332627,0.240661,0.13037,0.13037,,0.13037,0.13037,0.13037,0.051852,-0.188481,,0.03092,2.721858,,
03/31/1991,347.260932,346.639501,346.639501,,1.37238,0.301051,0.165926,0.165926,,0.165926,0.165926,0.165926,0.051852,0.42404,,0.039806,2.846341,,
06/30/1991,344.74696,346.552365,346.552365,,1.385349,0.307858,0.173333,0.173333,,0.173333,0.173333,0.173333,0.051852,0.241854,,0.015611,2.927475,,
09/30/1991,342.556912,344.742763,344.742763,,1.417912,0.31726,0.177778,0.177778,,0.177778,0.177778,0.177778,0.059259,0.058696,,0.033104,3.052474,,
12/31/1991,342.650253,337.641749,337.641749,,1.443364,0.327421,0.180741,0.180741,,0.180741,0.180741,0.180741,0.059259,0.258395,,0.042956,3.146798,,
03/31/1992,324.346301,337.562596,337.562596,,1.525809,0.339342,0.186667,0.186667,,0.186667,0.186667,0.186667,0.059259,0.478445,,0.013652,3.086738,,
06/30/1992,326.240232,326.76016,326.76016,,1.622787,0.363833,0.201481,0.201481,,0.201481,0.201481,0.201481,0.059259,0.369497,,0.041721,3.042598,,
09/30/1992,327.181332,326.265724,326.265724,,1.568412,0.372831,0.206667,0.206667,,0.206667,0.206667,0.206667,0.059259,0.081149,,0.010132,3.219918,,
