Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,501.886993,,,-485.13501,16.752001,-21.187,0.0,5.5,1.065001,-0.383,0.682,0.0,0.0,0.682,0.0,,0.682,,,0.682001,,0.01,0.01,54.299,0.01,0.01,0.01,54.299,
06/30/1990,520.807007,,,-500.690002,20.117001,-20.867001,0.0,5.9,5.15,-1.854,3.296,0.0,0.0,3.296,0.0,,3.296,,,3.296,,0.05,0.05,65.531998,0.05,0.05,0.05,65.531998,
09/30/1990,540.366028,,,-517.237,23.129,-20.483999,0.0,6.2,8.845,-3.185,5.66,0.0,0.0,5.66,0.0,,5.66,,,5.66,,0.08,0.08,72.0,0.08,0.08,0.08,72.0,
12/31/1990,550.297974,,,-531.245972,19.052,-20.66,0.0,6.767,5.159,-1.857,3.302,0.0,0.0,3.302,0.0,,3.302,,,3.302,,0.05,0.05,65.985001,0.05,0.05,0.05,65.985001,
03/31/1991,545.864014,,,-525.549011,20.315001,-18.982,0.0,5.6,6.933,-2.496,4.437,0.0,0.0,4.437,0.0,,4.437,,,4.437,,0.06,0.06,73.275002,0.06,0.06,0.06,73.275002,
06/30/1991,563.83197,,,-539.283997,24.548,-17.063,0.0,5.3,12.785001,-4.602,8.183,0.0,0.0,8.183,0.0,,8.183,,,8.183001,,0.1,0.1,80.487999,0.1,0.1,0.1,80.487999,
09/30/1991,580.979004,,,-553.823975,27.155001,-16.613001,0.0,4.4,14.942,-5.38,9.562,0.0,0.0,9.562,-3.75,,5.812,,,5.812,,0.12,0.12,80.799004,0.12,0.12,0.12,80.799004,
12/31/1991,610.234009,,,-592.091003,18.143,-15.916,0.0,4.695,6.921999,0.068,6.99,0.0,0.0,6.99,-0.25,,6.74,,,6.739999,,0.09,0.09,73.615997,0.09,0.09,0.09,73.615997,
03/31/1992,609.843994,,,-588.067993,21.775999,-14.928,0.0,3.55,10.397999,-3.431,6.967,-4.523,0.0,2.444,-0.25,,2.194,,,6.716999,,0.09,0.03,80.509003,0.09,0.09,0.03,80.509003,
06/30/1992,624.153015,,,-594.892029,29.261,-15.58,0.0,3.839,17.52,-5.782,11.738,0.0,0.0,11.738,-0.25,,11.488,,,11.488,,0.15,0.15,80.287003,0.15,0.15,0.15,80.287003,
