Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/1992,-10.745,5.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,7.355,8.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,14.883,11.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,20.621,9.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,10.276,8.342,3.418,1.163,,,1.163,-2.647,,,-2.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,3.172,15.355,3.594,-1.091,,,-1.091,-14.686,,,-14.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,19.379,18.948,3.861,1.522,,,1.522,-4.952,,,-4.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,24.837,19.642,3.861,3.029,,,3.029,-1.695,,,-1.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.837,,,
06/30/1994,15.627,-4.691,2.071,15.852,,,15.852,2.395,,,2.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,13.136,17.469999,2.232,25.576,,,25.576,-32.141998,,,-32.141998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,26.507,27.346001,2.402,4.148,,,4.148,-7.389,,,-7.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,41.219002,21.972,2.153,-15.406,,,-15.406,32.5,,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.219002,,,
06/30/1995,-0.341,7.788,2.223,0.83,,,0.83,-11.182,,,-11.182,,,-3.446,,,,-3.446,,,,,,,,,,3.446,,,,,,,,,,,,,,,
09/30/1995,13.364,13.828,4.032,4.375,,,4.375,-8.871,,,-8.871,,,-2.666,,,,-2.666,,,,,,,,,,2.666,,,,,,,,,,,,,,,
12/31/1995,25.608999,-2.367,1.337,33.134998,,,33.134998,-6.496,,,-6.496,,,-6.952,,,,-6.952,,,,,,,,,,6.952,,,,,,,,,,,,,,,
03/31/1996,39.563999,24.993,0.975,-8.34,,,-8.34,21.936001,,,21.936001,,-2.725,-2.725,,,,-2.725,,,,,,,,,,0.0,,,,,,,,,,,,36.838999,,,
06/30/1996,33.026001,3.257,4.716,20.906,,,20.906,4.147,,,4.147,,,-6.613,,,,-6.613,,,,,,,,,,6.613,,,,,,,,,,,,,,,
09/30/1996,11.512,16.1,4.183,5.6,,,5.6,-14.371,,,-14.371,,,-7.734,,,,-7.734,,,,,,,,,,7.734,,,,,,,,,,,,,,,
12/31/1996,25.316999,32.245998,3.798,6.67,,,6.67,-17.396999,,,-17.396999,,,-3.552,,,,-3.552,,,,,,,,,,3.552,,,,,,,,,,,,,,,
03/31/1997,64.478996,45.833,2.755,11.997,,,11.997,3.894,,,3.894,,-5.543,-5.543,,,,-5.543,,,,,,,,,,0.0,,,,,,,,,,,,58.935996,,,
06/30/1997,29.784,28.271999,8.804,3.764,,,3.764,-11.056,,,-11.056,,-27.497999,-8.178,0.0,,,-8.178,,,-16.002001,19.343,-35.345001,,,,,-3.317998,3.849,0.0,0.0,,,,3.849,3.849,0.0,0.0,,6.135,,,
09/30/1997,22.638,34.650002,9.078,10.685,,,10.685,-31.775,,,-31.775,,-44.778999,-6.287,0.0,,,-6.287,,,-33.104,12.104,-45.208,,,,,-5.387999,6.394,0.0,0.0,,,,6.394,6.394,0.0,0.0,,-15.747,,,
12/31/1997,51.445,54.471001,8.982,11.303,,,11.303,-23.311001,,,-23.311001,,-41.553001,-7.205,0.0,,,-7.205,,,-31.658998,22.018,-53.676998,,,,,-2.689003,4.448,0.0,-3.89,,,,8.338,8.338,0.0,0.0,,14.34,,,
03/31/1998,106.737999,76.551003,9.64,5.672,,,5.672,14.875,,,14.875,,-20.379999,-6.336,0.0,,,-6.336,,,-6.417999,32.216999,-38.634998,,,,,-7.626,7.851,0.0,0.0,,,,7.851,7.851,0.0,0.0,,94.209,,,
06/30/1998,104.217003,58.847,9.899,33.367001,,,33.367001,2.104,,,2.104,,-135.940002,-5.681,0.0,,,-5.681,,,-126.850998,43.363998,-170.214996,,,,,-3.408004,3.31,0.0,-2.411,,,,5.721,5.721,0.0,0.0,,-28.413,,,
