Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/02/2005,2252.399902,145.399994,145.399994,0.0,550.299988,550.299988,,348.600006,70.199997,44.400002,310.399994,-76.400002,154.600006,,,,1198.900024,298.299988,804.5,-506.200012,0.0,,755.200012,492.200012,424.600006,67.600006,,263.0,1053.5,,201.0,201.0,,,,129.0,129.0,0.0,0.0,,,343.5,,,343.5,673.5,202.100006,202.100006,0.0,0.0,,300.600006,,,,300.600006,502.700012,1176.200012,0.0,159.399994,,,-160.600006,1112.099976,-34.699982,1076.199982,0.0,1076.199982,2252.399994,
07/02/2005,2177.699951,130.600006,130.600006,0.0,514.700012,514.700012,,366.600006,67.099998,42.0,335.899994,-78.400002,156.300003,,,,1168.199951,283.899994,789.0,-505.100006,0.0,,725.599976,467.0,402.100006,64.899994,,258.599976,1009.499969,,173.899994,173.899994,,,,108.5,108.5,0.0,0.0,,,351.199982,,,351.199982,633.599976,203.199997,203.199997,0.0,0.0,,303.0,,,,303.0,506.199997,1139.799973,0.0,170.600006,,,-165.5,1124.300049,-91.500061,1037.899994,0.0,1037.899994,2177.699966,
10/01/2005,2160.6,178.3,178.3,0.0,511.0,511.0,,327.6,59.5,42.2,306.1,-80.2,146.0,,,,1162.9,279.4,783.5,-504.1,0.0,,718.3,466.6,401.7,64.9,,251.7,997.7,,137.1,137.1,,,,108.5,108.5,0.0,0.0,,,368.2,,,368.2,613.8,202.2,202.2,0.0,0.0,,309.8,,,,309.8,512.0,1125.8,0.0,176.2,,,-170.5,1116.4,-87.3,1034.8,0.0,1034.8,2160.6,
12/31/2005,2008.4,170.4,170.4,0.0,485.9,485.9,,283.2,62.7,33.6,269.0,-82.1,133.4,,,,1072.9,295.5,808.7,-513.2,0.0,,640.0,462.3,398.3,64.0,,177.7,935.5,,135.4,135.4,,,,24.8,,,,,,345.9,,,345.9,506.1,201.7,,,,,338.4,,,,338.4,540.1,1046.2,0.0,180.3,,,-185.0,1143.8,-176.9,962.2,0.0,962.2,2008.4,
04/01/2006,2072.0,182.899994,182.899994,,513.700012,513.700012,,293.399994,65.599998,34.0,274.399994,-80.599998,144.800003,,,,1134.8,291.600006,795.200012,-503.600006,0.0,,645.6,467.0,402.399994,64.600006,,178.6,937.200006,,162.199997,162.199997,,,,31.0,,,,,,363.599991,,,363.599991,556.799988,197.199997,,,,,345.3,,,,345.3,542.499997,1099.299985,0.0,182.699997,,,-211.0,1150.099976,-144.899963,976.900009,0.0,976.900009,2076.199994,
07/01/2006,2107.2,190.1,190.1,,509.2,509.2,,310.5,65.9,36.1,287.5,-79.0,145.5,,,,1155.3,278.7,777.9,-499.2,,,673.2,481.8,416.3,65.5,,191.4,951.9,,151.9,151.9,,,,17.3,,,,,,398.3,,,398.3,567.5,196.7,,,,,342.7,,,,342.7,539.4,1106.9,,183.4,,,-243.3,1145.9,-85.1,1000.9,,1000.9,2107.8,
09/30/2006,2169.5,246.0,246.0,0.0,502.4,502.4,,312.6,60.4,35.3,294.4,-77.5,150.8,,,,1211.8,279.9,786.6,-506.7,0.0,,677.8,484.8,419.6,65.2,,193.0,957.7,,168.0,168.0,,,,17.7,,,,,,414.3,,,414.3,600.0,198.1,,,,,340.0,,,,340.0,538.1,1138.1,0.0,187.9,,,-268.5,1158.2,-46.2,1031.4,0.0,1031.4,2169.5,
12/30/2006,2654.5,63.4,63.4,0.0,559.2,559.2,,323.0,64.1,35.2,310.4,-86.7,167.6,,,,1113.2,297.1,801.9,-504.8,0.0,,1244.2,1033.9,776.1,257.8,,210.3,1541.3,,178.8,178.8,,,,43.6,42.3,1.3,1.3,,,459.6,,,459.6,682.0,505.6,476.2,29.4,29.4,,390.6,,,,390.6,896.2,1578.2,0.0,189.0,,,-294.8,1180.3,1.8,1076.3,0.0,1076.3,2654.5,
03/31/2007,2680.4,61.3,61.3,,567.9,567.9,,326.9,67.7,37.5,308.4,-86.7,172.3,,,,1128.4,296.8,808.8,-512.0,,,1255.2,1026.8,781.1,245.7,,228.4,1552.0,,193.3,193.3,,,,60.3,,,,,,433.2,,,433.2,686.8,503.9,,,,,404.6,,,,404.6,908.5,1595.3,,189.1,,,-325.9,1203.3,26.7,1093.2,,1093.2,2688.5,
06/30/2007,2660.3,72.0,72.0,0.0,561.2,561.2,,323.9,62.8,35.4,310.3,-84.6,146.3,,,,1103.4,293.6,795.3,-501.7,,,1263.3,1028.8,786.0,242.8,,234.5,1556.9,,185.3,185.3,,,,19.7,,,,,,418.7,,,418.7,623.7,501.4,,,,,398.2,,,,398.2,899.6,1523.3,0.0,196.8,,,-338.1,1231.4,46.9,1137.0,0.0,1137.0,2660.3,
09/29/2007,2725.9,92.6,92.6,0.0,566.9,566.9,,330.6,64.3,37.1,312.2,-83.0,160.5,,,,1150.6,300.9,801.8,-500.9,0.0,,1274.4,1040.4,824.6,215.8,,234.0,1575.3,,169.1,169.1,,,,26.5,,,,,,436.8,,,436.8,632.4,501.6,,,,,399.3,,,,399.3,900.9,1533.3,0.0,201.5,,,-356.9,1256.8,91.2,1192.6,0.0,1192.6,2725.9,
12/29/2007,2765.1,93.0,93.0,0.0,586.9,586.9,,322.4,64.0,33.6,299.8,-75.0,185.1,,,,1187.4,304.8,791.9,-487.1,0.0,,1272.9,1053.6,818.8,234.8,,219.3,1577.7,,171.6,171.6,,,,15.9,14.5,1.4,1.4,,,451.7,,,451.7,639.2,502.0,472.7,29.3,29.3,,343.8,,,,343.8,845.8,1485.0,0.0,205.0,,,-364.4,1296.7,142.8,1280.1,0.0,1280.1,2765.1,
03/29/2008,2910.3,114.3,114.3,,620.3,620.3,,351.7,69.4,35.0,324.0,-76.7,178.6,,,,1264.9,328.5,833.7,-505.2,,,1316.9,1096.9,855.3,241.6,,220.0,1645.4,,197.1,197.1,,,,20.5,,,,,,437.5,,,437.5,655.1,502.7,,,,,365.6,,,,365.6,868.3,1523.4,0.0,206.6,,,-370.4,1335.8,214.9,1386.9,,1386.9,2910.3,
06/28/2008,2945.600098,140.600006,140.600006,,617.5,617.5,,378.100006,73.699997,35.200001,347.0,-77.800003,171.600006,,,,1307.800049,331.299988,832.900024,-501.600006,0.0,,1306.5,1094.099976,854.299988,239.799988,,212.400024,1637.799988,,184.300003,184.300003,,,,22.700001,,,,,,465.200008,,,465.200008,672.200012,500.5,,,,,357.600006,,,,357.600006,858.100006,1530.300018,0.0,216.100006,,,-392.100006,1385.300049,205.999908,1415.299957,0.0,1415.299957,2945.599976,
09/27/2008,2879.5,118.3,118.3,,606.2,606.2,,388.0,81.0,33.4,355.6,-82.0,169.0,,,,1281.5,326.1,823.5,-497.4,,,1271.9,1060.4,828.5,231.9,,211.5,1598.0,,171.7,171.7,,,,15.3,,,,,,468.8,,,468.8,655.8,500.6,,,,,342.9,,,,342.9,843.5,1499.3,,219.5,,,-393.5,1422.5,131.7,1380.2,,1380.2,2879.5,
01/03/2009,2710.3,115.8,115.8,0.0,522.1,522.1,,359.2,69.8,30.5,342.2,-83.3,143.6,,,,1140.7,327.8,804.5,-476.7,0.0,,1241.8,1020.1,801.8,218.3,,221.7,1569.6,,126.0,126.0,,,,12.0,10.2,1.8,1.8,,,409.5,,,409.5,547.5,503.4,483.2,20.2,20.2,,472.9,,,,472.9,976.3,1523.8,0.0,222.7,,,-393.4,1463.7,-106.5,1186.5,,1186.5,2710.3,
04/04/2009,2876.8,400.7,400.7,0.0,478.3,478.3,0.0,340.7,70.3,32.6,319.9,-82.1,136.7,2.5,70.5,76.2,1356.4,321.5,800.7,-479.2,0.0,,1198.9,994.5,781.3,213.2,,131.4,1520.4,,367.5,119.0,7.8,,240.7,164.1,0.0,,,,164.1,72.3,,,43.1,603.9,652.9,652.9,,,,446.3,,264.9,94.1,87.3,1099.2,1703.1,0.0,223.8,67.2,156.6,-393.3,1481.1,-158.0,1153.6,20.1,1173.7,2876.8,
07/04/2009,3007.0,524.4,524.4,0.0,472.6,472.6,,302.8,67.6,29.6,287.6,-82.0,144.5,2.3,63.1,68.8,1444.3,337.8,836.8,-499.0,,,1224.9,1019.8,806.4,213.4,,139.7,1562.7,,384.8,108.1,5.2,,271.5,166.7,166.7,,,,,69.6,,,42.9,621.1,652.6,652.6,,,,447.1,,270.8,94.8,81.5,1099.7,1720.8,0.0,222.2,67.2,155.0,-392.6,1501.5,-68.7,1262.4,23.8,1286.2,3007.0,
10/03/2009,3337.3,709.0,709.0,0.0,508.4,397.9,110.5,286.2,64.8,28.7,267.4,-74.7,155.1,2.2,71.3,77.6,1658.7,346.6,898.0,-551.4,109.4,109.4,1222.6,1030.7,820.2,210.5,,118.4,1678.6,,410.7,112.0,6.5,,292.2,167.0,0.0,,,,167.0,64.9,,0.0,41.2,642.6,902.4,902.4,,,,461.8,0.0,275.4,101.4,85.0,1364.2,2006.8,,225.0,67.3,157.7,-392.4,1509.5,-27.1,1315.0,15.5,1330.5,3337.3,
01/02/2010,3447.4,699.4,699.4,0.0,569.6,414.4,155.2,274.7,60.5,28.3,254.3,-68.4,132.4,2.5,88.2,59.8,1676.1,347.8,894.7,-546.9,177.9,177.9,1245.6,1020.5,814.3,206.2,,134.4,1771.3,,526.2,119.8,0.0,0.0,406.4,164.7,0.0,,,,164.7,49.0,0.0,0.0,40.5,739.9,902.1,902.1,,,,499.8,0.0,316.6,97.8,85.4,1401.9,2141.8,0.0,221.7,67.3,154.4,-392.2,1528.9,-68.4,1290.0,15.6,1305.6,3447.4,
04/03/2010,3306.2,472.3,472.3,0.0,609.8,422.8,187.0,291.0,62.3,25.8,271.3,-68.4,133.9,1.2,91.1,62.5,1507.0,337.3,888.9,-551.6,229.8,229.8,1232.1,998.4,796.5,201.9,,141.4,1799.2,,550.5,123.8,,,426.7,15.6,0.0,,,,15.6,51.6,,,36.6,617.7,900.6,900.6,,,,500.5,,320.0,93.0,87.5,1401.1,2018.8,0.0,224.2,67.3,156.9,-390.0,1548.3,-110.7,1271.8,15.6,1287.4,3306.2,
07/03/2010,3313.3,430.8,430.8,0.0,612.2,407.5,204.7,296.5,60.6,25.5,278.8,-68.4,146.6,11.5,92.1,67.1,1486.1,324.2,869.0,-544.8,278.6,278.6,1224.4,968.1,773.1,195.0,,152.7,1827.2,,575.7,128.5,,,447.2,13.6,0.0,,,,13.6,57.1,,,35.4,646.4,909.8,909.8,,,,492.8,,321.1,87.9,83.8,1402.6,2049.0,,230.9,67.3,163.6,-387.7,1576.0,-170.5,1248.7,15.6,1264.3,3313.3,
10/02/2010,3457.8,359.9,359.9,0.0,675.9,435.0,240.9,324.8,63.0,27.0,303.3,-68.5,171.3,12.5,92.0,68.1,1531.9,329.3,909.4,-580.1,318.1,318.1,1278.5,1005.7,808.7,197.0,,168.3,1925.9,,585.1,127.8,,,457.3,218.3,0.0,,,,218.3,44.0,,,39.6,847.4,712.3,712.3,,,,501.2,,332.7,85.7,82.8,1213.5,2060.9,0.0,233.8,67.3,166.5,-385.7,1604.9,-71.7,1381.3,15.6,1396.9,3457.8,
01/01/2011,3729.4,572.2,572.2,0.0,704.2,443.3,260.9,329.4,64.1,25.0,308.7,-68.4,159.7,5.9,91.5,66.7,1765.5,344.0,903.3,-559.3,345.7,345.7,1274.2,991.2,798.4,192.8,,185.6,1963.9,,614.4,146.1,0.0,0.0,468.3,216.0,0.0,,,,216.0,50.7,0.0,0.0,40.4,881.1,954.8,954.8,,,,489.1,0.0,305.7,94.4,89.0,1443.9,2325.0,0.0,236.5,67.3,169.2,-387.3,1644.1,-104.8,1388.5,15.9,1404.4,3729.4,
04/02/2011,3840.0,517.3,517.3,0.0,732.8,457.6,275.2,368.6,77.3,30.7,330.0,-69.4,184.6,3.2,91.7,79.4,1803.3,352.6,933.3,-580.7,370.7,370.7,1313.4,1016.8,822.8,194.0,,201.7,2036.7,,614.5,141.5,,,473.0,217.5,0.0,,,,217.5,42.9,,,39.5,874.9,953.0,953.0,,,,506.5,,317.8,96.6,92.1,1459.5,2334.4,0.0,241.8,67.3,174.5,-393.1,1681.4,-40.4,1489.7,15.9,1505.6,3840.0,
07/02/2011,3826.5,418.2,418.2,0.0,748.5,452.2,296.3,392.2,82.2,32.9,347.2,-70.1,177.0,4.1,94.6,78.6,1735.9,357.2,930.2,-573.0,398.1,398.1,1335.3,1020.2,827.2,193.0,,216.4,2090.6,,510.1,139.0,,,371.1,215.0,0.0,,,,215.0,45.9,,,41.5,771.0,955.5,955.5,,,,517.1,,326.2,97.9,93.0,1472.6,2243.6,0.0,257.9,67.3,190.6,-406.0,1740.8,-26.1,1566.6,16.3,1582.9,3826.5,
10/01/2011,3630.1,185.7,185.7,0.0,762.0,449.6,312.4,399.7,83.0,34.9,351.9,-70.1,175.9,18.1,96.2,74.0,1523.3,353.3,925.9,-572.6,414.3,414.3,1339.2,998.0,808.2,189.8,,226.9,2106.8,,495.3,132.0,,,363.3,13.9,0.0,,,,13.9,60.2,,,46.9,569.4,968.0,968.0,,,,518.5,,331.9,97.6,89.0,1486.5,2055.9,0.0,262.9,67.3,195.6,-407.6,1789.6,-87.0,1557.9,16.3,1574.2,3630.1,
12/31/2011,3672.9,185.6,185.6,0.0,790.4,463.5,326.9,386.4,80.5,32.2,343.8,-70.1,168.3,19.0,125.2,71.4,1530.7,352.9,927.0,-574.1,431.8,431.8,1357.5,984.1,795.8,188.3,0.1,229.1,2142.2,,507.5,124.6,0.0,0.0,382.9,18.0,0.0,1.8,1.8,,16.2,58.3,0.0,0.0,47.3,583.8,967.9,947.2,20.7,20.7,,573.9,0.0,370.5,108.1,95.3,1541.8,2125.6,0.0,248.7,67.3,181.4,-386.9,1843.7,-174.6,1530.9,16.4,1547.3,3672.9,
03/31/2012,3709.9,161.6,161.6,0.0,803.0,463.1,339.9,395.8,82.5,37.7,346.2,-70.6,174.2,15.7,122.7,80.6,1534.6,360.7,951.1,-590.4,445.2,445.2,1369.4,993.3,804.9,188.4,,237.7,2175.3,,500.5,139.0,,,361.5,14.0,0.0,,,,14.0,51.4,,,48.4,565.9,965.5,965.5,,,,558.6,,357.8,110.6,90.2,1524.1,2090.0,0.0,255.8,67.3,188.5,-400.9,1894.6,-146.1,1603.4,16.5,1619.9,3709.9,
06/30/2012,3741.7,173.6,173.6,0.0,810.9,455.8,355.1,401.4,81.6,38.6,352.2,-71.0,168.9,21.2,123.3,78.8,1554.8,361.6,951.8,-590.2,463.7,463.7,1361.6,972.2,786.2,186.0,,244.9,2186.9,,522.3,141.4,,,380.9,14.2,0.0,,,,14.2,59.6,,,49.1,596.1,970.2,970.2,,,,525.5,,320.7,112.0,92.8,1495.7,2091.8,0.0,264.2,67.3,196.9,-400.9,1950.9,-180.8,1633.4,16.5,1649.9,3741.7,
09/29/2012,3871.9,176.1,176.1,0.0,853.7,476.9,376.8,417.5,87.5,40.0,361.5,-71.5,176.6,21.3,120.5,73.0,1623.9,373.3,978.2,-604.9,481.9,481.9,1392.8,987.4,799.9,187.5,,263.6,2248.0,,541.7,146.9,,,394.8,18.7,0.0,,,,18.7,61.2,,,57.9,621.6,971.2,971.2,,,,522.8,,304.8,119.4,98.6,1494.0,2115.6,0.0,272.4,67.4,205.0,-406.5,2004.8,-131.0,1739.7,16.6,1756.3,3871.9,
12/29/2012,3902.3,214.5,214.5,0.0,821.0,497.9,323.1,404.2,83.8,38.6,353.6,-71.8,229.3,21.4,110.4,138.6,1669.0,375.2,990.2,-615.0,494.6,494.6,1363.5,994.6,807.4,187.2,0.0,237.1,2233.3,,521.2,142.5,0.0,0.0,378.7,11.5,0.0,6.3,6.3,,5.2,56.5,0.0,0.0,54.7,589.2,1003.7,970.4,33.3,33.3,,490.4,0.0,309.1,127.1,54.2,1494.1,2083.3,0.0,272.0,67.4,204.6,-412.7,2067.0,-124.2,1802.1,16.9,1819.0,3902.3,
03/30/2013,3903.2,213.6,213.6,0.0,888.1,500.2,387.9,401.3,80.5,40.3,352.3,-71.8,172.8,28.6,107.2,85.7,1675.8,372.3,993.2,-620.9,502.6,502.6,1352.5,985.8,800.3,185.5,,230.9,2227.4,,502.0,148.7,,,353.3,111.4,0.0,,,,111.4,56.3,,,51.5,669.7,868.0,868.0,,,,519.1,,300.1,133.8,85.2,1387.1,2056.8,0.0,270.5,67.4,203.1,-421.8,2127.3,-146.5,1829.5,16.9,1846.4,3903.2,
06/29/2013,3961.5,174.7,174.7,0.0,911.4,499.9,411.5,418.1,85.2,41.7,363.3,-72.1,182.0,12.6,104.4,90.6,1686.2,375.1,1002.7,-627.6,520.8,520.8,1379.4,1016.1,823.9,192.2,,246.3,2275.3,,516.4,157.6,,,358.8,114.9,0.0,,,,114.9,64.8,,,54.8,696.1,861.4,861.4,,,,508.1,,285.7,138.5,83.9,1369.5,2065.6,0.0,287.0,67.4,219.6,-445.5,2193.2,-155.9,1878.8,17.1,1895.9,3961.5,
09/28/2013,4101.0,182.5,182.5,0.0,962.4,521.9,440.5,440.3,89.2,43.1,380.2,-72.2,197.9,11.3,95.0,84.0,1783.1,384.4,1024.4,-640.0,540.8,540.8,1392.7,1029.9,837.4,192.5,,256.5,2317.9,,541.1,161.8,0.0,0.0,379.3,117.7,0.0,,,,117.7,66.9,,,64.4,725.7,861.1,861.1,,,,508.1,,284.6,137.9,85.6,1369.2,2094.9,0.0,294.0,67.4,226.6,-449.1,2255.4,-111.1,1989.2,16.9,2006.1,4101.0,
12/28/2013,4110.0,217.6,217.6,0.0,974.6,531.6,443.0,434.4,87.3,45.0,374.7,-72.6,169.6,10.1,57.1,68.6,1796.2,392.5,1037.0,-644.5,560.6,560.6,1360.7,1029.3,838.8,190.5,0.0,264.2,2313.8,,531.3,155.6,,,375.7,119.1,0.0,6.0,6.0,,113.1,65.0,0.0,0.0,59.4,715.4,858.9,832.2,26.7,26.7,,405.3,0.0,177.5,143.8,84.0,1264.2,1979.6,0.0,292.5,67.4,225.1,-458.6,2324.1,-44.8,2113.2,17.2,2130.4,4110.0,
03/29/2014,4104.1,127.8,127.8,0.0,1008.3,559.0,449.3,452.6,86.2,48.0,391.0,-72.6,181.0,10.2,53.4,79.4,1769.7,394.3,1052.3,-658.0,574.5,574.5,1365.6,1031.4,841.8,189.6,,270.6,2334.4,,556.3,160.1,0.0,0.0,396.2,16.4,0.0,,,,16.4,60.2,,,59.0,632.9,859.9,859.9,,,,407.6,,176.0,145.3,86.3,1267.5,1900.4,0.0,294.5,67.4,227.1,-465.0,2394.1,-36.9,2186.7,17.0,2203.7,4104.1,
06/28/2014,4228.3,115.8,115.8,0.0,1032.5,565.8,466.7,467.5,86.3,47.8,406.0,-72.6,193.0,12.7,56.5,87.3,1808.8,401.8,1064.4,-662.6,611.9,611.9,1405.8,1059.1,870.5,188.6,,277.5,2419.5,,585.0,171.9,0.0,0.0,413.1,46.3,0.0,,,,46.3,65.4,,,60.5,696.7,861.5,861.5,,,,397.3,,162.3,147.1,87.9,1258.8,1955.5,0.0,311.1,67.4,243.7,-493.5,2474.3,-36.5,2255.4,17.4,2272.8,4228.3,
09/27/2014,4268.5,124.7,124.7,0.0,1057.9,574.4,483.5,484.6,89.1,47.5,420.6,-72.6,193.0,10.7,48.1,78.6,1860.2,404.1,1064.6,-660.5,629.1,629.1,1375.1,1035.6,828.5,207.1,,280.7,2408.3,,588.9,167.6,0.0,0.0,421.3,58.7,0.0,,,,58.7,86.3,,,71.1,733.9,860.5,860.5,,,,379.6,,147.1,148.2,84.3,1240.1,1974.0,0.0,319.5,67.4,252.1,-496.7,2552.1,-97.9,2277.0,17.5,2294.5,4268.5,
01/03/2015,4310.1,132.9,132.9,0.0,1027.7,550.8,476.9,475.5,87.5,45.3,415.3,-72.6,222.5,14.0,93.2,99.5,1858.6,404.5,1063.1,-658.6,650.5,650.5,1396.5,1014.0,810.7,203.3,,275.3,2451.5,,581.6,145.0,0.0,0.0,436.6,56.6,0.0,,,,56.6,80.5,0.0,0.0,65.8,718.7,862.7,836.9,25.8,25.8,,503.4,0.0,260.4,159.2,83.8,1366.1,2084.8,0.0,322.1,67.4,254.7,-503.3,2637.2,-248.2,2207.8,17.5,2225.3,4310.1,
04/04/2015,4262.4,114.4,114.4,0.0,1027.2,548.4,478.8,482.3,85.7,44.9,424.6,-72.9,219.4,14.7,87.8,104.7,1843.3,396.2,1048.2,-652.0,667.2,667.2,1355.7,977.1,778.3,198.8,,276.1,2419.1,,564.6,162.0,0.0,0.0,402.6,78.8,0.0,,,,78.8,83.1,,,66.9,726.5,864.4,864.4,,,,483.2,,237.7,158.7,86.8,1347.6,2074.1,0.0,328.9,67.4,261.5,-535.7,2716.6,-339.2,2170.6,17.7,2188.3,4262.4,
07/04/2015,4390.7,124.6,124.6,0.0,1048.8,558.0,490.8,499.2,88.9,45.7,437.6,-73.0,225.3,12.7,88.2,102.7,1897.9,411.2,1080.6,-669.4,708.8,708.8,1372.8,985.8,787.8,198.0,,286.1,2492.8,,608.5,166.1,0.0,0.0,442.4,61.0,0.0,,,,61.0,70.3,,,68.4,739.8,861.4,861.4,,,,473.3,,224.9,160.4,88.0,1334.7,2074.5,0.0,352.9,67.4,285.5,-557.9,2805.5,-302.0,2298.5,17.7,2316.2,4390.7,
10/03/2015,4491.4,119.2,119.2,0.0,1087.7,571.2,516.5,527.7,94.9,44.0,462.0,-73.2,218.3,14.5,88.8,93.1,1952.9,413.2,1092.7,-679.5,734.2,734.2,1391.1,994.1,798.7,195.4,,293.7,2538.5,,633.8,178.1,,,455.7,73.6,0.0,,,,73.6,78.1,,,72.1,785.5,864.1,864.1,,,,463.0,,215.1,161.0,86.9,1327.1,2112.6,0.0,361.1,67.4,293.7,-569.1,2891.2,-322.2,2361.0,17.8,2378.8,4491.4,
01/02/2016,4331.1,92.8,92.8,0.0,1009.8,562.5,447.3,497.8,90.3,42.9,437.9,-73.3,188.4,12.9,60.4,167.1,1788.8,413.5,1097.9,-684.4,772.7,772.7,1356.1,985.1,790.1,195.0,0.0,297.7,2542.3,,581.5,148.3,,,433.2,18.4,0.0,,,,18.4,70.3,0.0,0.0,64.4,670.2,883.9,861.7,22.2,22.2,,346.3,0.0,265.7,14.3,66.3,1230.2,1900.4,0.0,363.7,67.4,296.3,-573.7,2986.9,-364.2,2412.7,18.0,2430.7,4331.1,
04/02/2016,4436.4,106.3,106.3,0.0,1023.3,570.0,453.3,511.6,92.0,43.5,449.4,-73.3,200.3,14.9,49.6,171.6,1841.5,417.4,1119.3,-701.9,817.1,817.1,1360.4,990.0,797.1,192.9,,305.9,2594.9,,596.2,161.7,0.0,0.0,434.5,170.8,0.0,,,,170.8,70.2,,,65.9,837.2,714.6,714.6,,,,349.5,,243.9,14.5,91.1,1064.1,1901.3,0.0,361.6,67.4,294.2,-584.0,3079.6,-340.1,2517.1,18.0,2535.1,4436.4,
07/02/2016,4505.1,119.9,119.9,0.0,1029.4,565.9,463.5,507.1,94.9,42.8,442.7,-73.3,196.0,16.3,61.6,172.9,1852.4,418.5,1126.6,-708.1,868.2,868.2,1366.0,977.4,788.2,189.2,,310.7,2652.7,,602.2,169.1,0.0,0.0,433.1,174.4,0.0,,,,174.4,76.5,,,68.9,853.1,715.2,715.2,,,,335.2,,229.3,13.5,92.4,1050.4,1903.5,0.0,378.5,67.4,311.1,-609.0,3183.9,-369.8,2583.6,18.0,2601.6,4505.1,
10/01/2016,4600.1,117.5,117.5,0.0,1063.5,589.1,474.4,523.6,96.1,42.3,458.5,-73.3,204.1,13.7,66.0,185.3,1908.7,419.2,1135.4,-716.2,899.8,899.8,1372.4,973.8,788.3,185.5,,318.9,2691.4,,615.0,172.6,,,442.4,182.6,0.0,,,,182.6,81.0,,,78.7,878.6,713.4,713.4,,,,319.5,,215.0,13.4,91.1,1032.9,1911.5,0.0,386.5,67.4,319.1,-623.0,3280.0,-372.9,2670.6,18.0,2688.6,4600.1,
12/31/2016,4723.2,77.6,77.6,0.0,1071.3,598.8,472.5,530.5,93.6,42.7,467.4,-73.2,116.5,24.1,72.8,94.2,1884.0,425.2,1138.1,-712.9,934.5,934.5,1479.5,1080.1,895.5,184.6,,302.5,2839.2,,607.9,170.9,,,437.0,301.4,0.0,,,,301.4,80.2,0.0,0.0,66.7,989.5,708.8,708.8,,,,389.7,0.0,283.2,13.1,93.4,1098.5,2088.0,0.0,384.7,67.4,317.3,-653.9,3384.9,-498.5,2617.2,18.0,2635.2,4723.2,
04/01/2017,4877.8,123.0,123.0,0.0,1092.8,608.1,484.7,556.8,96.9,45.0,488.6,-73.7,201.5,8.6,68.0,177.6,1974.1,437.5,1170.6,-733.1,966.3,966.3,1499.9,1100.2,859.8,240.4,,323.1,2903.7,,635.7,189.9,,,445.8,267.2,0.0,,,,267.2,68.6,,,66.1,971.5,755.4,755.4,,,,385.1,,266.6,24.4,94.1,1140.5,2112.0,0.0,388.2,67.4,320.8,-675.3,3485.2,-450.4,2747.7,18.1,2765.8,4877.8,
07/01/2017,5067.1,89.0,89.0,0.0,1141.8,645.3,496.5,601.4,108.0,46.4,521.0,-74.0,201.9,9.5,71.8,173.5,2034.1,463.4,1216.9,-753.5,998.6,998.6,1571.0,1155.5,899.2,256.3,,334.2,3033.0,,654.9,202.3,0.0,0.0,452.6,350.2,0.0,,,,350.2,68.7,,,65.7,1073.8,755.6,755.6,,,,364.7,,249.0,21.9,93.8,1120.3,2194.1,0.0,404.5,67.4,337.1,-749.6,3597.0,-397.0,2854.9,18.1,2873.0,5067.1,
09/30/2017,5256.2,94.1,94.1,0.0,1181.0,675.2,505.8,649.9,118.2,49.5,556.6,-74.4,220.9,8.1,81.2,194.4,2145.9,474.2,1247.5,-773.3,1018.6,1018.6,1617.5,1182.3,924.0,258.3,,345.9,3110.3,,690.3,204.7,,,485.6,453.4,0.0,,,,453.4,79.1,,,76.1,1222.8,755.0,755.0,,,,338.4,,216.1,28.5,93.8,1093.4,2316.2,0.0,411.8,67.4,344.4,-837.7,3689.5,-341.8,2921.8,18.2,2940.0,5256.2,
12/30/2017,5249.1,92.0,92.0,0.0,1181.0,675.6,505.4,638.8,122.7,49.3,541.9,-75.1,207.5,8.7,52.0,185.6,2119.3,484.4,1271.1,-786.7,1039.2,1039.2,1606.2,1177.8,924.1,253.7,,367.7,3129.8,,687.1,178.2,,,508.9,433.2,0.0,,,,433.2,73.0,0.0,0.0,66.5,1193.3,753.6,753.6,,,,329.9,0.0,194.9,28.4,106.6,1083.5,2276.8,0.0,410.6,67.4,343.2,-900.0,3772.3,-329.0,2953.9,18.4,2972.3,5249.1,
