Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,57.939999,58.400002,58.400002,,10.806506,1.922945,1.280822,0.745,0.745,0.745,0.745,0.745,0.745,0.515,3.094178,3.094178,1.544701,11.289265,,11.111495,
06/30/1990,57.922001,58.0,58.0,,4.64138,0.981034,0.608621,0.345,0.345,0.345,0.345,0.345,0.345,0.265,2.608621,2.608621,2.215048,11.368737,,11.21163,
09/30/1990,57.933998,58.0,58.0,,2.974138,0.674138,0.367241,0.17,0.17,0.17,0.17,0.17,0.17,0.265,-1.025862,-1.025862,1.731281,11.273173,,11.509649,
12/31/1990,57.931999,58.0,58.0,,7.987931,1.681034,1.077586,0.67,0.67,0.67,0.67,0.67,0.67,0.265,-0.475862,-0.475862,1.720983,11.674032,,24.22668,
03/31/1991,57.938,58.0,58.0,,11.098276,2.081034,1.37931,0.81,0.81,0.81,0.81,0.81,0.81,0.28,3.918966,3.918966,2.012496,12.206152,,11.217164,
06/30/1991,57.945999,58.0,58.0,,4.018966,0.87931,0.503448,0.26,0.26,0.26,0.26,0.26,0.26,0.28,1.786207,1.786207,2.300418,12.188935,,11.450316,
09/30/1991,57.962002,58.0,58.0,,2.960345,0.632759,0.312069,0.14,0.14,0.14,0.14,0.14,0.14,0.28,-1.167241,-1.167241,1.559643,12.049273,,11.724922,
12/31/1991,57.299999,57.200001,57.200001,,8.174825,1.730769,1.094406,0.645,0.645,0.645,0.645,0.645,0.645,0.28,-0.879371,-0.879371,1.324607,12.284468,,25.457242,
03/31/1992,55.928001,56.599998,56.599998,,9.961131,1.842756,1.226148,0.7,0.675,,0.7,0.675,0.675,0.295,3.342756,3.342756,0.194893,12.483908,,24.53154,
06/30/1992,55.632,55.799999,55.799999,,4.38172,0.913978,0.602151,0.31,0.285,,0.31,0.285,0.285,0.295,1.44086,1.44086,0.264236,12.456859,,24.732169,
09/30/1992,55.633999,55.599998,55.599998,,3.084532,0.627698,0.404676,0.2,0.155,,0.2,0.155,0.155,0.295,-2.071942,-2.071942,0.224683,12.362944,,25.281303,
12/31/1992,55.77,56.0,56.0,,11.282143,2.346429,1.292857,0.7,0.795,,0.7,0.795,0.795,0.295,-1.416071,-1.416071,0.191859,12.759548,,26.863904,
03/31/1993,55.84,55.799999,55.799999,,12.053763,2.089606,1.4319,0.87,0.83,0.83,0.87,0.83,0.83,0.305,5.111111,5.111111,0.757521,13.321991,,24.915832,
06/30/1993,54.890999,55.700001,55.700001,,4.992819,0.913824,0.610413,0.29,0.29,0.29,0.29,0.29,0.29,0.305,1.529623,1.529623,1.89102,13.310014,,25.552459,
