Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
05/31/1989,17.417,-18.084999,-0.667999,2.44,16.874001,4.192,22.838001,0.0,22.838001,-18.677,4.161,0.0,4.161,-1.664,2.497,0,0,2.497,0.0,,2.497,,,2.497,,0.015562,0.015562,160.460387,0.015562,0.015562,0.015562,160.460387,
08/31/1989,20.301001,-19.358,0.943001,2.028,20.448999,2.368,25.788,0.0,25.788,-20.107,5.681,0.0,5.681,-2.272,3.409,0,0,3.409,0.0,,3.409,,,3.409,,0.020749,0.020749,164.296715,0.020749,0.020749,0.020749,164.296715,
11/30/1989,20.625,-19.177999,1.447001,3.25,21.660999,1.824,28.182,0.0,28.182,-21.966999,6.215,0.0,6.215,-2.486,3.729,0,0,3.729,0.0,,3.729,,,3.729,,0.022222,0.022222,167.803608,0.022222,0.022222,0.022222,167.803608,
02/28/1990,20.15,-18.066,2.084,3.038,20.052999,2.29,27.464999,0.0,27.464999,-21.715,5.75,0.0,5.75,-2.3,3.45,0,0,3.45,0.0,,3.45,,,3.45,,0.019048,0.019048,181.128103,0.019048,0.019048,0.019048,181.128103,
05/31/1990,17.591999,-15.79,1.801999,4.723,21.693001,1.731,29.949,0.0,29.949,-22.761,7.188,0.0,7.188,-2.875,4.313,0,0,4.313,0.0,,4.313,,,4.313,,0.026455,0.026455,164.297656,0.026455,0.026455,0.026455,164.297656,
08/31/1990,20.537001,-18.299999,2.237001,5.388,23.681999,1.974,33.281001,0.0,33.281001,-24.724001,8.557,0.0,8.557,-3.423,5.134,0,0,5.134,-0.475,,4.659,,,4.659,,0.027513,0.027513,166.433354,0.027513,0.027513,0.027513,166.433354,
11/30/1990,23.152,-19.955,3.197001,6.002,24.112,1.528,34.839,0.0,34.839,-24.698999,10.14,0.0,10.14,-4.056,6.084,0,0,6.084,-0.95,,5.134,,,5.134,,0.031746,0.031746,164.014168,0.031746,0.031746,0.031746,164.014168,
02/28/1991,22.336,-19.382999,2.953001,8.123,24.841,1.025,36.942001,0.0,36.942001,-25.642,11.3,0.0,11.3,-4.52,6.78,0,0,6.78,-0.918,,5.862,,,5.862,,0.033862,0.033862,170.563005,0.033862,0.033862,0.033862,170.563005,
05/31/1991,22.853001,-18.356001,4.497,6.768,30.959,1.456,43.679999,0.0,43.679999,-28.556999,15.123,0.0,15.123,-6.049,9.074,0,0,9.074,-0.95,,8.124,,,8.124,,0.038095,0.038095,213.692805,0.038095,0.038095,0.038095,213.692805,
08/31/1991,26.539,-20.849001,5.689999,8.962,36.487,1.45,52.588998,0.0,52.588998,-32.729,19.860001,0.0,19.860001,-7.944,11.916,0,0,11.916,-0.95,,10.966,,,10.966001,,0.047619,0.047619,232.186439,0.047619,0.047619,0.047619,232.186439,
11/30/1991,30.657,-20.277,10.379999,11.519,44.603001,0.889,67.391,0.0,67.391,-38.703999,28.687,0.0,28.687,-11.475,17.212,0,0,17.212,-0.95,,16.262,,,16.262,,0.059259,0.059259,273.360082,0.059259,0.059259,0.059259,273.360082,
02/29/1992,35.164001,-22.476999,12.687002,11.598,57.66,0.507,82.452002,0.0,82.452002,-45.794998,36.657001,0.0,36.657001,-14.663,21.993999,0,0,21.993999,-0.95,,21.043999,,,21.044001,,0.069841,0.069841,300.509918,0.069841,0.069841,0.069841,300.509918,
05/31/1992,45.183998,-31.905001,13.278997,12.946,77.420998,0.0,103.645995,0.0,103.645995,-55.361,48.285,0.0,48.285,-19.313999,28.971001,0,0,28.971001,-0.935,,28.036001,,,28.036001,,0.085714,0.085714,326.072179,0.085714,0.085714,0.085714,326.072179,
08/31/1992,47.647999,-31.597,16.050999,15.191,91.547997,0.0,122.789995,0.0,122.789995,-65.748001,57.042,0.0,57.042,-22.816999,34.224998,0,0,34.224998,-0.935,,33.289998,,,33.29,,0.101587,0.101587,328.77802,0.101587,0.101587,0.101587,328.77802,
11/30/1992,58.764,-40.84,17.924,18.614,100.060997,0.0,136.598997,0.0,136.598997,-73.622002,62.977001,0.0,62.977001,-25.191,37.785999,0,0,37.785999,-0.899,,36.886999,,,36.887001,,0.112698,0.112698,329.578112,0.112698,0.112698,0.112698,329.578112,
