Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,256.799988,-3.2,159.5,45.900002,,,45.900002,54.599998,,,,54.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,443.100006,11.8,178.699997,7.6,,,7.6,245.0,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,171.100006,-356.799988,181.699997,74.900002,,,74.900002,271.299988,,,,271.299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,469.399994,-88.5,9.0,109.5,,,109.5,439.399994,,,,439.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.399994,,,
03/31/1991,-4.9,-98.199997,178.199997,29.700001,,,29.700001,-114.599998,,,,-114.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,368.0,-1299.800049,230.300003,491.100006,,,491.100006,946.400024,,,,946.400024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,45.700001,-75.800003,158.600006,86.0,,,86.0,-123.099998,,,,-123.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,510.700012,80.5,-107.699997,-153.600006,,,-153.600006,691.5,,,,691.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.700012,,,
03/31/1992,120.900002,48.299999,128.699997,92.699997,,,92.699997,-148.800003,,,,-148.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,276.899994,105.400002,131.300003,13.4,,,13.4,26.799999,,,,26.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,221.800003,68.300003,115.599998,53.299999,,,53.299999,-15.4,,,,-15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,556.900024,139.199997,-18.6,-31.5,,,-31.5,467.799988,,,,467.799988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.900024,,,
03/31/1993,230.399994,260.600006,82.099998,-158.800003,,,-158.800003,46.5,,,,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,181.5,103.0,74.199997,42.099998,,,42.099998,-37.799999,,,,-37.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,118.900002,84.099998,64.800003,36.5,,,36.5,-66.5,,,,-66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,488.899994,117.699997,255.600006,-98.699997,,,-98.699997,214.300003,,,,214.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.899994,,,
03/31/1994,-10.6,60.0,100.5,-9.2,,,-9.2,-161.899994,,,,-161.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,-49.400002,49.900002,102.5,-35.900002,,,-35.900002,-155.300003,,,,-155.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,170.300003,42.900002,103.300003,70.0,,,70.0,-45.900002,,,,-45.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,418.799988,-40.200001,107.300003,-54.199996,,,-54.199996,395.299988,,,,395.299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.799988,,,
03/31/1995,-181.100006,44.599998,103.199997,-13.6,,,-13.6,-315.299988,,,,-315.299988,,,-52.700001,,,,-52.700001,,,,,,,,,,52.700001,,,,,,,,,,,,,,,
06/30/1995,-79.300003,39.799999,88.5,-38.599998,,,-38.599998,-169.0,,,,-169.0,,,-49.200001,,,,-49.200001,,,,,,,,,,49.200001,,,,,,,,,,,,,,,
