Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
04/30/1989,660.368018,-221.400907,264.352204,,457.158454,1160.477768,1061.205593,43.07916,0.39394,,,,,,,56.234232,,
07/31/1989,629.87382,-157.886326,263.104524,,400.207012,1135.299029,1013.212191,39.498835,0.352512,,,,,,,54.9739,,
10/31/1989,547.267417,-163.552134,261.589484,,351.173299,996.478066,977.555667,35.923611,0.352414,,,,,,,48.251856,,
01/31/1990,864.405525,-358.348774,264.196244,53.479578,1138.368018,1962.100591,1981.471791,57.45063,0.580178,0.694624,6.448418,9.884492,13.590458,,,79.445953,,
04/30/1990,777.964973,-321.300794,259.651124,54.7738,1094.194035,1865.283137,1950.06377,56.11068,0.58661,0.594161,5.532499,8.698651,8.229151,,,75.52579,,
07/31/1990,810.290024,-344.747,256.888404,56.035798,1063.757807,1842.225033,1978.548009,53.764569,0.577431,0.513966,5.059426,7.836031,9.869281,,,73.88998,,
10/31/1990,548.455609,-293.1178,259.601944,60.7256,1101.235364,1676.900717,2054.160111,53.610006,0.656709,0.409382,4.121552,6.28699,7.622787,,,67.264907,,
01/31/1991,583.364328,-236.65015,258.512673,26.7467,1447.112718,2079.08627,2311.147401,62.614471,0.696033,0.494385,5.264565,7.875974,4.92211,583.36083,2079.082772,83.396629,,
04/30/1991,748.722015,-131.673604,256.089604,25.8048,973.555207,1872.498022,1822.003266,53.433231,0.519923,0.469466,5.681343,9.157365,7.18456,,,75.027767,,
07/31/1991,686.31752,-220.358478,256.067374,24.1899,1495.396594,2241.61291,2239.293618,66.779835,0.667107,0.58236,7.749954,13.733334,10.646134,,,89.819002,,
10/31/1991,573.964998,-150.145097,249.418307,24.2568,1456.980227,2154.475236,2159.416721,67.471008,0.676258,0.605989,9.568577,21.531984,,,,86.334412,,
01/31/1992,443.537018,-263.009768,261.011927,24.56168,1488.3908,1954.491657,2094.794007,71.051893,0.761523,0.524791,9.078134,26.398636,,443.19975,1954.154389,78.217207,,
04/30/1992,453.275986,-160.622804,265.631607,17.2224,1513.059644,2088.566833,2117.159294,71.4665,0.724449,0.527358,8.118519,19.232306,,,,82.938881,,
07/31/1992,576.038232,-153.394558,262.877567,24.14544,1481.630466,2191.297146,2126.455774,69.676054,0.676143,0.548834,7.888297,17.548656,,,,87.018395,,
10/31/1992,649.904258,-207.103738,275.270748,19.08676,1582.83771,2319.995737,2203.157417,71.844059,0.682259,0.541144,6.874293,12.954118,,,,91.921063,,
01/31/1993,1143.088162,-194.672643,281.489548,15.8425,585.538819,1831.286386,1296.550181,45.161292,0.319742,0.428187,5.131093,9.133476,9.774157,1067.936875,1756.135099,59.075658,,
04/30/1993,1336.851881,-157.489292,282.311318,4.57596,539.454832,2005.704699,1082.341681,49.841454,0.26896,0.493766,5.999727,10.533567,8.606977,,,64.513731,,
07/31/1993,1504.578585,-138.384358,285.642818,4.37274,329.88465,1986.094435,1059.103358,31.147541,0.166097,0.566354,7.048274,12.131004,9.870409,,,55.60642,,
10/31/1993,2192.900085,-134.843473,8.98076,4.62245,355.400373,2427.060196,1123.123283,31.643932,0.146432,0.783503,10.483214,17.255469,12.897861,,,55.339051,,
01/31/1994,2593.463059,-145.203241,9.04196,0.0,344.525267,2801.827045,1183.167008,29.118904,0.122965,0.773025,11.049356,19.897187,11.32094,2623.848,2832.211986,63.740177,,
04/30/1994,2352.180979,-156.061672,9.39964,0.0,333.410766,2538.929713,1252.363807,26.622517,0.131319,0.710099,9.337788,15.875046,7.418786,,,57.747572,,
07/31/1994,2215.44213,-323.632453,9.42888,0.0,237.108592,2138.347149,1327.114835,17.866471,0.110884,0.575086,7.250359,12.347089,8.079286,,,48.622005,,
10/31/1994,2163.563988,-289.591658,9.19768,0.0,234.811355,2117.981365,1332.040426,17.627945,0.110866,0.554601,6.481206,11.176726,11.090645,,,49.191318,,
01/31/1995,1999.727952,-267.154511,9.57644,0.0,237.580202,1979.730082,1341.264859,17.713146,0.120006,0.619878,6.267315,9.608741,11.849011,2060.544048,2040.546178,47.519986,,
04/30/1995,2284.63205,-242.588402,9.2208,0.0,233.5032,2284.767647,1311.930083,17.798448,0.1022,0.714772,6.948173,10.524247,15.660582,,,56.003324,,
07/31/1995,2581.173042,-206.339639,9.30444,0.0,230.695388,2614.833232,1366.384364,16.883638,0.088226,0.792194,7.485345,11.052682,13.986849,,,63.821561,,
10/31/1995,1967.839993,-254.326322,9.13104,0.0,231.633008,1954.277719,1349.916767,17.159059,0.118526,0.605901,5.53585,8.222458,6.697968,,,48.662294,,
01/31/1996,,-154.204763,9.35408,0.0,216.93212,,1337.358295,16.220942,,,,,,,,,,
04/30/1996,,-96.601252,9.265,0.0,232.9875,,1363.181267,17.091454,,,,,,,,,,
09/19/2020,,-96.60125207901,9.26500025987625,0.0,232.9875,,1363.18126689196,17.0914540610736,,,,,,,,,,
