Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,301.691986,301.691986,301.691986,,2.293518,1.057983,0.776318,0.3175,0.3175,0.3175,0.3175,0.3175,0.3175,0.18625,1.078229,1.078229,0.333403,7.218909,,22.061146,
06/30/1990,301.691986,301.691986,301.691986,,2.075541,0.830758,0.551135,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.18625,0.159613,0.159613,0.034363,7.215574,,22.084415,
09/30/1990,302.019989,301.772003,301.772003,,2.20546,0.918057,0.635854,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.18625,0.761671,0.761671,0.025872,7.27773,,22.10752,
12/31/1990,302.596008,302.235992,302.235992,,2.162572,0.90383,0.642882,0.25,0.25,0.25,0.25,0.25,0.25,0.18625,0.467499,0.467499,0.028117,7.342328,,22.137199,
03/31/1991,302.656006,302.623993,302.623993,,2.383681,1.081395,0.785258,0.3275,0.3275,0.3275,0.3275,0.3275,0.3275,0.19375,0.959061,0.959061,0.026486,7.474727,,22.122346,
06/30/1991,302.720001,302.691986,302.691986,,2.163645,0.859507,0.571667,0.2025,0.2025,0.2025,0.2025,0.2025,0.2025,0.19375,0.166575,0.166575,0.053224,7.480626,,22.13754,
09/30/1991,302.835999,302.76001,302.76001,,2.216181,0.921928,0.625786,0.23,0.23,0.23,0.23,0.23,0.23,0.19375,0.796839,0.796839,0.044371,7.519853,,22.217927,
12/31/1991,303.312012,302.980011,302.980011,,2.28622,0.960119,0.658647,0.2425,0.2425,0.2425,0.2425,0.2425,0.2425,0.19375,0.584497,0.584497,0.024767,7.57639,,22.267113,
03/31/1992,303.320007,303.31601,303.31601,,2.4952,1.141021,0.834242,0.3375,0.3375,0.3375,0.3375,0.3375,0.3375,0.2,0.698832,0.698832,0.03821,7.711796,,22.277294,
06/30/1992,303.317993,303.317993,303.317993,,2.126788,0.854189,0.572548,0.195,0.195,0.195,0.195,0.195,0.195,0.2,0.407074,0.407074,0.04734,7.708468,,22.41776,
09/30/1992,303.317993,303.317993,303.317993,,2.162457,0.867482,0.569132,0.205,0.205,0.205,0.205,0.205,0.205,0.2,0.829585,0.829585,0.046285,7.716116,,22.471762,
12/31/1992,303.76999,303.455994,303.455994,,2.261557,0.940601,0.667115,0.265,0.265,0.265,0.265,0.265,0.265,0.2,0.575546,0.575546,0.049742,7.791879,,22.565537,
03/31/1993,303.769989,303.769989,303.769989,,2.394529,1.146789,0.826184,0.35,0.35,0.35,0.35,0.35,0.35,0.20625,0.540606,0.540606,0.078415,7.935333,,22.531725,
06/30/1993,303.769989,303.769989,303.769989,,2.042463,0.876288,0.554038,0.2,0.2,0.2,0.2,0.2,0.2,0.20625,0.420647,0.420647,0.340705,7.927363,,22.618896,
09/30/1993,303.769989,303.769989,303.769989,,2.249946,0.934487,0.631955,0.245,0.245,0.245,0.245,0.245,0.245,0.20625,0.84669,0.84669,0.045413,7.943421,,22.832469,
12/31/1993,304.264008,303.899994,303.899994,,2.289276,0.882017,0.614455,0.24,0.24,0.24,0.24,0.24,0.24,0.20625,0.700671,0.700671,0.037582,7.972796,,22.995918,
03/31/1994,304.264008,304.264008,304.264008,,2.528899,1.170549,0.84828,0.35,0.35,0.35,0.35,0.35,0.35,0.20875,0.174312,0.174312,0.288835,8.116895,,23.0126,
