Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,Pretax Income (Loss),Net Income,Net Income Surprise %,Source: Bloomberg
02/28/1991,,,0.0,,74.339996,74.339996,,,,,,
05/31/1991,,,0.0,,61.688999,61.688999,,,,,,
08/31/1991,,,0.0,,54.251999,54.251999,,,,,,
11/30/1991,,,0.0,,76.684998,76.684998,,,,,,
02/29/1992,,,0.0,,72.126999,72.126999,,,,,,
05/31/1992,,,0.0,,60.650002,60.650002,,,,,,
08/31/1992,,,0.0,,81.863998,81.863998,,,,,,
11/30/1992,,,0.0,,71.483002,71.483002,,,,,,
02/28/1993,,,0.0,,90.512001,90.512001,,,,,,
05/31/1993,,,0.0,,100.974998,100.974998,,,,,,
08/31/1993,,,0.0,,99.156998,99.156998,,,,,,
11/30/1993,,,0.0,,88.571999,88.571999,,,,,,
02/28/1994,,,0.0,,79.574997,79.574997,,,,,,
05/31/1994,,,0.0,,18.909,18.909,,,,,,
08/31/1994,,,0.0,,48.993,48.993,,,,,,
11/30/1994,,,0.0,,-3.523,-3.523,,,,,,
02/28/1995,,,0.0,,56.882,56.882,,,,,,
05/31/1995,,,0.0,,94.530998,94.530998,,,,,,
08/31/1995,,,0.0,,92.903,92.903,,,,,,
11/30/1995,,,0.0,,88.482002,88.482002,,,,,,
02/29/1996,,,0.0,,207.089005,207.089005,,,,,,
05/31/1996,,,0.0,,88.986,88.986,,,,,,
08/31/1996,,,0.0,,64.544998,64.544998,,,,,,
11/30/1996,,,0.0,,133.692993,133.692993,,,,,,
02/28/1997,,,0.0,,108.117996,108.117996,,,,,,
05/31/1997,,,0.0,,211.580002,211.580002,,,,,,
08/31/1997,,,0.0,,206.559998,206.559998,,,,,,
11/30/1997,,,0.0,,150.703003,150.703003,,,,,,
02/28/1998,,,92.884003,,155.410995,155.410995,,,,,,
05/31/1998,,,95.821999,,170.561996,170.561996,,,,,,
08/31/1998,,,112.086998,,140.271,140.271,,,,,,
11/30/1998,,,0.0,,175.861,175.861,,,,,,
02/28/1999,,,127.415001,,209.811996,209.811996,,,,,,
05/31/1999,,,130.348999,,62.708,62.708,,,,,,
09/30/1999,,,150.699997,,137.402,137.402,,,,,,
12/31/1999,,,37.584999,,60.587,60.587,,,,,,
03/31/2000,,,150.800995,,223.759003,223.759003,,,,,,
06/30/2000,,,135.490997,,142.483994,142.483994,,,,,,
09/30/2000,,,138.332993,,139.460999,139.460999,,,,,,
12/31/2000,,,142.975006,,0.648,0.648,,,,,,
03/31/2001,,,156.699997,,218.929001,218.929001,,,,,,
06/30/2001,,,160.100006,,128.606003,128.606003,,,,,,
09/30/2001,,,-761.840027,,-840.031982,-840.031982,,,,,,
12/31/2001,,,-6.531,,-83.638,-83.638,,,,,,
03/31/2002,,,210.399994,,89.493,89.493,,,,,,
06/30/2002,,,25.018,,-91.748001,-91.748001,,,,,,
09/30/2002,,,221.0,,184.067005,184.067005,,,,,,
12/31/2002,,,250.182007,,214.139,214.139,,,,,,
03/31/2003,,,250.100006,,239.857,239.857,,,,,,
06/30/2003,,,268.600006,,347.658998,347.658998,,,,,,
09/30/2003,,,124.400002,,98.971003,98.971003,,,,,,
12/31/2003,,,-349.299988,,-314.829,-314.829,,,,,,
03/31/2004,,,328.799988,,452.169,452.169,,,,,,
06/30/2004,,,308.899994,,363.604,363.604,,,,,,
09/30/2004,,,-4.251,,22.471,22.471,,,,,,
12/31/2004,,,199.399994,,288.048,288.048,,,,,,
03/31/2005,,427.0,346.5,11.8379547741034,442.945,442.945,,2.46913580246914,,,-18.8524590163934,
06/30/2005,,137.0,101.300003,107.81289519474,135.895,135.895,,-34.841628959276,,,-26.0583919708029,
09/30/2005,,-1130.0,-1150.0,36.4412884729649,-1049.201,-1049.201,,-11.9340413638904,,,-1.76991150442478,
12/31/2005,,-321.667,-868.200012,43.1780617294644,-821.935,-821.935,,-106.97012802276,,,-169.906459786052,
03/31/2006,,395.333,405.5,3.89674282713715,458.503,458.503,,4.24354243542434,,,2.57175596269473,
06/30/2006,,380.5,375.799988,46.3090853797746,377.089,377.089,,-2.18910107126221,,,-1.23521997371879,
09/30/2006,,370.8,468.200012,51.0486780004945,415.789,415.789,,31.0240963855422,,,26.2675329018339,
12/31/2006,,416.667,513.799988,79.677853174032,471.154,471.154,,23.010752688172,,,23.3118984704812,
03/31/2007,,398.375,543.400024,7.81635386819483,549.718,549.718,,41.7875526438933,,,36.4041478506432,
06/30/2007,,457.75,516.200012,16.287328481863,544.535,544.535,,16.6324435318275,,,12.7689813216821,
09/30/2007,,407.0,562.799988,-7.58424424892704,327.975,327.975,,31.07202680067,,,38.2800953316953,
12/31/2007,,315.714,117.137001,-11.4386872905028,-1215.853,-1215.853,,-54.6079779917469,,,-62.89774891199,
03/31/2008,,413.375,276.867004,-6.38914699677073,211.873,211.873,,-30.1911960871498,,,-33.0227991533112,
06/30/2008,,361.0,266.204987,-5.69910692410119,237.851,237.851,,-23.0374551051821,,,-26.2590063711911,
09/30/2008,,-250.72,107.800003,-12.6285595484845,-1649.024,-1649.024,,20.4819277108434,,,,
12/31/2008,,167.76,189.509995,-27.7030399342646,-1433.158,-1433.158,,51.8324607329843,,,12.964946948021,
03/31/2009,,203.8,212.442001,-10.408126275992,178.379,-53.4665,,1.77705977382876,,,4.24043228655544,
06/30/2009,,229.333,162.647995,-4.66498831168831,79.949,299.95,,-23.9482200647249,,,-29.0778060723925,
09/30/2009,,476.2,306.408997,-12.6496204585538,-11.402,300.2535,,41.0459587955626,,,-35.6553975220496,
