Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Source: Bloomberg
09/30/1980,,,,,,,,,0.690883,,,
12/31/1980,,,,,,,,,0.655271,,,
03/31/1981,,,,,,,,,0.698006,,,
06/30/1981,,,,,,,,,0.769231,,,
09/30/1981,,,,,,,,,0.669516,,,
12/31/1981,,,,,,,,,0.669516,,,
03/31/1982,,,,,,,,,0.669516,,,
06/30/1982,,,,,,,,,0.598291,,,
09/30/1982,,,,,,,,,0.726496,,,
12/31/1982,,,,,,,,,0.854701,,,
03/31/1983,,,,,,,,,0.876069,,,
06/30/1983,,,,,,,,,1.139602,,,
09/30/1983,,,,,,,,,1.381767,,,
12/31/1983,,,,,,,,,1.399573,,,
03/31/1984,,,,,,,,,1.399573,,,
06/30/1984,,,,,,,,,1.367522,,,
09/30/1984,,,,,,,,,1.677351,,,
12/31/1984,,,,,,,,,1.944445,,,
03/31/1985,,,,,,,,,2.200856,,,
06/30/1985,,,,,,,,,2.457265,,,
09/30/1985,,,,,,,,,2.38604,,,
12/31/1985,,,,,,,,,2.724359,,,
03/31/1986,,,,,,,,,3.080484,,,
06/30/1986,,,,,,,,,3.525641,,,
09/30/1986,,,,,,,,,3.151709,,,
12/31/1986,,,,,,,,,3.347578,,,
03/31/1987,,,,,,,,,3.454416,,,
06/30/1987,,,,,,,,,3.276353,,,
09/30/1987,,,,,,,,,3.098291,,,
12/31/1987,,,,,,,,,2.599715,,,
03/31/1988,,,,,,,,,3.062678,,,
06/30/1988,,,,,,,,,3.027066,,,
09/30/1988,,,,,,,,,2.920228,,,
12/31/1988,,,,,,,,,2.938034,,,
03/31/1989,,,,,,,,,3.148148,,,
06/30/1989,,,,,,,,,3.444444,,,
09/30/1989,,,,,,,,,3.62963,,,
12/31/1989,,,,,,,,,3.37037,,,
03/31/1990,,0.084943,0.084943,0.084943,1.056536,,,,2.962963,542.340012,0.087088,
06/30/1990,,0.0797,0.085999,0.071847,0.911327,,,,2.611111,478.871251,0.073152,
09/30/1990,,0.069676,0.07301,0.059202,0.752542,,,,2.203704,404.376867,0.059235,
12/31/1990,6.225681,0.059656,0.064711,0.051242,0.79148,,0.500979,,2.37037,434.976016,0.060179,
03/31/1991,6.382042,0.067232,0.078513,0.056886,0.876344,,0.552557,,2.685185,493.199383,0.067458,
06/30/1991,7.685811,0.084232,0.090253,0.073435,1.071205,,0.684457,,3.37037,620.028493,0.084373,
09/30/1991,9.193548,0.098684,0.105698,0.08424,1.299519,,0.849406,,4.222222,818.890494,0.098984,
12/31/1991,11.71875,0.108869,0.131978,0.09183,1.657534,,1.12892,,5.555556,1097.2875,0.132567,
03/31/1992,10.810811,0.121199,0.134081,0.111951,1.551627,,1.10336,,5.333333,1055.496002,0.125189,
06/30/1992,11.228198,0.12787,0.135621,0.117573,1.620742,,1.192389,,5.722222,1134.545035,0.122928,
09/30/1992,10.232068,0.118732,0.12985,0.110994,1.44483,,1.136079,,5.388889,1143.144985,0.123619,
12/31/1992,10.140562,0.122634,0.129991,0.115542,1.45718,,1.201523,,5.611111,1253.687775,0.124346,
03/31/1993,11.923077,0.132874,0.148449,0.117473,1.721801,,1.474862,,6.888889,1590.299976,0.149297,
06/30/1993,10.763889,0.139544,0.160133,0.130033,1.568586,,1.389797,,6.458333,1497.59059,0.138691,
09/30/1993,10.37234,0.140284,0.150543,0.132428,1.528741,,1.39413,,6.5,1513.375523,0.138624,
12/31/1993,9.793814,0.131812,0.139513,0.122629,1.434368,,1.340773,,6.333333,1508.619019,0.13101,
03/31/1994,9.296483,0.128817,0.133596,0.122998,1.375401,,1.293805,,6.166667,1469.787964,0.127384,
06/30/1994,9.987745,0.136588,0.151483,0.125588,1.48912,,1.394283,,6.791667,1628.797914,0.137717,
09/30/1994,9.569378,0.140674,0.147856,0.130588,1.440141,,1.313536,,6.666667,1625.180054,0.132741,
12/31/1994,8.372093,0.123056,0.134401,0.11366,1.291033,,1.122876,,6.0,1465.668054,0.114494,
03/31/1995,9.502263,0.126997,0.135683,0.11664,1.451424,,1.222479,,7.0,1721.180969,0.128339,
06/30/1995,10.232301,0.134016,0.141326,0.127575,1.534842,,1.260905,,7.708333,1930.104928,0.139724,
09/30/1995,10.876623,0.150465,0.163893,0.139804,1.586985,,1.299899,,8.375,2201.553014,0.157147,
12/31/1995,10.858051,0.154386,0.161838,0.145963,1.574245,,1.277998,7.926308,8.541667,2252.539974,0.154547,
03/31/1996,11.344969,0.158027,0.167582,0.151801,1.663665,,1.341832,11.370224,9.208333,2623.546284,0.165376,
06/30/1996,11.182902,0.159189,0.170615,0.148916,1.66199,,1.349353,10.136493,9.375,2698.284459,0.167904,
09/30/1996,11.359404,0.174704,0.188052,0.156605,1.750589,,1.437557,9.48122,10.166667,2937.820957,0.176715,
12/31/1996,12.522442,0.194014,0.209305,0.178176,1.932597,,1.593605,14.094799,11.625,3352.847625,0.193745,
03/31/1997,12.631119,0.213101,0.231684,0.192026,1.923989,,1.606105,11.097174,12.041667,3598.736494,0.204548,
06/30/1997,14.025424,0.215119,0.237814,0.196037,2.113799,,1.761547,12.883192,13.791667,4125.625269,0.220865,
09/30/1997,16.638514,0.243492,0.271911,0.22199,2.439038,,2.018577,15.819699,16.416667,4914.854437,0.258528,
12/31/1997,20.833333,0.2817,0.328081,0.249139,2.96118,,2.530452,,21.145833,6498.727876,0.331795,
03/31/1998,20.035885,0.311219,0.343726,0.276405,2.70268,3.04424,2.443999,,20.9375,6718.341398,0.327199,
06/30/1998,20.327102,0.321489,0.336966,0.301691,2.779973,3.103608,2.486417,,21.75,7163.405777,0.338682,
09/30/1998,15.953196,0.28805,0.34087,0.237666,2.170328,2.745168,1.966138,,17.46875,5773.282202,0.238489,
12/31/1998,16.416667,0.240883,0.263601,0.193024,2.255572,2.822088,2.042874,130.023674,18.46875,6176.356258,0.248647,
03/31/1999,16.013949,0.255248,0.273469,0.235746,2.231822,2.784295,2.024954,42.433185,18.65625,6243.276941,0.254283,
06/30/1999,15.792181,0.265948,0.290291,0.244178,2.271363,2.812632,2.052759,19.080623,19.1875,6426.89142,0.244399,
09/30/1999,14.179842,0.232188,0.247359,0.20977,2.08624,2.626953,1.86195,6.409232,17.9375,6019.932402,0.218929,
12/31/1999,14.377376,0.228766,0.2544,0.20291,2.168767,2.708434,1.891425,8.848603,18.90625,6348.907766,0.228877,
03/31/2000,9.386531,0.163515,0.207188,0.127112,1.437647,1.794008,1.220263,5.76284,12.71875,4275.941823,0.149768,
06/30/2000,8.138489,0.151274,0.174054,0.13285,1.241921,1.551656,1.039432,5.205276,11.3125,3806.294104,0.132959,
09/30/2000,11.108657,0.162058,0.185848,0.144593,1.658229,2.03437,1.390024,10.806678,15.71875,5289.202034,0.177527,
12/31/2000,14.226398,0.185013,0.229762,0.159164,2.051729,2.481097,1.755105,9.75914,20.34375,6878.343684,0.224032,
03/31/2001,15.667808,0.236376,0.271155,0.214399,2.202485,2.66289,1.954189,10.848414,22.875,7776.081482,0.272282,
06/30/2001,17.333333,0.282435,0.309955,0.262087,2.455881,2.948377,2.231636,13.151626,26.0,8840.285645,0.296411,
09/30/2001,16.432258,0.284793,0.306671,0.248529,2.237946,2.698896,2.245207,11.041003,25.47,8728.186888,0.290569,
12/31/2001,15.322982,0.271579,0.287962,0.249477,2.155918,2.68194,2.25031,30.400889,24.67,8542.555163,0.261768,
03/31/2002,15.714286,0.266179,0.305074,0.246349,2.267185,2.824763,2.515219,14.020787,26.4,9153.038232,0.297662,
06/30/2002,15.011494,0.296263,0.309234,0.284358,2.098464,2.56833,2.587756,12.535956,26.12,9057.52769,0.28675,
09/30/2002,13.472222,0.276686,0.297509,0.239544,1.854976,2.253174,2.475401,25.815646,24.25,8410.966858,0.266474,
12/31/2002,13.360215,0.27242,0.291308,0.228951,1.862974,2.251092,2.590251,16.981141,24.85,8621.061679,0.261677,
03/31/2003,13.436842,0.272993,0.285265,0.259001,1.929719,2.340893,2.70644,20.518318,25.53,8728.247167,0.270118,
06/30/2003,13.846154,0.290336,0.312923,0.267278,2.026586,2.469106,2.87508,158.810825,27.0,9113.309967,0.265163,
09/30/2003,14.606965,0.283907,0.299535,0.270842,2.233066,2.73399,3.164415,18.364917,29.36,9783.045349,0.285352,
12/31/2003,15.816425,0.30857,0.3183,0.295654,2.479944,3.036815,3.57999,9.768303,32.74,10812.156196,0.311172,
03/31/2004,15.57277,0.317057,0.328652,0.300715,2.432642,2.956057,3.643631,12.540364,33.17,10940.163048,0.308044,
06/30/2004,17.640909,0.309751,0.369482,0.286383,2.894186,3.587432,4.215503,11.970946,38.81,12904.014691,0.350651,
09/30/2004,18.681614,0.361387,0.379884,0.343852,2.934738,3.585589,4.538447,,41.66,13894.360104,0.373826,
