Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1989,,,,,,,,,,,,,,,,,,,
03/31/1990,864.899965,-17.5,0.0,0.0,644.900024,1492.299989,,,1.725402,0.432152,,,,3.339226,885.825,1513.225024,1.671483,,
06/30/1990,1060.4,-13.2,0.0,0.0,644.900024,1692.100024,,,1.595719,0.381124,,,,3.727914,1086.800044,1718.500068,1.950323,,
09/30/1990,1058.500046,-14.0,0.0,0.0,644.400024,1688.90007,,,1.59556,0.38155,,,,4.139461,1085.874954,1716.274978,2.02215,,
12/31/1990,1183.87502,-18.700001,0.0,0.0,644.400024,1809.575043,1.333511,13.346354,1.528519,0.356106,12.990489,,19.374465,4.429804,1194.124961,1819.824985,2.176016,,
03/31/1991,1344.375,-27.0,0.0,0.0,644.400024,1961.775024,1.432162,15.439276,1.459247,0.328478,11.684187,,21.393403,4.606187,1380.225023,1997.625047,2.421944,,
06/30/1991,1158.124959,-23.9,96.400002,0.0,644.400024,1875.024986,1.34122,19.248188,1.619018,0.343675,10.971475,,29.025154,4.658447,1195.3125,1912.212526,2.389176,,
09/30/1991,1020.712518,-22.5,96.400002,0.0,644.0,1738.61252,1.20989,20.240586,1.703332,0.37041,10.845992,,30.131932,4.482115,1054.574963,1772.474965,2.288853,,
12/31/1991,1139.400021,-19.200001,96.400002,0.0,644.0,1860.600021,1.271597,47.787611,1.632965,0.346125,9.761805,,72.964707,5.03818,1155.599979,1876.79998,2.449447,,
03/31/1992,1008.799952,-25.5,96.400002,0.0,644.0,1723.699953,1.152514,51.595746,1.708664,0.373615,9.883601,,48.01393,4.27293,1033.049951,1747.949953,2.30195,,
06/30/1992,1141.300043,-11.9,96.400002,0.0,644.0,1869.800045,1.148244,24.042554,1.638307,0.344422,9.638145,,28.202114,4.568288,1186.5,1915.000002,2.571232,,
