Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/1992,94.458,,,,-77.865997,,,16.592003,,-4.501,,,,12.091,0.0,,0.0,,0.0,,0.0,12.091,-4.473,7.618,0.0,,,7.618,0.0,7.618,0.0,,7.618,7.618,,68.903634,0.110011,0.110011,,68.903634,0.110011,0.110011,0.110011,
08/31/1992,125.007004,,,,-106.973,,,18.034004,,-5.434,,,,12.6,0.0,,0.0,,0.0,,0.0,12.6,-1.85,10.75,7.6,,,3.15,0.0,3.15,0.0,,3.15,3.15,,69.04153,0.044599,0.154611,,69.04153,0.044599,0.154611,0.154611,
11/30/1992,125.061996,,,,-103.063004,,,21.998992,,-6.556,,,,15.443,-7.6,,0.0,,0.0,,7.6,7.843,-5.147,2.696,-7.6,,,10.296,0.0,10.296,0.0,,10.296,10.296,,69.256777,0.148664,0.038653,0.038653,69.256777,0.148664,0.038653,0.038653,
02/28/1993,117.449997,,,,-93.786598,,,23.663399,,-9.481,,,,14.1824,0.0,,0.0,,0.0,,0.0,14.1824,-5.177,9.0054,0.0,,,9.0054,0.0,9.0054,0.0,,9.0054,9.0054,,69.125611,0.130824,0.130824,,69.125611,0.130824,0.130824,0.130824,
05/31/1993,141.964996,,,,-118.528999,,,23.435997,,-6.63,,,,16.806,0.0,,0.0,,0.0,,0.0,16.806,-6.134,10.672,0.0,,,10.672,0.0,10.672,0.0,,10.672,10.672,,80.422892,0.133798,0.133798,,80.422892,0.133798,0.133798,0.133798,
08/31/1993,167.121002,,,,-141.246002,,,25.875,,-6.503,,,,19.372,0.0,,0.0,,0.0,,0.0,19.372,-7.361,12.011,0.0,,,12.011,0.0,12.011,0.0,,12.011,12.011,,80.870207,0.148664,0.148664,,80.870207,0.148664,0.148664,0.148664,
11/30/1993,238.128006,,,,-207.290405,,,30.837601,,,,,,31.6936,0.0,,0.0,,0.0,,0.0,31.6936,-10.871,20.822599,0.0,,,20.8226,0.0,20.822599,0.0,,20.822599,20.822599,,80.87357,0.258676,0.258676,0.258676,80.87357,0.258676,0.258676,0.258676,
02/28/1994,191.826004,,,,-162.216003,,,29.610001,,-5.426,,,,24.184,0.0,,,,0.0,,0.0,24.184,-9.432,14.752,-0.961,,,15.713,0.0,15.713,0.0,,15.713,15.713,,80.913931,0.182857,0.17245,,80.913931,0.182857,0.17245,0.17245,
05/31/1994,208.026001,,,,-170.223007,,,37.802994,,-8.26,,,,29.542999,0.0,,,,0.0,,0.0,29.542999,-11.522,18.021,0.0,,,18.020999,0.0,18.021,0.0,,18.021,18.021,,81.122454,0.222996,0.222996,,81.122454,0.222996,0.222996,0.222996,
08/31/1994,199.423996,,,,-166.320007,,,33.103989,,-2.849,,,,30.254999,0.0,,,,0.0,,0.0,30.254999,-11.799,18.455999,0.0,,,18.455999,0.0,18.455999,0.0,,18.455999,18.455999,,80.844421,0.227456,0.227456,,80.844421,0.227456,0.227456,0.227456,
11/30/1994,218.649994,,,,-181.729996,,,36.919998,,-9.156,,,,27.764,0.0,,,,0.0,,0.0,27.764,-10.828,16.936001,0.0,,,16.936,0.0,16.936001,0.0,,16.936001,16.936001,,80.768185,0.209616,0.209616,0.209616,80.768185,0.209616,0.209616,0.209616,
02/28/1995,181.182999,,,,-153.276993,,,27.906006,,-3.304,,,,24.601999,0.0,,,,0.0,,0.0,24.601999,-9.595,15.007,0.0,,,15.006999,0.0,15.007,0.0,,15.007,15.007,,80.801817,0.187317,0.187317,0.187317,80.801817,0.187317,0.187317,0.187317,
05/31/1995,210.531998,,,,-175.434006,,,35.097992,,-2.841,,,,32.257,0.0,,,,0.0,,0.0,32.257,-12.58,19.677,0.0,,,19.677,0.0,19.677,0.0,,19.677,19.677,,80.943074,0.245296,0.245296,0.245296,80.943074,0.245296,0.245296,0.245296,
08/31/1995,204.729996,,,,-176.626007,,,28.103989,,-2.343,,,,25.761,0.0,,,,0.0,,0.0,25.761,-10.047,15.714,0.0,,,15.714,0.0,15.714,0.0,,15.714,15.714,,80.95877,0.196237,0.196237,0.196237,80.95877,0.196237,0.196237,0.196237,
11/30/1995,274.02301,,,,-219.897995,,,54.125015,,-21.290001,,,,32.834999,0.0,,,,0.0,,0.0,32.834999,-12.806,20.028999,0.0,,,20.028999,0.0,20.028999,0.0,,20.028999,20.028999,,81.061914,0.245296,0.245296,0.245296,81.061914,0.245296,0.245296,0.245296,
02/29/1996,194.962997,,,,,,,,,,,,,13.478,,,,,,,,,,8.222,-8.981,,,,0.0,17.202999,0.0,,17.202999,17.202999,,81.178512,0.214076,0.102578,0.102578,81.178512,0.214076,0.102578,0.102578,
05/31/1996,224.742996,,,,,,,,,,,,,14.288,,,,,,,,,,8.715,-9.578,,,,0.0,18.292999,0.0,,18.292999,18.292999,,81.212143,0.227456,0.107038,0.107038,81.212143,0.227456,0.107038,0.107038,
08/31/1996,283.653015,,,,,,,,,,,,,24.332001,,,,,,,,,,14.842,-9.042,,,,0.0,23.884001,0.0,,23.884001,23.884001,,81.216625,0.294355,0.182857,0.182857,81.216625,0.294355,0.182857,0.182857,
11/30/1996,240.241013,,,,-248.401,,,-8.159987,,-3.095018,,,,-11.255005,-1.661001,,1.661001,,0.0,,0.0,-12.916006,5.038002,-7.878,-36.484001,,,28.605997,0.0,28.606001,0.0,,28.606001,28.606001,,78.380254,0.365714,-0.102578,-0.102578,78.380254,0.365714,-0.102578,-0.102578,
02/28/1997,232.455002,,,,-209.164001,,,23.291,,-3.355,,,,19.936001,-3.854,,3.854,,0.0,,0.0,16.082001,-6.272,9.81,-9.617,,,19.427001,0.0,19.427,0.0,,19.427,19.427,,80.624687,0.240836,0.120418,0.120418,81.35116,0.240836,0.120418,0.120418,
05/31/1997,271.924011,,,,-242.225998,,,29.698013,,-3.255,,,,26.443001,-5.577,,5.577,,0.0,,0.0,20.866001,-8.138,12.728,-9.276,,,22.004001,0.0,22.004,0.0,,22.004,22.004,,80.721099,0.272055,0.156097,0.156097,81.427395,0.272055,0.156097,0.156097,
08/31/1997,332.619995,,,,-290.871002,,,41.748993,,-3.655,,,,38.094002,-5.46,,5.46,,0.0,,0.0,32.634002,-12.727,19.907,-8.374,,,28.281002,0.0,28.281,0.0,,28.281,28.281,,80.810789,0.347874,0.245296,0.245296,81.727847,0.347874,0.245296,0.245296,
11/30/1997,466.083,,,,-61.047,,,405.036,,-5.585,,,,399.451,-39.317,10.088,10.088,,0.0,,29.229,360.134,-7.985,8.16,-6.559,,,358.708,0.0,14.719,0.0,,14.719,14.719,,95.49041,0.156097,0.084739,0.285435,95.49041,0.156097,0.084739,0.285435,
02/28/1998,440.712006,,,,-396.800995,,,43.911011,,-6.289,,,,37.622002,-10.617,,10.617,,0.0,,0.0,27.005002,-10.802,16.202999,0.0,,,16.203002,0.0,16.202999,0.0,,16.202999,16.202999,,119.392163,0.133798,0.133798,0.133798,121.430315,0.133798,0.133798,0.133798,
05/31/1998,532.106018,,,,-470.536987,,,61.569031,,-6.503,,,,55.066002,-12.389,,12.389,,0.0,,0.0,42.677002,-17.070999,25.606001,0.0,,,25.606003,0.0,25.606001,0.0,,25.606001,25.606001,,120.643303,0.214076,0.214076,0.214076,123.188194,0.209616,0.209616,0.209616,
08/31/1998,620.934998,,,,-540.754028,,,80.18097,,-8.303,,,,71.877998,-13.437,,13.437,,0.0,,0.0,58.440998,-23.375999,35.064999,0.0,,,35.064999,0.0,35.064999,0.0,,35.064999,35.064999,,128.807117,0.272055,0.272055,0.272055,135.600958,0.263136,0.263136,0.263136,
11/30/1998,823.112,,,,-692.06897,,,131.04303,,-7.867,,,,123.176003,-11.185,,11.185,,0.0,,0.0,111.991002,-44.797001,67.194,0.0,,,67.194001,0.0,67.194,0.0,,67.194,67.194,,130.356474,0.517351,0.517351,0.517351,145.565245,0.472752,0.472752,0.472752,
02/28/1999,590.599,,,,-526.488,,,64.111,,-8.515,,,,55.596,-9.543,9.543,9.543,,0.0,,0.0,46.053,-18.191,27.862,0.0,,,27.862,0.0,27.862,0.0,,27.862,27.862,,130.531363,0.214076,0.214076,0.214076,146.190822,0.200697,0.200697,0.200697,
05/31/1999,738.357,,,,-653.151,,,85.206,,-8.806,,,,76.4,-10.96,10.96,10.96,,0.0,,0.0,65.44,-25.849,39.591,0.0,,,39.591,0.0,39.591,0.0,-1.38,38.211,38.211,,130.677106,0.303275,0.303275,0.303275,146.09665,0.280975,0.280975,0.280975,
08/31/1999,819.497,,,,-720.858,,,98.639,,-9.929,,,,88.71,-13.548,13.548,13.548,,0.0,,0.0,75.162,-29.689,45.473,0.0,,,45.473,0.0,45.473,0.0,-1.389,44.084,44.084,,130.77352,0.347874,0.347874,0.347874,145.959876,0.321115,0.321115,0.321115,
11/30/1999,970.061,,,,-846.118,,,123.943,,-10.313,,,,113.63,-14.808,14.808,14.808,,0.0,,0.0,98.822,-39.034,59.788,0.0,,,59.788,0.0,59.788,0.0,,59.788,59.788,,130.412527,0.459372,0.459372,0.459372,145.036094,0.423693,0.423693,0.423693,
02/29/2000,640.367,,,,-584.93,,,55.437,,-9.057,,,,46.38,-9.968,9.968,9.968,,0.0,,0.0,36.412,-14.201,22.211,0.0,,,22.211,0.0,22.211,0.0,0.0,22.211,22.211,,119.194848,0.187317,0.187317,0.187317,133.804961,0.178397,0.178397,0.178397,
05/31/2000,968.18,,,,-877.412,,,90.768,,-11.269,,,,79.499,-19.76,19.76,19.76,,0.0,,0.0,59.739,-23.298,36.441,0.0,,,36.441,0.0,36.441,0.0,0.0,36.441,36.441,,118.340573,0.307735,0.307735,0.307735,133.244414,0.285435,0.285435,0.285435,
08/31/2000,1376.215,,,,-1234.821,,,141.394,,-13.554,,,,127.84,-27.829,27.829,27.829,,0.0,,0.0,100.011,-39.004,61.007,0.0,,,61.007,0.0,61.007,0.0,0.0,61.007,61.007,,138.231046,0.441533,0.441533,0.441533,155.036264,0.401393,0.401393,0.401393,
11/30/2000,1722.206,,,,-1485.414,,,236.792,,-16.275,,,,220.517,-41.044,41.044,41.044,,0.0,,0.0,179.473,-69.995,109.478,0.0,,,109.478,0.0,109.478,0.0,0.0,109.478,109.478,,138.506835,0.789407,0.789407,0.789407,156.388304,0.709128,0.709128,0.709128,
02/28/2001,1104.042,,,,-981.146,,,122.896,,-15.788,,,,107.108,-23.748,23.748,23.748,,0.0,,0.0,83.36,-32.094,51.266,0.0,,,51.266,0.0,51.266,0.0,0.0,51.266,51.266,,139.233305,0.370174,0.370174,0.370174,157.269485,0.334494,0.334494,0.334494,
05/31/2001,1391.533,,,,-1186.047,,,205.486,,-18.387,,,,187.099,-29.366,29.366,29.366,,0.0,,0.0,157.733,-60.727,97.006,0.0,,,97.006,0.0,97.006,0.0,0.0,97.006,97.006,,140.583103,0.691288,0.691288,0.691288,158.253807,0.624389,0.624389,0.624389,
08/31/2001,1577.628,,,,-1353.914,,,223.714,,-19.545,,,,204.169,-30.681,30.681,30.681,,0.0,,0.0,173.488,-66.793,106.695,0.0,,,106.695,0.0,106.695,0.0,0.0,106.695,106.695,,141.314058,0.753727,0.753727,0.753727,158.803144,0.682368,0.682368,0.682368,
11/30/2001,1956.098,,,,-1633.437,,,322.661,,-22.111,,,,300.55,-35.708,35.708,35.708,,0.0,,0.0,264.842,-101.964,162.878,0.0,,,162.878,0.0,162.878,0.0,0.0,162.878,162.878,,141.542761,1.15066,1.15066,1.15066,158.679823,1.034702,1.034702,1.034702,
02/28/2002,1236.901,,,,-1091.585,,,145.316,,-16.624,,,,128.692,-13.205,24.048,24.048,,0.0,,-10.843,115.487,-43.596,71.891,0.0,,,71.891,0.0,71.891,0.0,0.0,71.891,71.891,,141.937386,0.504863,0.504863,0.504863,159.397324,0.459372,0.459372,0.459372,
05/31/2002,1549.484,,,,-1351.014,,,198.47,,-19.78,,,,178.69,-8.397,30.53,30.53,,0.0,,-22.133,170.293,-64.286,106.007,0.0,,,106.007,0.0,106.007,0.0,0.0,106.007,106.007,,143.011396,0.740347,0.740347,0.740347,160.442185,0.673449,0.673449,0.673449,
08/31/2002,1847.952,,,,-1571.484,,,276.468,,-19.575,,,,256.893,-28.429,39.706,39.706,,0.0,,-11.277,228.464,-86.245,142.219,0.0,,,142.219,0.0,142.219,0.0,0.0,142.219,142.219,,143.59885,0.990103,0.990103,0.990103,160.675373,0.896445,0.896445,0.896445,
11/30/2002,2601.183,,,,-2190.167,,,411.016,,-29.979,,,,381.037,-19.572,51.283,51.283,,0.0,,-31.711,361.465,-136.453,225.012,0.0,,,225.012,0.0,225.012,0.0,0.0,225.012,225.012,,143.778225,1.565433,1.565433,1.565433,160.605865,1.409336,1.409336,1.409336,
02/28/2003,1600.47,,,,-1422.046,,,178.424,,-21.664,,,,156.76,14.032,,,,,,-14.032,170.792,-64.474,106.318,,,,106.318,,106.318,,-1.642,104.676,104.676,,158.372643,0.668989,0.668989,0.668989,176.855019,0.60655,0.60655,0.60655,
05/31/2003,2103.108,,,,-1801.641,,,301.467,,-25.727,,,,275.74,-18.206,36.266,36.266,,0.0,,-18.06,257.534,-97.219,160.315,0.0,,,160.315,0.0,160.315,0.0,0.0,160.315,160.315,,144.4218,1.107843,1.107843,1.107843,161.52312,1.0,1.0,1.0,
08/31/2003,2267.842,,,,-1912.895,,,354.947,,-27.488,,,,327.459,-3.64,33.564,33.564,,0.0,,-29.924,323.819,-122.242,201.577,0.0,,,201.577,0.0,201.577,0.0,0.0,201.577,201.577,,152.81436,1.323529,1.323529,1.323529,171.73332,1.186275,1.186275,1.186275,
11/30/2003,2936.199,,,,-2223.092,,,713.107,,-301.431,,,,411.676,43.233,,0.0,,0.0,,-43.233,454.909,-171.728,283.181,0.0,,,283.181,0.0,283.181,0.0,0.0,283.181,283.181,,319.5864,0.887255,0.887255,0.887255,344.6376,0.828431,0.828431,0.828431,
02/29/2004,1862.91,,,,-1608.48,,,254.43,,-28.678,,,,225.752,-2.05,25.363,25.363,,0.0,,-23.313,223.702,-84.446,139.256,0.0,,,139.256,0.0,139.256,0.0,0.0,139.256,139.256,,158.63856,0.882353,0.882353,0.882353,171.2631,0.823529,0.823529,0.823529,
05/31/2004,2342.045,,,,-2020.233,,,321.812,,-31.251,,,,290.561,32.866,,,,0.0,,-32.866,323.427,-122.016,201.411,0.0,,,201.411,0.0,201.411,0.0,0.0,201.411,201.411,,158.0694,1.27451,1.27451,1.27451,170.65008,1.196078,1.196078,1.196078,
08/31/2004,2747.329,,,,-2371.662,,,375.667,,-34.184,,,,341.483,19.943,33.7,33.7,,0.0,,-53.643,361.426,-136.438,224.988,-0.234,,,225.222,0.0,225.222,0.0,0.0,225.222,225.222,,158.55798,1.421569,1.421569,1.421569,170.36244,1.333333,1.333333,1.333333,
11/30/2004,3549.427,,,,-2537.447,,,1011.98,,-47.609,,,,964.371,-351.942,,38.381,,0.0,,313.561,612.429,-230.06,382.369,-0.365,,,382.734,-3.0,379.734,0.0,0.0,379.734,379.734,,158.75688,2.392157,2.392157,2.392157,170.46954,2.245098,2.245098,2.245098,
02/28/2005,2405.731,,,,-1821.517,,,584.214,,-311.125,273.965,,37.16,273.089,37.793,0.0,,,0.0,,-37.793,310.882,-116.891,193.991,-0.452,,,194.443,-1.237,193.206,0.0,0.0,193.206,193.206,,158.24688,1.22549,1.22549,1.22549,170.19414,1.147059,1.147059,1.147059,
05/31/2005,2932.974,,,,-2187.209,,,745.765,0.0,-358.136,317.309,,40.827,387.629,6.508,,,,0.0,-21.747,15.239,394.137,-141.445,252.692,-10.293,,,262.985,-19.448,243.537,0.0,0.0,243.537,243.537,,157.37784,1.54902,1.480392,1.480392,169.02522,1.45098,1.392157,1.392157,
08/31/2005,3498.332,,,,-2924.611,,,573.721,,-45.744,,,,527.977,13.795,,,,0.0,,-13.795,541.772,-204.519,337.253,0.0,,,337.253,0.0,337.253,0.0,0.0,337.253,337.253,,158.14896,2.137255,2.137255,2.137255,168.21534,2.019608,2.019608,2.019608,
11/30/2005,5029.934,,,,-2827.512,,,2202.422,,-279.73,,,,846.679,130.702,153.165,187.154,-33.989,0.0,,-283.867,977.381,-352.429,581.159,0.0,,,624.952,0.0,581.159,0.0,0.0,581.159,581.159,,160.25016,3.627451,3.627451,3.627451,167.89608,3.45098,3.45098,3.45098,
02/28/2006,3240.659,,,,-2453.007,,,787.652,,-431.256,379.365,,51.891,356.396,57.623,6.47,6.47,,0.0,,-64.093,414.019,-151.554,262.465,0.0,,,262.465,-4.413,258.052,0.0,0.0,258.052,258.052,,160.98252,1.607843,1.607843,1.607843,167.84508,1.54902,1.54902,1.54902,
05/31/2006,4577.503,,,,-3555.334,,,1022.169,0.0,-531.323,474.791,,56.532,490.846,31.167,,13.222,,0.0,-14.792,-29.597,522.013,-190.725,331.288,0.0,,,331.288,-6.541,324.747,0.0,0.0,324.747,324.747,,162.76242,2.0,2.0,2.0,166.17432,1.960784,1.960784,1.960784,
08/31/2006,4182.435,,,,-3359.839,,,822.596,,-477.381,,,,345.215,-16.059,5.968,5.968,,0.0,,10.091,329.156,-121.38,207.776,0.0,,,207.776,-1.101,206.675,0.0,0.0,206.675,206.675,32.0,160.78668,1.284314,1.284314,1.284314,162.4095,1.27451,1.27451,1.27451,
11/30/2006,4266.065,,,,-3766.437,,,499.628,,-518.314,484.291,,34.023,-18.686,-290.438,,0.0,,0.0,,290.438,-309.124,114.879,-194.245,0.0,,,-194.245,-1.36,-195.605,0.0,0.0,-195.605,-195.605,,160.2726,-1.215686,-1.215686,-1.215686,160.2726,-1.215686,-1.215686,-1.215686,
02/28/2007,2792.08,,,,-2393.481,,,398.599,,-416.345,,,,-17.746,127.215,,,,0.0,,-127.215,109.469,-40.302,69.167,0.0,,,69.167,-0.544,68.623,0.0,0.0,68.623,68.623,-54.774,160.2726,0.431373,0.431373,0.098039,162.04332,0.421569,0.421569,0.088235,
05/31/2007,2875.943,,,,-2605.696,,,270.247,,-441.712,,,,-171.465,-210.983,,,,0.0,,210.983,-382.448,139.067,-243.381,0.0,,,-243.381,-0.824,-244.205,0.0,0.0,-244.205,-244.205,209.736,160.85094,-1.519608,-1.519608,-0.215686,160.85094,-1.519608,-1.519608,-0.215686,
08/31/2007,2341.853,,,,-2387.664,,,-45.811,,-348.954,,,,-394.765,-441.056,,,,0.0,,441.056,-835.821,323.791,-512.03,0.0,,,-512.03,-1.822,-513.852,0.0,0.0,-513.852,-513.852,525.578,161.13246,-3.186275,-3.186275,0.078431,161.13246,-3.186275,-3.186275,0.078431,
11/30/2007,2176.905,,,,-3136.411,,,-959.506,,-334.549,298.783,,35.766,-1294.055,-676.299,,,,0.0,,676.299,-1970.354,717.444,-1252.91,0.0,,,-1252.91,1.263,-1251.647,0.0,0.0,-1251.647,-1251.647,,161.23344,-7.764706,-7.764706,-0.411765,161.23344,-7.764706,-7.764706,-0.411765,
02/29/2008,1062.913,,,,-936.131,,,126.782,0.0,-209.84,175.018,,34.822,-83.058,-71.002,,,,,22.98,48.022,-154.06,66.078,-87.982,,,,-87.982,-0.234,-88.216,,0.0,-88.216,-88.216,69.62215,161.36808,-0.54902,-0.54902,-0.117571,161.36808,-0.54902,-0.54902,-0.117571,
05/31/2008,1127.916,,,,-974.347,,,153.569,0.0,-186.556,156.972,,29.584,-32.987,-140.413,,,,,18.919,121.494,-173.4,52.266,-121.134,,,,-121.134,0.218,-120.916,0.0,0.0,-120.916,-120.916,89.193,161.51394,-0.745098,-0.745098,-0.192867,161.51394,-0.745098,-0.745098,-0.192867,
08/31/2008,1106.54,,,,-968.843,,,137.697,0.0,-190.345,156.298,,34.047,-52.648,-95.47,,,,0.0,10.958,84.512,-148.118,50.138,-97.98,0.0,,,-97.98,9.016,-88.964,0.0,0.0,-88.964,-88.964,,161.66898,-0.54902,-0.54902,-0.029412,161.66898,-0.54902,-0.54902,-0.029412,
11/30/2008,1278.048,,,,-1083.67,,,194.378,0.0,-198.266,166.967,,31.299,-3.888,-86.159,,,,0.0,6.299,79.86,-90.047,-716.039,-806.086,0.0,,,-806.086,-4.903,-810.989,0.0,0.0,-810.989,-810.989,,161.69958,-5.019608,-5.019608,0.421569,161.69958,-5.019608,-5.019608,0.421569,
02/28/2009,593.063,529.034,64.029,,-569.475,505.938,63.537,23.588,0.0,-128.652,128.652,,0.0,-105.064,-50.751,,12.029,,,2.917,35.805,-155.815,-1.848,-157.663,0.0,0.0,0.0,-157.663,1.734,-155.929,0.0,0.0,-155.929,-155.929,0.0,161.79342,-0.960784,-0.960784,-0.960784,161.79342,-0.960784,-0.960784,-0.960784,
05/31/2009,891.853,805.229,86.624,,-796.834,726.749,70.085,95.019,0.0,-142.3,142.3,,0.0,-47.281,-82.877,,14.493,,,59.89,8.494,-130.158,-1.547,-131.705,0.0,0.0,0.0,-131.705,6.52,-125.185,0.0,0.0,-125.185,-125.185,0.0,167.87364,-0.745098,-0.745098,-0.745098,167.87364,-0.745098,-0.745098,-0.745098,
08/31/2009,720.73,643.613,77.117,,-669.523,603.562,65.961,51.207,0.0,-128.355,128.355,,0.0,-77.148,-94.496,,22.428,,,42.303,29.765,-171.644,-2.74,-174.384,0.0,0.0,0.0,-174.384,2.779,-171.605,0.0,0.0,-171.605,-171.605,0.0,180.3054,-0.95098,-0.95098,-0.95098,180.3054,-0.95098,-0.95098,-0.95098,
11/30/2009,913.741,856.409,57.332,,-974.971,925.434,49.537,-61.23,0.0,-167.517,167.517,,0.0,-228.747,-74.04,,21.9,,,25.807,26.333,-302.787,320.48,17.693,0.0,0.0,0.0,17.693,17.879,35.572,0.0,0.0,35.572,35.572,0.0,185.8185,0.186275,0.186275,0.186275,185.86746,0.186275,0.186275,0.186275,
02/28/2010,574.442,520.776,53.365,0.301,-476.716,422.45,54.266,97.726,0.0,-103.558,103.558,,0.0,-5.832,-13.213,,18.665,,,8.751,-14.203,-19.045,11.572,-7.473,0.0,0.0,0.0,-7.473,0.95,-6.523,0.0,0.0,-6.523,-5.5363,0.9867,186.3132,-0.039216,-0.039216,-0.029715,186.3132,-0.039216,-0.039216,-0.03392,
05/31/2010,814.481,705.328,74.536,34.617,-620.793,559.91,60.883,193.688,0.0,-119.013,119.013,,0.0,74.675,-39.121,,17.516,,,1.402,20.203,35.554,11.03,46.584,0.0,0.0,0.0,46.584,-6.865,39.719,0.0,0.0,39.719,36.924,-2.795,186.67224,0.205882,0.205882,0.197801,190.11882,0.205882,0.205882,0.191181,
08/31/2010,824.975,718.149,68.826,38.0,-654.615,592.602,62.013,170.36,0.0,-121.21,121.21,,0.0,49.15,-9.715,,17.668,,,-0.986,-6.967,39.435,-0.605,38.83,0.0,0.0,0.0,38.83,-8.795,30.035,0.0,0.0,30.035,18.075,-11.96,186.7263,0.156863,0.156863,0.096799,196.95792,0.156863,0.156863,0.096139,
11/30/2010,860.124,761.386,79.059,19.679,-707.129,639.789,67.34,152.995,0.0,-127.107,127.107,,0.0,25.888,12.893,,16.576,,,-7.357,-22.112,38.781,3.737,42.518,0.0,0.0,0.0,42.518,-10.488,32.03,0.0,0.0,32.03,38.075,6.045,186.76404,0.166667,0.166667,0.203867,197.10378,0.166667,0.166667,0.197336,
