Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,1760.5,15.2,15.2,0.0,255.399994,,,334.399994,,152.300003,182.100006,,34.799999,,,,,,,639.799988,539.700012,1046.0,-506.299988,0.0,,581.0,445.399994,,,,135.600006,1120.700012,,253.199997,253.199997,,,,68.699997,,,,,,218.000031,,,218.000031,539.900024,217.300003,,,,,539.099976,,,,,539.099976,756.399979,1296.300003,0.0,8.2,,,,,438.600006,446.800006,17.4,464.200006,1760.500009,
06/30/1998,1811.599976,25.6,25.6,0.0,263.0,,,351.700012,,162.0,139.600006,,37.599998,,,,,,,677.900024,544.099976,1058.0,-513.900024,0.0,,589.599976,441.700012,,,,147.899963,1133.699951,,248.600006,248.600006,,,,69.900002,,,,,,210.200005,,,210.200005,528.700012,239.699997,,,,,553.400024,,,,,553.400024,793.100021,1321.800034,0.0,9.1,,,,,462.799988,471.899988,17.9,489.799988,1811.600021,
09/30/1998,1878.300049,17.5,17.5,0.0,279.100006,,,387.200012,,171.5,215.699997,,37.0,,,,,,,720.799988,559.099976,1089.0,-529.900024,0.0,,598.400024,438.299988,,,,160.100037,1157.5,,244.600006,244.600006,,,,92.199997,,,,,,213.699997,,,213.699997,550.5,259.299988,,,,,558.700012,,,,,558.700012,818.0,1368.5,0.0,8.2,,,,,483.600006,491.800006,18.0,509.800006,1878.300006,
12/31/1998,1898.300049,34.700001,34.700001,0.0,275.100006,,,356.200012,,154.100006,166.800003,0.0,37.200001,,,,,,,703.200012,593.400024,1140.0,-546.599976,0.0,,601.700012,441.0,,,,160.700012,1195.100037,,252.899994,252.899994,,,,59.599998,,,,,,236.099983,,,236.099983,548.599976,256.399994,,,,,552.099976,,,,,552.099976,808.499969,1357.099945,0.0,8.3,,,,,510.0,518.3,22.9,541.2,1898.299945,
03/31/1999,1929.199951,40.599998,40.599998,0.0,278.100006,,,360.200012,,137.300003,222.899994,0.0,38.400002,,,,,,,717.299988,593.799988,1167.800049,-574.0,0.0,,618.099976,446.399994,,,,171.699982,1211.899963,,244.699997,244.699997,,,,69.099998,,,,,,221.100029,,,221.100029,534.900024,303.600006,,,,,543.700012,,,,,543.700012,847.300018,1382.200043,0.0,10.7,,,,,512.799988,523.499988,23.5,546.999988,1929.20003,
06/30/1999,1942.699951,23.700001,23.700001,0.0,292.700012,292.700012,,365.200012,138.399994,188.0,177.199997,0.0,38.099998,,,,,,,719.700012,616.200012,1195.199951,-579.0,0.0,,606.799988,443.899994,443.899994,0.0,,162.899994,1223.0,,248.399994,248.399994,,,,93.800003,,,,,,217.000015,,,217.000015,559.200012,283.700012,,,,,541.599976,,,,,541.599976,825.299988,1384.5,0.0,10.7,,,,529.400024,-6.100037,533.999988,24.200001,558.199988,1942.699988,
09/30/1999,2022.599976,40.5,40.5,0.0,288.399994,288.399994,,407.200012,152.199997,152.199997,214.399994,0.0,44.900002,,,,,,,781.0,620.799988,1215.800049,-595.0,0.0,,620.799988,442.799988,442.799988,0.0,,178.0,1241.599976,,275.399994,275.399994,,,,131.100006,,,,,,226.400024,,,226.400024,632.900024,296.5,,,,,536.5,,,,,536.5,833.0,1465.900024,0.0,10.8,,,,534.700012,-1.200012,544.3,12.4,556.7,2022.600024,
12/31/1999,2013.0,36.200001,36.200001,0.0,292.200012,,,390.299988,,169.600006,230.800003,-10.1,53.5,,,,,,,772.200012,625.400024,1238.800049,-613.400024,0.0,,615.400024,449.399994,449.399994,0.0,,166.000031,1240.800049,,254.399994,254.399994,,,,69.099998,,,,,,259.599983,,,259.599983,583.099976,326.299988,,,,,529.900024,,,,,529.900024,856.200012,1439.299988,0.0,10.8,,,,,551.400024,562.200025,11.5,573.700025,2013.000012,
03/31/2000,2001.300049,28.1,28.1,0.0,278.700012,278.700012,,409.5,175.600006,175.600006,233.899994,0.0,44.0,,,,,,,760.299988,624.099976,1258.099976,-634.0,0.0,,616.900024,445.600006,445.600006,0.0,,171.300018,1241.0,,265.399994,265.399994,,,,105.300003,,,,,,215.800003,,,215.800003,586.5,319.700012,,,,,517.200012,,,,,517.200012,836.900024,1423.400024,0.0,11.6,,,,561.900024,-7.5,566.000025,11.9,577.900024,2001.300049,
06/30/2000,2039.0,33.599998,33.599998,0.0,289.700012,289.700012,,417.899994,164.600006,164.600006,265.899994,0.0,44.5,,,,,,,785.700012,624.200012,1276.199951,-652.0,0.0,,629.099976,442.100006,442.100006,0.0,,186.999969,1253.299988,,261.100006,261.100006,,,,113.900002,,,,,,220.900017,,,220.900017,595.900024,351.700012,,,,,510.100006,,,,,510.100006,861.800018,1457.700043,0.0,11.6,,,,573.599976,-15.399963,569.800013,11.5,581.300013,2039.000055,
09/30/2000,2091.5,49.0,49.0,0.0,307.700012,307.700012,,437.700012,167.5,167.5,270.200012,0.0,52.400002,,,,,,,846.799988,625.299988,1288.300049,-663.0,0.0,,619.400024,440.399994,440.399994,0.0,,179.000031,1244.700012,,263.299988,263.299988,,,,158.199997,,,,,,248.300003,,,248.300003,669.799988,332.899994,,,,,511.100006,,,,,511.100006,844.0,1513.799988,0.0,11.6,,,,580.700012,-25.600037,566.699976,11.0,577.699976,2091.499964,
12/31/2000,2193.899902,33.700001,33.700001,0.0,315.399994,,,411.799988,,175.699997,248.199997,-12.1,54.799999,,,,,,,815.700012,710.700012,1364.300049,-653.599976,0.0,,667.5,529.299988,442.899994,86.399994,,138.200012,1378.200012,,263.0,263.0,,,,111.699997,,,,,,275.500015,,,275.500015,650.200012,450.0,,,,,483.100006,,,,,483.100006,933.100006,1583.300018,0.0,11.7,,,,,594.700012,606.400012,4.2,610.600012,2193.90003,
03/31/2001,2191.899902,37.900002,37.900002,0.0,289.0,289.0,,432.799988,174.300003,174.300003,269.100006,0.0,55.5,,,,,,,815.200012,705.900024,,,0.0,,670.799988,526.099976,439.799988,86.299988,,144.700012,1376.700012,,271.100006,271.100006,,,,95.199997,56.999996,38.200001,38.200001,,,258.999985,,,258.999985,625.299988,477.700012,,,,,486.799988,,,,,486.799988,964.5,1589.799988,0.0,12.6,,,,626.200012,-40.700012,598.1,4.0,602.1,2191.899988,
06/30/2001,2146.899902,29.799999,29.799999,0.0,248.800003,248.800003,,434.899994,151.5,151.5,294.100006,0.0,62.0,,,,,,,775.5,707.700012,,,0.0,,663.700012,521.0,434.799988,86.200012,,142.700012,1371.400024,,238.899994,238.899994,,,,94.0,55.299999,38.700001,38.700001,,,258.899994,,,258.899994,591.799988,473.5,,,,,478.200012,,,,,478.200012,951.700012,1543.5,0.0,12.8,,,,630.299988,-43.5,599.599988,3.8,603.399988,2146.899988,
09/30/2001,2202.5,37.900002,37.900002,0.0,255.899994,255.899994,,445.700012,155.600006,155.600006,300.200012,0.0,70.900002,,,,,,,810.400024,722.099976,,,0.0,,670.0,518.700012,432.700012,86.0,,151.299988,1392.099976,,231.600006,231.600006,,,,405.299988,368.999989,36.299999,36.299999,,,275.100006,,,275.100006,912.0,233.699997,,,,,482.600006,,,,,482.600006,716.300003,1628.300003,0.0,12.8,,,,600.900024,-43.100037,570.599988,3.6,574.199988,2202.499991,
12/31/2001,2161.899902,71.900002,71.900002,0.0,264.5,,,360.600006,,121.900002,248.300003,-9.6,73.0,,,,,,,770.0,732.0,1472.800049,-740.799988,0.0,,659.900024,513.099976,427.899994,85.199982,,146.800049,1391.900024,,235.300003,235.300003,,,,366.600006,,,,,,272.399979,,,272.399979,874.299988,248.100006,,,,,506.799988,,,,,506.799988,754.899994,1629.199982,0.0,12.8,,,,,516.5,529.3,3.4,532.7,2161.899982,
03/31/2002,2106.399902,65.099998,65.099998,0.0,275.0,,,352.399994,,107.300003,253.300003,-8.2,64.599998,,,,,,,757.099976,691.799988,,,0.0,,657.5,513.099976,426.5,86.599976,,144.400024,1349.299988,,254.600006,254.600006,,,,349.0,,,,,,258.600006,,,258.600006,862.200012,203.399994,,,,,501.0,,,,,501.0,704.399994,1566.600006,0.0,12.9,,,,,523.700012,536.600012,3.2,539.800012,2106.400018,
06/30/2002,2151.300049,63.400002,63.400002,0.0,293.899994,,,372.799988,,118.900002,219.899994,-8.3,66.800003,,,,,,,796.900024,685.700012,,,0.0,,668.700012,429.0,429.0,0.0,,239.700012,1354.400024,,264.399994,264.399994,,,,180.899994,,,,,,274.5,,,274.5,719.799988,375.799988,,,,,505.0,,,,,505.0,880.799988,1600.599976,0.0,13.0,,,,,534.799988,547.799988,2.9,550.699988,2151.299963,
09/30/2002,2137.100098,34.200001,34.200001,0.0,290.299988,,,394.299988,,119.699997,245.0,-8.4,65.199997,,,,,,,784.0,682.5,,,0.0,,670.599976,512.599976,426.899994,85.699982,,158.0,1353.099976,,261.600006,261.600006,,,,173.100006,,,,,,264.200012,,,264.200012,698.900024,368.899994,,,,,519.099976,,,,,519.099976,887.999969,1586.899994,0.0,13.0,,,,,534.700012,547.700012,2.5,550.200012,2137.100006,
12/31/2002,1780.8,57.8,57.8,0.0,270.6,,,328.7,,116.8,211.5,0.0,82.4,,,,,,,739.5,400.0,806.9,-406.9,0.0,,641.3,559.4,474.4,85.0,,81.9,1041.3,,252.4,252.4,,,,68.2,,,,,,224.9,,,224.9,545.5,416.1,,,,,258.7,,,,,258.7,674.8,1220.3,0.0,13.1,,,0.0,605.7,-59.4,559.4,1.1,560.5,1780.8,
03/31/2003,2145.300049,60.0,60.0,0.0,276.100006,276.100006,,366.700012,117.300003,170.5,203.800003,0.0,84.0,,,,,,,786.799988,659.700012,,,0.0,,698.799988,512.700012,428.5,84.200012,,186.099976,1358.5,,258.399994,258.399994,,,,56.400002,22.900002,33.5,33.5,,,261.100029,,,261.100029,575.900024,413.399994,,,,,591.400024,,,,,591.400024,1004.800018,1580.700043,0.0,13.2,,,,607.799988,-57.200012,563.799975,0.8,564.599975,2145.300018,
06/30/2003,2180.9,43.6,43.6,,289.4,289.4,,396.1,366.6,,38.4,-8.9,81.8,,,,,,,810.9,670.7,,,,,699.3,514.5,431.2,83.3,,184.8,1370.0,,266.8,266.8,,,,103.8,69.3,34.5,34.5,,,229.4,,,229.4,600.0,679.6,411.5,268.1,268.1,,315.0,,,,,315.0,994.6,1594.6,,13.3,,,,615.3,-43.0,585.6,0.7,586.3,2180.9,
09/30/2003,2228.5,32.299999,32.299999,0.0,330.5,330.5,,432.899994,133.300003,133.300003,241.0,0.0,79.800003,,,,,,,875.5,663.299988,,,0.0,,689.700012,431.700012,431.700012,0.0,,258.0,1353.0,,305.5,305.5,,,,79.300003,46.800003,32.5,32.5,,,267.299973,,,267.299973,652.099976,403.5,140.200012,263.299988,263.299988,,573.900024,,,,,573.900024,977.400024,1629.5,0.0,13.4,,,,623.900024,-38.600037,598.699987,0.3,598.999987,2228.499987,
12/31/2003,1839.800049,68.900002,68.900002,0.0,320.799988,320.799988,,348.200012,137.899994,,220.600006,-10.3,75.0,,,,,,,812.900024,412.600006,879.700012,-467.100006,0.0,,614.299988,516.599976,435.0,81.599976,,97.700012,1026.899994,,295.799988,295.799988,,,,72.0,,,,,,222.0,,,222.0,589.799988,363.200012,,,,,249.300003,,,,,249.300003,612.500015,1202.300003,0.0,13.5,,,,648.200012,-24.700012,637.0,0.5,637.5,1839.800003,
03/31/2004,1833.300049,49.900002,49.900002,0.0,290.200012,290.200012,,376.0,156.199997,,233.5,0.0,98.099998,,,,,,,814.200012,405.899994,,,0.0,,613.200012,515.700012,434.899994,80.800018,,97.5,1019.100006,,332.899994,332.899994,,,,60.799999,,,,,,200.399982,,,200.399982,594.099976,355.600006,,,,,253.5,,,,,253.5,609.100006,1203.199982,0.0,13.9,,,,640.599976,-24.599976,629.9,0.2,630.1,1833.299981,
