Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,1569.550049,80.852997,80.852997,0.0,162.479996,,,246.722,,,,,106.693001,,,,,,,596.747986,406.122009,,,55.104,,511.575989,,,,,511.575989,972.801998,,92.561996,92.561996,,,,71.740997,,,,,,160.524002,,,160.524002,324.826996,734.171997,,,,,188.791,,,,,188.791,922.962997,1247.789993,0.0,9.596,,,,,305.199005,314.795005,6.965,321.760005,1569.549998,
06/30/1990,1553.975952,82.666,82.666,0.0,159.766006,,,245.557007,,,,,94.144997,,,,,,,582.133972,404.653015,,,53.509998,,513.679016,,,,,513.679016,971.84203,,93.266998,93.266998,,,,79.737,,,,,,170.792999,,,170.792999,343.796997,682.695007,,,,,192.378006,,,,,192.378006,875.073013,1218.87001,0.0,9.596,,,,,318.178009,327.774009,7.332,335.106009,1553.976019,
09/30/1990,1567.777954,85.170998,85.170998,0.0,180.714996,,,248.975006,,,,,81.968002,,,,,,,596.828979,409.747009,,,53.354,,507.847992,,,,,507.847992,970.949001,,95.393997,95.393997,,,,82.557999,,,,,,153.651001,,,153.651001,331.602997,669.142029,,,,,212.899002,,,,,212.899002,882.041031,1213.644028,0.0,9.615,,,,,336.692993,346.307993,7.826,354.133993,1567.778021,
12/31/1990,1721.963989,100.825996,100.825996,0.0,215.496994,,,259.144012,,,,,82.153,,,,,,,657.619995,456.298004,627.072021,-170.774002,50.705002,,557.341003,,,,,557.341003,1064.344009,,106.602997,106.602997,,,,118.981003,,,,,,182.940994,,,182.940994,408.524994,533.692017,,,,,391.893005,,,,,391.893005,925.585022,1334.110016,0.0,9.615,,,,,343.276001,352.891001,34.963001,387.854002,1721.964018,
03/31/1991,1599.140991,50.729,50.729,0.0,167.856995,,,251.274994,,,,,76.792999,,,,,,,546.653992,450.046997,,,49.387001,,553.052979,,,,,553.052979,1052.486977,,92.717003,92.717003,,,,73.526001,,,,,,156.612984,,,156.612984,322.855988,518.080994,,,,,392.191986,,,,,392.191986,910.27298,1233.128967,0.0,9.622,,,,,322.330994,331.952993,34.058998,366.011992,1599.140959,
06/30/1991,1606.48999,52.73,52.73,0.0,173.322006,,,233.901993,,,,,77.195999,,,,,,,537.150024,457.761993,,,0.0,,611.578003,,,,,611.578003,1069.339996,,97.949997,97.949997,,,,104.492996,,,,,,172.494995,,,172.494995,374.937988,477.717987,,,,,391.223999,,,,,391.223999,868.941986,1243.879974,0.0,9.622,,,,,319.179993,328.801992,33.807999,362.609991,1606.489965,
09/30/1991,1610.922974,37.238998,37.238998,0.0,211.794998,,,226.714005,,,,,73.611,,,,,,,549.359009,457.494995,,,0.0,,604.06897,,,,,604.06897,1061.563965,,112.967003,112.967003,,,,88.957001,,,,,,166.582008,,,166.582008,368.506012,476.94101,,,,,393.945007,,,,,393.945007,870.886017,1239.392029,0.0,9.623,,,,,327.675995,337.298995,34.231998,371.530993,1610.923022,
12/31/1991,1608.496948,52.285999,52.285999,0.0,201.046005,,,225.084,,,,,53.169998,,,,,,,531.585999,463.321991,674.843018,-211.520996,0.0,,613.588989,,,,,613.588989,1076.91098,,119.122002,119.122002,,,,70.425003,,,,,,184.145988,,,184.145988,373.692993,442.278992,,,,,407.23999,,,,,407.23999,849.518982,1223.211975,0.0,9.656,,,,,340.609009,350.265009,35.02,385.285009,1608.496984,
03/31/1992,1544.733032,17.853001,17.853001,0.0,174.834,,,232.975006,,,,,54.839001,,,,,,,480.501007,464.242004,,,0.0,,599.98999,,,,,599.98999,1064.231995,,108.738998,108.738998,,,,68.699997,,,,,,143.94101,,,143.94101,321.380005,434.40799,,,,,411.955994,,,,,411.955994,846.363983,1167.743988,0.0,9.655,,,,,333.065002,342.720002,34.269001,376.989003,1544.732991,
06/30/1992,1574.81604,20.51,20.51,0.0,188.376007,,,247.429993,,,,,44.201,,,,,,,500.516998,472.40799,,,0.0,,601.890991,,,,,601.890991,1074.298981,,119.598999,119.598999,,,,81.221001,,,,,,152.402992,,,152.402992,353.222992,419.742004,,,,,417.035004,,,,,417.035004,836.777008,1190.0,0.0,9.73,,,,,340.769989,350.499989,34.316002,384.81599,1574.81599,
09/30/1992,1611.813965,21.778,21.778,0.0,211.871994,,,256.92099,,,,,47.830002,,,,,,,538.401001,482.458008,,,0.0,,590.955017,,,,,590.955017,1073.413025,,128.636993,128.636993,,,,97.953003,,,,,,156.368011,,,156.368011,382.958008,419.306,,,,,421.609985,,,,,421.609985,840.915985,1223.873993,0.0,9.787,,,,,343.208008,352.995008,34.945,387.940007,1611.814,
12/31/1992,1684.889038,33.847,33.847,0.0,181.197998,,,245.738998,,,,,32.529999,,,,,,,493.313995,508.589996,768.857971,-260.268005,0.0,,682.984985,,,,,682.984985,1191.574981,,125.848999,125.848999,,,,53.410999,,,,,,160.33601,,,160.33601,339.596008,459.906006,,,,,606.421997,,,,,606.421997,1066.328003,1405.924011,0.0,11.278,,,,,227.037994,238.315994,40.648998,278.964992,1684.889003,
03/31/1993,1664.077026,21.933001,21.933001,0.0,171.955002,,,260.795013,,,,,27.054001,,,,,,,481.737,508.003998,,,0.0,,674.335999,,,,,674.335999,1182.339996,,119.251999,119.251999,,,,47.112,,,,,,142.414993,,,142.414993,308.778992,476.338989,,,,,601.575989,,,,,601.575989,1077.914978,1386.69397,0.0,11.358,,,,,225.897995,237.255995,40.126999,277.382994,1664.076963,
06/30/1993,1677.857056,20.238001,20.238001,0.0,184.615997,,,278.890991,,,,,23.542999,,,,,,,507.287994,503.32901,,,0.0,,667.23999,,,,,667.23999,1170.569,,136.759995,136.759995,,,,70.852997,,,,,,147.716995,,,147.716995,355.329987,449.860992,,,,,603.940002,,,,,603.940002,1053.800995,1409.130981,0.0,11.401,,,0.0,,217.942993,229.343993,39.382,268.725993,1677.856975,
09/30/1993,1675.595947,26.487,26.487,0.0,218.759995,,,259.321014,,,,,24.598,,,,,,,529.166016,502.535004,,,0.0,,643.89502,,,,,643.89502,1146.430023,,151.539001,151.539001,,,,123.045998,,,,,,147.821007,,,147.821007,422.406006,376.682007,,,,,603.393005,,,,,603.393005,980.075012,1402.481018,0.0,11.436,,,,,220.539001,231.975001,41.139999,273.115001,1675.596019,
12/31/1993,1642.493042,29.149,29.149,0.0,200.112,,,238.167999,,,,,37.373001,,,,,,,504.802002,496.213013,782.164978,-285.951996,0.0,,641.478027,,,,,641.478027,1137.69104,,148.397003,148.397003,,,,90.194,,,,,,158.863984,,,158.863984,397.454987,357.787994,,,,,610.369019,,,,,610.369019,968.157013,1365.612,0.0,11.489,,,,,224.136993,235.625993,41.255001,276.880994,1642.492994,
03/31/1994,1637.56604,16.552,16.552,0.0,180.557007,,,284.927002,,,,,35.674,,,,,,,517.710022,491.401001,,,0.0,,628.455017,,,,,628.455017,1119.856018,,162.791,162.791,,,,112.470001,,,,,,131.180008,,,131.180008,406.44101,344.209015,,,,,608.887024,,,,,608.887024,953.096039,1359.537048,0.0,11.528,,,,,226.033997,237.561996,40.466999,278.028996,1637.566044,
06/30/1994,1695.353027,38.153999,38.153999,0.0,194.845001,,,309.36499,,,,,37.214001,,,,,,,579.578003,490.569,,,0.0,,625.205994,,,,,625.205994,1115.774994,,196.886993,196.886993,,,,168.871994,,,,,,141.579025,,,141.579025,507.338013,296.307007,,,,,607.801025,,,,,607.801025,904.108032,1411.446045,0.0,11.658,,,,,234.578995,246.236995,37.669998,283.906993,1695.353038,
09/30/1994,1721.463013,33.52,33.52,0.0,223.179993,,,324.778992,,,,,33.825001,,,,,,,615.304016,485.558014,,,0.0,,620.601013,,,,,620.601013,1106.159027,,187.518997,187.518997,,,,189.406998,,,,,,143.284027,,,143.284027,520.210022,296.359009,,,,,606.606018,,,,,606.606018,902.965027,1423.175049,0.0,11.686,,,,,247.287994,258.973994,39.313999,298.287993,1721.463042,
12/31/1994,1694.322021,19.541,19.541,0.0,236.214996,,,298.987,,,,,31.893,,,,,,,586.635986,485.313995,825.114014,-339.799988,0.0,,622.372009,,,,,622.372009,1107.686004,,226.891998,226.891998,,,,94.268997,,,,,,160.276993,,,160.276993,481.437988,286.71701,,,,,606.234009,,,,,606.234009,892.951019,1374.389007,0.0,11.74,,,,,267.651001,279.391001,40.542,319.933001,1694.322008,
03/19/1995,1720.07605,15.25,15.25,0.0,218.128998,,,357.019012,,,,,29.75,,,,,,,620.14801,482.678986,,,0.0,,617.249023,,,,,617.249023,1099.928009,,237.516998,237.516998,,,,73.899002,,,,,,139.541,,,139.541,450.957001,326.987,,,,,606.140015,,,,,606.140015,933.127014,1384.084015,0.0,12.46,,,,,282.792999,295.252999,40.738998,335.991998,1720.076013,
06/30/1995,1798.036987,30.358999,30.358999,0.0,236.865997,,,393.56601,,,,,29.455,,,,,,,690.245972,506.86499,,,0.0,,600.926025,,,,,600.926025,1107.791016,,244.804001,244.804001,,,,82.164001,,,,,,141.305008,,,141.305008,468.27301,354.592987,,,,,624.754028,,,,,624.754028,979.347015,1447.620026,0.0,12.493,,,,,296.20401,308.69701,41.720001,350.417011,1798.037037,
09/30/1995,1860.737061,30.870001,30.870001,0.0,267.511993,,,422.479004,,,,,21.92,,,,,,,742.781006,518.392029,,,0.0,,599.564026,,,,,599.564026,1117.956055,,250.964005,250.964005,,,,80.787003,,,,,,148.813995,,,148.813995,480.565002,390.302002,,,,,626.517029,,,,,626.517029,1016.819031,1497.384033,0.0,12.525,,,,,308.011993,320.536993,42.816002,363.352995,1860.737028,
12/31/1995,1833.837036,30.924,30.924,0.0,284.234985,,,388.819,,,,,18.027,,,,,,,722.005005,534.47699,920.099976,-385.622986,0.0,,577.35498,,,,,577.35498,1111.83197,,250.662003,250.662003,,,,115.599998,,,,,,157.459984,,,157.459984,523.721985,320.200012,,,,,575.773987,,,,,575.773987,895.973999,1419.695984,0.0,12.557,,,,,357.570007,370.127007,44.014,414.141007,1833.836991,
03/31/1996,1857.223999,32.897999,32.897999,0.0,279.015015,,,412.877991,,,,,22.288,,,,,,,747.078979,534.721008,,,0.0,,575.424011,,,,,575.424011,1110.14502,,257.002991,257.002991,,,,132.615005,,,,,,154.069016,,,154.069016,543.687012,320.513,,,,,571.84198,,,,,571.84198,892.35498,1436.041992,0.0,13.54,,,,,365.705994,379.245994,41.936001,421.181994,1857.223987,
06/30/1996,1845.349976,29.816999,29.816999,0.0,268.093994,,,411.970001,,,,,24.139,,,,,,,734.02002,541.379028,,,0.0,,569.950989,,,,,569.950989,1111.330017,,249.686996,249.686996,,,,121.617996,,,,,,150.017029,,,150.017029,521.322021,320.513,,,,,571.471985,,,,,571.471985,891.984985,1413.307007,0.0,13.584,,,,,377.665985,391.249985,40.792999,432.042984,1845.349991,
09/30/1996,1813.422974,32.692001,32.692001,0.0,249.781998,,,391.123993,,,,,25.421,,,,,,,699.018982,545.411987,,,0.0,,568.992004,,,,,568.992004,1114.403992,,216.701996,216.701996,,,,117.382004,,,,,,155.429001,,,155.429001,489.513,313.963989,,,,,571.01001,,,,,571.01001,884.973999,1374.487,0.0,13.628,,,,,384.234009,397.862009,41.074001,438.93601,1813.42301,
12/31/1996,1708.099976,47.799999,47.799999,0.0,212.199997,,,309.600006,,,,,22.200001,,,,,,,591.799988,550.299988,986.700012,-436.399994,0.0,,566.0,,,,,566.0,1116.299988,,186.300003,186.300003,,,,67.199997,,,,,,162.5,,,162.5,416.0,333.299988,,,,,565.400024,,,,,565.400024,898.700012,1314.700012,0.0,8.3,,,,,371.0,379.3,14.1,393.4,1708.100012,
03/31/1997,1670.599976,33.299999,33.299999,0.0,204.399994,,,305.700012,,,,,24.5,,,,,,,567.900024,539.700012,990.0,-450.299988,0.0,,563.0,,,,,563.0,1102.700012,,183.899994,183.899994,,,,119.699997,,,,,,158.800003,,,158.800003,462.399994,263.799988,,,,,555.599976,,,,,555.599976,819.399963,1281.799957,0.0,9.1,,,,,365.799988,374.899988,13.9,388.799988,1670.599945,
06/30/1997,1674.800049,31.299999,31.299999,0.0,189.800003,,,322.799988,,,,,23.200001,,,,,,,567.099976,539.799988,1005.0,-465.200012,0.0,,567.900024,,,,,567.900024,1107.700012,,213.600006,213.600006,,,,81.400002,,,,,,175.099998,,,175.099998,470.100006,252.100006,,,,,552.400024,,,,,552.400024,804.500031,1274.600037,0.0,8.2,,,,,377.200012,385.400012,14.8,400.200012,1674.800049,
09/30/1997,1709.099976,37.299999,37.299999,0.0,211.800003,,,327.799988,,,,,25.0,,,,,,,601.900024,538.700012,1016.0,-477.299988,0.0,,568.5,,,,,568.5,1107.200012,,212.399994,212.399994,,,,98.400002,,,,,,182.099998,,,182.099998,492.899994,247.899994,,,,,556.099976,,,,,556.099976,803.999969,1296.899963,0.0,8.3,,,,,387.600006,395.900006,16.299999,412.200006,1709.099969,
12/31/1997,1729.099976,24.1,24.1,0.0,240.800003,,,302.899994,,150.699997,152.199997,,31.799999,,,,,,,599.599976,541.700012,1032.900024,-491.200012,0.0,,587.799988,449.299988,,,,138.5,1129.5,,244.699997,244.699997,,,,42.400002,,,,,,219.400002,,,219.400002,506.5,230.199997,,,,,550.700012,,,,,550.700012,780.900009,1287.400009,0.0,8.3,,,,,416.799988,425.099988,16.6,441.699988,1729.099998,
