Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,0.329,176.069007,185.598007,-9.529,0.0,0.0,0.0,0.0,0.0,176.397995,3.03,1.704,0.0,4.687,,185.819,,1.383,1.591,0.468,1.123,85.459,,,0.0,88.432999,0.0,0.0,95.083,2.303,97.386,185.819,
06/30/1994,,0.0,0.328,199.883005,210.449005,-10.566,0.0,0.0,0.0,0.0,0.0,200.210999,4.447,1.734,0.0,4.64,,211.031998,,2.027,2.402,0.633,1.769,102.542999,,,0.0,106.972,7.58,0.0,96.596001,-0.116,104.060001,211.031998,
09/30/1994,,0.0,0.326,200.791003,212.578003,-11.787,0.0,0.0,0.0,0.0,0.0,201.117004,4.962,1.94,0.0,4.497,,212.516006,,1.774,3.45,0.661,2.789,104.307999,,,0.0,109.531998,7.58,0.0,96.644997,-1.241,102.983997,212.516006,
12/31/1994,,0.0,0.323,203.576005,216.589005,-13.013,0.0,0.0,0.0,0.0,0.0,203.899002,2.861,2.631,0.0,4.691,,214.082001,,2.744,1.579,0.672,0.907,107.998001,,,0.0,112.320999,5.749,0.0,98.731003,-2.719,101.761003,214.082001,
03/31/1995,,0.0,0.327,214.194003,228.466003,-14.272,0.0,0.0,0.0,0.0,0.0,214.520996,4.881,1.543,0.0,4.886,,225.830994,,1.666,2.257,0.697,1.56,120.607002,,,0.0,124.529999,5.749,0.0,99.487,-3.935,101.301,225.830994,
06/30/1995,,0.0,0.336,216.353007,232.098007,-15.745,0.0,0.0,0.0,0.0,0.0,216.688995,4.415,1.741,0.0,4.484,,227.328995,,1.997,2.706,0.718,1.988,122.510002,,,0.0,127.212997,3.833,0.0,101.471001,-5.188,100.116,227.328995,
09/30/1995,,0.0,0.337,214.316996,231.453995,-17.136999,0.0,0.0,0.0,0.0,0.0,214.654007,5.187,1.764,0.0,5.141,,226.746002,,1.944,3.356,0.743,2.613,122.653999,,,0.0,127.954002,3.833,0.0,103.821999,-8.863,98.791999,226.746002,
12/31/1995,,0.0,0.315,260.099987,278.730988,-18.631001,0.0,0.0,0.0,0.0,0.0,260.415009,3.402,2.621,0.0,4.567,,271.005005,,6.469,1.913,0.976,0.937,115.616997,,,0.0,123.999001,1.916,0.0,155.313004,-10.223,147.006004,271.005005,
03/31/1996,,0.0,1.136,268.229986,288.497986,-20.268,0.0,0.0,0.0,0.0,0.0,269.365997,5.393,1.624,0.0,4.456,,280.838989,,4.966,2.592,0.98,1.612,125.556,,,0.0,133.113998,1.916,0.17,157.240997,-11.602,147.724997,280.838989,
06/30/1996,,0.0,1.21,276.160006,298.143005,-21.983,0.0,0.0,0.0,0.0,0.0,277.369995,6.167,1.956,0.0,5.302,,290.795013,,2.902,3.386,1.032,2.354,138.100998,,,0.0,144.389008,0.0,0.168,159.257004,-13.019,146.406004,290.795013,
09/30/1996,,0.0,1.227,318.648989,342.519989,-23.871,0.0,0.0,0.0,0.0,0.0,319.876007,15.04,3.061,0.0,6.06,,344.036987,,4.144,5.028,1.169,3.859,172.804001,,,0.0,181.975998,0.0,0.52,175.817993,-14.277,162.060993,344.036987,
12/31/1996,,0.0,1.035,366.155012,392.368011,-26.212999,0.0,0.0,0.0,0.0,0.0,367.190002,8.293,5.281,0.0,5.76,,386.523987,,6.301,1.382,1.382,0.0,171.606995,,,0.0,179.289993,0.0,0.508,223.212006,-16.486,207.234006,386.523987,
03/31/1997,,0.0,1.789,625.127016,654.041016,-28.914,0.0,0.0,0.0,0.0,0.0,626.916016,14.629,2.625,0.0,5.508,0.0,649.677979,,12.78,1.897,1.897,0.0,304.899994,,,0.0,319.576996,0.0,98.761002,249.563995,-18.224001,330.100996,649.677979,
06/30/1997,,0.0,1.052,730.542004,763.492004,-32.950001,0.0,0.0,0.0,0.0,0.0,731.593994,13.412,3.763,0.0,6.214,0.0,754.982971,,15.165,2.085,2.085,0.0,356.437996,,,0.0,373.687988,0.0,22.268,378.838989,-19.812,381.294989,754.982971,
09/30/1997,,0.0,1.005,751.576969,788.70697,-37.130001,0.0,0.0,0.0,0.0,0.0,752.58197,14.031,5.213,0.0,6.824,0.0,778.650024,,16.002001,2.226,2.226,0.0,240.107993,,,0.0,258.335999,0.0,22.257,519.539978,-21.483,520.313978,778.650024,
12/31/1997,,0.0,1.0,792.605977,833.401978,-40.796001,0.0,0.0,0.0,0.0,0.0,793.606018,16.586,9.547,0.0,7.11,0.0,826.848999,,11.598,2.32,2.32,0.0,278.050007,,,0.0,291.967987,0.0,21.254,535.763977,-22.136999,534.880978,826.848999,
03/31/1998,,0.0,0.992,949.982002,990.815002,-40.833,0.0,0.0,0.0,,0.0,950.973022,16.707001,9.788,0.0,8.514,0.0,985.982971,,11.911,2.561,2.561,0.0,395.762009,,,0.0,410.235992,0.0,35.52,560.867981,-20.641001,575.746981,985.982971,
06/30/1998,,0.0,22.400999,1035.324986,1081.484985,-46.16,0.0,0.0,0.0,,0.0,1057.725952,12.733,10.684,0.0,11.955,0.0,1093.098022,,17.063999,2.763,2.763,0.0,407.527,,,0.0,427.354004,0.0,113.233002,577.419006,-24.908001,665.744007,1093.098022,
09/30/1998,,0.0,24.813,1099.806042,1152.217041,-52.410999,0.0,0.0,0.0,,0.0,1124.619019,18.400999,16.565001,0.0,13.452,0.0,1173.036987,,26.778,2.928,2.928,0.0,478.679016,,,0.0,508.38501,0.0,112.584999,579.41803,-27.351,664.652029,1173.036987,
12/31/1998,,0.0,30.629999,1160.718025,1219.702026,-58.984001,0.0,0.0,0.0,,0.0,1191.348022,19.92,16.759001,0.0,12.08,0.0,1240.107056,,19.937,3.11,3.11,0.0,548.126007,,,0.0,571.172974,0.0,118.192001,578.747009,-28.004999,668.934011,1240.107056,
03/31/1999,,0.0,33.578999,2370.469917,2438.440918,-67.971001,0.0,0.0,0.0,,0.0,2404.049072,32.368,26.704,0.0,13.49,0.0,2476.611084,,34.563,6.883,6.883,0.0,987.638001,,,0.0,1029.083984,35.047001,135.828003,1307.75,-31.098,1447.527004,2476.611084,
06/30/1999,,0.0,43.737,2418.273926,2498.096924,-79.822998,0.0,0.0,0.0,,0.0,2462.010986,14.782,29.656,0.0,17.358,0.0,2523.806885,,45.323002,6.899,6.899,0.0,1031.153992,,,0.0,1083.375977,35.047001,136.319,1303.227051,-34.161999,1440.431053,2523.806885,
09/30/1999,,0.0,58.567207,2478.114869,2570.438477,-92.323608,0.0,0.0,0.0,0.0,0.0,2536.682129,23.584473,29.766947,0.0,18.452206,0.0,2608.486084,,41.464664,7.539864,7.539864,0.0,918.999191,,,0.0,968.003723,35.04657,339.536957,1302.989014,-37.090221,1640.48232,2608.486084,
12/31/1999,,0.0,66.939003,2464.786903,2569.253906,-104.467003,0.0,0.0,0.0,0.0,0.0,2531.726074,54.117001,49.188,0.0,19.905001,0.0,2654.936035,,48.886002,7.953,7.953,0.0,1011.965988,,,0.0,1068.805054,34.695999,338.881012,1304.854004,-92.301003,1586.130012,2654.936035,
03/31/2000,,0.0,69.891998,2491.195023,2608.64502,-117.449997,0.0,0.0,0.0,0.0,0.0,2561.086914,27.809,48.139999,0.0,20.757999,0.0,2657.793945,,40.186001,8.316,8.316,0.0,1038.701996,,,0.0,1087.203979,34.695999,337.664001,1306.641968,-108.413002,1570.588966,2657.793945,
06/30/2000,,67.031998,37.159,2540.879066,2664.570068,-123.691002,0.0,0.0,0.0,0.0,0.0,2645.070068,37.907001,57.235001,0.0,21.763,0.0,2761.975098,,45.957001,8.344,8.344,0.0,1078.633972,,,0.0,1132.935059,34.695999,398.625,1315.990967,-120.272003,1629.039963,2761.975098,
09/30/2000,,124.098,66.158997,2572.249954,2709.334961,-137.085007,0.0,0.0,0.0,0.0,0.0,2762.508057,36.870998,67.635002,0.0,26.051001,0.0,2893.063965,,39.888,8.414,8.414,0.0,1199.734009,,,0.0,1248.035034,34.695999,417.078003,1317.254028,-123.998001,1645.030029,2893.063965,
12/31/2000,,184.151001,85.197998,2527.224075,2674.278076,-147.054001,66.424004,0.0,66.424004,0.0,0.0,2862.99707,100.987999,39.408001,0.0,31.750999,0.0,3035.144043,,75.459999,8.263,8.263,0.0,1307.072021,,,0.0,1390.795044,34.695999,418.933014,1318.270996,-127.552002,1644.348007,3035.144043,
03/31/2001,,169.266998,77.984001,2567.637985,2730.260986,-162.623001,53.640999,0.0,53.640999,0.0,0.0,2868.530029,52.676998,27.337,0.0,32.993999,0.0,2981.538086,,65.600998,8.35,8.35,0.0,1272.605988,,,0.0,1346.557007,34.695999,412.558014,1321.832031,-134.104996,1634.981048,2981.538086,
06/30/2001,,141.417999,109.781998,2575.506958,2750.553955,-175.046997,55.834999,0.0,55.834999,0.0,0.0,2882.542969,13.128,30.948,0.0,38.436001,0.0,2965.054932,,62.507,8.432,8.432,0.0,1262.996948,,,0.0,1333.935059,34.695999,410.980011,1324.879028,-139.436005,1631.119033,2965.054932,
09/30/2001,,151.434006,66.119003,2628.769897,2815.868896,-187.098999,30.996,0.0,30.996,0.0,0.0,2877.319092,36.278,36.992001,0.0,40.055,0.0,2990.644043,,60.875999,8.522,8.522,0.0,1290.489014,,,0.0,1359.886963,34.695999,411.346008,1326.875977,-142.160995,1630.756989,2990.644043,
12/31/2001,,158.121002,75.230003,2721.154983,2923.47998,-202.324997,32.505001,0.0,32.505001,0.0,0.0,2987.010986,27.853001,47.723,0.0,46.727001,0.0,3109.313965,,73.433998,8.656,8.656,0.0,1396.720978,,,0.0,1478.811035,34.695999,411.451996,1328.188965,-143.834,1630.50296,3109.313965,
03/31/2002,,34.470001,87.134003,2836.005005,3059.156006,-223.151001,33.563999,0.0,33.563999,0.0,0.0,2991.173096,29.664,40.855999,0.0,50.900002,0.0,3112.593018,,52.373001,8.887,8.887,0.0,1427.113968,,,0.0,1488.374023,34.695999,410.73999,1330.286011,-151.503006,1624.218994,3112.593018,
06/30/2002,,0.0,90.719002,2833.694016,3068.666016,-234.972,22.209999,0.0,22.209999,0.0,0.0,2946.623047,69.223,36.919998,0.0,50.979,0.0,3103.745117,,69.661003,8.776,8.776,0.0,1406.282043,,,0.0,1484.718994,34.695999,410.255005,1332.927979,-158.852997,1619.025986,3103.745117,
09/30/2002,,6.433,103.174004,2844.20694,3092.085938,-247.878998,3.1,0.0,3.1,0.0,0.0,2956.914062,46.869999,40.952999,0.0,54.720001,0.0,3099.457031,,71.788002,9.253,9.253,0.0,1395.532043,,,0.0,1476.572998,34.695999,409.955994,1333.23999,-155.007996,1622.883987,3099.457031,
12/31/2002,,5.659,125.482002,2713.176956,2957.772949,-244.595993,56.631001,0.0,56.631001,0.0,0.0,2900.948975,56.446999,47.983002,0.0,56.479,0.0,3061.85791,,76.907997,8.847,8.847,0.0,1333.523972,,,0.0,1419.279053,10.506,420.859009,1368.442993,-157.229004,1642.578998,3061.85791,
03/31/2003,,0.0,125.137001,2781.708954,3042.959961,-261.251007,30.877001,0.0,30.877001,0.0,0.0,2937.7229,28.274,34.775002,0.0,52.966,0.0,3053.738037,,58.203999,9.186,9.186,0.0,1429.909942,,,0.0,1497.300049,0.0,348.597992,1378.573975,-170.733994,1556.437973,3053.738037,
09/30/2003,,0.0,133.315994,2741.292938,3025.971924,-284.678986,77.585999,0.0,77.585999,0.0,0.0,2952.195068,45.888,42.390999,0.0,55.161999,0.0,3095.635986,,91.959,9.414,9.414,0.0,1477.818023,,,0.0,1579.19104,75.0,267.122009,1274.334961,-100.012001,1516.444969,3095.635986,
12/31/2003,,4.2,140.496002,2737.39505,3023.060059,-285.665009,70.781998,0.0,70.781998,0.0,0.0,2952.873047,29.868999,54.573002,0.0,60.914001,0.0,3098.229004,,100.394997,9.358,9.358,0.0,1452.776978,,,0.0,1562.530029,75.0,254.720993,1283.597046,-77.619003,1535.699036,3098.229004,
03/31/2004,,6.319,101.403999,2765.729187,3064.857178,-299.127991,70.18,0.0,70.18,0.0,0.0,2943.631836,43.537998,38.084999,0.0,61.167999,0.0,3086.423096,,71.505997,9.549,9.549,0.0,1481.577042,,,5.877,1568.509033,75.0,246.143997,1290.640991,-93.871002,1517.913986,3086.423096,
06/30/2004,,0.0,101.391998,2870.956146,3184.557129,-313.600983,66.528999,0.0,66.528999,0.0,0.0,3038.876953,5.38,42.806,0.0,65.952003,0.0,3153.015137,,105.556,9.628,9.628,0.0,1506.71196,,,5.638,1627.533936,75.0,250.576996,1300.781982,-100.877998,1525.48098,3153.015137,
09/30/2004,,44.931,115.871002,2827.401032,3152.531006,-325.129974,33.452,0.0,33.452,0.0,0.0,3021.655029,50.181,50.337002,0.0,66.747002,0.0,3188.920166,,109.144997,9.621,9.621,0.0,1479.020996,,,5.4,1603.18689,200.0,123.208,1359.950928,-97.426003,1585.732925,3188.920166,
12/31/2004,,4.916,179.677,2809.469,3148.078,-338.609,25.646,0.0,25.646,0.0,0.0,3019.708,95.32,60.911,0.0,67.885,0.0,3243.824,,102.443,10.049,10.049,0.0,1493.09,,,5.161,1610.743,200.0,134.364,1494.992,-196.275,1633.081,3243.824,
03/31/2005,,15.91,180.478,2797.254,3150.072,-352.818,23.252,,23.252,,,3016.894,53.591,50.051,0.0,75.03,0.0,3195.566,,79.919,9.959,9.959,,1466.039,1123.991,342.048,4.923,1560.84,200.0,133.018,1497.808,-196.1,1634.726,3195.566,
06/30/2005,,24.473,567.666,2759.195,3123.557,-364.362,22.715,,22.715,,,3374.049,26.252,57.64,,67.903,,3525.844,,112.164,10.027,10.027,,1763.352,1489.035,274.317,4.684,1890.227,200.0,131.645,1505.964,-201.992,1635.617,3525.844,
09/30/2005,,31.21,551.697,2788.139,3159.525,-371.386,21.895,,21.895,,,3392.941,31.232,57.819,,75.667,,3557.659,,103.009,10.116,10.116,,1584.589,1323.584,261.005,4.446,1702.16,275.0,78.592,1708.87,-206.963,1855.499,3557.659,
