Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Other Commercial Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Associates,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2010,10409.814,3990.622,2469.627,498.446,1325.637,,645.544,680.236,,,,,,,380.429,,380.429,538.307,538.307,1999.919,1438.109,561.81,104.121,78.721,0.0,167.832,,669.792,0.0,,,,,0.0,949.836,,,,949.836,,,,230.758,1100.722,2951.108,0.0,22.539,22.539,0.0,0.0,7344.705,59.258,7426.502,32.204,7458.706,10409.814,
09/30/2010,10708.088,4123.716,1999.5,361.396,1522.876,,115.228,684.223,36.471,36.471,319.148,61.688,257.46,24.716,380.335,-5.449,374.886,548.956,548.956,2006.629,1444.269,562.36,702.634,89.242,0.0,178.302,,655.748,29.997,0.0,0.0,,,29.997,949.903,0.0,0.0,,949.903,6.875,,,237.81,1077.776,2958.109,0.0,22.401,22.401,0.0,0.0,7530.877,173.716,7726.994,22.985,7749.979,10708.088,
12/31/2010,12391.955,4321.03,3029.896,541.118,1411.289,,1077.489,810.236,36.667,36.667,597.927,66.931,530.996,48.86,683.454,-15.629,667.825,566.672,566.672,2007.401,1447.065,560.336,687.571,96.114,0.0,205.21,,677.358,138.718,,,,55.735,82.983,2067.358,,,,2067.358,,,,241.306,1113.692,4238.432,0.0,22.329,22.329,0.0,0.0,7920.862,186.537,8129.728,23.795,8153.523,12391.955,
03/31/2011,12827.382,4668.443,3021.386,777.837,1218.053,,1025.496,859.352,40.424,40.424,564.423,68.169,496.254,47.222,652.069,-13.421,638.648,561.955,561.955,2080.674,1467.211,613.463,706.143,98.491,0.0,192.29,,785.639,125.341,,,,47.673,77.668,2033.368,,,,2033.368,,,,241.176,1191.911,4377.435,0.0,22.184,22.184,0.0,0.0,8185.791,205.533,8413.508,36.439,8449.947,12827.382,
06/30/2011,13150.999,4719.989,3252.904,907.827,1393.067,,952.01,896.675,40.71,40.71,540.531,70.737,469.794,47.016,628.257,-12.421,615.836,563.921,563.921,2093.573,1481.955,611.618,715.451,108.656,0.0,183.994,,689.299,131.389,,,,50.695,80.694,1978.607,,,,1978.607,,,,254.747,1298.36,4352.402,0.0,22.043,22.043,0.0,0.0,8433.476,230.98,8686.499,112.098,8798.597,13150.999,
09/30/2011,13775.8,5198.6,4190.7,,822.6,,3368.1,773.2,38.7,38.7,363.6,77.3,286.3,154.2,556.5,-5.2,551.3,589.7,589.7,2148.2,1536.2,612.0,,107.9,0.0,216.2,,890.2,24.858,0.0,0.0,,24.858,0.0,2143.642,0.0,0.0,,2143.642,5.7,,,274.4,1314.5,4653.3,0.0,21.8,21.8,0.0,0.0,8462.5,40.4,8524.7,597.8,9122.5,13775.8,
12/31/2011,13405.487,4911.858,3625.666,1056.668,1087.786,,1481.212,781.645,,,,,,,514.649,,514.649,594.668,594.668,2142.227,1535.602,606.625,558.62,106.648,0.0,169.506,,1028.343,56.513,,,,31.513,25.0,2002.74,,,,2002.74,,,,278.772,1079.218,4445.586,0.0,21.595,21.595,0.0,0.0,8239.116,12.932,8273.643,686.258,8959.901,13405.487,
03/31/2012,13662.808,5079.141,3750.313,1185.291,1003.848,,1561.174,850.37,43.558,43.558,286.351,73.056,213.295,163.04,492.949,-3.523,489.426,594.797,594.797,2145.359,1537.819,607.54,488.999,102.784,0.0,161.619,,837.068,45.658,,,,20.66,24.998,1947.208,,,,1947.208,,,,285.357,1171.268,4286.559,0.0,21.513,21.513,0.0,0.0,8591.923,76.343,8689.779,686.47,9376.249,13662.808,
06/30/2012,13634.313,5385.052,3597.782,1019.226,860.79,,1717.766,793.914,53.566,53.566,266.707,68.982,197.725,86.046,406.319,-3.023,403.296,585.173,585.173,2127.488,1528.295,599.193,477.181,96.639,0.0,167.788,,925.571,320.84,,,,320.84,0.0,1625.569,,,,1625.569,,,,263.246,1162.468,4297.694,0.0,21.259,21.259,0.0,0.0,8736.616,-8.546,8749.329,587.29,9336.619,13634.313,
09/30/2012,14751.5,6051.4,4614.5,,984.1,,3630.4,850.2,49.3,49.3,203.4,64.6,138.8,2.2,254.9,-0.5,254.4,582.7,582.7,2141.9,1540.8,601.1,,94.9,0.0,161.5,,671.7,318.4,0.0,0.0,,318.4,0.0,2458.8,0.0,0.0,,2458.8,6.8,,,276.3,1232.3,4964.3,0.0,63.7,21.220896,42.479104,0.0,9075.6,62.0,9201.3,585.9,9787.2,14751.5,
12/31/2012,14354.2,5242.7,4691.5,,1062.0,,3629.5,908.0,,,,,,,279.4,,279.4,578.0,578.0,2392.3,1647.7,744.6,,94.7,0.0,167.6,,885.2,0.0,,,,,,2462.5,,,,2462.5,,,,263.0,1142.5,4753.2,0.0,21.3,21.2524,0.0476,0.0,8862.7,63.8,8947.8,653.2,9601.0,14354.2,
03/31/2013,14810.2,5555.8,4797.4,,1012.9,,3784.5,994.6,,,,,,,238.3,,238.3,573.9,573.9,2380.9,1644.2,736.7,,100.3,0.0,169.0,,674.2,18.5,,,,18.5,0.0,2404.5,,,,2404.5,,,,281.2,1273.4,4651.8,0.0,21.3,21.3,0.0,0.0,9390.0,8.7,9420.0,738.4,10158.4,14810.2,
06/30/2013,15317.2,6232.1,4700.2,,977.3,,3722.9,947.6,,,,,,,247.3,,247.3,563.2,563.2,2358.8,1632.7,726.1,,103.1,0.0,164.9,,714.2,7.0,,,,7.0,0.0,2382.5,,,,2382.5,,,,284.6,1405.8,4794.1,0.0,63.6,63.6,0.0,0.0,9764.6,-48.4,9779.8,743.3,10523.1,15317.2,
09/30/2013,15390.3,6323.1,4583.5,,941.1,,3642.4,1038.9,77.0,77.0,145.9,2.6,143.3,7.0,229.9,-0.2,229.7,564.1,564.1,2359.2,1701.5,657.7,,112.4,0.0,179.4,,586.8,0.0,0.0,0.0,,,0.0,2295.1,0.0,0.0,,2295.1,5.8,,,272.5,1422.8,4583.0,0.0,63.1,63.1,0.0,0.0,10003.9,6.1,10073.1,734.2,10807.3,15390.3,
12/31/2013,15909.3,6699.7,4758.6,,908.8,,3849.8,1049.6,,,,,,,198.8,,198.8,559.4,559.4,2351.0,,,,118.7,0.0,173.5,,654.4,0.0,,,,,,2257.2,,,,2257.2,,,,271.6,1487.9,4671.1,0.0,63.1,63.1,0.0,0.0,10441.1,2.9,10507.1,731.1,11238.2,15909.3,
03/31/2014,16137.4,6910.9,4828.3,,878.4,,3949.9,987.6,,,,,,,222.1,,222.1,553.5,553.5,2346.7,,,,118.8,0.0,169.5,,674.1,0.0,,,,,,2229.4,,,,2229.4,,,,266.3,1321.2,4491.0,0.0,62.8,62.8,0.0,0.0,10798.0,4.4,10865.2,781.2,11646.4,16137.4,
06/30/2014,16691.9,7697.6,4802.1,,819.4,,3982.7,999.1,,,,,,3.7,3.7,,3.7,542.1,542.1,2348.8,,,,129.2,0.0,169.3,,664.2,0.0,,,,,,2190.2,,,,2190.2,,,,265.0,1467.9,4587.3,0.0,62.5,62.5,0.0,0.0,11208.6,24.2,11295.3,809.3,12104.6,16691.9,
09/30/2014,16357.1,7596.0,4678.2,,788.4,,3889.8,950.0,,,2.7,2.4,0.3,0.0,2.7,-0.2,2.5,530.7,530.7,2325.9,1691.0,634.9,,98.1,0.0,175.7,,0.4,250.0,0.0,0.0,,250.0,0.0,1899.0,0.0,0.0,,1899.0,5.4,,,259.3,1495.8,3909.9,0.0,62.3,62.3,0.0,0.0,11639.5,-117.7,11584.1,863.1,12447.2,16357.1,
12/31/2014,16296.8,7885.2,4404.0,,754.1,,3649.9,926.7,,,,,,,,,,523.4,523.4,2307.9,,,,77.6,0.0,172.0,,,0.0,,,,,0.0,2099.5,,,,2099.5,,,,259.7,1709.1,4068.3,0.0,62.2,62.2,0.0,0.0,11672.0,-178.4,11555.8,672.7,12228.5,16296.8,
03/31/2015,16491.1,8122.3,4383.8,,757.0,,3626.8,919.1,,,,,,,,,,516.9,516.9,2287.6,,,,95.6,0.0,165.8,,,0.0,,,,,,2478.0,,,,2478.0,,,,258.0,1271.2,4007.2,0.0,61.9,61.9,0.0,0.0,12048.6,-289.0,11821.5,662.4,12483.9,16491.1,
06/30/2015,16670.3,8426.4,4285.1,,709.4,,3575.7,899.0,,,,,,,,,,510.1,510.1,2285.8,,,,106.3,0.0,157.6,,,0.0,,,,,,2203.5,,,,2203.5,,,,261.1,1420.1,3884.7,0.0,61.5,61.5,,0.0,12279.6,-255.6,12085.5,700.1,12785.6,16670.3,
09/30/2015,16335.7,8368.1,4109.1,,672.5,,3436.6,838.0,,,,,,,,,,510.1,510.1,2257.0,1661.2,595.8,,181.0,0.0,72.4,,,20.0,0.0,0.0,,20.0,0.0,2135.3,0.0,0.0,,2135.3,6.6,,,241.4,1377.0,3780.3,0.0,60.4,60.4,0.0,0.0,12094.8,-314.2,11841.0,714.4,12555.4,16335.7,
12/31/2015,16155.5,8269.0,4028.4,,649.6,,3378.8,863.7,,,,,,,,,,507.1,507.1,2247.7,,,,100.4,0.0,139.2,,,0.0,,,,,,2120.3,,,,2120.3,,,,237.0,1324.1,3681.4,0.0,59.5,59.5,0.0,0.0,12064.8,-343.1,11781.2,692.9,12474.1,16155.5,
03/31/2016,15890.9,8041.0,4170.6,,633.3,,3537.3,798.0,,,,,,,,,,504.4,504.4,2221.6,1664.9,556.7,,,0.0,155.3,,,0.0,,,,,,2166.4,,,,2166.4,,,,128.1,1155.9,3450.4,0.0,58.6,58.6,0.0,0.0,12029.6,-317.8,11770.4,670.1,12440.5,15890.9,
06/30/2016,15997.5,8242.1,4071.0,,568.8,,3502.2,812.6,,,,,,,,,,508.4,508.4,2213.5,1661.4,552.1,,,0.0,149.9,,,0.0,,,,,,2163.8,,,,2163.8,,,,140.8,1282.0,3586.6,0.0,57.7,57.7,0.0,0.0,12076.9,-352.5,11782.1,628.8,12410.9,15997.5,
09/30/2016,16098.8,8483.3,3930.0,,487.8,,3442.2,794.3,,,,,,,,,,523.2,523.2,2211.3,1661.2,550.1,,154.3,0.0,2.4,,,352.4,0.0,0.0,,352.4,0.0,1731.0,0.0,0.0,,1731.0,0.0,0.0,0.0,161.5,1264.6,3509.5,0.0,57.0,57.0,0.0,0.0,12226.2,-347.4,11935.8,653.5,12589.3,16098.8,
12/31/2016,16210.3,8454.8,3968.9,,521.6,,3447.3,930.0,,,,,,,,,,512.5,512.5,2200.4,,,,,0.0,143.7,,,20.8,,,,20.8,0.0,1713.7,,,,1713.7,,,,151.7,1235.9,3122.1,0.0,56.6,56.6,0.0,0.0,12326.0,-417.8,11964.8,1123.4,13088.2,16210.3,
03/31/2017,17210.1,8776.1,4535.9,,385.1,,4150.8,1023.5,,,,,,,,,,509.8,509.8,2224.0,,,,,0.0,140.8,,,21.2,,,,21.2,0.0,1659.0,,,,1659.0,,,,159.8,1237.1,3077.1,0.0,56.2,56.2,0.0,0.0,12510.6,-373.2,12193.6,1939.4,14133.0,17210.1,
06/30/2017,17476.2,8786.2,4828.7,,78.8,,4749.9,978.6,,,,,,,,,,508.8,508.8,2228.0,,,,,0.0,145.9,,,0.0,,,,,,1427.8,,,,1427.8,,,,156.5,1356.2,2940.5,0.0,55.8,55.8,0.0,0.0,12665.2,-321.0,12400.0,2135.7,14535.7,17476.2,
09/30/2017,17534.0,8749.7,4861.0,,112.7,,4748.3,1001.9,,,,,,,,,,517.2,517.2,2227.7,1687.2,540.5,,166.5,0.0,10.0,,,0.0,0.0,0.0,,,0.0,1097.6,0.0,0.0,,1097.6,0.0,0.0,0.0,170.6,1388.1,2656.3,0.0,55.5,55.5,0.0,0.0,12849.3,-284.8,12620.0,2257.7,14877.7,17534.0,
12/31/2017,18074.4,8970.4,5062.7,,426.9,,4635.8,1098.5,,,,,,,,,,516.6,516.6,2235.1,,,,,0.0,191.1,,,0.0,,,,,,1095.5,,,,1095.5,,,,125.3,2565.0,3785.8,0.0,55.2,55.2,0.0,0.0,11969.5,-266.6,11758.1,2530.5,14288.6,18074.4,
03/31/2018,17690.0,8726.5,5108.3,,112.7,,4995.6,899.0,,,,,,,,,,517.7,517.7,2242.3,,,,,0.0,196.2,,,0.0,,,,,,1078.8,,,,1078.8,,,,129.9,3994.7,5203.4,0.0,54.2,54.2,0.0,0.0,10263.9,-259.7,10058.4,2428.2,12486.6,17690.0,
06/30/2018,15528.0,6654.2,4840.6,,101.9,,4738.7,946.9,,,,,,,,,,522.4,522.4,2352.9,,,,,0.0,211.0,,,0.0,,,,,,729.8,,,,729.8,,,,128.0,2448.2,3306.0,0.0,52.9,52.9,0.0,0.0,10153.5,-342.9,9863.5,2358.5,12222.0,15528.0,
09/30/2018,14383.5,6910.6,3535.9,,194.1,,3341.8,847.9,,,,,,,,,,535.0,535.0,2333.4,1794.8,538.6,,115.5,0.0,105.2,,,0.0,0.0,0.0,,,0.0,728.5,0.0,0.0,,728.5,0.0,0.0,0.0,126.5,2277.0,3132.0,0.0,51.9,51.9,0.0,0.0,10217.9,-370.6,9899.2,1352.3,11251.5,14383.5,
12/31/2018,13950.6,6658.9,3426.1,,522.4,,2903.7,805.6,,,,,,,,,,541.3,541.3,2326.2,,,,,0.0,192.5,,,0.0,,,,,,730.4,,,,730.4,,,,132.6,2078.6,2941.6,0.0,51.1,51.1,0.0,0.0,10087.9,-393.6,9745.4,1263.6,11009.0,13950.6,
03/31/2019,14239.0,5946.0,3655.1,,11.0,,3644.1,841.0,,,,,,,,,,576.6,576.6,3027.9,,,,,0.0,192.4,,,0.0,,,,,,730.7,,,,730.7,,,,130.2,2059.7,2920.6,0.0,50.8,50.8,0.0,0.0,10219.5,-386.5,9883.8,1434.6,11318.4,14239.0,
06/30/2019,14463.3,5757.6,3973.1,,4.7,,3968.4,850.2,,,,,,,,,,684.8,684.8,3013.4,,,,,0.0,184.2,,,0.0,,,,,,728.8,,,,728.8,,,,118.9,2243.3,3091.0,0.0,50.4,50.4,0.0,0.0,10241.5,-380.9,9911.0,1461.3,11372.3,14463.3,
09/30/2019,14532.2,5957.6,3859.7,,4.0,,3855.7,839.0,,,,,,,,,,683.7,683.7,2994.5,2130.3,864.2,,132.6,0.0,65.1,,,0.0,0.0,0.0,,,0.0,747.7,0.0,0.0,,747.7,0.0,0.0,0.0,120.1,2293.5,3161.3,0.0,49.9,49.9,0.0,0.0,10288.2,-431.6,9906.5,1464.4,11370.9,14532.2,
12/31/2019,15001.8,5976.3,4044.9,,,,4044.9,787.5,,,,,,,,,,967.2,967.2,3032.2,,,,,0.0,193.7,,,39.1,39.1,,39.1,,0.0,1075.2,278.8,,278.8,796.4,,,,132.8,2129.9,3377.0,0.0,49.8,49.759952,0.040048,0.0,10408.0,-376.2,10081.6,1543.2,11624.8,15001.8,
03/31/2020,14666.2,6035.8,3753.9,,,,3753.9,675.2,,,,,,,,,,975.2,975.2,3018.6,,,,,0.0,207.5,,,24.8,24.8,,24.8,,0.0,1595.1,284.1,,284.1,1311.0,,,,126.2,1957.5,3703.6,0.0,49.5,49.5,0.0,0.0,10330.0,-476.1,9903.4,1059.2,10962.6,14666.2,
06/30/2020,15617.0,6975.9,3409.3,,,,3409.3,927.8,,,,,,,,,,963.7,963.7,3094.8,2190.7,904.1,,,0.0,245.5,,,12.7,12.7,,12.7,,0.0,1670.7,287.9,,287.9,1382.8,,,,77.2,2138.9,3899.5,0.0,49.5,49.5,0.0,0.0,10514.8,-450.1,10114.2,1603.3,11717.5,15617.0,
