Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,26.393364,1.079635,1.079635,0.0,3.814209,,,,,,,,0.434775,,,,,,5.328619,21.064745,33.364109,-12.299365,0.0,,0.0,,,,,0.0,21.064745,,2.721513,2.721513,,,,0.648225,,,,,,1.944153,,,,1.944153,5.313891,12.247184,,,,,0.0,,,,,,0.0,12.247184,17.561075,0.0331,19.713024,,,0.0,,-10.986723,8.759401,0.072888,8.832289,26.393364,
12/31/1992,28.327749,2.260753,2.260753,0.0,3.597987,,,,,,,,0.379315,,,,,,6.238055,22.089695,34.728146,-12.638451,,,0.0,,,,,0.0,22.089695,,3.825542,3.825542,,,,0.447631,,,,,,1.797703,,,,1.797703,6.070876,12.678638,,,,,0.0,,,,,,0.0,12.678638,18.749515,0.0331,20.321936,,,0.0,,-10.850845,9.50419,0.074045,9.578235,28.32775,
03/31/1993,36.112328,1.8987,1.8987,0.0,4.657857,,,,,,,,0.411984,,,,,,6.968541,29.143785,42.594181,-13.450395,0.0,,0.0,,,,,0.0,29.143785,,4.523465,4.523465,,,,0.504002,,,,,,1.689436,,,,1.689436,6.716903,19.402719,,,,,0.0,,,,,,0.0,19.402719,26.119623,0.033,20.584291,,,0.0,,-10.701095,9.916197,0.076508,9.992705,36.112328,
06/30/1993,41.219955,2.541905,2.541905,0.0,5.626779,,,,,,,,0.424612,,,,,,8.593296,32.626659,47.114136,-14.487474,0.0,,0.0,,,,,0.0,32.626659,,4.042972,4.042972,,,,0.424908,,,,,,1.797183,,,,1.797183,6.265063,17.982458,,,,,0.0,,,,,,0.0,17.982458,24.247521,0.2,27.177156,,,0.0,,-10.404722,16.972434,0.0,16.972434,41.219955,
09/30/1993,41.285,1.26,1.26,0.0,5.686,,,,,,,,0.522,,,,,,7.468,33.817001,49.445,-15.628,0.0,,0.0,,,,,0.0,33.817001,,3.772,3.772,,,,0.414,,,,,,2.061,,,,2.061,6.247,17.67,,,,,0.0,,,,,,0.0,17.67,23.917,0.2,27.271,,,0.0,,-10.103,17.368,0.0,17.368,41.285,
12/31/1993,76.333,2.019,2.019,0.0,7.836,,,,,,,,0.915,,,,,,10.77,65.563004,82.350998,-16.788,0.0,,0.0,,,,,0.0,65.563004,,4.86,4.86,,,,0.419,,,,,,4.141,,,,4.141,9.42,30.688999,,,,,3.961,,,,,,3.961,34.649999,44.069999,0.2,41.851002,,,0.0,,-9.788,32.263002,0.0,32.263002,76.333001,
03/31/1994,93.459,1.09,1.09,0.0,6.009,,,1.457,,,,,0.0,,,,,,8.556,84.903,104.017998,-19.115,0.0,,0.0,,,,,0.0,84.903,,3.111,3.111,,,,0.34,,,,,,4.181,,,,4.181,7.632,45.319,,,,,3.744,,,,,,3.744,49.063,56.695,0.2,46.026001,,,0.0,,-9.462,36.764001,0.0,36.764001,93.459001,
06/30/1994,101.231003,6.509,6.509,0.0,7.306,,,0.924,,,,,0.0,,,,,,14.739,86.491997,108.072998,-21.580999,0.0,,0.0,,,,,0.0,86.491997,,4.648,4.648,,,,0.841,,,,,,2.721,,,,2.721,8.21,51.118999,,,,,3.83,,,,,,3.83,54.948999,63.158999,0.2,46.681999,,,0.0,,-8.81,38.071999,0.0,38.071999,101.230998,
09/30/1994,104.027,4.725,4.725,0.0,6.638,,,1.453,,,,,0.0,,,,,,12.816,91.210999,112.827003,-21.615999,0.0,,0.0,,,,,0.0,91.210999,,5.338,5.338,,,,0.596,,,,,,2.461001,,,,2.461001,8.395,52.669998,,,,,3.885,,,,,,3.885,56.554998,64.949999,0.2,47.057999,,,0.0,,-8.181,39.076999,0.0,39.076999,104.026998,
12/31/1994,141.768005,4.897,4.897,0.0,9.431,,,,,,,,1.592,,,,,,15.92,125.848,149.498001,-23.65,0.0,,0.0,,,,,0.0,125.848,,8.421,8.421,,,,0.707,,,,,,5.79,,,,5.79,14.918,61.884998,,,,,16.389999,,,,,,16.389999,78.274997,93.192997,0.2,50.591999,,,0.0,,-7.544,43.247999,5.327,48.574999,141.767996,
03/31/1995,141.768005,4.897,4.897,0.0,9.431,,,1.592,,,,,0.0,,,,,,15.92,125.848,149.498001,-23.65,0.0,,0.0,,,,,0.0,125.848,,8.421,8.421,,,,0.707,,,,,,5.790001,,,,5.790001,14.918,61.884998,,,,,16.389999,,,,,,16.389999,78.274998,93.192998,0.2,50.591999,,,0.0,,-7.544,43.247999,5.327,48.574999,141.767997,
06/30/1995,157.222,5.307,5.307,0.0,8.216,,,1.417,,,,,0.0,,,,,,14.94,142.281998,171.404999,-29.122999,0.0,,0.0,,,,,0.0,142.281998,,5.941,5.941,,,,0.503,,,,,,3.75,,,,3.75,10.194,71.132004,,,,,17.011999,,,,,,17.011999,88.144003,98.338003,0.2,64.595001,,,0.0,,-5.911,58.884001,0.0,58.884001,157.222005,
09/30/1995,203.304993,2.401,2.401,0.0,10.559,,,1.47,,,,,0.0,,,,,,14.43,188.875,221.677002,-32.801998,0.0,,0.0,,,,,0.0,188.875,,7.198,7.198,,,,0.399,,,,,,5.093,,,,5.093,12.69,112.838997,,,,,17.222,,,,,,17.222,130.060997,142.750997,0.2,65.461998,,,0.0,,-5.108,60.553998,0.0,60.553998,203.304995,
12/31/1995,214.787994,4.0,3.047,0.953,14.109,,,1.114,,,,,0.0,,,,,,19.223,195.565002,233.240005,-37.674999,0.0,,0.0,,,,,0.0,195.565002,,9.084,9.084,,,,0.053,,,,,,5.523,,,,5.523,14.66,83.035004,,,,,17.726,,,,,,17.726,100.761004,115.421004,1.35,102.029999,,,0.0,,-4.013,99.366999,0.0,99.366999,214.788003,
03/31/1996,232.207001,0.651,0.651,0.0,19.235001,,,1.29,,,,,0.0,,,,,,21.176001,211.031006,253.339005,-42.307999,0.0,,0.0,,,,,0.0,211.031006,,9.618,9.618,,,,0.026,,,,,,7.279,,,,7.279,16.923,95.089996,,,,,19.048,,,,,,19.048,114.137997,131.060997,1.35,102.014999,,,0.0,,-2.219,101.145999,0.0,101.145999,232.206996,
06/30/1996,274.040985,1.901,1.901,0.0,23.232,,,1.219,,,,,0.0,,,,,,26.351999,247.688995,295.554993,-47.866001,0.0,,0.0,,,,,0.0,247.688995,,12.901,12.901,,,,0.0,,,,,,8.450999,,,,8.450999,21.351999,119.379997,,,,,22.547001,,,,,,22.547001,141.926998,163.278997,1.15,109.804001,,,0.0,,-0.192,110.762001,0.0,110.762001,274.040998,
09/30/1996,284.152008,18.056,4.88,13.176,14.861,,,1.696,,,,,0.0,,,,,,34.612999,249.539001,302.686005,-53.146999,0.0,,0.0,,,,,0.0,249.539001,,16.752001,16.752001,,,,0.0,,,,,,8.816999,,,,8.816999,25.569,121.904999,,,,,23.812,,,,,,23.812,145.716999,171.285999,1.15,110.061996,,,0.0,,1.654,112.865996,0.0,112.865996,284.151995,
12/31/1996,282.546997,16.283,8.625,7.658,18.121,,,0.799,,,,,0.0,,,,,,35.202999,245.559006,303.65799,-58.098999,0.0,,1.785,,,,,1.785,247.344006,,14.433,14.433,,,,0.026,,,,,,7.847999,,,,7.847999,22.306999,116.779999,,,,,25.931,,,,,,25.931,142.710999,165.017998,1.15,110.396004,,,0.0,,5.983,117.529004,0.0,117.529004,282.547002,
03/31/1997,667.521973,9.728,8.415,1.313,25.264,,,1.397,,,,,0.0,,,,,,36.389,623.164001,693.890991,-70.726997,0.0,,7.969,,,,,7.969,631.133001,,18.084999,18.084999,,,,0.024,,,,,,12.190001,,,,12.190001,30.299,390.230011,,,,,28.847,,,,,,28.847,419.077011,449.376011,1.15,206.001999,,,0.0,,10.994,218.145999,0.0,218.145999,667.52201,
06/30/1997,674.835022,14.697,13.317,1.38,20.926001,,,2.21,,,,,0.0,,,,,,37.833,622.375977,704.382996,-82.007004,0.0,,14.626,,,,,14.626,637.001977,,21.954,21.954,,,,0.027,,,,,,16.345999,,,,16.345999,38.327,386.710999,,,,,30.028,,,,,,30.028,416.738998,455.065998,1.15,206.225006,,,0.0,,12.394,219.769006,0.0,219.769006,674.835004,
09/30/1997,780.619995,15.949,11.235,4.714,26.643999,,,4.309,,,,,0.0,,,,,,46.902,721.171021,816.468018,-95.296997,0.0,,12.547,,,,,12.547,733.718021,,20.587,20.587,,,,0.025,,,,,,15.604999,,,,15.604999,36.216999,489.006989,,,,,31.434999,,,,,,31.434999,520.441988,556.658987,1.15,207.100006,,,0.0,,15.711,223.961006,0.0,223.961006,780.619993,
12/31/1997,764.213013,17.766001,9.725,8.041,29.200001,,,2.779,,,,,0.0,,,,,,49.744999,705.361023,876.507019,-171.145996,0.0,,9.107,,,,,9.107,714.468023,,32.257999,32.257999,,,,0.413,,,,,,22.240999,,,,22.240999,54.911999,366.712006,,,,,25.639,,,,,,25.639,392.351006,447.263004,121.150002,217.841995,,,0.0,,-22.042,316.949997,0.0,316.949997,764.213001,
03/31/1998,800.252014,15.65,7.257,8.393,23.103001,,,1.975,,,,,0.0,,,,,,40.728001,750.695007,930.741028,-180.046005,0.0,,8.829,,,,,8.829,759.524007,,19.645,19.645,,,,0.028,,,,,,19.425,,,,19.425,39.098,414.904999,,,,,27.191,,,,,,27.191,442.095999,481.193999,121.150002,218.199005,,,0.0,,-20.291,319.058007,0.0,319.058007,800.252006,
06/30/1998,822.984009,17.577,13.526,4.051,25.923,,,1.919,,,,,0.0,,,,,,45.418999,768.671021,961.377991,-192.707001,0.0,,8.894,,,,,8.894,777.565021,,24.253,24.253,,,,0.026,,,,,,24.068,,,,24.068,48.347,432.200012,,,,,26.690001,,,,,,26.690001,458.890013,507.237013,121.150002,219.244995,,,0.0,,-24.648001,315.746996,0.0,315.746996,822.984009,
09/30/1998,1036.110962,11.649,9.693,1.956,29.993,,,5.802,,,,,7.14,,,,,,54.584,900.426025,1166.80603,-266.380005,0.0,,81.100998,,,,,81.100998,981.527023,,32.07,32.07,,,,0.019,,,,,,27.613999,,,,27.613999,59.702999,601.971008,,,,,19.862,,,,,,19.862,621.833008,681.536007,121.150002,328.878998,,,0.0,,-95.454002,354.574998,0.0,354.574998,1036.111005,
12/31/1998,921.612,14.212,10.954,3.258,30.384001,,,3.373,,,,,58.962002,,,,,,106.931,736.424011,1025.292969,-288.868988,0.0,,78.257004,,,,,78.257004,814.681015,,28.163,28.163,,,,55.187,,,,,,33.065001,,,,33.065001,116.415001,551.974976,,,,,0.0,,,,,,0.0,551.974976,668.389977,121.150002,335.175995,,,0.0,,-203.104004,253.221992,0.0,253.221992,921.611969,
03/31/1999,905.522,16.274,12.613,3.661,26.163,26.163,,4.534,,,,,57.622,,,,,,104.593,725.474,1031.967,-306.493,0.0,,75.455,0.0,0.0,0.0,,75.455,800.929,,21.152,21.152,,,,55.193,55.193,0.0,0.0,,,26.74,,,,26.74,103.085,557.551,557.551,0.0,0.0,,0.0,,,,,,0.0,557.551,660.636,121.15,335.245,,,0.0,-212.377,0.868,244.886,0.0,244.886,905.522,
06/30/1999,895.677,20.179,15.757,4.422,27.701,27.701,,5.289,,,,,57.287,,,,,,110.456,714.031,1034.824,-320.793,0.0,,71.19,0.0,0.0,0.0,,71.19,785.221,,21.987,21.987,,,,52.052,52.052,0.0,0.0,,,30.354,,,,30.354,104.393,547.645,547.645,0.0,0.0,,0.0,,,,,,0.0,547.645,652.038,118.819,339.401,,,0.0,-216.364,1.783,243.639,0.0,243.639,895.677,
09/30/1999,775.785,14.508,11.289,3.219,25.967,25.967,,9.562,,,,,30.867,,,,,,80.904,628.265,954.201,-325.936,0.0,,66.616,0.0,0.0,0.0,,66.616,694.881,,26.847,26.847,,,,0.029,0.029,0.0,0.0,,,24.385,,,,24.385,51.261,469.765,469.765,0.0,0.0,,0.0,,,,,,0.0,469.765,521.026,118.819,339.563,,,0.0,-204.6,0.977,254.759,0.0,254.759,775.785,
12/31/1999,752.368,15.082,12.937,2.145,21.646,,,4.051,4.051,0.0,0.0,0.0,32.16,,,,,,72.939,618.502,1012.696,-394.194,0.0,,60.927,0.0,0.0,0.0,,60.927,679.429,,23.925,23.925,,,,5.014,5.014,0.0,0.0,,,24.709,,,,24.709,53.648,453.88,453.88,0.0,0.0,,0.0,,,,,,0.0,453.88,507.528,118.819,340.658,,,0.0,,-214.637,244.84,0.0,244.84,752.368,
03/31/2000,727.214,5.552,4.122,1.43,21.289,21.289,,5.537,5.537,0.0,0.0,0.0,33.884,,,,,,66.262,606.389,1016.351,-409.962,0.0,,54.563,0.0,0.0,0.0,,54.563,660.952,,14.375,14.375,,,,7.014,7.014,0.0,0.0,,,18.492,,,,18.492,39.881,441.679,441.679,0.0,0.0,,0.0,,,,,,0.0,441.679,481.56,112.515,344.012,,,0.0,-210.869,-0.004,245.654,0.0,245.654,727.214,
06/30/2000,700.439,0.21,0.21,0.0,28.905,28.905,,8.45,8.45,0.0,0.0,0.0,20.964,,,,,,58.529,592.274,1014.873,-422.599,0.0,,49.636,0.0,0.0,0.0,,49.636,641.91,,13.1,13.1,,,,0.014,0.014,0.0,0.0,,,27.859,,,,27.859,40.973,411.326,411.326,0.0,0.0,,0.0,,,,,,0.0,411.326,452.299,101.155,349.584,,,0.0,-202.599,0.0,248.14,0.0,248.14,700.439,
09/30/2000,687.5,1.576,1.576,0.0,28.705,28.705,,6.014,6.014,0.0,0.0,0.0,14.241,,,,,,50.536,591.887,1028.887,-437.0,0.0,,45.077,0.0,0.0,0.0,,45.077,636.964,,21.114,21.114,,,,0.014,0.014,0.0,0.0,,,21.089,,,,21.089,42.217,385.572,385.572,0.0,0.0,,0.0,,,,,,0.0,385.572,427.789,98.065,357.983,,,0.0,-195.292,-1.045,259.711,0.0,259.711,687.5,
12/31/2000,689.165,2.485,2.485,0.0,33.221,,,5.58,5.58,0.0,0.0,0.0,20.8,,,,,,62.086,593.096,1048.532,-455.436,0.0,,33.983,0.0,0.0,0.0,,33.983,627.079,,26.73,26.73,,,,0.014,0.014,0.0,0.0,,,19.115,,,,19.115,45.859,365.459,365.459,0.0,0.0,,0.0,,,,,,0.0,365.459,411.318,92.86,364.117,,,0.0,,-179.13,277.847,0.0,277.847,689.165,
03/31/2001,676.476,1.524,1.524,0.0,33.129,33.129,,3.977,3.977,0.0,0.0,0.0,13.0,,,,,,51.63,568.68,1029.022,-460.342,0.0,,56.166,0.0,0.0,0.0,,56.166,624.846,,21.939,21.939,,,,34.536,34.536,0.0,0.0,,,16.27,,,,16.27,72.745,335.746,335.746,0.0,0.0,,0.0,,,,,,0.0,335.746,408.491,92.648,367.078,,,0.0,-159.714,-32.027,267.985,0.0,267.985,676.476,
06/30/2001,712.167,2.829,2.829,0.0,38.774,38.774,,3.759,3.759,0.0,0.0,0.0,43.563,,,,,,88.925,588.808,1080.451,-491.643,0.0,,34.434,0.0,0.0,0.0,,34.434,623.242,,23.382,23.382,,,,0.014,0.014,0.0,0.0,,,21.043,,,,21.043,44.439,322.042,322.042,0.0,0.0,,11.615,,,,,,11.615,333.657,378.096,90.298,371.346,,,0.0,-144.979,17.406,334.071,0.0,334.071,712.167,
09/30/2001,739.645,4.801,4.801,0.0,29.912,29.912,,3.629,3.629,0.0,0.0,0.0,50.051,,,,,,88.393,601.041,1110.891,-509.85,0.0,,50.211,0.0,0.0,0.0,,50.211,651.252,,16.298,16.298,,,,0.0,0.0,0.0,0.0,,,23.562,,,,23.562,39.86,409.631,409.631,0.0,0.0,,23.302,,,,,,23.302,432.933,472.793,219.935,152.788,,,0.0,-138.291,32.42,266.852,0.0,266.852,739.645,
12/31/2001,682.462,3.38,3.38,0.0,32.295,,,4.895,4.895,0.0,0.0,0.0,37.165,,,,,,77.735,551.537,1078.917,-527.38,34.402,,18.788,0.0,0.0,0.0,,18.788,604.727,,27.202,27.202,,,,0.0,0.0,0.0,0.0,,,20.677,,,,20.677,47.879,302.491,302.491,0.0,0.0,,6.731,,,,,,6.731,309.222,357.101,89.74,378.952,,,0.0,,-143.331,325.361,0.0,325.361,682.462,
03/31/2002,649.663,0.557,0.557,0.0,27.181,27.181,,3.348,3.348,0.0,0.0,0.0,17.054,,,,,,48.14,561.567,1105.327,-543.76,33.283,,6.673,0.0,0.0,0.0,,6.673,601.523,,21.171,21.171,,,,0.0,0.0,0.0,0.0,,,12.36,,,,12.36,33.531,301.0,301.0,0.0,0.0,,0.0,,,,,,0.0,301.0,334.531,87.34,380.972,,,0.0,-164.726,11.546,315.132,0.0,315.132,649.663,
06/30/2002,640.949,4.125,4.125,0.0,25.668,25.668,,2.018,2.018,0.0,0.0,0.0,15.39,,,,,,47.201,554.398,1116.224,-561.826,29.609,,9.741,0.0,0.0,0.0,,9.741,593.748,,22.975,22.975,,,,0.0,0.0,0.0,0.0,,,12.178,,,,12.178,35.153,285.991,285.991,0.0,0.0,,2.965,,,,,,2.965,288.956,324.109,87.34,386.923,,,0.0,-163.101,5.678,316.84,0.0,316.84,640.949,
09/30/2002,637.901,0.463,0.463,0.0,33.892,23.992,,0.0,,,,,4.729,,,,,,39.084,560.741,1147.313,-586.572,23.027,,15.049,0.0,0.0,0.0,,15.049,598.817,,24.559,24.559,,,,0.0,0.0,0.0,0.0,,,21.25,,,,21.25,45.809,279.906,279.906,0.0,0.0,,9.76,,,,,,9.76,289.666,335.475,84.84,389.489,,,0.0,-162.952,-8.951,302.426,0.0,302.426,637.901,
12/31/2002,658.484,1.334,1.334,0.0,32.932,,,3.084,3.804,0.0,0.0,0.0,0.004,,,,,,37.354,582.478,1188.692,-606.214,18.351,,20.301,0.0,0.0,0.0,,20.301,621.13,,27.044,27.044,,,,0.0,0.0,0.0,0.0,,,40.162,,,,40.162,67.206,368.041,368.041,0.0,0.0,,17.128,,,,,,17.128,385.169,452.375,0.0,391.632,,,0.0,,-185.523,206.109,0.0,206.109,658.484,
03/31/2003,742.303,1.388,1.388,,45.35,45.35,,3.474,,,,,25.398,,,,,,75.61,646.152,1250.756,-604.604,,,20.541,0.0,0.0,0.0,,20.541,666.693,,29.425,29.425,,,,0.0,0.0,0.0,0.0,,,70.93,,,,70.93,100.355,374.761,374.761,0.0,0.0,,65.144,,,,,,65.144,439.905,540.26,,394.645,,,0.0,-148.605,-43.997,202.043,,202.043,742.303,
06/30/2003,743.437,1.309,1.309,0.0,44.894,39.394,,2.301,,,,,25.3,,,,,,73.804,653.494,1277.803,-624.309,10.767,,5.372,0.0,0.0,0.0,,5.372,669.633,,26.101,26.101,,,,0.0,0.0,0.0,0.0,,,84.826,,,,84.826,110.927,358.061,358.061,0.0,0.0,,81.264,,,,,,81.264,439.325,550.252,0.0,396.861,,,0.0,-144.014,-59.662,193.185,0.0,193.185,743.437,
09/30/2003,736.549,1.635,1.635,0.0,36.483,36.483,,5.564,,,,,19.92,,,,,,63.602,658.589,1296.072,-637.483,,,14.358,0.0,0.0,0.0,,14.358,672.947,,30.465,30.465,,,,0.0,0.0,0.0,0.0,,,54.205,,,,54.205,84.67,279.867,279.867,0.0,0.0,,88.94,,,,,,88.94,368.807,453.477,50.0,397.986,,,0.0,-158.059,-6.855,283.072,0.0,283.072,736.549,
12/31/2003,830.091,0.631,0.631,0.0,42.145,,,3.329,,,,,19.987,,,,,,66.092,745.688,1404.029,-658.341,8.193,,10.118,0.0,0.0,0.0,,10.118,763.999,,32.105,32.105,,,,0.0,0.0,0.0,0.0,,,74.859,,,,74.859,106.964,358.18,358.18,0.0,0.0,,90.881,,,,,,90.881,449.061,556.025,50.0,400.226,,,0.0,-124.011,-52.149,274.066,0.0,274.066,830.091,
03/31/2004,842.32,0.913,0.913,,34.895,34.895,,9.774,,,,,34.58,,,,,,80.162,745.173,1416.278,-671.105,,,16.985,0.0,0.0,0.0,,16.985,762.158,,29.056,29.056,,,,0.0,,,,,,94.051,,,,94.051,123.107,348.611,,,,,103.102,,,,,,103.102,451.713,574.82,50.0,403.078,,,0.0,-118.129,-67.449,267.5,,267.5,842.32,
06/30/2004,1219.68,7.571,7.571,,51.412,51.412,,9.191,,,,,37.928,,,,,,106.102,1094.469,1776.255,-681.786,,,19.109,0.0,0.0,0.0,,19.109,1113.578,,38.924,38.924,,,,0.0,,,,,,113.378,,,,113.378,152.302,525.422,,,,,129.382,,,,,,129.382,654.804,807.106,50.0,547.515,,,0.0,-111.246,-73.695,412.574,,412.574,1219.68,
09/30/2004,1243.591,0.501,0.501,,46.019,46.019,,13.522,,,,,40.363,,,,,,100.405,1124.717,1827.311,-702.594,,,18.469,,0.0,,,18.469,1143.186,,49.205,49.205,,,,0.0,,,,,,144.223,,,,144.223,193.428,503.487,,,,,137.954,,,,,,137.954,641.441,834.869,50.0,550.148,,,0.0,-99.799,-91.627,408.722,0.0,408.722,1243.591,
