Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2000,61.231998,-171.748001,237.477997,57.688999,,,57.688999,-62.187,,,,-62.187,,-370.726013,-351.058014,0.0,,,-351.058014,,,0.0,0.0,0.0,,,,,-19.667999,292.084012,0.0,294.700012,,,5.636,5.636,0.0,-8.252,,-17.41,,113.706001,
09/30/2000,152.895996,-40.141998,238.503006,-95.265999,,,-95.265999,49.800999,,,,49.800999,,-351.345001,-336.216014,0.023,,,-336.239014,,,0.0,0.0,0.0,,,,,-15.128987,203.07492,0.0,204.49292,,,7.027,7.027,0.0,-8.445,,4.626,,166.093994,
12/31/2000,-84.865997,556.638,308.912994,-901.502014,,,-901.502014,-48.915001,,,,-48.915001,,526.695984,-434.653998,0.669,,,-435.322998,,,0.0,0.0,0.0,,,,,961.349982,-442.446953,0.0,-457.376953,,,8.488,8.488,0.0,6.442,,-0.617,,136.363998,
03/31/2001,-219.970001,1127.875,250.227005,-1651.890991,,,-1651.890991,53.819,,,,53.819,,-44.191002,-37.365021,293.454987,,,-330.820007,,,0.0,0.0,0.0,,,,,-6.825981,324.209875,0.0,338.296875,,,5.28,5.28,0.0,-19.367001,,60.049,,156.789993,
06/30/2001,-18.504,238.490005,237.876999,-372.563995,,,-372.563995,-122.306999,,,,-122.306999,,469.80899,-329.459991,0.0,,,-329.459991,,,0.0,0.0,0.0,,,,,799.268981,-306.020078,0.0,-274.804078,,,0.0,0.0,0.0,-31.216,,145.285004,,98.373001,
09/30/2001,284.322998,-77.063004,271.149994,-66.835999,,,-66.835999,157.072006,,,,157.072006,,-297.881012,-312.595001,0.0,,,-312.595001,,,0.0,0.0,0.0,,,,,14.713989,71.246006,0.0,62.281006,,,3.885,3.885,0.0,5.08,,57.688,,131.100998,
12/31/2001,-268.343994,-281.569,381.975006,53.978001,,,53.978001,-422.727997,,,,-422.727997,,-453.162994,-412.513,0.0,,,-412.513,,,0.0,0.0,0.0,,,,,-40.649994,528.494996,0.0,275.205994,,,3.349,3.349,0.0,249.940002,,-192.972,,149.080002,
03/31/2002,-62.049999,-249.630005,211.070007,163.725006,,,163.725006,-187.214996,,,,-187.214996,,-274.53299,-259.900011,1.136,,,-261.036011,,,0.0,0.0,0.0,,,,,-14.632979,430.190969,0.0,441.917969,,,1.688,1.688,0.0,-13.415,,93.608002,,129.806,
06/30/2002,26.685999,-98.152995,221.220993,61.617994,,,61.617994,-158.000004,,,,-158.000004,,-302.19401,-298.433989,0.242,,,-298.675989,,,0.196,0.196,0.0,,,,,-3.956021,298.820031,0.0,294.266031,,,0.53,0.53,0.0,4.024,,23.311998,,118.515,
09/30/2002,144.360992,-81.744003,209.475998,-63.355,,,-63.355,79.984001,,,,79.984001,,-272.18399,-261.213013,0.0,,,-261.213013,,,0.0,0.0,0.0,,,,,-10.970977,209.049005,0.0,160.298004,,,-0.004,,-0.004,48.755001,,81.225998,,141.796005,
12/31/2002,305.635986,529.776978,259.049011,-701.369019,,,-701.369019,218.179001,,,,218.179001,,-514.732971,-507.843996,0.802,,,-508.645996,,,0.0,0.0,0.0,,,,,-6.888975,28.90001,0.0,26.56601,,,1.023,1.023,0.0,1.311,,-180.195999,,104.737999,
03/31/2003,-124.557999,-151.322006,256.687988,15.409,,,15.409,-245.332993,,,,-245.332993,,-156.794006,-156.607001,9.669,,,-166.276001,,,0.0,0.0,0.0,,,,,-0.187005,378.570018,0.0,307.455017,,,75.928001,75.928001,0.0,-4.813,,97.218002,,119.967003,
06/30/2003,189.901993,158.347,265.781006,-484.108002,,,-484.108002,249.882004,,,,249.882004,,202.498001,-248.018006,10.707,,,-258.725006,,,0.0,0.0,0.0,,,,,450.516007,-322.530025,0.0,-322.551025,,,0.746,0.746,0.0,-0.725,,69.870003,,105.762001,
09/30/2003,173.024994,-106.961998,283.334991,62.452,,,62.452,-65.800003,,,,-65.800003,,-495.937012,-241.983002,0.0,,,-241.983002,,,0.0,0.0,0.0,,,,,-253.95401,282.188001,0.0,282.442001,,,0.224,0.224,0.0,-0.478,,-40.723999,,159.940002,
12/31/2003,207.307007,-197.401993,275.602997,103.260002,,,103.260002,25.846001,,,,25.846001,,-159.554001,-227.617996,0.0,,,-227.617996,,,0.0,0.0,0.0,,,,,68.063995,59.919996,0.0,67.908996,,,0.824,0.824,0.0,-8.813,,107.672997,,113.446999,
03/31/2004,136.298996,-119.980003,263.519012,17.118,,,17.118,-24.358,,,,-24.358,,-229.268005,-140.389992,0.721,,,-141.110992,,,0.0,0.0,0.0,,,,,-88.878013,-28.659,0.0,-28.694,,,0.557,0.557,0.0,-0.522,,-121.627998,0.828,161.770996,
06/30/2004,74.781,-187.111,364.205,-126.671,,,-126.671,24.358,,,,24.358,,-167.856,-196.499,,,,-196.499,,,32.572,32.722,-0.15,,,,,-3.929,142.382,0.0,87.029,,,-1541.815,2.479,-1544.294,1597.168,,49.307,3.363,180.179,
09/30/2004,272.998004,-63.175,154.426988,181.746003,,-121.831,303.577003,0.0,,,,0.0,,-180.996995,-180.804008,0.318,,,-181.122008,,,0.043,0.043,0.0,,,,,-0.235987,677.662,0.0,2496.9,,,-150.012,0.316,-150.328,-1669.226,,769.662998,1.098,110.764004,
12/31/2004,186.777,-305.826,524.257,427.944,,,427.944,-459.598,,,,-459.598,,-256.509,-222.257,0.0,,,-222.257,,,0.0,0.0,0.0,,,,,-34.252,13.619,0.0,9.15,,,3.914,3.918,-0.004,0.555,,-56.113,1.124,127.206,
03/31/2005,137.141,-126.137,263.327,-0.049,,-42.699,42.65,0.0,,,,0.0,,-182.825,-170.237,2.984,,,-173.221,,,0.0,0.0,0.0,,,,,-12.588,27.775,0.0,14.627,,,2.215,2.215,0.0,10.933,,-17.909,-1.599,161.582,
06/30/2005,409.432,213.798,371.172,-175.538,,-0.857,-174.681,0.0,,,,0.0,,-246.731,-179.987,0.31,,,-180.297,,,0.0,0.0,0.0,,,,,-66.744,-488.516,0.0,-487.784,,,8.33,8.33,0.0,-9.062,,-325.815,-2.954,187.351,
09/30/2005,27.681,-62.952,253.173,-162.54,,-25.192,-137.348,0.0,,,,0.0,,-228.778,-186.187,0.353,,,-186.54,,,0.0,0.0,0.0,,,,,-42.591,124.771,0.0,25.453,,,2.04,2.04,0.0,97.278,,-76.326,-0.605,160.414,
12/31/2005,348.79,64.611,281.461,33.884,,-16.436,50.32,-31.166,-80.371,-153.862,,203.067,,-105.238,-227.474,1.76,,,-229.234,,,-9.94,0.0,-9.94,,,,,132.176,-308.433,0.0,-213.902,,,1.357,1.357,0.0,-95.888,,-64.881,1.153,188.837,
03/31/2006,166.462,-57.97,277.405,-52.973,,-36.378,-16.595,,,,,,,-266.031,-271.014,1.382,,,-272.396,,,0.0,0.0,0.0,,,,,4.983,3193.753,0.0,3233.829,,,1.381,1.381,0.0,-41.457,,3094.184,4.479,169.62,
06/30/2006,366.669,14.586,352.783,-0.7,,-24.397,23.697,0.0,,,,0.0,,-211.893,-209.512,6.618,,,-216.13,,,0.178,0.178,0.0,,,,,-2.559,-3111.063,-2837.967,-274.981,,,9.199,9.199,0.0,-7.314,,-2956.287,4.895,222.109,
09/30/2006,155.857,-59.157,180.266,-47.019,,-83.757,36.738,81.767,,,,81.767,,-210.208,-209.926,1.425,,,-211.351,,,0.942,0.942,0.0,,,,,-1.224,-58.307,-0.624,-1.777,,,0.523,0.523,0.0,-56.429,,-112.658,0.641,213.148,
12/31/2006,351.503,-23.92,306.743,31.912,,-5.476,37.388,36.768,-107.635,,,144.403,,-180.574,-177.677,8.279,,,-185.956,,,-1.0,0.0,-1.0,,,,,-1.897,-41.142,-2.189,-41.767,,,4.231,4.231,0.0,-1.417,,129.787,1.169,226.157,
03/31/2007,235.95,-26.276,291.46,46.372,,-33.303,79.675,-75.606,,,,-75.606,,-163.164,-156.294,0.0,,,-156.294,,,0.0,0.0,0.0,,,,,-6.87,-91.719,-43.82,2.221,,,-44.187,5.506,-49.693,-5.933,,-18.933,1.83,221.645,
06/30/2007,191.696,317.432,244.442,-439.846,,77.561,-517.407,69.668,,,,69.668,,59.531,-175.16,1.628,,,-176.788,,,0.369,0.369,0.0,,,,,234.322,-72.396,-22.641,-45.906,,,-44.505,23.973,-68.478,40.656,,178.831,19.569,262.891,
09/30/2007,200.483,-79.332,280.199,-0.384,,-11.658,11.274,0.0,,,,0.0,,-217.215,-220.376,0.83,,,-221.206,,,-0.1,,-0.1,,,,,3.261,-215.113,-0.852,-216.195,,,0.418,0.918,-0.5,1.516,,-231.845,3.057,226.093,
12/31/2007,353.843,6.636,454.787,113.454,,18.505,94.949,-221.034,-79.071,-23.861,,-118.102,,97.282,-226.057,0.878,,,-226.935,,,24.514,24.514,0.0,,,,,298.825,-544.064,-0.006,-544.313,,,0.35,0.397,-0.047,-0.095,,-92.939,4.23,102.865,
03/31/2008,261.192,-31.606,268.44,135.919,,-18.591,154.51,-111.561,,,,-111.561,,-194.005,-192.64,0.82,,,-193.46,,,0.0,0.0,0.0,,,,,-1.365,-28.743,-0.58,-29.28,,,1.233,1.234,-0.001,-0.116,,38.444,3.09,204.897,
06/30/2008,447.387,94.694,332.121,-90.989,,80.241,-171.23,111.561,,,,111.561,,-337.678,-190.088,0.113,,,-190.201,,,0.0,0.0,0.0,,,,,-147.59,303.397,-2.211,315.159,,,3.473,3.693,-0.22,-13.024,,413.106,3.964,178.294,
09/30/2008,321.236,30.948,277.541,12.747,,40.046,-27.299,0.0,,,,0.0,,-832.919,-250.474,,,,-250.474,,,0.0,0.0,0.0,,,,,-582.445,51.358,-29.23,102.616,,,1.717,1.718,-0.001,-23.745,,-460.325,,,
12/31/2008,276.049,-321.41,462.484,41.562,,-206.702,248.264,-35.851,-62.698,,26.847,0.0,,-273.962,-273.447,1.519,,,-274.966,,,0.0,0.0,0.0,,,,,-0.515,-29.209,-32.833,6.326,,,-2.379,1.641,-4.02,-0.323,,-27.122,2.846,343.335,
03/31/2009,362.503,21.217,263.263,78.023,13.484,11.451,53.088,,,,,,-0.303,-186.845,-168.575,0.524,0.524,0.0,-169.099,-168.962,-0.137,0.0,0.0,0.0,-0.208,0.0,-0.208,0.0,2.0,-145.005,-29.082,188.684,1286.867,-1098.183,-277.189,0.056,-277.245,-27.115,21.101,51.754,0.002344,0.172126,
06/30/2009,418.948,87.008,258.201,36.222,16.041,77.334,-57.153,,,,,,-0.158,-187.789,-184.078,2.025,2.025,0.0,-186.103,-186.074,-0.029,0.0,0.0,0.0,0.021,0.0,0.021,0.0,5.272,-177.665,-30.258,-412.428,,,267.748,,,-2.569,-12.359,41.135,14.191656,665.873874,
09/30/2009,359.645,98.942,251.498,9.205,13.159,53.147,-57.101,,,,,,0.461,-165.39,-193.04,2.05,2.05,0.0,-195.09,-190.884,-4.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.416,-286.406,-31.346,-244.537,,,8.061,8.638,-0.577,-19.045,-8.742,-100.893,2.312,308.161,
12/31/2009,40.93,78.405,90.603,-518.841,-1.08,-53.782,-463.979,,,,,,-192.89,-84.901,-156.779,0.0,0.0,0.0,-156.779,-156.779,,0.0,0.0,0.0,0.285,0.0,0.285,0.0,146.83,-60.488,-32.813,-27.616,,,1.56,5.357,-3.797,191.271,-43.338,-147.797,1.282,,
03/31/2010,361.456,74.16,241.893,45.403,12.458,61.976,-29.031,,,,,,-8.204,-150.897,-144.966,2.203,2.203,0.0,-147.169,-146.694,-0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,-171.043,-30.519,-128.876,200.0,-328.876,-3.39,14.233,-17.623,-0.054,34.318,73.834,1.879,186.823,
06/30/2010,396.315,60.864,191.297,10.728,11.255,-40.088,39.561,,,,,,-88.774,-354.162,-206.72,0.255,0.255,0.0,-206.975,-206.351,-0.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145.732,156.439,-36.984,347.308,,,-24.664,2.516,-27.18,-40.447,-41.031,157.561,,141.018,
09/30/2010,451.705,112.061,165.601,-71.096,7.77,-5.089,-73.777,,,,,,-150.627,-329.377,0.0,0.0,,0.0,,,,0.0,0.0,0.0,-0.115,-0.25,0.135,0.0,-101.171,-211.395,-36.819,103.253,,,-126.821,3.08,-129.901,-0.381,-37.329,-126.396,,,
12/31/2010,150.142,113.863,234.947,-289.554,12.117,29.514,-331.185,,,0.0,,0.0,-48.839,-1583.359,-248.076,0.676,0.676,0.0,-248.752,-247.871,-0.881,0.0,0.0,0.0,-1356.5,0.0,-1356.5,0.0,31.171,1322.145,-36.412,1370.978,,,-146.126,1.959,-148.085,182.544,-12.803,-123.875,,173.081,
03/31/2011,363.335,104.065,245.183,-47.549,12.399,40.155,-100.103,,,,,,-42.78,-151.143,-130.33,1.162,1.162,0.0,-131.492,-131.014,-0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.28,-13.441,-37.753,305.394,,,-281.103,2.317,-283.42,42.801,-4.113,194.638,7.789,172.198,
06/30/2011,416.018,87.844,247.605,-60.828,13.205,50.837,-124.87,,,,,,45.637,-207.002,-215.786,0.0,,0.0,-215.786,-214.97,-0.816,0.0,0.0,0.0,-7.776,0.0,-7.776,0.0,19.113,-264.353,-41.754,-127.628,,,-140.305,3.576,-143.881,-0.303,-113.764,-169.101,11.627,191.973,
09/30/2011,304.879,39.319,291.61,-15.811,10.981,28.683,-55.475,,,,,,,-238.374,-240.104,0.0,,0.0,-240.104,-230.898,-9.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,-234.739,-41.411,-98.238,,,-93.805,0.27,-94.075,-1.285,,-168.234,8.62,169.828,
12/31/2011,380.975,60.629,97.2,132.643,7.984,64.052,60.607,,,0.0,,0.0,-8.09,-237.947,-149.808,0.645,0.645,0.0,-150.453,-150.156,-0.297,0.0,0.0,0.0,7.776,0.0,7.776,0.0,0.77,280.302,-41.114,424.138,,,-69.702,0.308,-70.01,-24.93,3.482,426.812,30.666,692.755,
03/31/2012,234.319,57.247,212.364,-64.112,10.281,42.797,-117.19,,,,,,-1.912,-216.609,-189.539,0.0,0.0,0.0,-189.539,-188.974,-0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573,-136.114,-46.406,-21.733,,,-65.261,3.195,-68.456,-0.802,2.538,-115.866,2.496,160.973,
06/30/2012,355.731,63.529,215.172,62.973,13.4,52.831,-3.258,,,,,,-1.913,-293.97,-273.625,2.581,2.581,0.0,-276.206,-275.449,-0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.359,-39.614,-95.917,,,-78.773,0.105,-78.878,-1.142,2.838,-152.76,2.458,155.566,
09/30/2012,375.245,-3.791,227.814,119.567,13.519,7.042,99.006,,,,,,-1.913,-299.959,-281.574,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574,25.434,-39.208,138.471,,,-56.651,4.446,-61.097,-15.265,-16.569,84.151,3.235,176.282,
12/31/2012,533.193,116.538,252.425,-198.518,23.446,-60.34,-161.624,,,,,,-1.912,-266.205,-251.188,0.0,0.0,0.0,-251.188,-251.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.707,-341.15,-38.644,-305.7,,,10.976,10.976,0.0,-5.87,1.943,-72.219,18.666,684.954,
03/31/2013,240.731,-16.141,224.929,-19.388,16.016,-7.286,-28.118,,,,,,-36.913,-250.975,-237.951,0.0,0.0,0.0,-237.951,-237.403,-0.548,0.0,,,0.0,0.0,0.0,0.0,0.0,-74.874,-3.074,-24.715,,,-10.172,1.212,-11.384,0.0,-3.487,-88.605,5.754,155.56,
06/30/2013,485.363,135.359,217.816,-37.531,12.238,22.509,-72.278,,,,,,-1.822,-271.993,-256.154,0.0,0.0,0.0,-256.154,-254.519,-1.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.959,-78.168,78.306,,,2.51,2.51,0.0,-26.785,18.182,205.593,,143.302,
09/30/2013,87.499,294.601,203.405,-410.507,-32.974,26.961,-404.494,,,,,,,-215.045,-243.728,2.56,2.56,0.0,-246.288,-245.094,-1.194,0.0,,,0.0,0.0,0.0,0.0,28.683,-319.93,-39.216,-332.894,,,10.369,10.424,-0.055,41.811,-14.607,-462.083,9.682,159.338,
12/31/2013,321.456,51.842,251.544,356.314,12.171,33.85,310.293,,,,,,0.0,-209.239,-209.467,1.576,1.576,0.0,-211.043,-210.735,-0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.178,-234.291,-39.251,-194.032,,,3.151,3.974,-0.823,-4.159,0.0,-122.074,17.504,511.677,
03/31/2014,283.505,89.763,214.285,-20.8,11.418,23.227,-55.445,,,,,,,-184.624,-184.369,2.294,2.294,0.0,-186.663,-186.075,-0.588,0.0,,,0.0,0.0,0.0,0.0,-0.292,-32.983,-1.548,-38.02,,,6.097,12.613,-6.516,0.488,0.0,65.898,-0.719,150.436,
06/30/2014,423.01,94.21,221.088,111.574,9.949,58.258,43.367,,,,,,0.0,-238.815,-238.155,3.209,3.209,0.0,-241.364,,,0.0,,,0.0,0.0,0.0,0.0,-0.324,-45.808,-79.082,38.919,,,9.2,9.292,-0.092,-14.845,0.0,138.387,5.8,118.795,
09/30/2014,322.312,71.491,209.069,40.887,10.765,43.184,-13.062,,,,,,,-203.239,-203.168,1.8,1.8,0.0,-204.968,-204.752,-0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071,-211.134,-39.883,-192.393,,,22.072,22.072,0.0,-0.93,0.0,-92.061,3.336,145.181,
